ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA16,SENPA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOTV16,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRADE16,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
197719.0,Pennsylvania,152.0,Call 2,Complete,Election day exit poll,2.06026911735535,Donald Trump,Katie McGinty,Female,White,60-64,Democrat,Liberal,,High school or less,No,Yes,Donald Trump,A lot,,,,,,,,,,,,,,,,,,,,A lot,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,A lot or some,,,,,,,,Liberal Democrats,Liberal Democrats,,Democratic Senate - did not vote Clinton,,,,,A lot or some,National questionnaire,Suburbs,Suburbs,12.0,East,Version 5,West
197711.0,Pennsylvania,145.0,Call 2,Not complete,Election day exit poll,1.05126821994781,Donald Trump,Katie McGinty,Male,White,65 or over,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,Rural,Small Cities/Rural,10.0,East,Version 1,Northeast
180866.0,Pennsylvania,13.0,Call 1,Complete,Election day exit poll,1.07263100147247,Donald Trump,Katie McGinty,Female,White,30-39,Democrat,Moderate,,College graduate,No,,Donald Trump,,,,,,,,,Omit,,About the same,,,,No,No,,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,14.0,East,Version 3,West
214451.0,Pennsylvania,146.0,Call 3,Complete,Election day exit poll,1.76587390899658,Donald Trump,Katie McGinty,Male,White,30-39,Republican,Liberal,,High school or less,No,Yes,,A lot,I dislike the other candidates,,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,Not at all,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Democratic Senate - did not vote Clinton,Only Donald Trump,,,Creates more U.S. jobs,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,West
197577.0,Pennsylvania,32.0,Call 2,Complete,Election day exit poll,1.22186601161957,Donald Trump,Katie McGinty,Female,White,18-24,Democrat,Moderate,,Some college/assoc. degree,No,No,,Some,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,No,,Some,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,A lot or some,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,Neither,,,Creates more U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
197575.0,Pennsylvania,51.0,Call 2,Complete,Election day exit poll,0.774496555328369,Donald Trump,Katie McGinty,Female,White,45-49,Republican,Liberal,,High school or less,No,No,Donald Trump,A lot,,,,,,,,,,,,,,,,,,,,Not much,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Democratic Senate - did not vote Clinton,,,,,Not much or not at all,National questionnaire,Suburbs,Suburbs,11.0,East,Version 5,Northeast
199015.0,Pennsylvania,32.0,Call 2,Complete,Election day exit poll,1.41833114624023,Donald Trump,Katie McGinty,Male,White,65 or over,Independent,Liberal,,High school or less,,,,Some,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,No,,Not much,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Democratic Senate - did not vote Clinton,Neither,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
180227.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,0.774496555328369,Donald Trump,Katie McGinty,Female,Asian,30-39,Democrat,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,No,Yes,,,,,,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Democratic Women,Non-White Democrats,Other,Asian,Non-white,Asian,Other,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,11.0,East,Version 3,Northeast
180057.0,Pennsylvania,51.0,Call 1,Complete,Election day exit poll,0.932576656341553,Donald Trump,Katie McGinty,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,Suburbs,Suburbs,11.0,East,Version 4,Northeast
180031.0,Pennsylvania,125.0,Call 1,Complete,Election day exit poll,0.486463308334351,Donald Trump,Katie McGinty,Male,White,30-39,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,,,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",Yes,No,,The economy,,Good,,Has good judgment,,,,Yes,No,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,No,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,East,Version 2,Philadelphia
180004.0,Pennsylvania,15.0,Call 1,Complete,Election day exit poll,1.32846426963806,Donald Trump,Katie McGinty,Male,White,65 or over,Independent,Conservative,"$50,000-$99,999",High school or less,,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Donald Trump",,,,,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",18.0,East,Version 1,West
179289.0,Pennsylvania,21.0,Call 1,Complete,Election day exit poll,0.787193179130554,Donald Trump,Katie McGinty,Female,White,50-59,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Donald Trump",,,,,Omit,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,No,,Only Donald Trump,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,East,Version 1,Northeast
181103.0,Pennsylvania,60.0,Call 1,Complete,Election day exit poll,0.671459197998047,Donald Trump,Katie McGinty,Female,Black,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,Donald Trump,,,Favorable,Favorable,"Yes, for Hillary Clinton",,,,,Foreign policy,Better than life today,,Strongly approve,Has good judgment,No,Yes,,,,Before that,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Democratic Women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Both,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Philly Suburbs
198004.0,Pennsylvania,13.0,Call 2,Not complete,Election day exit poll,1.20182359218597,Donald Trump,Katie McGinty,Female,White,65 or over,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,,,,,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,Suburbs,Suburbs,14.0,East,Version 1,West
220113.0,Pennsylvania,145.0,Call 3,Complete,Election day exit poll,0.938259899616241,Donald Trump,Katie McGinty,Male,Hispanic/Latino,30-39,Independent,Moderate,,Some college/assoc. degree,Yes,No,Donald Trump,A lot,,,,,,,,,,,,,,,,,,,,A lot,Latino men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent Men,All others,Other,White,Non-white,Hispanic/Latino,Other,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,,,,,A lot or some,National questionnaire,Rural,Small Cities/Rural,10.0,East,Version 5,Northeast
182071.0,Pennsylvania,35.0,Call 1,Complete,Election day exit poll,1.24813139438629,Donald Trump,Katie McGinty,Male,White,60-64,Independent,Liberal,,Some college/assoc. degree,No,No,,A lot,I dislike the other candidates,,,,Angry,No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,No,,A lot,White men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Democratic Senate - did not vote Clinton,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,8.0,East,Version 2,Philly Suburbs
197915.0,Pennsylvania,35.0,Call 2,Complete,Election day exit poll,1.03656196594238,Donald Trump,Katie McGinty,Female,White,45-49,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Unfavorable,"Yes, for both candidates",,,,,The economy,Worse than life today,,Somewhat disapprove,Can bring needed change,No,No,,,,In the last few days,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,No,,Neither,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,Democratic Senate - did not vote Clinton,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,8.0,East,Version 1,Philly Suburbs
181675.0,Pennsylvania,98.0,Call 1,Not complete,Election day exit poll,0.632742643356323,Donald Trump,Katie McGinty,Female,White,45-49,,,,,No,,,,,,,"No, not contacted by either",,,,,,,,,,No,Yes,,,,In September,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,,Only Donald Trump,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
219612.0,Pennsylvania,115.0,Call 3,Complete,Election day exit poll,0.807218074798584,Donald Trump,Katie McGinty,Male,White,40-44,Something else,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for Hillary Clinton",,,,,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,Yes,No,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,,Only Donald Trump,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,East,Version 1,Philly Suburbs
185801.0,Pennsylvania,152.0,Call 1,Complete,Election day exit poll,1.83879601955414,Donald Trump,Katie McGinty,Female,Other,40-44,Independent,Moderate,,College graduate,No,,Donald Trump,,,,,,,,,Deported to the country they came from,,About the same,,,,No,Yes,,,,,,All other races,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent Women,All others,Other,Other,Non-white,Other,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,12.0,East,Version 3,West
215985.0,Pennsylvania,84.0,Call 3,Complete,Election day exit poll,1.09392166137695,Donald Trump,Katie McGinty,Female,,40-44,Democrat,Liberal,,College graduate,No,,Donald Trump,,,,,,,,,Deported to the country they came from,,Better than life today,,,,No,No,,,,,,,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,,,,College graduate,More than High school graduate,,,,,,,Democrat,,,Democratic women,Democratic Women,,,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Neither,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,16.0,East,Version 3,Central
219145.0,Pennsylvania,134.0,Call 3,Complete,Election day exit poll,0.983376443386078,Donald Trump,Katie McGinty,Female,White,30-39,Democrat,Moderate,,College graduate,No,Yes,,Some,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,No,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,Yes,No,,Some,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,Has no effect on U.S. jobs,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 2,Philadelphia
198073.0,Pennsylvania,13.0,Call 2,Complete,Election day exit poll,1.29156243801117,Donald Trump,Katie McGinty,Male,White,65 or over,Republican,Moderate,"$50,000-$99,999",College graduate,No,,,,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,Yes,,Terrorism,,Poor,,Can bring needed change,,,,No,Yes,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Democratic Senate - did not vote Clinton,Only Donald Trump,,,,,National questionnaire,Suburbs,Suburbs,14.0,East,Version 2,West
181814.0,Pennsylvania,98.0,Call 1,Complete,Election day exit poll,0.761889755725861,Donald Trump,Katie McGinty,Male,White,65 or over,Republican,Moderate,,College graduate,No,Yes,,A lot,I dislike the other candidates,,,,Angry,No,No,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,Yes,No,,Some,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,Has no effect on U.S. jobs,A lot or some,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 2,Northeast
202161.0,Pennsylvania,97.0,Call 2,Not complete,Election day exit poll,0.617898106575012,Donald Trump,Katie McGinty,Male,White,30-39,,,,,No,,,,,,,"No, not contacted by either",,,,,,,,,,No,Yes,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,,Only Donald Trump,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,11.0,East,Version 1,Northeast
183134.0,Pennsylvania,60.0,Call 1,Complete,Election day exit poll,0.551032364368439,Gary Johnson,Katie McGinty,Male,Black,25-29,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,Hillary Clinton,,,Favorable,Unfavorable,"Yes, for Hillary Clinton",,,,,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Black men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Democratic Men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - did not vote Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Philly Suburbs
199723.0,Pennsylvania,115.0,Call 2,Complete,Election day exit poll,0.552952647209167,Gary Johnson,Katie McGinty,Female,White,30-39,Independent,Moderate,,College graduate,No,No,,Some,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Philly Suburbs
199720.0,Pennsylvania,115.0,Call 2,Complete,Election day exit poll,0.552952647209167,Gary Johnson,Katie McGinty,Female,White,30-39,Independent,Moderate,,College graduate,No,No,,Some,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Philly Suburbs
199546.0,Pennsylvania,74.0,Call 2,Complete,Election day exit poll,0.632653057575226,Gary Johnson,Katie McGinty,Female,White,50-59,Independent,Moderate,,Postgraduate study,No,,,,,,,,,,,,,,,,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",17.0,East,Version 4,Northeast
199545.0,Pennsylvania,74.0,Call 2,Complete,Election day exit poll,0.632653057575226,Gary Johnson,Katie McGinty,Female,White,50-59,Independent,Moderate,,Postgraduate study,No,,,,,,,,,,,,,,,,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",17.0,East,Version 4,Northeast
199240.0,Pennsylvania,145.0,Call 2,Complete,Election day exit poll,0.855731606483459,Gary Johnson,Katie McGinty,,White,30-39,Independent,Moderate,,College graduate,No,,Would not have voted,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,No,No,,,,,,,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,,,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Neither,Democratic Senate - did not vote Clinton,,,,Takes away U.S. jobs,,National questionnaire,Rural,Small Cities/Rural,10.0,East,Version 3,Northeast
199123.0,Pennsylvania,135.0,Call 2,Complete,Election day exit poll,0.81257438659668,Gary Johnson,Katie McGinty,Male,White,30-39,Independent,Moderate,,Postgraduate study,No,No,,A lot,I strongly favor my candidate,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,No,,A lot,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - did not vote Clinton,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 2,Philadelphia
