ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINASVP,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,ISSVQUAL,LONGPRIM,OBAMAASVP,OBAMVSMCCN,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SDDPRS08,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TIME3DAB,TIMEPRAB,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3707446.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,2.0,1.0,Call 1,1.0,2.0,2.0,2.0,2.0,College graduate,3.0,2.0,2.0,2.0,Yes,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Omit,2.0,2.0,2.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,20.0,9.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,9.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57219.0,1.00723922252655
3707441.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates leadership/personal qualities,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,20.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57219.0,0.663484275341034
3707439.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,4.0,2.0,Call 1,1.0,2.0,1.0,2.0,2.0,Postgraduate study,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates leadership/personal qualities,1.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57105.0,0.594602108001709
3707438.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,4.0,2.0,Call 1,1.0,2.0,1.0,2.0,2.0,Postgraduate study,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates leadership/personal qualities,1.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57105.0,0.594602108001709
3707437.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,1.0,2.0,1.0,Call 1,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,56.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57105.0,0.902668833732605
3707435.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,3.0,2.0,Call 1,1.0,9.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,3.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates leadership/personal qualities,2.0,9.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,56.0,3.0,White,State questionnaire,White,2.0,1.0,1.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57105.0,0.594602108001709
3707434.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,56.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57105.0,0.594602108001709
3707401.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,1.0,3.0,2.0,Call 1,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,Yes,1.0,3.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,My candidates position on the issues,1.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,35.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0,0.724990546703339
3707394.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,1.0,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,No,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates leadership/personal qualities,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,35.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0,0.724990546703339
3707376.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,3.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,35.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Very upscale,57032.0,0.792262434959412
3707375.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,3.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,47.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57103.0,0.594602108001709
3707360.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,1.0,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,3.0,1.0,Yes,1.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,My candidates leadership/personal qualities,2.0,2.0,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,5.0,47.0,1.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,1.0,Midwest,None,None,5.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,Barack Obama did,Version 1,None,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,57103.0,0.594602108001709
3708920.0,18-29,18-29,18-24,18-24,Non black 18-29,All other,,,,Not complete,2.0,2.0,1.0,Call 3,1.0,,,,8.0,,,,,3.0,,2.0,2.0,1.0,,,,,1.0,My candidates position on the issues,,,,18-64,,,,,,,72.0,1.0,American Indian,State questionnaire,Other,,,,2.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non white,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,1.0,1.0,1.0,1.0,13.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57772.0,1.20836889743805
3708897.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,2.0,4.0,2.0,Call 3,1.0,,,,8.0,,,,,3.0,,2.0,2.0,1.0,,,,,2.0,My candidates leadership/personal qualities,,,,65+,,,,,,,34.0,1.0,White,State questionnaire,White,,,,3.0,2.0,Midwest,,,,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,4.0,4.0,6.0,8.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,57732.0,1.16793751716614
3708873.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,2.0,4.0,2.0,Call 3,1.0,,,,8.0,,,,,3.0,,1.0,3.0,1.0,,,,,3.0,My candidates leadership/personal qualities,,,,18-64,,,,,,,34.0,1.0,White,State questionnaire,White,,,,3.0,2.0,Midwest,,,,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,57732.0,1.37658250331879
3708739.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,2.0,4.0,2.0,Call 3,1.0,,,,8.0,,,,,1.0,,1.0,3.0,1.0,,,,,1.0,My candidates position on the issues,,,,18-64,,,,,,,13.0,1.0,White,State questionnaire,White,,,,2.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,57069.0,0.96697336435318
3708568.0,,,,,,,,,,Not complete,2.0,9.0,9.0,Call 3,1.0,,,,8.0,,,,,3.0,,9.0,9.0,9.0,,,,,2.0,My candidates position on the issues,,,,,,,,,,,71.0,9.0,White,State questionnaire,White,,,,9.0,9.0,Midwest,,,,9.0,9.0,9.0,2.0,Female,Non black female,White women,White female,White female,2.0,2.0,4.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,,,,,,2.0,,Extremely Low Density Rural,Rural,Rural,Very downscale,57450.0,1.4273589849472
3708197.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,,,,Not complete,2.0,1.0,1.0,Call 2,1.0,,,,8.0,,,,,3.0,,2.0,2.0,1.0,,,,,3.0,My candidates position on the issues,,,,18-64,,,,,,,65.0,1.0,White,State questionnaire,White,,,,1.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,,,,Version 1,,2.0,2.0,4.0,4.0,2.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,57701.0,0.837200522422791
3708145.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,2.0,4.0,2.0,Call 2,1.0,,,,8.0,,,,,1.0,,1.0,3.0,1.0,,,,,3.0,My candidates position on the issues,,,,18-64,,,,,,,13.0,2.0,White,State questionnaire,White,,,,2.0,1.0,Midwest,,,,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,57069.0,0.820411741733551
3708141.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,1.0,1.0,Call 2,1.0,,,,8.0,,,,,1.0,,9.0,9.0,9.0,,,,,9.0,My candidates position on the issues,,,,65+,,,,,,,13.0,1.0,White,State questionnaire,White,,,,1.0,1.0,Midwest,,,,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,4.0,4.0,6.0,9.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Downscale,57069.0,0.820411741733551
3708094.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,2.0,2.0,1.0,Call 2,1.0,,,,8.0,,,,,2.0,,2.0,2.0,1.0,,,,,1.0,My candidates position on the issues,,,,18-64,,,,,,,20.0,1.0,White,State questionnaire,White,,,,2.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57219.0,0.93276309967041
3708053.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,,,,Not complete,2.0,4.0,2.0,Call 2,1.0,,,,8.0,,,,,1.0,,2.0,2.0,1.0,,,,,1.0,My candidates position on the issues,,,,18-64,,,,,,,47.0,3.0,White,State questionnaire,White,,,,3.0,2.0,Midwest,,,,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57103.0,0.552631139755249
3708048.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,,,,Not complete,2.0,4.0,2.0,Call 2,1.0,,,,8.0,,,,,1.0,,2.0,2.0,1.0,,,,,2.0,My candidates leadership/personal qualities,,,,18-64,,,,,,,47.0,1.0,White,State questionnaire,White,,,,2.0,1.0,Midwest,,,,1.0,3.0,1.0,2.0,,,,,Non white,2.0,2.0,4.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,2.0,2.0,4.0,4.0,2.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57103.0,0.596025764942169
3708036.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,,,,Not complete,2.0,4.0,2.0,Call 2,1.0,,,,8.0,,,,,1.0,,1.0,3.0,1.0,,,,,2.0,My candidates position on the issues,,,,18-64,,,,,,,56.0,2.0,White,State questionnaire,White,,,,1.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,,,,Version 1,,1.0,1.0,2.0,2.0,1.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57105.0,0.552631139755249
3707562.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,4.0,2.0,Call 1,1.0,,,,8.0,,,,,1.0,,1.0,3.0,1.0,,,,,2.0,My candidates leadership/personal qualities,,,,65+,,,,,,,13.0,1.0,White,State questionnaire,White,,,,2.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,4.0,4.0,6.0,9.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Downscale,57069.0,0.820411741733551
3707553.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,,,,Not complete,2.0,4.0,2.0,Call 1,1.0,,,,8.0,,,,,1.0,,1.0,3.0,1.0,,,,,2.0,My candidates leadership/personal qualities,,,,18-64,,,,,,,13.0,1.0,White,State questionnaire,White,,,,2.0,1.0,Midwest,,,,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,57069.0,0.614034593105316
3707531.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,4.0,2.0,Call 1,1.0,,,,8.0,,,,,2.0,,1.0,3.0,1.0,,,,,1.0,My candidates leadership/personal qualities,,,,65+,,,,,,,25.0,2.0,White,State questionnaire,White,,,,3.0,2.0,Midwest,,,,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,4.0,4.0,6.0,9.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,57252.0,1.10085928440094
3707467.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,2.0,1.0,1.0,Call 1,1.0,,,,8.0,,,,,1.0,,2.0,2.0,1.0,,,,,3.0,My candidates position on the issues,,,,65+,,,,,,,53.0,2.0,White,State questionnaire,White,,,,1.0,1.0,Midwest,,,,9.0,9.0,9.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,3.0,1.0,2.0,3.0,1.0,,,,Version 1,,4.0,4.0,6.0,8.0,4.0,2.0,65+,Suburb,Urban,Urban Core,Very upscale,57103.0,0.949392020702362
3707389.0,60+,60+,50-64,60-64,Non black 60+,All other,,,,Not complete,2.0,2.0,1.0,Call 1,1.0,,,,8.0,,,,,1.0,,1.0,3.0,1.0,,,,,2.0,My candidates position on the issues,,,,18-64,,,,,,,47.0,1.0,American Indian,State questionnaire,Other,,,,2.0,1.0,Midwest,,,,2.0,2.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non white,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,,,,Version 1,,3.0,4.0,5.0,7.0,13.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57103.0,0.870276033878326
3707382.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,,,,Not complete,2.0,2.0,1.0,Call 1,1.0,,,,8.0,,,,,3.0,,1.0,3.0,1.0,,,,,2.0,My candidates leadership/personal qualities,,,,18-64,,,,,,,71.0,1.0,White,State questionnaire,White,,,,1.0,1.0,Midwest,,,,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,,,,Version 1,,2.0,2.0,4.0,4.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57450.0,1.6686384677887
3708904.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,9.0,9.0,Call 3,1.0,1.0,1.0,,8.0,,2.0,1.0,1.0,1.0,Yes,1.0,3.0,1.0,,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,1.0,57.0,9.0,White,State questionnaire,White,1.0,1.0,1.0,3.0,2.0,Midwest,Catholic,Catholic,2.0,2.0,2.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Suburbs,Suburbs,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,Barack Obama did,Version 1,Catholic,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,57033.0,0.766300439834595
3708144.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Omit,Omit,Omit,Complete,2.0,1.0,1.0,Call 2,1.0,2.0,2.0,,8.0,,9.0,9.0,9.0,1.0,,2.0,4.0,2.0,,,,,1.0,My candidates position on the issues,9.0,1.0,2.0,65+,,,,,,,2.0,1.0,White,State questionnaire,White,9.0,9.0,9.0,1.0,1.0,Midwest,,,9.0,2.0,2.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,9.0,9.0,Omit,Version 1,,4.0,4.0,6.0,9.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,57066.0,1.48167109489441
3708130.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 2,1.0,2.0,1.0,,8.0,,3.0,2.0,4.0,1.0,Yes,1.0,3.0,1.0,,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates position on the issues,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,33.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Election day exit poll,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,57042.0,0.705486536026001
