ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BILLHELP,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,NJDPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1103573.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,Once a week,More than once a week/Once a week,All others,Complete,1.0,4.0,2.0,Call 1,5.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,6.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Something else,Something else,9.0,1.0,1.0,2.0,Male,Black male,Black men,Non white male,Married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,7624.0,0.931298077106476
1125420.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,3.0,2.0,Call 3,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Independent,Conservative,5.0,22.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.800630688667297
1103560.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,4.0,2.0,Call 1,8.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,107.0,1.0,Asian,State questionnaire,Asian,3.0,2.0,East,Something else,Something else,9.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,13.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.825699329376221
1123067.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 3,11.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,40.0,1.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Jewish,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7078.0,0.682604908943176
1113728.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,Never,Never,All others,Complete,1.0,2.0,1.0,Call 2,8.0,3.0,1.0,8.0,3.0,Did not complete high school,3.0,2.0,2.0,3.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,Yes,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,107.0,1.0,Other,State questionnaire,Hispanic/Latino,3.0,2.0,East,None,None,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,9.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.959039211273193
1113724.0,30-59,45-59,40-49,45-49,Non black 45-59,All other,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,4.0,2.0,Call 2,7.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,5.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,Good,Excellent/Good,3.0,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Moderate,3.0,115.0,1.0,Asian,State questionnaire,Asian,3.0,2.0,East,None,None,9.0,2.0,2.0,1.0,Female,Non black female,All other races,Non white female,Married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,3.0,4.0,5.0,13.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.5208899974823
1125370.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,Never,Never,All others,Complete,9.0,4.0,2.0,Call 3,13.0,1.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,Yes,Yes,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Liberal,2.0,51.0,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,None,None,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,3.0,3.0,10.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0,0.645203351974487
1104372.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,1.0,Call 1,8.0,1.0,2.0,8.0,3.0,College graduate,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,43.0,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7052.0,1.91821122169495
1113694.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,3.0,2.0,Call 2,8.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,107.0,1.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Something else,2.0,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.935594439506531
1104359.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Omit,Omit,All others,Complete,1.0,4.0,2.0,Call 1,12.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,73.0,1.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Something else,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0,1.32490277290344
1123022.0,30-59,30-44,40-49,40-44,Black 30-44,Black 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,2.0,1.0,Call 3,7.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,122.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Non-married men,Non white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,6.0,17-64,High Density Urban,Urban,Urban Core,Upscale,7083.0,0.921681582927704
1104356.0,60+,60+,50-64,60-64,Black 60+,Black 60+,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,1.0,Call 1,3.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,4.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,22.0,1.0,Black,State questionnaire,Black,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,4.0,5.0,7.0,8.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.897646486759186
1129382.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,Once a week,More than once a week/Once a week,All others,Complete,3.0,9.0,9.0,Call 3,10.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,4.0,54.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,3.0,3.0,6.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7305.0,0.930362701416016
1113679.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,2.0,4.0,2.0,Call 2,7.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,5.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,115.0,4.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.515410661697388
1114003.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 2,7.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,Yes,Not so good,Not so good/Poor,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,115.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,8505.0,0.577865123748779
1104336.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,1.0,Call 1,12.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Poor,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,73.0,1.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Jewish,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0,1.48544681072235
1125332.0,30-59,30-44,40-49,40-44,Black 30-44,Black 30-44,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,1.0,Call 3,3.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,5.0,22.0,1.0,Black,State questionnaire,Black,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,6.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.800630688667297
1113666.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,1.0,Call 2,8.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,,,107.0,1.0,White,State questionnaire,White,2.0,1.0,East,Something else,Muslim,4.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Something else,1.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7013.0,0.834477305412292
1113665.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,3.0,3.0,2.0,Call 2,12.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,75.0,1.0,White,State questionnaire,White,3.0,2.0,East,Something else,Muslim,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Something else,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8857.0,0.797753930091858
1104331.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,2.0,Call 1,5.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,2.0,3.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,Yes,Good,Excellent/Good,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,111.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7480.0,0.781456351280212
1113662.0,60+,60+,50-64,60-64,Black 60+,Black 60+,Once a week,More than once a week/Once a week,All others,Complete,3.0,1.0,1.0,Call 2,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,78.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do and someone else does",Yes,I am,Yes,2.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,8.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,1.06796491146088
1113654.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 2,5.0,1.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,5.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,116.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7821.0,0.566055417060852
1113652.0,60+,60+,50-64,60-64,Non black 60+,Latino 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 2,13.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,76.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,2.0,4.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,12.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,8861.0,1.13298714160919
1113985.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,1.0,Call 2,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,4.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,23.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,8046.0,1.0488897562027
1126719.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,Catholic/Do not attend weekly,Complete,1.0,4.0,2.0,Call 3,13.0,2.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Good,Excellent/Good,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,51.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,9.0,9.0,9.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Catholic,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0,0.645203351974487
1104311.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,1.0,Call 1,12.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,73.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8759.0,1.45940554141998
1104306.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,More than once a week,More than once a week/Once a week,All others,Complete,3.0,1.0,1.0,Call 1,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",9.0,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,22.0,9.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Married women,Non white,Suburbs,Suburbs,New Jersey,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,0.800630688667297
1122969.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,3.0,2.0,Call 3,12.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,,No,Good,Excellent/Good,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,85.0,2.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7738.0,0.756638526916504
1113629.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 2,7.0,2.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,78.0,2.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,Version 1,Catholic,1.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7001.0,0.873945891857147
