ID,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDLA,COLLEDUC,DPRS08,EDUC,FTEVER,FTPRIM,FTVOTEP,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,READYBLACK,READYBL2,READYWOMAN,READYWM2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITELA,VADPRS08,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1162462.0,Never,Never,All others,Complete,1.0,1.0,Call 2,11.0,2.0,1.0,8.0,High school graduate,1.0,1.0,3.0,1.0,1.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,48.0,1.0,Other,State questionnaire,Other,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.954949080944061
1162461.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,8.0,2.0,2.0,8.0,Postgraduate study,2.0,1.0,2.0,1.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,21.0,1.0,Black,State questionnaire,Black,1.0,1.0,1.0,1.0,South,Something else,Muslim,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,1.0,1.0,2.0,2.0,5.0,17-64,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,22150.0,0.870545029640198
1163415.0,Never,Never,All others,Complete,3.0,2.0,Call 2,10.0,2.0,1.0,8.0,Some college or associate degree,2.0,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,Yes,No,Good,Excellent/Good,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,16.0,1.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,3.0,2.0,South,None,None,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.75426185131073
1162456.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 2,4.0,2.0,1.0,8.0,High school graduate,2.0,2.0,1.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,No,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,6.0,3.0,Black,State questionnaire,Black,2.0,1.0,2.0,1.0,South,Something else,Something else,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,7.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,23821.0,1.33956718444824
1163407.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,Call 2,10.0,1.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,16.0,4.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.774161696434021
1162448.0,Omit,Omit,All others,Complete,3.0,2.0,Call 2,2.0,1.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,No,Not so good,Not so good/Poor,Independent/Something else,Black non Democrat,Black Indpendents,Something else,Liberal,1.0,77.0,1.0,Black,State questionnaire,Black,2.0,1.0,2.0,1.0,South,Something else,Something else,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,1.0,1.0,1.0,9.0,9.0,Omit,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,1.0,1.0,2.0,2.0,5.0,17-64,High Density Urban,Urban,Urban Core,Downscale,23503.0,1.48882937431335
1162446.0,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 2,8.0,1.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,1.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,3.0,4.0,Asian,State questionnaire,Asian,1.0,1.0,2.0,1.0,South,Something else,Muslim,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,1.0,2.0,2.0,3.0,3.0,13.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,22201.0,0.834940075874329
1163400.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,10.0,2.0,2.0,8.0,Postgraduate study,2.0,1.0,2.0,1.0,3.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,16.0,1.0,Asian,State questionnaire,Asian,2.0,1.0,2.0,1.0,South,Something else,Something else,9.0,2.0,2.0,1.0,Female,Non black female,All other races,Non white female,Married women,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,13.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.774161696434021
1162443.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 2,5.0,2.0,1.0,8.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",9.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,27.0,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,24121.0,0.650742053985596
1162442.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 2,11.0,2.0,1.0,8.0,High school graduate,1.0,1.0,3.0,1.0,1.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,48.0,1.0,Black,State questionnaire,Black,1.0,1.0,2.0,1.0,South,None,None,9.0,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non-married men,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.87476122379303
1163395.0,Never,Never,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,10.0,2.0,2.0,8.0,College graduate,2.0,1.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,16.0,1.0,White,State questionnaire,White,1.0,1.0,2.0,1.0,South,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Catholic,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.774161696434021
1162435.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 2,7.0,2.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,49.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,22747.0,0.831820726394653
1162434.0,More than once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 2,4.0,2.0,1.0,8.0,Did not complete high school,2.0,1.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,,Not so good,Not so good/Poor,Democrat,,,Democrat,Liberal,2.0,6.0,1.0,,State questionnaire,,1.0,1.0,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,,,,,,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,4.0,4.0,6.0,9.0,,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,23821.0,1.21749627590179
1162432.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,11.0,1.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,48.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,2.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.92715984582901
1163386.0,Omit,Omit,All others,Complete,2.0,1.0,Call 2,10.0,2.0,2.0,8.0,College graduate,2.0,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,Not so good,Not so good/Poor,Democrat,,,Democrat,Moderate,3.0,16.0,1.0,,State questionnaire,,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,,,,Married women,,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,9.0,2.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0,0.65329110622406
1162426.0,Never,Never,All others,Complete,3.0,2.0,Call 2,8.0,2.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,3.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Jewish,Jewish,3.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Jewish,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,22201.0,0.81347793340683
1162425.0,,,,Not complete,1.0,1.0,Call 2,4.0,,,8.0,,,,,2.0,,,,,,3.0,No,,Poor,Not so good/Poor,,,,,,,6.0,2.0,Black,State questionnaire,Black,,,,,South,,,,,,,Female,Black female,Black women,Non white female,,Non white,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,2.0,Version 1,,,3.0,3.0,5.0,6.0,7.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,23821.0,1.33956718444824
1162421.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 2,11.0,2.0,1.0,8.0,Did not complete high school,1.0,1.0,3.0,1.0,1.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,48.0,1.0,Black,State questionnaire,Black,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.897840201854706
1162416.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 2,4.0,2.0,1.0,8.0,High school graduate,2.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,6.0,3.0,Black,State questionnaire,Black,1.0,1.0,4.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,2.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,23821.0,1.34425163269043
1162415.0,Never,Never,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 2,7.0,2.0,2.0,8.0,College graduate,2.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,49.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,9.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,22747.0,0.800337791442871
1162411.0,Never,Never,All others,Complete,3.0,2.0,Call 2,11.0,2.0,1.0,8.0,Some college or associate degree,2.0,1.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,48.0,4.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.951621294021606
1162409.0,,,,Not complete,4.0,2.0,Call 2,8.0,,,8.0,,,,,1.0,,,,,,3.0,Yes,,Not so good,Not so good/Poor,,,,,,,3.0,1.0,White,State questionnaire,Hispanic/Latino,,,,,South,,,,,,,Male,Non black male,Latino men,Non white male,,Non white,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,2.0,Version 1,,,4.0,4.0,6.0,8.0,12.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,22201.0,0.845477759838104
1162406.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 2,9.0,2.0,1.0,8.0,Did not complete high school,2.0,1.0,2.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,5.0,62.0,1.0,Black,State questionnaire,Black,2.0,1.0,4.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,8.0,17-64,Low Density Rural,Rural,Rural,Very downscale,24202.0,1.09777939319611
1162404.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 2,4.0,2.0,1.0,8.0,Did not complete high school,2.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",9.0,No,Yes,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,5.0,6.0,1.0,Black,State questionnaire,Black,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Married women,Non white,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,23821.0,1.39226186275482
1162403.0,,,,Not complete,2.0,1.0,Call 2,4.0,,,8.0,,,,,3.0,,,,,,3.0,No,,Poor,Not so good/Poor,,,,,,,12.0,1.0,Asian,State questionnaire,Asian,,,,,South,,,,,,,Female,Non black female,All other races,Non white female,,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,2.0,Version 1,,,1.0,1.0,1.0,1.0,13.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23831.0,0.914061963558197
1162401.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 2,7.0,2.0,1.0,8.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,Good,Excellent/Good,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,49.0,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,2.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,22747.0,0.853766798973084
1162400.0,,,,Not complete,1.0,1.0,Call 2,11.0,,,8.0,,,,,1.0,,,,,,2.0,No,,Good,Excellent/Good,,,,,,,48.0,1.0,Black,State questionnaire,Black,,,,,South,,,,,,,Male,Black male,Black men,Non white male,,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,2.0,Version 1,,,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.871712863445282
1162396.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 2,8.0,2.0,2.0,8.0,Postgraduate study,1.0,1.0,3.0,1.0,3.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,3.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,22201.0,0.834940075874329
1162395.0,,,,Not complete,2.0,1.0,Call 2,11.0,,,8.0,,,,,1.0,,,,,,1.0,No,,Not so good,Not so good/Poor,,,,,,,48.0,2.0,White,State questionnaire,White,,,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,2.0,Version 1,,,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.951621294021606
1162394.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 2,5.0,2.0,2.0,8.0,Postgraduate study,2.0,2.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,27.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,24121.0,0.658955037593842
1162393.0,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,4.0,1.0,1.0,8.0,Did not complete high school,2.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,No,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,6.0,1.0,Black,State questionnaire,Black,1.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Non-married men,Non white,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,,,,,1.0,2.0,Version 1,Non-white,2.0,4.0,4.0,6.0,9.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,23821.0,1.3564738035202
1162392.0,Never,Never,All others,Complete,1.0,1.0,Call 2,7.0,2.0,1.0,8.0,High school graduate,1.0,1.0,3.0,3.0,1.0,1.0,100k or more,50k or more,"$200,000 or more",2.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,84.0,1.0,White,State questionnaire,White,1.0,1.0,2.0,1.0,South,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Upscale,23221.0,0.654159665107727
1162391.0,,,,Not complete,1.0,1.0,Call 2,4.0,,,8.0,,,,,3.0,,,,,,2.0,No,,Not so good,Not so good/Poor,,,,,,,12.0,1.0,White,State questionnaire,White,,,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs, Virginia,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,2.0,Version 1,,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23831.0,0.922372758388519
1162384.0,,,,Not complete,1.0,1.0,Call 2,11.0,,,8.0,,,,,1.0,,,,,,1.0,No,,Not so good,Not so good/Poor,,,,,,,48.0,1.0,White,State questionnaire,White,,,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,2.0,Version 1,,,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20112.0,0.951621294021606
