ID,WEIGHT,PRSTX24,SENTX24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BORNINTX22,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVALLRED,FAVCRUZ,FAVHARRIS,FAVPRES24,FAVSENTX24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLEABORTIONTX24,HANDLEBORDERTX24,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WHTEVANG
33610.0,0.64383621663,Kamala Harris,Colin Allred,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,No,,Call 1,32.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Unfavorable,Neither,,Unfavorable,Worse today,Against their opponent,Urban women,2.0,,,Offered a chance to apply for legal status,The state of democracy,No,,,,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,30.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
33751.0,0.64872712,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,,Call 1,32.0,,Somewhat secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Favorable,Only Harris,,Unfavorable,About the same,Against their opponent,Urban men,2.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,30.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Donald Trump,Election day,
33997.0,0.98141055758,Kamala Harris,Other,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,,Call 1,32.0,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Neither,,Unfavorable,Worse today,Against their opponent,Urban men,2.0,,,Offered a chance to apply for legal status,The state of democracy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,30.0,Moderate/Liberal Republicans,Conservative Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
34058.0,0.64297274489,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,No,,Call 1,32.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Favorable,Only Harris,,Unfavorable,About the same,For your candidate,Urban women,2.0,,,Offered a chance to apply for legal status,Abortion,No,,,,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,30.0,Liberal Democrats,Liberal Democrats,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
34110.0,0.64297274489,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,,Call 1,32.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Favorable,Only Harris,,Unfavorable,Better today,For your candidate,Urban women,2.0,,,Offered a chance to apply for legal status,The state of democracy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,30.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
34167.0,0.60164955305,Kamala Harris,Colin Allred,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,,,Yes,,Call 1,32.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,About the same,For your candidate,Urban women,2.0,,,Offered a chance to apply for legal status,The state of democracy,No,,,,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,30.0,Liberal Democrats,Liberal Democrats,Has the ability to lead,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Joe Biden,Election day,
34621.0,0.64009116304,Donald Trump,Ted Cruz,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,,Call 1,32.0,,Somewhat secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Only Trump,,Favorable,Worse today,Against their opponent,Urban men,2.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,30.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
36801.0,0.26733085401,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,,Call 2,25.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,,,,,,,,,,Favorable,Only Harris,,Unfavorable,About the same,For your candidate,Rural men,5.0,,,Offered a chance to apply for legal status,Foreign policy,No,,,,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,119.0,Liberal Democrats,Liberal Democrats,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Joe Biden,Election day,
36836.0,0.47317944766,Donald Trump,Ted Cruz,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,Call 2,25.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Unfavorable,Only Trump,,Favorable,Worse today,For your candidate,Rural women,5.0,,,Offered a chance to apply for legal status,The economy,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,119.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
36904.0,0.53868457769,Donald Trump,Ted Cruz,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,,Call 2,25.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Unfavorable,Omit,,Omit,Worse today,For your candidate,Rural women,5.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,119.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
37191.0,1.02612125885,Donald Trump,Ted Cruz,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,All others,All others,Women 18-44,Complete,,,,Yes,Call 2,11.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Rural women,5.0,,,Offered a chance to apply for legal status,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,19.0,Independent/Something else,Conservative Republicans,,Other,American Indian,National questionnaire,Other,Non-black,Non-white,American Indian,South,Female,All other races,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,,,,,,Version 3,,Donald Trump,Election day,All others
37247.0,0.00190009285,Donald Trump,Did not vote,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,,,Yes,,Call 2,21.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Unfavorable,Neither,,Unfavorable,Worse today,For your candidate,Suburban men,5.0,,,Offered a chance to apply for legal status,The state of democracy,Yes,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,26.0,Moderate/Liberal Republicans,Moderate Independents,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Did not vote,Election day,
37294.0,0.19424543581,Kamala Harris,Ted Cruz,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,,,Yes,,Call 2,10.0,,Very secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Unfavorable,Only Trump,,Favorable,Worse today,Against their opponent,Urban women,4.0,,,Offered a chance to apply for legal status,Foreign policy,Yes,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Moderate,139.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Donald Trump,Election day,
37302.0,0.40643835696,Donald Trump,Ted Cruz,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Yes,,Call 2,21.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Unfavorable,Only Trump,,Favorable,Worse today,For your candidate,Suburban women,5.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,26.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
37325.0,0.73580338989,Kamala Harris,Other,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,Call 2,21.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Favorable,Only Harris,,Unfavorable,Better today,Against their opponent,Suburban women,5.0,,,Offered a chance to apply for legal status,The state of democracy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,26.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Other,Election day,
37409.0,0.5003226415,Donald Trump,Ted Cruz,,,65+,60+,65+,65-74,45+,60+,65+,Black 60+,Men 65+,Black 60+,Black 65+,Men 45+,Complete,,,Yes,,Call 2,10.0,,Somewhat secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,Worse today,For your candidate,Urban men,4.0,,,Offered a chance to apply for legal status,The economy,No,,,,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,139.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Donald Trump,Election day,
37495.0,0.55521436549,Donald Trump,Ted Cruz,,,65+,60+,65+,65-74,45+,60+,65+,,Men 65+,,,Men 45+,Complete,,,No,,Call 2,13.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,Unfavorable,Neither,,Unfavorable,About the same,For your candidate,Suburban men,2.0,,,Offered a chance to apply for legal status,Abortion,No,,,,65+,Independent/Something else,,,Independent men,Something else,,Conservative,43.0,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,,,State questionnaire,,,,,South,Male,,Suburbs,Suburbs,English,Texas,,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
37559.0,0.52289225955,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Black 18-29,Women 18-29,Black 18-29,Black 18-29,Women 18-44,Complete,,,,Yes,Call 2,24.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Suburban women,2.0,,,Offered a chance to apply for legal status,,No,,,,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,32.0,,,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,,Version 3,,Did not vote,Election day,All others
37573.0,0.04307391187,,Colin Allred,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,,Call 2,17.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Neither,,Unfavorable,Worse today,Against their opponent,Urban men,4.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,99.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Joe Biden,Election day,
37650.0,1.50141492861,Other,Other,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Black 18-29,Men 18-29,Black 18-29,Black 18-29,Men 18-44,Complete,,,Yes,,Call 2,7.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,Unfavorable,Neither,,Unfavorable,Better today,For your candidate,Urban men,3.0,,,Offered a chance to apply for legal status,Foreign policy,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,56.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Black,Black,State questionnaire,Black,Black,Non-white,Black,South,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
37662.0,0.61670084378,Donald Trump,Ted Cruz,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Yes,,Call 2,13.0,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Only Trump,,Favorable,Worse today,For your candidate,Suburban men,2.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,43.0,,,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
37701.0,0.45657482634,Donald Trump,Colin Allred,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,,,Yes,,Call 2,13.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Unfavorable,Only Trump,,Favorable,About the same,For your candidate,Suburban men,2.0,,,Offered a chance to apply for legal status,The state of democracy,Yes,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,All others,Moderate,43.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
37705.0,1.80706352679,Kamala Harris,Colin Allred,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Black 30-44,Women 30-44,Black 30-44,Black 30-44,Women 18-44,Complete,,,,No,Call 2,9.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Urban women,3.0,,,Offered a chance to apply for legal status,,No,,,,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,72.0,Liberal Democrats,Liberal Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 3,,Did not vote,Election day,All others
37723.0,0.58222781042,Donald Trump,Ted Cruz,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,Call 2,17.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,Unfavorable,Only Trump,,Favorable,Worse today,For your candidate,Urban men,4.0,,,Offered a chance to apply for legal status,The economy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,99.0,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,No,Donald Trump,Election day,
37740.0,0.5145191125,Donald Trump,Ted Cruz,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,Latino 45-59,Latino 45-64,Men 45+,Complete,,,Yes,,Call 2,10.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Unfavorable,Neither,,Unfavorable,Worse today,Against their opponent,Urban men,4.0,,,Offered a chance to apply for legal status,Immigration,No,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,139.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Version 1,No,Other,Election day,
37771.0,0.33903276742,Kamala Harris,Colin Allred,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,,,Yes,,Call 2,23.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,About the same,Against their opponent,Urban women,6.0,,,Offered a chance to apply for legal status,Abortion,Yes,,,,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,5.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Joe Biden,Election day,
37781.0,0.85961621471,Donald Trump,Ted Cruz,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,,,,Yes,Call 2,24.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Suburban women,2.0,,,Offered a chance to apply for legal status,,No,,,,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,32.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,,Version 3,,Donald Trump,Election day,All others
37796.0,0.30338524156,Donald Trump,Ted Cruz,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,,Women 18-29,,,Women 18-44,Complete,,,,Yes,Call 2,22.0,,,,Election day,Never attended college,No college degree,High school graduate or less,,,,,,,,,,,,,Urban women,3.0,,,Offered a chance to apply for legal status,,No,,,,18-64,Republican,,,Republican women,Republican,,Moderate,58.0,Conservative Republicans,Mod./Liberal Republicans,,,,National questionnaire,,,,,South,Female,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 3,,Donald Trump,Election day,All others
37803.0,0.82307240485,Kamala Harris,Colin Allred,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,No,Call 2,37.0,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Urban men,4.0,,,Offered a chance to apply for legal status,,No,,,,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,143.0,Moderate/Liberal Republicans,Liberal Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 3,,Joe Biden,Election day,All others
37827.0,0.17120774852,Other,Colin Allred,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,,,No,,Call 2,32.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Unfavorable,Neither,,Unfavorable,About the same,For your candidate,Suburban men,2.0,,,Offered a chance to apply for legal status,The state of democracy,Yes,,,,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,44.0,Liberal Democrats,Liberal Democrats,Cares about people like me,Other,,State questionnaire,Hispanic/Latino,,Non-white,Hispanic/Latino,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Did not vote,Election day,
