ID,WEIGHT,PRSAZ24,SENAZ24,AZ24ABORTION,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHALLENGEELECTION,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TRACKANGR,TRACKANGR2,VERSION,VOTE2020,VOTEMETHOD,ZIPCODE
16161.0,1.571186701,Donald Trump,Kari Lake,No,,,65+,60+,65+,75 or older,45+,60+,65+,Black 60+,Men 65+,Black 60+,Black 65+,Men 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Worse today,,Urban men,1.0,,,No,,,,65+,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,Independent/Something else,Conservative Republicans,,Black,Black,National questionnaire,Black,Black,Non-white,Black,West,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,By mail,85015.0
16162.0,2.037466814,Donald Trump,Kari Lake,No,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,,1.0,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,About the same,,Urban men,1.0,,,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Conservative,Moderate/Liberal Republicans,Conservative Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,West,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,Election day,85016.0
16163.0,0.912453607,Donald Trump,Kari Lake,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Worse today,,Urban men,1.0,,,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,By mail,85022.0
16164.0,3.503977049,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,Latino 45-59,Latino 45-64,Men 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,About the same,,Urban men,1.0,,,,,,,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85022.0
16165.0,0.478222023,Donald Trump,Kari Lake,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,8.0,,,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Worse today,,Urban men,1.0,,,No,,,,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,,85024.0
16166.0,1.145847363,Kamala Harris,Ruben Gallego,Yes,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,All others,All others,Women 18-44,Complete,,,,3.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Better today,,Urban women,1.0,,,No,,,,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Asian,National questionnaire,Asian,Non-black,Non-white,Asian,West,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85040.0
16167.0,0.224105871,Donald Trump,Kari Lake,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Black 60+,Men 65+,Black 60+,Black 65+,Men 45+,Complete,,,,3.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Better today,,Urban men,1.0,,,No,,,,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,West,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85041.0
16168.0,0.855597995,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,4.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Better today,,Urban men,1.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85045.0
16169.0,0.931080255,Donald Trump,Kari Lake,No,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,Latino 45-59,Latino 45-64,Women 45+,Complete,,,,8.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Worse today,,Urban women,1.0,,,Yes,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Moderate,Conservative Republicans,Mod./Liberal Republicans,,Other,White,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,By mail,85051.0
16170.0,0.672031615,Donald Trump,Kari Lake,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,,8.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Worse today,,Urban men,1.0,,,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,Early in-person,85051.0
16171.0,0.428567422,Kamala Harris,Ruben Gallego,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,Latino 60+,Latino 65+,Women 45+,Complete,,,,8.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,About the same,,Urban women,1.0,,,Yes,,,,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,Early in-person,85051.0
16172.0,0.307767812,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,8.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,About the same,,Urban women,1.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,Early in-person,85083.0
16173.0,4.383689569,Donald Trump,Kari Lake,Yes,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,8.0,,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Worse today,,Urban women,1.0,,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,Election day,85085.0
16174.0,1.428317284,Kamala Harris,Ruben Gallego,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,Latino 60+,Latino 65+,Women 45+,Complete,,,,5.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Better today,,Suburban women,3.0,,,Yes,,,,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85120.0
16175.0,0.297919584,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,,2.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Better today,,Suburban men,3.0,,,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,West,Male,Black men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85128.0
16176.0,0.804749059,Donald Trump,Kari Lake,No,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,,,,2.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Worse today,,Suburban women,3.0,,,Yes,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,Early in-person,85132.0
16177.0,2.206440575,Donald Trump,Kari Lake,No,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,,2.0,,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Worse today,,Suburban women,3.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,,,Version 4,Donald Trump,Election day,85132.0
16178.0,0.573349137,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,,,,2.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,About the same,,Suburban women,3.0,,,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,West,Female,Black women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Other,By mail,85138.0
16179.0,0.691428352,Kamala Harris,Ruben Gallego,Yes,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,,2.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Better today,,Suburban men,3.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Liberal,Moderate/Liberal Republicans,Liberal Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,,,Version 4,Joe Biden,By mail,85138.0
16180.0,0.437176032,Donald Trump,Kari Lake,Did not vote,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,4.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Worse today,,Urban men,1.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,Early in-person,85203.0
16181.0,2.100153637,Kamala Harris,Ruben Gallego,Yes,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,,5.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Better today,,Urban women,1.0,,,No,,,,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Did not vote,By mail,85209.0
16182.0,1.00578603,Donald Trump,Kari Lake,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,5.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Worse today,,Urban women,1.0,,,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,By mail,85209.0
16183.0,0.864118468,Donald Trump,Kari Lake,No,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,5.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,About the same,,Urban women,1.0,,,No,,,,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,By mail,85212.0
16184.0,0.981241844,Donald Trump,Kari Lake,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,Latino 60+,Latino 65+,Women 45+,Complete,,,,4.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Worse today,,Suburban women,1.0,,,Yes,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,By mail,85226.0
16185.0,0.708801758,Donald Trump,Kari Lake,Did not vote,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,5.0,,,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Worse today,,Suburban men,1.0,,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,,,Version 4,Donald Trump,By mail,85234.0
16186.0,1.126231591,Kamala Harris,Ruben Gallego,Yes,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,,,,5.0,,,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,Better today,,Suburban women,1.0,,,Yes,,,,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,Liberal Democrats,Liberal Democrats,,Other,White,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85249.0
16187.0,0.410801387,Kamala Harris,Ruben Gallego,No,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,Latino 45-59,Latino 45-64,Men 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,About the same,,Urban men,1.0,,,Yes,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,,Other,White,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,Early in-person,85250.0
16188.0,0.628340881,Kamala Harris,Ruben Gallego,Yes,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,About the same,,Urban women,1.0,,,No,,,,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85250.0
16189.0,0.556393848,Kamala Harris,Ruben Gallego,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,1.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Better today,,Urban women,1.0,,,No,,,,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85251.0
16190.0,0.770463367,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Better today,,Urban men,1.0,,,No,,,,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85254.0
16191.0,0.206460572,Kamala Harris,Ruben Gallego,Yes,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,Latino 60+,Latino 65+,Women 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Better today,,Urban women,1.0,,,Yes,,,,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Joe Biden,By mail,85255.0
16192.0,0.37985275,Donald Trump,Kari Lake,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,1.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Worse today,,Urban women,1.0,,,No,,,,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Donald Trump,Early in-person,85256.0
16193.0,5.289060042,Kamala Harris,Ruben Gallego,Yes,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,,1.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Better today,,Urban men,1.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Liberal,Moderate/Liberal Republicans,Liberal Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,,,Version 4,Did not vote,By mail,85259.0
16194.0,0.361456787,Kamala Harris,Ruben Gallego,Yes,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,,4.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Worse today,,Suburban women,1.0,,,No,,,,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,,,Version 4,Joe Biden,By mail,85282.0
16195.0,0.478594294,Kamala Harris,Ruben Gallego,Yes,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,,4.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,About the same,,Suburban men,1.0,,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,,,Version 4,Joe Biden,By mail,85282.0
16196.0,0.692285392,Donald Trump,Kari Lake,No,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,,4.0,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Worse today,,Suburban women,1.0,,,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,West,Female,White women,Suburbs,Suburbs,English,Arizona,White suburban women,Telephone survey,,,Version 4,Donald Trump,Election day,85282.0
16197.0,1.9487963,Kamala Harris,Ruben Gallego,No,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,,,,4.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,About the same,,Suburban men,1.0,,,Yes,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate/Liberal Republicans,Moderate Independents,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,West,Male,Latino men,Suburbs,Suburbs,English,Arizona,Other,Telephone survey,,,Version 4,Did not vote,By mail,85284.0
16198.0,0.288580884,Kamala Harris,Ruben Gallego,Yes,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,,4.0,,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Better today,,Suburban men,1.0,,,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,West,Male,White men,Suburbs,Suburbs,English,Arizona,White suburban men,Telephone survey,,,Version 4,Joe Biden,By mail,85284.0
