ID,WEIGHT,PRSMI24,SENMI24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,CALL,CDNUM,CHILD12,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,INC100K,INC50K,INCOME3,INCOME24,INCWHITE,ISRAELSUPPORT,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHITMER24,WHNCLINC,ZIPCODE
36898.0,1.242274418,Donald Trump,Mike Rogers,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,2.0,,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Rural men,5.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",About right,,No,Poor,Not so good or poor,Yes,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,160.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Did not vote,Election day,,No,49601.0
36899.0,0.877360213,Donald Trump,Mike Rogers,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,9.0,Yes,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Unfavorable,Only Trump,Favorable,About the same,For your candidate,Suburban men,2.0,,,,,,,Immigration,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,103.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Did not vote,Election day,Disapprove,,48442.0
36901.0,0.177967957,Donald Trump,,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,8.0,No,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,Urban men,2.0,,,,,,About right,,No,,,,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,24.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,,,Version 3,Donald Trump,Election day,,,48532.0
36903.0,0.926970707,Donald Trump,Mike Rogers,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 2,3.0,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,,,,,,Worse today,,Suburban men,4.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Donald Trump,Election day,,No,49401.0
36906.0,0.823810074,Donald Trump,Mike Rogers,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 2,11.0,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,Both,Yes,,,,,,Better today,,Suburban women,2.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,89.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Donald Trump,Election day,,No,48009.0
36907.0,0.571115522,Kamala Harris,Elissa Slotkin,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Call 2,7.0,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Favorable,Only Harris,Unfavorable,Better today,Omit,Suburban men,2.0,,,,,,,Abortion,No,,,,65+,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,32.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,Election day,Approve,,48840.0
36909.0,0.491113215,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Somewhat approve,Call 2,7.0,,The Democratic Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,3.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,21.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,48821.0
36917.0,1.176452968,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat approve,Strongly approve,Call 2,11.0,,The Democratic Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,2.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",About right,,No,Good,Excellent or good,No,65+,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,111.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,48329.0
36919.0,0.590780677,Kamala Harris,Mike Rogers,Legal,Legal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,9.0,,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Both,Yes,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban women,3.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",About right,,No,Poor,Not so good or poor,No,65+,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,124.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,In September,Before that,Before that,,,,Version 2,Other,Election day,,Yes,48079.0
36923.0,0.315583286,Kamala Harris,Elissa Slotkin,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,,,Call 2,8.0,,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Favorable,Both,Favorable,,For your candidate,Urban men,2.0,,,,,,,Foreign policy,Yes,,,,18-64,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,24.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,Other,Black,National questionnaire,Hispanic/Latino,Black,Non-white,Hispanic/Latino,Midwest,Male,Latino men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Other,Election day,,,48532.0
36926.0,0.661973472,Donald Trump,Mike Rogers,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,9.0,,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Yes,Only Harris,No,,,,,,Worse today,,Suburban men,2.0,"Under $100,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,99.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Donald Trump,Election day,,Yes,48371.0
36927.0,0.576889415,Kamala Harris,Elissa Slotkin,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Call 2,1.0,Yes,,Somewhat secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Favorable,Only Harris,Unfavorable,Better today,Against their opponent,Rural women,5.0,,,,,,,The state of democracy,No,,,,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,28.0,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,Approve,,49686.0
36929.0,0.972457782,Kamala Harris,Elissa Slotkin,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,Call 2,11.0,,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,Suburban women,2.0,,,,,,,,No,Good,Excellent or good,No,18-64,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,89.0,Liberal Democrats,Liberal Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,,48009.0
36930.0,0.952697844,Donald Trump,Mike Rogers,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Call 2,9.0,Yes,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Suburban men,2.0,,,,,,,The economy,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,103.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,Disapprove,,48442.0
36931.0,0.213482475,Donald Trump,,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 2,3.0,,,Omit,Omit,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Omit,Omit,,Omit,Suburban women,4.0,,,,,,,Omit,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,Omit,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,Omit,Omit,,Version 1,Omit,Election day,,,49401.0
36933.0,0.55003178,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,7.0,,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,Somewhat confident,Very confident or Somewhat confident,,,,,,Suburban men,3.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Not strong enough,,No,Poor,Not so good or poor,No,65+,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,21.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,No,48821.0
36944.0,0.477839918,Kamala Harris,Elissa Slotkin,Legal,Legal in all cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,Strongly or somewhat approve,Strongly approve,Call 2,9.0,,The Democratic Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,Only Trump,Yes,Very confident,Very confident or Somewhat confident,,,,,,Suburban women,3.0,"$100,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Omit,,No,Good,Excellent or good,No,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,124.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Joe Biden,Election day,,No,48079.0
36946.0,0.969287103,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Black 30-44,Men 30-44,Black 30-44,Black 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,2.0,,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,Only Harris,No,Not very confident,Not very confident or Not at all confident,,,,,,Suburban men,5.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Not strong enough,,No,Not so good,Not so good or poor,Yes,18-64,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,83.0,Independent/Something else,Conservative Republicans,,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Male,Black men,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,No,49457.0
36948.0,0.658268925,Donald Trump,Mike Rogers,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,7.0,,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,Suburban men,3.0,,,,,,,,No,Poor,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,16.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,,48879.0
36950.0,0.610690318,Donald Trump,Mike Rogers,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 2,3.0,,,Somewhat secure,Very secure or Somewhat secure,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Only Trump,Favorable,,For your candidate,Suburban men,4.0,,,,,,,The economy,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,,,49401.0
36951.0,1.616205991,Kamala Harris,Elissa Slotkin,,,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,,,Call 2,11.0,,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,Neither,No,,,,,,Better today,,Suburban women,2.0,"$100,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",,,Yes,,,,18-64,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,89.0,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Female,Latino women,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Joe Biden,Election day,,No,48009.0
36956.0,0.398286716,Donald Trump,Mike Rogers,Illegal,Illegal in all cases,65+,60+,65+,75 or older,45+,60+,65+,,Women 65+,,,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,9.0,,Omit,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,Yes,Omit,Omit,Not very confident,Not very confident or Not at all confident,,,,,,Suburban women,2.0,,,,,,Not strong enough,,,Not so good,Not so good or poor,No,65+,,,,,,,,Conservative,103.0,,,,,,State questionnaire,,,,,Midwest,Female,,Suburbs,Suburbs, Michigan,,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,,48442.0
36958.0,0.485004596,Donald Trump,Elissa Slotkin,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Call 2,7.0,No,,Very threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,Unfavorable,Neither,Unfavorable,Worse today,Against their opponent,Suburban men,3.0,,,,,,,The economy,No,,,,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,21.0,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,Disapprove,,48821.0
36962.0,0.35501742,Donald Trump,Elissa Slotkin,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,,Men 18-29,,,Men 18-44,Complete,,,Call 2,9.0,No,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,,,,,,,,,,Suburban men,2.0,,,,,,Too strong,,No,,,,18-64,Men without children,Independent/Something else,,,Independent men,Independent,,Moderate,99.0,Moderate/Liberal Republicans,Moderate Independents,,,,National questionnaire,,,,,Midwest,Male,,Suburbs,Suburbs, Michigan,,Election day exit poll,,,,,,,Version 3,Did not vote,Election day,,,48371.0
36964.0,0.331779864,Kamala Harris,Elissa Slotkin,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Call 2,9.0,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Favorable,Only Harris,Unfavorable,About the same,For your candidate,Suburban women,3.0,,,,,,,Abortion,No,,,,18-64,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,124.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Joe Biden,Election day,Approve,,48079.0
36969.0,0.944128558,Donald Trump,Mike Rogers,Legal,Legal in most cases,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,Call 2,2.0,,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,Omit,No,Very confident,Very confident or Somewhat confident,,,,,,Suburban men,5.0,"Under $100,000","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Not strong enough,,No,Not so good,Not so good or poor,No,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,83.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,Before that,Before that,Before that,,,,Version 2,Donald Trump,Election day,,No,49457.0
36970.0,0.81455323,Kamala Harris,Elissa Slotkin,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Call 2,11.0,,,Somewhat secure,Very secure or Somewhat secure,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Unfavorable,Neither,Unfavorable,,Against their opponent,Suburban women,2.0,,,,,,,The state of democracy,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,89.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",,Version 1,Joe Biden,Election day,,,48009.0
36971.0,0.775897554,Other,Other,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Call 2,1.0,Yes,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Unfavorable,Neither,Unfavorable,Better today,For your candidate,Rural men,5.0,,,,,,,The state of democracy,No,,,,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Moderate,28.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Other,Election day,Disapprove,,49686.0
36972.0,0.699852086,Donald Trump,Mike Rogers,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Call 2,3.0,,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,,,,,,Worse today,,Suburban women,4.0,"Under $100,000","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Before that,Before that,,,No,Version 4,Did not vote,Election day,,Yes,49401.0
36977.0,0.496262711,Donald Trump,Mike Rogers,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Call 2,7.0,No,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Suburban women,3.0,,,,,,,The economy,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,21.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Did not vote,Election day,Disapprove,,48821.0
