ID,WEIGHT,PRSWI24,SENWI24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EVERS24,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLECRIME24,HANDLECRISIS24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG
46339.0,0.764453047,Donald Trump,Eric Hovde,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,No,Call 3,5.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Neither,Unfavorable,Worse today,For your candidate,Rural men,2.0,,,Immigration,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,34.0,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,All others
46396.0,0.764453047,Donald Trump,Eric Hovde,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,Call 3,5.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,34.0,Conservative Republicans,Mod./Liberal Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
46544.0,0.764453047,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,Call 3,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,2.0,,,The state of democracy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,34.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
46984.0,0.764453047,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Not complete,,,No,Call 3,5.0,,,,Election day,,,,,,Disapprove,,,,,,,,,,Against their opponent,Rural women,2.0,,,,No,,,,18-64,,,,,,,,34.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 1,,Election day,All others
47034.0,0.764453047,Donald Trump,Eric Hovde,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,Call 3,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,34.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
47101.0,0.764453047,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,,,Yes,Call 3,5.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Approve,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,2.0,,,The economy,Yes,,,,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Conservative,34.0,Moderate/Liberal Republicans,Conservative Independents,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Male,Latino men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Did not vote,Election day,All others
29340.0,0.766851591,Donald Trump,Eric Hovde,,,65+,60+,65+,75 or older,45+,60+,65+,Black 60+,Men 65+,Black 60+,Black 65+,Men 45+,Complete,,,Yes,Call 1,5.0,,Very secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Approve,,,,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Urban men,2.0,,,Abortion,No,,,,65+,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Yes,Version 1,Donald Trump,Election day,All others
29430.0,0.766851591,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Black 18-29,Men 18-29,Black 18-29,Black 18-29,Men 18-44,Complete,,,Yes,Call 1,5.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Approve,,,,,,Unfavorable,Only Trump,Favorable,Better today,For your candidate,Urban men,2.0,,,Immigration,No,,,,18-64,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,102.0,Independent/Something else,Conservative Republicans,Cares about people like me,Black,Black,State questionnaire,Black,Black,Non-white,Black,Midwest,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Donald Trump,Election day,All others
29503.0,0.766851591,Donald Trump,Eric Hovde,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Not complete,,,No,Call 1,5.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Disapprove,,,,,,,,,,For your candidate,Urban men,2.0,,,,No,,,,18-64,,,,,,,,102.0,,,,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,,,,Version 1,,Election day,All others
29543.0,0.766851591,Donald Trump,Eric Hovde,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,Call 1,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Disapprove,,,,,,Unfavorable,Neither,Unfavorable,Worse today,For your candidate,Urban men,2.0,,,The economy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,102.0,Moderate/Liberal Republicans,Conservative Independents,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
29572.0,0.766851591,Donald Trump,Eric Hovde,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,No,Call 1,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Disapprove,,,,,,Unfavorable,Neither,Unfavorable,Worse today,Against their opponent,Urban women,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
29898.0,0.766851591,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,Yes,Call 1,5.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,About the same,For your candidate,Urban men,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,Cares about people like me,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
37288.0,0.766851591,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,No,Call 2,5.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban women,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
46567.0,0.766851591,Donald Trump,Eric Hovde,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,Call 3,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
47148.0,0.766851591,Donald Trump,Eric Hovde,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,No,Call 3,5.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Approve,,,,,,Unfavorable,Neither,Unfavorable,Better today,For your candidate,Urban men,2.0,,,The economy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Joe Biden,Election day,All others
47355.0,0.766851591,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,Call 3,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,Against their opponent,Urban men,2.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
47382.0,0.766851591,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,Call 3,5.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,,Omit,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,Omit,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
47460.0,0.766851591,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,Call 3,5.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,,The economy,,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Conservative,102.0,Moderate/Liberal Republicans,Conservative Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
47517.0,0.766851591,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,Call 3,5.0,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,,Abortion,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,102.0,Moderate/Liberal Republicans,Conservative Independents,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
47655.0,0.766851591,Donald Trump,Eric Hovde,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,Call 3,5.0,,Somewhat secure,Very secure or Somewhat secure,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Urban men,2.0,,,Abortion,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
13896.0,0.776632595,Donald Trump,Eric Hovde,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,No,,1.0,,Very threatened,Somewhat threatened or Very threatened,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,5.0,,,The economy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Has the ability to lead,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,Midwest,Male,All other races,"Cities 10,000-50,000",Small Cities/Rural,Wisconsin,Other,Telephone survey,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Other,By mail,All others
38335.0,0.778390707,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Not complete,,,,Call 2,6.0,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,Suburban men,5.0,,,,No,,,,18-64,,,,,,,,10.0,,,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,,,,Version 1,,Election day,
46400.0,0.781256113,Donald Trump,Eric Hovde,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,Call 3,7.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Suburban women,6.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,45.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
18462.0,0.781643405,Donald Trump,Eric Hovde,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,No,,4.0,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Urban women,1.0,,,,No,,,,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities over 500,000","Cities over 50,000",Wisconsin,Other,Telephone survey,,,,,,,Version 3,Donald Trump,Early in-person,All others
38860.0,0.783731094,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,Call 2,7.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Disapprove,,,,,,Unfavorable,Neither,Unfavorable,Worse today,Against their opponent,Suburban men,6.0,,,The state of democracy,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,47.0,Moderate/Liberal Republicans,Moderate Independents,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
39499.0,0.783731094,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,Call 2,7.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Approve,,,,,,Favorable,Both,Favorable,Worse today,For your candidate,Suburban men,6.0,,,Abortion,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,47.0,Independent/Something else,Conservative Republicans,Can bring needed change,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",No,Version 1,Donald Trump,Election day,All others
47939.0,0.786378621,Donald Trump,Eric Hovde,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,,,Yes,Call 3,1.0,,Somewhat secure,Very secure or Somewhat secure,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,About the same,For your candidate,Suburban women,2.0,,,Abortion,Yes,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,81.0,Independent/Something else,Conservative Republicans,Has good judgment,Other,White,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Female,Latino women,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
30308.0,0.791284898,Donald Trump,Eric Hovde,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,Call 1,7.0,,Very threatened,Somewhat threatened or Very threatened,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,Only Trump,Favorable,,For your candidate,Rural men,6.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,92.0,Independent/Something else,Conservative Republicans,Has good judgment,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",,Version 1,Donald Trump,Election day,
29396.0,0.793241749,Donald Trump,Eric Hovde,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Not complete,,,,Call 1,6.0,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,Suburban men,5.0,,,,No,,,,65+,,,,,,,,10.0,,,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,,,,Version 4,,Election day,
30178.0,0.793241749,Donald Trump,Eric Hovde,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Not complete,,,,Call 1,6.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,5.0,,,,No,,,,65+,,,,,,,,10.0,,,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Election day exit poll,,,,,,,Version 4,,Election day,
45381.0,0.796479899,Donald Trump,Eric Hovde,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,Yes,Call 3,8.0,,Very threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Rural men,6.0,,,The economy,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,49.0,Independent/Something else,Conservative Republicans,Has the ability to lead,White,White,State questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,Angry,"Dissatisfied, but not angry or Angry",Yes,Version 1,Donald Trump,Election day,White Born-again/Evangelical Christians
39633.0,0.798461846,Donald Trump,Eric Hovde,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,,,Yes,Call 2,7.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Disapprove,,,,,,Unfavorable,Only Trump,Favorable,Worse today,For your candidate,Suburban women,6.0,,,The economy,No,,,,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,47.0,Independent/Something else,Conservative Republicans,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-black,Non-white,American Indian,Midwest,Female,All other races,Suburbs,Suburbs,Wisconsin,Other,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Version 1,Donald Trump,Election day,All others
