ID,WEIGHT,PRSNC24,GOVNC24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHALLENGEELECTION,CHILD12,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVGOVNC24,FAVHARRIS,FAVPRES24,FAVROBINSON,FAVSTEIN,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLERACEISS24,HURRICANEAID,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG
16077.0,2.008829922,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,Only Harris,No,,,,,,,,,Worse today,,Suburban men,1.0,,,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 4,Donald Trump,Early in-person,White Born-again/Evangelical Christians
16079.0,5.854782373,Donald Trump,Mark Robinson,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,Yes,,10.0,,,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,Only Harris,No,,,,,,,,,Worse today,,Rural men,5.0,,,,No,,,,18-64,,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Male,Black men,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Telephone survey,Before that,Before that,Before that,,,Version 4,Donald Trump,Early in-person,All others
16080.0,1.823058837,Donald Trump,Mark Robinson,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,,,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,Neither,No,,,,,,,,,Worse today,,Suburban women,5.0,,,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,Before that,Before that,Before that,,,Version 4,Donald Trump,Early in-person,White Born-again/Evangelical Christians
16082.0,0.616939995,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,5.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,,,,,,,,,Worse today,,Rural men,5.0,,,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Telephone survey,Before that,Before that,Before that,,,Version 4,Donald Trump,Early in-person,White Born-again/Evangelical Christians
16083.0,4.260060669,Donald Trump,Mark Robinson,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,,,Yes,,10.0,,,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,Only Harris,No,,,,,,,,,Worse today,,Rural women,5.0,,,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Telephone survey,Before that,Before that,Before that,,,Version 4,Donald Trump,Early in-person,White Born-again/Evangelical Christians
16094.0,4.466622174,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,11.0,,,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,Only Harris,No,,,,,,,,,Worse today,,Suburban men,5.0,,,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,Before that,Before that,Before that,,,Version 4,Donald Trump,By mail,White Born-again/Evangelical Christians
16097.0,0.623832717,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,11.0,,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,Only Harris,No,,,,,,,,,Worse today,,Rural women,5.0,,,,No,,,,18-64,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,In the last few days,In the last month,In the last week,,,Version 4,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18306.0,0.684510225,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,4.0,,No,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,,Urban men,4.0,,,,No,,,,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18307.0,0.480681661,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,4.0,,Yes,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,Suburban men,2.0,,,,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18308.0,0.729723243,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,,6.0,,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,4.0,,,,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18309.0,0.944921782,Donald Trump,Mark Robinson,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,6.0,,,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,4.0,,,,No,,,,18-64,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18310.0,0.997045535,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,8.0,,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,4.0,,,,No,,,,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,By mail,White Born-again/Evangelical Christians
18322.0,1.251101373,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,,,Yes,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,Suburban men,4.0,,,,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18323.0,1.476806424,Donald Trump,Mark Robinson,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,,,,Yes,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,Suburban women,4.0,,,,No,,,,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18324.0,1.166693942,Donald Trump,Mark Robinson,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,,,No,,,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,Suburban men,4.0,,,,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18325.0,1.123921072,Donald Trump,Mark Robinson,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,Yes,,,,Yes,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Suburban women,4.0,,,,No,,,,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18326.0,1.123921072,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,,,No,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Suburban women,4.0,,,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18327.0,1.476806424,Donald Trump,Mark Robinson,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,,,No,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,Suburban women,4.0,,,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18331.0,0.680586041,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,No,,13.0,,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,2.0,,,,No,,,,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18338.0,0.796175058,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,1.0,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Rural women,2.0,,,,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18357.0,1.762968103,Donald Trump,Mark Robinson,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,,,Yes,,3.0,,Yes,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,,,Rural women,1.0,,,,No,,,,18-64,Women with children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18358.0,0.572712284,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,12.0,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Urban women,3.0,,,,No,,,,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18362.0,2.031749059,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,Yes,,,,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,3.0,,,,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18363.0,2.320066639,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,,,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,3.0,,,,No,,,,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18364.0,1.765682955,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,,,No,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,Suburban men,3.0,,,,No,,,,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18365.0,0.478188671,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,10.0,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Suburban women,3.0,,,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18366.0,0.369533911,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,No,,14.0,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Urban women,3.0,,,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18369.0,0.877795666,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,14.0,,No,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,Suburban women,3.0,,,,No,,,,65+,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18376.0,0.536807612,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Women 45-64,White 45-59,White 45-64,Women 45+,Complete,,,Yes,,12.0,,No,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Urban women,3.0,,,,No,,,,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18378.0,0.388154708,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,No,,14.0,,No,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,Urban men,3.0,,,,No,,,,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18387.0,0.337027996,Donald Trump,Mark Robinson,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,All others,All others,Men 45+,Complete,,,Yes,,9.0,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,,,Rural men,4.0,,,,No,,,,18-64,Men without children,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,Other,American Indian,National questionnaire,Other,Non-black,Non-white,American Indian,South,Male,All other races,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18390.0,1.026154248,Donald Trump,Mark Robinson,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,7.0,,Yes,,,Absentee or early in-person,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,Rural women,1.0,,,,No,,,,65+,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural, North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18391.0,2.671988831,Donald Trump,Mark Robinson,,,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,No,,7.0,,Yes,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,1.0,,,,No,,,,18-64,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18393.0,0.719848051,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,Yes,,7.0,,No,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,Suburban women,1.0,,,,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,White Born-again/Evangelical Christians
18394.0,0.821155457,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,,,No,,7.0,,No,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,,Suburban women,1.0,,,,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs, North Carolina,White suburban women,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
18396.0,1.235923585,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,,,Yes,,7.0,,No,,,Absentee or early in-person,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,,Suburban men,1.0,,,,No,,,,65+,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs, North Carolina,White suburban men,Telephone survey,,,,,,Version 3,Donald Trump,By mail,White Born-again/Evangelical Christians
18398.0,1.263977707,Donald Trump,Mark Robinson,,,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,All others,All others,Women 45+,Complete,,,No,,7.0,,No,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,,,Suburban women,1.0,,,,No,,,,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,,Other,Other,National questionnaire,Other,Non-black,Non-white,Other,South,Female,All other races,Suburbs,Suburbs, North Carolina,Other,Telephone survey,,,,,,Version 3,Donald Trump,Early in-person,All others
