State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
45.0,35.0,46.0,Third call,40-44,White,,Leckman,Approve,Approve,Neither,No,No,No,,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Independent/Other,40 to 49,1.9369999999999998
45.0,38.0,1.0,First call,65 and over,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,2.0,First call,50-59,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.978
45.0,38.0,3.0,First call,65 and over,White,Male,Bennett,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Did not vote,Republican,15 to 30K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.947
45.0,38.0,4.0,First call,50-59,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.993
45.0,38.0,5.0,First call,40-44,White,Female,Leckman,Approve,,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,0.918
45.0,38.0,6.0,First call,45-49,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,0.978
45.0,38.0,7.0,First call,60-64,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Republican,50 to 64,0.947
45.0,38.0,8.0,First call,60-64,White,Male,Bennett,Approve,Approve,Neither,Yes,No,No,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Republican,50 to 64,0.947
45.0,38.0,9.0,First call,60-64,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,0.889
45.0,38.0,10.0,First call,30-39,Other,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,0.918
45.0,38.0,11.0,First call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Perot,Republican,30 to 50K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.947
45.0,38.0,12.0,First call,60-64,White,Female,Bennett,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Independent,15 to 30K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,0.933
45.0,38.0,13.0,First call,50-59,White,Female,Leckman,Approve,Disapprove,,Yes,,,,Worse,,Independent,,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,0.918
45.0,38.0,14.0,Second call,65 and over,White,Female,Leckman,Approve,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,15.0,Second call,30-39,Hispanic,Female,Bennett,Approve,Approve,Neither,No,,,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,1.392
45.0,38.0,16.0,Second call,60-64,White,Male,Leckman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,0.889
45.0,38.0,17.0,Second call,65 and over,White,Male,Bennett,Approve,Approve,Neither,Yes,No,No,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.947
45.0,38.0,18.0,Second call,18-24,White,Male,Bennett,Approve,Approve,Neither,No,Yes,Yes,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Independent/Other,18 to 24,1.012
45.0,38.0,19.0,Second call,45-49,White,Male,Bennett,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Republican,50 to 75K,Moderate,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,0.993
45.0,38.0,20.0,Second call,65 and over,White,,Bennett,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Independent,30 to 50K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,0.947
45.0,38.0,21.0,Second call,30-39,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,0.918
45.0,38.0,22.0,Second call,65 and over,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,23.0,Second call,65 and over,White,Female,Bennett,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.933
45.0,38.0,24.0,Second call,30-39,White,Female,Leckman,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Perot,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Republican,30 to 39,0.918
45.0,38.0,25.0,Second call,65 and over,White,Female,Leckman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,26.0,Second call,65 and over,White,Male,Bennett,Approve,Approve,Neither,No,No,Yes,Yes,Better,Perot,Democrat,30 to 50K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.947
45.0,38.0,27.0,Second call,50-59,White,Female,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.978
45.0,38.0,28.0,Second call,18-24,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Republican,18 to 24,0.997
45.0,38.0,29.0,Second call,65 and over,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,30.0,Second call,65 and over,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,31.0,Second call,18-24,White,Female,Leckman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Perot,,15 to 30K,Conservative,18 to 64,State,Salt Lake County,18 to 29,18 to 24,,18 to 24,0.936
45.0,38.0,32.0,Second call,65 and over,White,Female,Bennett,Approve,Disapprove,Neither,Yes,,,,Worse,Clinton,Democrat,,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.933
45.0,38.0,33.0,Second call,18-24,White,Male,Bennett,Disapprove,Disapprove,Neither,Yes,Yes,No,No,Better,Did not vote,Republican,,Moderate,18 to 64,State,Salt Lake County,18 to 29,18 to 24,Republican,18 to 24,1.012
45.0,38.0,34.0,Second call,50-59,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Independent,Under 15K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,0.918
45.0,38.0,35.0,Second call,65 and over,White,Female,Bennett,Disapprove,Approve,Neither,Yes,Yes,Yes,,Same,Dole,Republican,,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.933
45.0,38.0,36.0,Second call,60-64,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,0.876
45.0,38.0,37.0,Second call,65 and over,White,Female,Leckman,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Democrat,65 and over,0.876
45.0,38.0,38.0,Second call,60-64,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Perot,Something else,30 to 50K,Moderate,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,0.947
45.0,38.0,39.0,Second call,60-64,White,Female,Leckman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Something else,50 to 75K,Conservative,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,0.876
45.0,38.0,40.0,Second call,65 and over,White,Male,Bennett,Approve,Approve,Neither,,,,,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.947
45.0,38.0,41.0,Third call,50-59,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Something else,50 to 75K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Independent/Other,50 to 64,0.918
45.0,38.0,42.0,Third call,60-64,White,Female,Bennett,,Approve,Oppose Clinton,No,,,,Same,Dole,Republican,30 to 50K,Liberal,18 to 64,State,Salt Lake County,60 and over,60 and over,Republican,50 to 64,0.933
45.0,38.0,43.0,Third call,65 and over,White,Male,Bennett,Approve,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,Salt Lake County,60 and over,60 and over,Republican,65 and over,0.947
45.0,38.0,44.0,Third call,25-29,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,18 to 29,25 to 29,Democrat,25 to 29,0.997
45.0,38.0,45.0,Third call,60-64,White,Female,Bennett,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Salt Lake County,60 and over,60 and over,Independent/Other,50 to 64,0.933
45.0,38.0,46.0,Third call,50-59,White,Female,Bennett,Approve,Approve,Neither,No,No,Yes,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Democrat,50 to 64,0.978
45.0,38.0,47.0,Third call,65 and over,White,Male,Bennett,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,30 to 50K,Conservative,65 and over,State,Salt Lake County,60 and over,60 and over,Independent/Other,65 and over,0.947
45.0,38.0,48.0,Third call,45-49,White,Female,Bennett,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,50 to 75K,Liberal,18 to 64,State,Salt Lake County,45 to 59,40 to 49,Republican,40 to 49,0.978
45.0,38.0,49.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Something else,15 to 30K,Moderate,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Independent/Other,30 to 39,0.993
45.0,38.0,50.0,Third call,40-44,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Salt Lake County,30 to 44,40 to 49,Democrat,40 to 49,0.918
45.0,38.0,51.0,Third call,60-64,White,Female,Leckman,Approve,Disapprove,Neither,No,No,,,Same,Clinton,Democrat,Under 15K,,18 to 64,State,Salt Lake County,60 and over,60 and over,Democrat,50 to 64,0.876
45.0,38.0,52.0,Third call,50-59,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Democrat,50 to 64,0.932
45.0,38.0,53.0,Third call,30-39,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Did not vote,Democrat,50 to 75K,Liberal,18 to 64,State,Salt Lake County,30 to 44,30 to 39,Democrat,30 to 39,0.932
45.0,38.0,54.0,Third call,50-59,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Salt Lake County,45 to 59,50 to 59,Republican,50 to 64,0.978
45.0,46.0,1.0,First call,30-39,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.607
45.0,46.0,2.0,First call,50-59,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Independent/Other,50 to 64,0.6289999999999999
45.0,46.0,3.0,First call,50-59,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,4.0,First call,50-59,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,,,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,5.0,First call,30-39,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.607
45.0,46.0,6.0,First call,50-59,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.607
45.0,46.0,7.0,First call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,0.756
45.0,46.0,8.0,First call,60-64,White,Male,Bennett,Disapprove,,Oppose Clinton,,Yes,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,60 and over,60 and over,Republican,50 to 64,0.756
45.0,46.0,9.0,First call,60-64,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Republican,50 to 75K,Liberal,18 to 64,State,West/Provo area,60 and over,60 and over,Republican,50 to 64,0.725
45.0,46.0,10.0,First call,50-59,White,Male,Bennett,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Worse,Other,Independent,30 to 50K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Independent/Other,50 to 64,0.607
45.0,46.0,11.0,First call,40-44,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,0.607
45.0,46.0,12.0,First call,50-59,White,Male,Bennett,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Republican,100K or more,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.607
45.0,46.0,13.0,First call,65 and over,White,Male,Leckman,Disapprove,Disapprove,Neither,,No,,Yes,Same,Dole,Independent,30 to 50K,Conservative,65 and over,State,West/Provo area,60 and over,60 and over,Independent/Other,65 and over,0.725
45.0,46.0,14.0,First call,30-39,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Other,Something else,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Independent/Other,30 to 39,0.5820000000000001
45.0,46.0,15.0,First call,,Hispanic,Male,Leckman,Approve,Disapprove,,No,,,,,Clinton,,,,,State,West/Provo area,,,,,0.575
45.0,46.0,16.0,Second call,65 and over,White,Female,Bennett,,Approve,Support Clinton,No,Yes,No,Yes,Worse,Dole,Republican,15 to 30K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,0.7840000000000001
45.0,46.0,17.0,Second call,50-59,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,18.0,Second call,18-24,White,Female,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Did not vote,Independent,,Conservative,18 to 64,State,West/Provo area,18 to 29,18 to 24,Independent/Other,18 to 24,0.6349999999999999
45.0,46.0,19.0,Second call,,White,Female,Bennett,Disapprove,Approve,,No,,,,,Dole,,,,,State,West/Provo area,,,,,0.6289999999999999
45.0,46.0,20.0,Second call,50-59,White,Female,Bennett,Disapprove,Approve,Support Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,21.0,Second call,40-44,White,Male,Bennett,Approve,Approve,Support Clinton,,No,No,No,Same,Did not vote,Something else,15 to 30K,Liberal,18 to 64,State,West/Provo area,30 to 44,40 to 49,Independent/Other,40 to 49,0.607
45.0,46.0,22.0,Second call,30-39,White,Female,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.6289999999999999
45.0,46.0,23.0,Second call,40-44,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,0.607
45.0,46.0,24.0,Second call,50-59,White,Female,Bennett,Disapprove,Approve,,No,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,25.0,Second call,30-39,White,Female,Leckman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Independent/Other,30 to 39,0.603
45.0,46.0,26.0,Second call,18-24,White,Male,Bennett,Approve,Disapprove,Neither,Yes,No,No,,Better,Clinton,Something else,50 to 75K,Liberal,18 to 64,State,West/Provo area,18 to 29,18 to 24,Independent/Other,18 to 24,0.613
45.0,46.0,27.0,Third call,40-44,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Something else,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Independent/Other,40 to 49,0.607
45.0,46.0,28.0,Third call,45-49,White,Female,Leckman,Approve,Disapprove,Neither,,No,No,No,,Clinton,Democrat,,,18 to 64,State,West/Provo area,45 to 59,40 to 49,Democrat,40 to 49,0.603
45.0,46.0,29.0,Third call,50-59,White,Male,Leckman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Democrat,50 to 64,0.5820000000000001
45.0,46.0,30.0,Third call,50-59,White,Male,Bennett,Approve,Approve,Neither,No,No,No,Yes,Same,Perot,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.607
45.0,46.0,31.0,Third call,50-59,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,32.0,Third call,40-44,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,0.6289999999999999
45.0,46.0,33.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.6289999999999999
45.0,46.0,34.0,Third call,30-39,White,Female,Bennett,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.6289999999999999
45.0,46.0,35.0,Third call,30-39,White,Female,Leckman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,West/Provo area,30 to 44,30 to 39,Democrat,30 to 39,0.603
45.0,46.0,36.0,Third call,65 and over,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Clinton,Independent,15 to 30K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Independent/Other,65 and over,0.756
45.0,46.0,37.0,Third call,40-44,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Independent/Other,40 to 49,0.6289999999999999
45.0,46.0,38.0,Third call,50-59,White,Male,Leckman,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,West/Provo area,45 to 59,50 to 59,Democrat,50 to 64,0.5820000000000001
45.0,46.0,39.0,Third call,45-49,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Democrat,50 to 75K,Conservative,18 to 64,State,West/Provo area,45 to 59,40 to 49,Democrat,40 to 49,0.607
45.0,46.0,40.0,Third call,30-39,White,Male,Bennett,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,15 to 30K,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.607
45.0,46.0,41.0,Third call,40-44,,Male,Leckman,Approve,,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,West/Provo area,30 to 44,40 to 49,Democrat,40 to 49,0.5820000000000001
45.0,46.0,42.0,Third call,40-44,White,Female,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,West/Provo area,30 to 44,40 to 49,Republican,40 to 49,0.6289999999999999
45.0,46.0,43.0,Third call,45-49,White,Male,Leckman,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,West/Provo area,45 to 59,40 to 49,Independent/Other,40 to 49,0.5820000000000001
45.0,46.0,44.0,Third call,40-44,White,Male,Leckman,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Democrat,40 to 49,0.5820000000000001
45.0,46.0,45.0,Third call,65 and over,White,Female,Bennett,Disapprove,Disapprove,Oppose Clinton,,,,,Same,Clinton,,,Conservative,65 and over,State,West/Provo area,60 and over,60 and over,,65 and over,0.7840000000000001
45.0,46.0,46.0,Third call,65 and over,White,Male,Bennett,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Moderate,65 and over,State,West/Provo area,60 and over,60 and over,Republican,65 and over,0.756
45.0,46.0,47.0,Third call,65 and over,White,Female,Leckman,Approve,Disapprove,Support Clinton,,No,No,No,,Clinton,Democrat,,,65 and over,State,West/Provo area,60 and over,60 and over,Democrat,65 and over,0.752
45.0,46.0,48.0,Third call,65 and over,White,Male,Bennett,Approve,Approve,Neither,,No,No,No,Worse,,Independent,15 to 30K,Conservative,65 and over,State,West/Provo area,60 and over,60 and over,Independent/Other,65 and over,0.756
45.0,46.0,49.0,Third call,60-64,White,Female,Bennett,,,,No,No,No,Yes,Same,,Independent,15 to 30K,Conservative,18 to 64,State,West/Provo area,60 and over,60 and over,Independent/Other,50 to 64,0.7840000000000001
45.0,46.0,50.0,Third call,30-39,White,Male,Bennett,Disapprove,Approve,,No,Yes,Yes,No,Same,Dole,Republican,,Moderate,18 to 64,State,West/Provo area,30 to 44,30 to 39,Republican,30 to 39,0.607
45.0,46.0,51.0,Third call,50-59,White,Female,Other,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.8740000000000001
45.0,46.0,52.0,Third call,18-24,White,Male,Bennett,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,West/Provo area,18 to 29,18 to 24,Republican,18 to 24,0.613
45.0,46.0,53.0,Third call,40-44,White,Female,Leckman,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Did not vote,Democrat,75 to 100K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,Democrat,40 to 49,0.603
45.0,46.0,54.0,Third call,50-59,White,Female,Bennett,Disapprove,Approve,,,Yes,Yes,,Better,Dole,Republican,,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,55.0,Third call,50-59,White,Female,Bennett,Disapprove,Approve,,,,,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.6289999999999999
45.0,46.0,56.0,Third call,50-59,White,Male,Leckman,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Republican,50 to 64,0.5820000000000001
45.0,46.0,57.0,Third call,50-59,White,Male,Leckman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,West/Provo area,45 to 59,50 to 59,Independent/Other,50 to 64,0.5820000000000001
45.0,46.0,58.0,Third call,40-44,White,Male,Bennett,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,,50 to 75K,Moderate,18 to 64,State,West/Provo area,30 to 44,40 to 49,,40 to 49,0.607
45.0,46.0,59.0,Third call,45-49,White,Female,Bennett,Disapprove,Approve,Neither,No,,Yes,,Same,Dole,Democrat,50 to 75K,Conservative,18 to 64,State,West/Provo area,45 to 59,40 to 49,Democrat,40 to 49,0.6289999999999999
