State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Gore good as Pres?,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
43.0,83.0,40.0,Third call,18-24,White,Male,Hooker,Approve,Disapprove,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,East,18 to 29,18 to 24,Democrat,18 to 24,1.68
43.0,83.0,41.0,Third call,50-59,White,Male,Sundquist,Disapprove,,No,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.6189999999999998
43.0,83.0,42.0,Third call,30-39,White,Female,Sundquist,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,Under 15K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.484
43.0,83.0,43.0,Third call,45-49,White,Male,Sundquist,,Approve,No,Neither,Yes,No,No,Yes,,Dole,Democrat,,Conservative,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,1.6189999999999998
43.0,83.0,44.0,Third call,40-44,White,Male,Sundquist,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.6189999999999998
43.0,83.0,45.0,Third call,50-59,White,Male,Sundquist,Approve,Approve,No,Neither,No,Yes,Yes,No,Same,,Republican,15 to 30K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.6189999999999998
43.0,83.0,46.0,Third call,40-44,White,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.6560000000000001
43.0,83.0,47.0,Third call,45-49,White,Male,Sundquist,Disapprove,Approve,No,Neither,No,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.6189999999999998
43.0,83.0,48.0,Third call,65 and over,White,Female,Sundquist,Approve,,Yes,Support Clinton,,No,No,,Same,Clinton,,Under 15K,,65 and over,State,East,60 and over,60 and over,,65 and over,1.9089999999999998
43.0,83.0,49.0,Third call,45-49,White,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Something else,30 to 50K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.806
43.0,87.0,1.0,First call,45-49,Black,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,2.0,First call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.24400000000000002
43.0,87.0,3.0,First call,25-29,Black,Female,Sundquist,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.245
43.0,87.0,4.0,First call,65 and over,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.232
43.0,87.0,5.0,First call,50-59,Black,Female,Sundquist,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.284
43.0,87.0,6.0,First call,60-64,Black,Male,Hooker,Approve,Approve,No,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.232
43.0,87.0,7.0,First call,40-44,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.284
43.0,87.0,8.0,First call,45-49,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.284
43.0,87.0,9.0,First call,45-49,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,10.0,Second call,60-64,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.2
43.0,87.0,11.0,Second call,65 and over,Black,Female,Hooker,Approve,,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,,,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.2
43.0,87.0,12.0,Second call,65 and over,Black,Female,Hooker,Approve,,Yes,Support Clinton,Yes,No,No,No,Same,,,Under 15K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,,65 and over,0.2
43.0,87.0,13.0,Second call,60-64,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,,No,No,,,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.2
43.0,87.0,14.0,Second call,65 and over,Black,Male,Sundquist,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.232
43.0,87.0,15.0,Second call,30-39,Black,Male,Sundquist,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.32999999999999996
43.0,87.0,16.0,Second call,30-39,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,Yes,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Independent/Other,30 to 39,0.284
43.0,87.0,17.0,Second call,30-39,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.284
43.0,87.0,18.0,Second call,30-39,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.284
43.0,87.0,19.0,Second call,40-44,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.284
43.0,87.0,20.0,Second call,25-29,Black,Male,Hooker,Approve,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.285
43.0,87.0,21.0,Second call,65 and over,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,,Better,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.2
43.0,87.0,22.0,Second call,45-49,Black,Male,Hooker,Disapprove,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,23.0,Second call,60-64,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.2
43.0,87.0,24.0,Second call,50-59,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Republican,50 to 64,0.32999999999999996
43.0,87.0,25.0,Second call,65 and over,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.232
43.0,87.0,26.0,Second call,60-64,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.232
43.0,87.0,27.0,Third call,30-39,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.284
43.0,87.0,28.0,Third call,40-44,Black,Female,Hooker,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.284
43.0,87.0,29.0,Third call,45-49,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,30.0,Third call,60-64,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.2
43.0,87.0,31.0,Third call,30-39,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.32999999999999996
43.0,87.0,32.0,Third call,45-49,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,33.0,Third call,30-39,Black,Male,Hooker,Approve,Disapprove,No,Support Clinton,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.32999999999999996
43.0,87.0,34.0,Third call,40-44,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,,15 to 30K,,18 to 64,State,Shelby County,30 to 44,40 to 49,,40 to 49,0.32999999999999996
43.0,87.0,35.0,Third call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.32999999999999996
43.0,87.0,36.0,Third call,25-29,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,,No,No,,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.285
43.0,87.0,37.0,Third call,65 and over,White,Female,Sundquist,Disapprove,Disapprove,Yes,Support Clinton,Yes,No,,Yes,Better,Clinton,Democrat,Under 15K,,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.502
43.0,87.0,38.0,Third call,50-59,Black,Female,Sundquist,Approve,Approve,Yes,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.284
43.0,87.0,39.0,Third call,50-59,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.32999999999999996
43.0,87.0,40.0,Third call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.32999999999999996
43.0,87.0,41.0,Third call,50-59,Black,Male,Hooker,Approve,Disapprove,No,Support Clinton,No,No,Yes,No,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.32999999999999996
43.0,87.0,42.0,Third call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.284
43.0,87.0,43.0,Third call,45-49,Black,Male,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,44.0,Third call,50-59,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.32999999999999996
43.0,87.0,45.0,Third call,30-39,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.284
43.0,87.0,46.0,Third call,65 and over,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.232
43.0,87.0,47.0,Third call,45-49,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,48.0,Third call,50-59,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.32999999999999996
43.0,87.0,49.0,Third call,45-49,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,50.0,Third call,65 and over,,Male,Hooker,Approve,Approve,Yes,Support Clinton,,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,65 and over,State,Shelby County,60 and over,60 and over,Democrat,65 and over,0.5840000000000001
43.0,87.0,51.0,Third call,30-39,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.284
43.0,87.0,52.0,Third call,40-44,Black,Male,Hooker,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Republican,15 to 30K,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Republican,40 to 49,0.32999999999999996
43.0,87.0,53.0,Third call,45-49,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,87.0,54.0,Third call,60-64,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.2
43.0,87.0,55.0,Third call,30-39,Black,Female,Hooker,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.284
43.0,87.0,56.0,Third call,45-49,Black,Male,Hooker,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.32999999999999996
43.0,88.0,1.0,First call,50-59,Black,Female,Hooker,Approve,Approve,Yes,Oppose Clinton,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.466
43.0,88.0,2.0,First call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.466
43.0,88.0,3.0,First call,60-64,Black,Male,Sundquist,Approve,Approve,Yes,Neither,No,No,No,No,Worse,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Shelby County,60 and over,60 and over,Independent/Other,50 to 64,0.38199999999999995
43.0,88.0,4.0,First call,45-49,Black,Male,Other,Approve,Approve,Yes,Neither,No,No,No,No,Same,Did not vote,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.318
43.0,88.0,5.0,First call,25-29,Black,Male,Hooker,Approve,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.467
43.0,88.0,6.0,First call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.402
43.0,88.0,7.0,First call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Independent/Other,50 to 64,0.466
43.0,88.0,8.0,First call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.5429999999999999
43.0,88.0,9.0,Second call,40-44,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.5429999999999999
43.0,88.0,10.0,Second call,50-59,Black,Male,Sundquist,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999
43.0,88.0,11.0,Second call,60-64,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.38099999999999995
43.0,88.0,12.0,Second call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.466
43.0,88.0,13.0,Second call,60-64,,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.8260000000000001
43.0,88.0,14.0,Second call,60-64,White,Male,Sundquist,Disapprove,Disapprove,No,Neither,Yes,No,No,Yes,Same,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Shelby County,60 and over,60 and over,Republican,50 to 64,0.961
43.0,88.0,15.0,Second call,18-24,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,Yes,Yes,No,Yes,Same,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Shelby County,18 to 29,18 to 24,Democrat,18 to 24,0.467
43.0,88.0,16.0,Second call,45-49,Black,Male,Hooker,Approve,Approve,No,Support Clinton,No,Yes,No,Yes,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.5429999999999999
43.0,88.0,17.0,Second call,50-59,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,No,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Republican,50 to 64,0.466
43.0,88.0,18.0,Second call,60-64,Black,Female,Sundquist,Approve,Approve,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.329
43.0,88.0,19.0,Second call,65 and over,White,Female,Sundquist,Approve,Approve,No,Neither,No,No,No,No,Same,Other,Independent,15 to 30K,Moderate,65 and over,State,Shelby County,60 and over,60 and over,Independent/Other,65 and over,0.8260000000000001
43.0,88.0,20.0,Second call,30-39,Black,Female,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Perot,Something else,30 to 50K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Independent/Other,30 to 39,0.467
43.0,88.0,21.0,Second call,30-39,Black,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.467
43.0,88.0,22.0,Second call,30-39,Black,Female,Sundquist,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.467
43.0,88.0,23.0,Second call,50-59,Black,Male,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999
43.0,88.0,24.0,Second call,30-39,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.5429999999999999
43.0,88.0,25.0,Second call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.402
43.0,88.0,26.0,Second call,25-29,Black,Male,Hooker,Approve,Approve,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.467
43.0,88.0,27.0,Second call,40-44,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.466
43.0,88.0,28.0,Third call,30-39,Black,Female,Hooker,Approve,Disapprove,No,Neither,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.466
43.0,88.0,29.0,Third call,50-59,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999
43.0,88.0,30.0,Third call,60-64,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.38099999999999995
43.0,88.0,31.0,Third call,45-49,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Shelby County,45 to 59,40 to 49,Democrat,40 to 49,0.466
43.0,88.0,32.0,Third call,18-24,Black,Female,Sundquist,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,18 to 29,18 to 24,Democrat,18 to 24,0.402
43.0,88.0,33.0,Third call,60-64,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.328
43.0,88.0,34.0,Third call,40-44,Black,Female,Hooker,Approve,,Yes,Neither,No,No,No,Yes,Same,Clinton,Democrat,,Liberal,18 to 64,State,Shelby County,30 to 44,40 to 49,Democrat,40 to 49,0.466
43.0,88.0,35.0,Third call,30-39,Black,Female,Hooker,Approve,Approve,Yes,Neither,Yes,No,No,,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Shelby County,30 to 44,30 to 39,Democrat,30 to 39,0.466
43.0,88.0,36.0,Third call,50-59,Black,Male,Hooker,Approve,Disapprove,Yes,Neither,,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999
43.0,88.0,37.0,Third call,25-29,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.402
43.0,88.0,38.0,Third call,50-59,Black,Female,Other,Approve,Approve,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.27299999999999996
43.0,88.0,39.0,Third call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.466
43.0,88.0,40.0,Third call,60-64,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Same,Clinton,Democrat,,Liberal,18 to 64,State,Shelby County,60 and over,60 and over,Democrat,50 to 64,0.328
43.0,88.0,41.0,Third call,50-59,Black,Female,Hooker,Approve,Disapprove,Yes,Neither,No,No,No,No,Same,Dole,Democrat,30 to 50K,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.466
43.0,88.0,42.0,Third call,50-59,Black,Male,Hooker,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999
43.0,88.0,43.0,Third call,50-59,Black,Male,Sundquist,Approve,Disapprove,Yes,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Shelby County,45 to 59,50 to 59,Democrat,50 to 64,0.5429999999999999
43.0,88.0,44.0,Third call,25-29,Black,Female,Sundquist,Approve,,Yes,Neither,,No,No,,Worse,Clinton,Democrat,30 to 50K,,18 to 64,State,Shelby County,18 to 29,25 to 29,Democrat,25 to 29,0.402
