State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Phys-Ass-Suicide,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Feiger opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person,Union member in HH
23.0,94.0,39.0,Third call,30-39,White,Female,Feiger,Approve,,Yes,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.21900000000000003,,
23.0,94.0,40.0,Third call,40-44,White,Female,Engler,Approve,,No,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.259,,
23.0,94.0,41.0,Third call,30-39,White,Male,Engler,Approve,,No,,,,,Better,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.28800000000000003,,
23.0,94.0,42.0,Third call,50-59,White,Male,Feiger,Disapprove,,Yes,,,,,Same,,Independent,,15 to 30K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,0.24400000000000002,,
23.0,94.0,43.0,Third call,60-64,White,,,,,,,,,,Better,,Democrat,,Under 15K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.33499999999999996,,
23.0,94.0,44.0,Third call,30-39,White,Male,Engler,Approve,,Yes,,,,,Better,,,,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,,30 to 39,0.27999999999999997,,
23.0,94.0,45.0,Third call,50-59,White,Female,Engler,Approve,,No,,,,,Same,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,0.259,,
23.0,94.0,46.0,Third call,30-39,White,Female,Engler,Approve,,No,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.259,,
23.0,94.0,47.0,Third call,45-49,White,Female,Engler,Disapprove,,No,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,0.259,,
23.0,94.0,48.0,Third call,45-49,White,Female,Engler,Disapprove,,No,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,0.259,,
23.0,97.0,1.0,First call,45-49,White,Female,,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.6449999999999999,Favorable,No
23.0,97.0,2.0,First call,40-44,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Worse,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.6489999999999999,Favorable,Yes
23.0,97.0,3.0,First call,50-59,White,Female,Other,Approve,,No,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.6589999999999999,,Yes
23.0,97.0,4.0,First call,30-39,White,Male,Other,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.716,Unfavorable,No
23.0,97.0,5.0,First call,18-24,White,Female,Feiger,Approve,Disapprove,No,Neither,No,No,,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,18 to 29,18 to 24,Democrat,18 to 24,0.648,Unfavorable,No
23.0,97.0,6.0,First call,45-49,White,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.5920000000000001,Favorable,No
23.0,97.0,7.0,First call,45-49,White,Female,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Independent,Postgrad,50 to 75K,Liberal,18 to 64,,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.606,Unfavorable,No
23.0,97.0,8.0,First call,45-49,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.658,Unfavorable,Yes
23.0,97.0,9.0,Second call,60-64,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.7369999999999999,Favorable,No
23.0,97.0,10.0,Second call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.658,Favorable,No
23.0,97.0,11.0,Second call,65 and over,White,Male,Engler,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No HS,50 to 75K,Moderate,65 and over,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,65 and over,0.9380000000000001,Unfavorable,No
23.0,97.0,12.0,Second call,30-39,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Something else,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.698,Unfavorable,No
23.0,97.0,13.0,Second call,40-44,White,Female,Engler,Approve,,Yes,Neither,Yes,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.682,Unfavorable,No
23.0,97.0,14.0,Second call,30-39,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.658,Favorable,Yes
23.0,97.0,15.0,Second call,40-44,White,Male,,Disapprove,Disapprove,No,Neither,No,No,No,Same,Other,Independent,College grad,30 to 50K,,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.732,Unfavorable,Yes
23.0,97.0,16.0,Second call,18-24,,Female,Feiger,Approve,Disapprove,No,Neither,No,No,,Better,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,18 to 24,Independent/Other,18 to 24,0.648,Favorable,No
23.0,97.0,17.0,Second call,25-29,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.72,Favorable,No
23.0,97.0,18.0,Second call,45-49,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.6489999999999999,Favorable,Yes
23.0,97.0,19.0,Third call,30-39,White,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.5920000000000001,Favorable,No
23.0,97.0,20.0,Third call,40-44,Other,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.658,Favorable,No
23.0,97.0,21.0,Third call,50-59,Black,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Did not vote,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.664,Favorable,Yes
23.0,97.0,22.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.6729999999999999,Favorable,Yes
23.0,97.0,23.0,Third call,25-29,White,Male,,Approve,Approve,No,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.7840000000000001,Favorable,No
23.0,97.0,24.0,Third call,30-39,Black,Male,,Disapprove,Disapprove,No,Neither,No,No,No,Better,Clinton,Independent,College grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.722,Unfavorable,No
23.0,97.0,25.0,Third call,25-29,White,Female,Engler,Approve,Approve,Yes,Neither,No,No,No,Better,Dole,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.73,Unfavorable,No
23.0,97.0,26.0,Third call,30-39,Black,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.664,Favorable,Yes
23.0,97.0,27.0,Third call,45-49,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Worse,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.658,Favorable,No
23.0,97.0,28.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.658,Favorable,No
23.0,97.0,29.0,Third call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.658,Favorable,No
23.0,97.0,30.0,Third call,30-39,White,Female,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Democrat,,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.606,Unfavorable,No
23.0,97.0,31.0,Third call,30-39,Hispanic,Female,,Approve,Disapprove,No,Support Clinton,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.65,,No
23.0,97.0,32.0,Third call,30-39,Black,,,Approve,Disapprove,No,Neither,No,Yes,Yes,Same,Clinton,Democrat,Some college,,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.65,Favorable,No
23.0,97.0,33.0,Third call,40-44,White,Female,,Approve,,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,0.6589999999999999,,No
23.0,97.0,34.0,Third call,25-29,Other,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Worse,Other,Democrat,Postgrad,Under 15K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.633,Unfavorable,No
23.0,97.0,35.0,Third call,40-44,Black,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.6489999999999999,Unfavorable,No
23.0,97.0,36.0,Third call,30-39,Black,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Democrat,30 to 39,0.596,Favorable,Yes
23.0,97.0,37.0,Third call,65 and over,White,Female,Engler,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,65 and over,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,65 and over,0.8640000000000001,Favorable,No
23.0,100.0,1.0,First call,45-49,,Female,Engler,Approve,Disapprove,Yes,,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Unvrsty/Upper,45 to 59,40 to 49,,40 to 49,1.9609999999999999,Unfavorable,No
23.0,100.0,2.0,First call,50-59,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,1.891,Unfavorable,No
23.0,100.0,3.0,First call,45-49,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,Yes,Better,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,1.933,Unfavorable,No
23.0,100.0,4.0,First call,50-59,White,Male,Engler,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,2.181,Favorable,No
23.0,100.0,5.0,First call,40-44,White,Male,,Approve,Disapprove,Yes,Support Clinton,No,No,,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,2.06,Unfavorable,No
23.0,100.0,6.0,First call,40-44,White,Male,Engler,Disapprove,Disapprove,No,,,,,,,,,,,18 to 64,Favorable,State,Not complete,Unvrsty/Upper,30 to 44,40 to 49,,40 to 49,2.23,Unfavorable,No
23.0,100.0,7.0,First call,45-49,White,Female,,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Republican,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,1.893,Unfavorable,Yes
23.0,100.0,8.0,First call,50-59,White,Female,,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,Same,Perot,Republican,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,1.852,Unfavorable,No
23.0,100.0,9.0,Second call,40-44,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Worse,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,1.891,Favorable,Yes
23.0,100.0,10.0,Second call,50-59,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Better,Perot,Democrat,Some college,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,1.891,Favorable,Yes
23.0,100.0,11.0,Second call,45-49,White,Male,Engler,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,2.181,Favorable,No
23.0,100.0,12.0,Second call,30-39,White,Male,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Better,Other,Independent,Some college,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,1.933,Unfavorable,No
23.0,100.0,13.0,Second call,60-64,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,,Same,Dole,,Postgrad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,,50 to 64,2.759,Unfavorable,No
23.0,100.0,14.0,Third call,40-44,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,1.701,Favorable,No
23.0,100.0,15.0,Third call,40-44,White,Female,Engler,Disapprove,Disapprove,No,Neither,No,Yes,Yes,Same,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,2.005,Unfavorable,No
23.0,100.0,16.0,Third call,40-44,White,Female,,Approve,,No,Neither,No,No,No,Same,Clinton,Republican,Some college,,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Republican,40 to 49,1.893,Favorable,Yes
23.0,100.0,17.0,Third call,60-64,White,Female,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,50 to 64,2.482,Unfavorable,No
23.0,100.0,18.0,Third call,30-39,White,Male,Engler,Approve,Approve,No,Neither,No,No,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,2.23,Unfavorable,No
23.0,100.0,19.0,Third call,45-49,White,Male,Engler,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,2.181,Unfavorable,No
23.0,100.0,20.0,Third call,40-44,White,Male,Feiger,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,1.933,Unfavorable,Yes
23.0,100.0,21.0,Third call,45-49,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,2.23,Unfavorable,Yes
23.0,100.0,22.0,Third call,40-44,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Democrat,40 to 49,2.005,Unfavorable,No
23.0,100.0,23.0,Third call,45-49,White,Male,Feiger,Disapprove,Disapprove,Yes,Neither,No,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Republican,40 to 49,1.891,Unfavorable,No
23.0,100.0,24.0,Third call,60-64,Black,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,,State,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,50 to 64,2.306,Favorable,No
23.0,100.0,25.0,Third call,45-49,White,Male,Engler,,Approve,No,Neither,No,Yes,No,Better,Perot,Something else,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,2.23,Unfavorable,Yes
23.0,100.0,26.0,Third call,50-59,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,1.933,Favorable,Yes
23.0,100.0,27.0,Third call,25-29,White,Female,Engler,Approve,Approve,No,Neither,,Yes,,Better,Did not vote,Republican,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,Unvrsty/Upper,18 to 29,25 to 29,Republican,25 to 29,2.146,Unfavorable,No
23.0,102.0,1.0,Second call,40-44,White,Female,Engler,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Something else,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.48700000000000004,,Yes
23.0,102.0,2.0,Second call,50-59,Asian,Female,Engler,Approve,Approve,Yes,,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Democrat,50 to 64,0.48700000000000004,Favorable,Yes
23.0,102.0,3.0,Second call,65 and over,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,65 and over,0.5820000000000001,Favorable,Yes
23.0,102.0,4.0,Second call,30-39,Black,Female,Feiger,Approve,Disapprove,,Neither,No,No,No,Worse,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.423,Favorable,No
23.0,102.0,5.0,Second call,50-59,White,Male,Feiger,Approve,Approve,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,0.47000000000000003,Unfavorable,Yes
23.0,102.0,6.0,Second call,40-44,Hispanic,Male,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Same,Perot,Independent,College grad,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.473,Favorable,No
23.0,102.0,7.0,Second call,45-49,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Democrat,40 to 49,0.47000000000000003,,Yes
23.0,102.0,8.0,Second call,60-64,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Republican,50 to 64,0.684,Unfavorable,No
23.0,102.0,9.0,Second call,40-44,White,Male,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,No,Same,Other,Independent,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.554,Unfavorable,No
23.0,102.0,10.0,Second call,18-24,White,Male,Engler,Approve,Approve,No,Support Clinton,No,No,No,Better,Clinton,Independent,HS grad,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,18 to 24,Independent/Other,18 to 24,0.5920000000000001,Favorable,Yes
23.0,102.0,11.0,Second call,40-44,Black,Male,Engler,Approve,Disapprove,No,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,30 to 44,40 to 49,,40 to 49,0.546,,Yes
23.0,102.0,12.0,Second call,30-39,White,Female,Engler,Approve,Disapprove,No,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005,Unfavorable,No
23.0,102.0,13.0,Second call,50-59,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Republican,50 to 64,0.554,Unfavorable,Yes
23.0,102.0,14.0,Second call,60-64,White,Male,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,No,Same,Dole,Democrat,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Democrat,50 to 64,0.684,Unfavorable,Yes
23.0,102.0,15.0,Second call,25-29,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Democrat,25 to 29,0.533,Unfavorable,No
23.0,102.0,16.0,Second call,60-64,White,Male,Engler,Disapprove,,No,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,60 and over,60 and over,,50 to 64,0.684,,
23.0,102.0,17.0,Second call,40-44,White,Female,Engler,Disapprove,,No,,,,,Better,,,,30 to 50K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,,40 to 49,0.49700000000000005,,
23.0,102.0,18.0,Second call,45-49,White,Male,Engler,Approve,,No,,,,,Better,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,40 to 49,Independent/Other,40 to 49,0.554,,
23.0,102.0,19.0,Second call,30-39,White,Male,Engler,Disapprove,,No,,,,,Better,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,30 to 39,Independent/Other,30 to 39,0.554,,
23.0,102.0,20.0,Second call,50-59,Other,Male,Engler,Disapprove,,No,,,,,Better,,Something else,,50 to 75K,,18 to 64,,National,Complete,Unvrsty/Upper,45 to 59,50 to 59,Independent/Other,50 to 64,0.554,,
23.0,102.0,21.0,Second call,60-64,White,Female,Engler,Approve,,No,,,,,,,,,,,18 to 64,,National,Not complete,Unvrsty/Upper,60 and over,60 and over,,50 to 64,0.616,,
23.0,102.0,22.0,Second call,25-29,White,Female,Engler,Approve,,No,,,,,Better,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Unvrsty/Upper,18 to 29,25 to 29,Independent/Other,25 to 29,0.533,,
23.0,102.0,23.0,Second call,65 and over,White,Female,Engler,Disapprove,,No,,,,,Same,,Independent,,50 to 75K,Conservative,65 and over,,National,Complete,Unvrsty/Upper,60 and over,60 and over,Independent/Other,65 and over,0.616,,
23.0,102.0,24.0,Second call,40-44,White,Male,,Approve,,No,,,,,Better,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,0.522,,
