V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33
1.0,0.0,G,46.0,40.0,53.0,Second call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,30 to 50K,Liberal,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Independent/Other,65 and over,1.484
1.0,0.0,G,46.0,40.0,54.0,Second call,1.0,65 and over,White,Female,Leahy,Dwyer,Candon,Disapprove,Approve,Neither,,Yes,,Same,Republican,50 to 75K,Moderate,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Republican,65 and over,1.492
1.0,0.0,G,46.0,40.0,55.0,Second call,1.0,45-49,White,Female,Leahy,Other,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,15 to 30K,Liberal,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Independent/Other,40 to 49,2.067
1.0,0.0,G,46.0,40.0,56.0,Second call,1.0,30-39,White,Male,Leahy,Dwyer,Sanders,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Republican,30 to 50K,Conservative,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Republican,30 to 39,1.504
1.0,0.0,G,46.0,40.0,57.0,Second call,1.0,50-59,White,Female,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Worse,Independent,,Conservative,18 to 64,Unfavorable,State,Green Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.384
1.0,0.0,G,46.0,42.0,1.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,15 to 30K,Liberal,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.467
1.0,0.0,G,46.0,42.0,2.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,,Independent,,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.41700000000000004
1.0,0.0,G,46.0,42.0,3.0,First call,1.0,45-49,White,Male,Other,Dwyer,Candon,Approve,Disapprove,Neither,No,No,No,Worse,Independent,Under 15K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,40 to 49,Independent/Other,40 to 49,0.518
1.0,0.0,G,46.0,42.0,4.0,First call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,Under 15K,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.474
1.0,0.0,G,46.0,42.0,5.0,First call,1.0,30-39,,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,30 to 50K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.474
1.0,0.0,G,46.0,42.0,6.0,First call,1.0,30-39,White,Female,Tuttle,Dwyer,Candon,Disapprove,Approve,Neither,Yes,No,,Worse,Independent,15 to 30K,Conservative,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Independent/Other,30 to 39,0.636
1.0,0.0,G,46.0,42.0,7.0,First call,1.0,30-39,White,Male,Leahy,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,No,Better,Republican,30 to 50K,Conservative,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.5840000000000001
1.0,0.0,G,46.0,42.0,8.0,First call,1.0,60-64,White,,Leahy,Dean,,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,50 to 75K,Moderate,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Democrat,50 to 64,0.47900000000000004
1.0,0.0,G,46.0,42.0,9.0,First call,1.0,45-49,White,Male,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,No,Same,Independent,30 to 50K,Moderate,18 to 64,Favorable,State,Rutland/CT River,45 to 59,40 to 49,Independent/Other,40 to 49,0.55
1.0,0.0,G,46.0,42.0,10.0,First call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.5349999999999999
1.0,0.0,G,46.0,42.0,11.0,First call,1.0,50-59,White,Male,Tuttle,Dwyer,Sanders,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,50 to 75K,Conservative,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,50 to 59,Republican,50 to 64,0.698
1.0,0.0,G,46.0,42.0,12.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,15 to 30K,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.467
1.0,0.0,G,46.0,42.0,13.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Candon,Approve,Approve,Support Clinton,No,No,No,Same,Democrat,15 to 30K,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Democrat,65 and over,0.42900000000000005
1.0,0.0,G,46.0,42.0,14.0,Second call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Disapprove,Approve,Neither,No,Yes,Yes,Same,Democrat,15 to 30K,Conservative,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Democrat,65 and over,0.467
1.0,0.0,G,46.0,42.0,15.0,Second call,1.0,18-24,White,Male,Leahy,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Republican,15 to 30K,Conservative,18 to 64,Favorable,State,Rutland/CT River,18 to 29,18 to 24,Republican,18 to 24,0.38899999999999996
1.0,0.0,G,46.0,42.0,16.0,Second call,1.0,65 and over,White,Female,Leahy,Dwyer,Candon,Approve,Approve,Neither,No,No,No,Same,Independent,Under 15K,Conservative,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.455
1.0,0.0,G,46.0,42.0,17.0,Second call,1.0,30-39,White,Female,Leahy,Dwyer,Candon,Approve,Disapprove,Neither,No,No,Yes,Better,Republican,75 to 100K,Moderate,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.5189999999999999
1.0,0.0,G,46.0,42.0,18.0,Second call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,Under 15K,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.467
1.0,0.0,G,46.0,42.0,19.0,Second call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,30 to 50K,Moderate,18 to 64,,State,Rutland/CT River,45 to 59,50 to 59,Independent/Other,50 to 64,0.5349999999999999
1.0,0.0,G,46.0,42.0,20.0,Second call,1.0,30-39,White,Male,Other,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,No,Same,Republican,50 to 75K,Conservative,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.518
1.0,0.0,G,46.0,42.0,21.0,Second call,1.0,60-64,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Democrat,50 to 64,0.41700000000000004
1.0,0.0,G,46.0,42.0,22.0,Second call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,No,,Better,Democrat,,Moderate,18 to 64,,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.474
1.0,0.0,G,46.0,42.0,23.0,Second call,1.0,50-59,White,Female,Leahy,Dwyer,Candon,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Republican,30 to 50K,Moderate,18 to 64,,State,Rutland/CT River,45 to 59,50 to 59,Republican,50 to 64,0.5189999999999999
1.0,0.0,G,46.0,42.0,24.0,Second call,1.0,30-39,White,Female,Leahy,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Republican,15 to 30K,Moderate,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.5189999999999999
1.0,0.0,G,46.0,42.0,25.0,Second call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Independent,Under 15K,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,40 to 49,Independent/Other,40 to 49,0.474
1.0,0.0,G,46.0,42.0,26.0,Second call,1.0,45-49,White,Male,Tuttle,Dwyer,Sanders,Approve,Disapprove,Neither,No,Yes,No,Same,Something else,30 to 50K,Conservative,18 to 64,Favorable,State,Rutland/CT River,45 to 59,40 to 49,Independent/Other,40 to 49,0.698
1.0,0.0,G,46.0,42.0,27.0,Second call,1.0,30-39,White,Male,Leahy,Dean,Candon,Approve,Approve,Neither,No,No,No,Better,Democrat,15 to 30K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.55
1.0,0.0,G,46.0,42.0,28.0,Second call,1.0,50-59,White,Female,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,75 to 100K,Conservative,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Republican,50 to 64,0.636
1.0,0.0,G,46.0,42.0,29.0,Second call,1.0,30-39,White,Male,Leahy,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Republican,50 to 75K,Conservative,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.5840000000000001
1.0,0.0,G,46.0,42.0,30.0,Second call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Disapprove,Disapprove,Support Clinton,No,No,No,Same,Democrat,Under 15K,Liberal,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Democrat,50 to 64,0.5349999999999999
1.0,0.0,G,46.0,42.0,31.0,Second call,1.0,50-59,Black,Female,Leahy,Dean,Candon,Approve,Approve,Neither,No,No,No,Same,Republican,30 to 50K,Liberal,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Republican,50 to 64,0.33999999999999997
1.0,0.0,G,46.0,42.0,32.0,Second call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,No,No,Same,Democrat,30 to 50K,Conservative,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Democrat,50 to 64,0.474
1.0,0.0,G,46.0,42.0,33.0,Second call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Disapprove,Approve,Neither,No,No,Yes,Worse,Democrat,Under 15K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,50 to 59,Democrat,50 to 64,0.5349999999999999
1.0,0.0,G,46.0,42.0,34.0,Second call,1.0,18-24,White,Female,Leahy,Dean,Candon,Approve,Approve,Neither,No,No,Yes,Same,Something else,Under 15K,Moderate,18 to 64,Favorable,State,Rutland/CT River,18 to 29,18 to 24,Independent/Other,18 to 24,0.32499999999999996
1.0,0.0,G,46.0,42.0,35.0,Second call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Worse,Democrat,15 to 30K,Liberal,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Democrat,50 to 64,0.5349999999999999
1.0,0.0,G,46.0,42.0,36.0,Second call,1.0,60-64,White,Female,Tuttle,Dwyer,Candon,Approve,Approve,Support Clinton,No,No,No,Same,Independent,15 to 30K,Moderate,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,50 to 64,0.558
1.0,0.0,G,46.0,42.0,37.0,Second call,1.0,60-64,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,15 to 30K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Democrat,50 to 64,0.467
1.0,0.0,G,46.0,42.0,38.0,Third call,1.0,40-44,White,Female,Tuttle,Dwyer,Candon,Disapprove,Approve,Neither,,Yes,Yes,Worse,Republican,Under 15K,Conservative,18 to 64,,State,Rutland/CT River,30 to 44,40 to 49,Republican,40 to 49,0.636
1.0,0.0,G,46.0,42.0,39.0,Third call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,50 to 75K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,40 to 49,Independent/Other,40 to 49,0.5349999999999999
1.0,0.0,G,46.0,42.0,40.0,Third call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,Yes,Same,Independent,15 to 30K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,50 to 59,Independent/Other,50 to 64,0.474
1.0,0.0,G,46.0,42.0,41.0,Third call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,30 to 50K,Conservative,18 to 64,Favorable,State,Rutland/CT River,30 to 44,40 to 49,Democrat,40 to 49,0.474
1.0,0.0,G,46.0,42.0,42.0,Third call,1.0,65 and over,White,Male,Leahy,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Republican,30 to 50K,Conservative,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Republican,65 and over,0.512
1.0,0.0,G,46.0,42.0,43.0,Third call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Rutland/CT River,45 to 59,40 to 49,Democrat,40 to 49,0.5349999999999999
1.0,0.0,G,46.0,42.0,44.0,Third call,1.0,60-64,White,Male,Leahy,Dwyer,Other,Disapprove,Approve,Neither,Yes,Yes,No,Worse,Something else,Under 15K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,50 to 64,0.8320000000000001
1.0,0.0,G,46.0,42.0,45.0,Third call,1.0,30-39,Black,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,15 to 30K,Moderate,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.37
1.0,0.0,G,46.0,42.0,46.0,Third call,1.0,30-39,Other,Male,Tuttle,Dwyer,Candon,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,15 to 30K,Moderate,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Independent/Other,30 to 39,0.716
1.0,0.0,G,46.0,42.0,47.0,Third call,1.0,50-59,White,Male,Leahy,Dean,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,,Under 15K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,50 to 59,,50 to 64,0.55
1.0,0.0,G,46.0,42.0,48.0,Third call,1.0,40-44,White,Female,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Democrat,75 to 100K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,40 to 49,Democrat,40 to 49,0.504
1.0,0.0,G,46.0,42.0,49.0,Third call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,Favorable,State,Rutland/CT River,18 to 29,25 to 29,Republican,25 to 29,0.31399999999999995
1.0,0.0,G,46.0,42.0,50.0,Third call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,Yes,Yes,Yes,Worse,Democrat,30 to 50K,Conservative,18 to 64,Favorable,State,Rutland/CT River,30 to 44,40 to 49,Democrat,40 to 49,0.5349999999999999
1.0,0.0,G,46.0,42.0,51.0,Third call,1.0,30-39,White,Female,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,30 to 50K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,30 to 39,Democrat,30 to 39,0.504
1.0,0.0,G,46.0,42.0,52.0,Third call,1.0,40-44,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Republican,Under 15K,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,40 to 49,Republican,40 to 49,0.716
1.0,0.0,G,46.0,42.0,53.0,Third call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Same,Democrat,30 to 50K,Conservative,18 to 64,Favorable,State,Rutland/CT River,18 to 29,25 to 29,Democrat,25 to 29,0.31399999999999995
1.0,0.0,G,46.0,42.0,54.0,Third call,1.0,,White,Female,,,Sanders,Approve,,Oppose Clinton,Yes,Yes,No,Same,Independent,,Moderate,,Favorable,State,Rutland/CT River,,,Independent/Other,,0.507
1.0,0.0,G,46.0,42.0,55.0,Third call,1.0,50-59,White,Female,Tuttle,Dean,Candon,Approve,Approve,Neither,Yes,Yes,Yes,Same,Republican,Under 15K,Moderate,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Republican,50 to 64,0.6
1.0,0.0,G,46.0,42.0,56.0,Third call,1.0,45-49,Black,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,50 to 75K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,40 to 49,Democrat,40 to 49,0.37
1.0,0.0,G,46.0,42.0,57.0,Third call,1.0,30-39,Black,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,No,No,No,Better,Republican,Under 15K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005
1.0,0.0,G,46.0,42.0,58.0,Third call,1.0,18-24,White,Male,Tuttle,Dwyer,Candon,Approve,Approve,Neither,Yes,Yes,No,Same,Republican,Under 15K,Moderate,18 to 64,Favorable,State,Rutland/CT River,18 to 29,18 to 24,Republican,18 to 24,0.47700000000000004
1.0,0.0,G,46.0,53.0,1.0,First call,1.0,60-64,White,Male,Leahy,Dean,Sanders,,Disapprove,Neither,No,No,Yes,Same,Independent,50 to 75K,Liberal,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,50 to 64,0.715
1.0,0.0,G,46.0,53.0,2.0,First call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,100K or more,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,40 to 49,Democrat,40 to 49,0.725
1.0,0.0,G,46.0,53.0,3.0,First call,1.0,50-59,White,Female,Other,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Democrat,15 to 30K,Liberal,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Democrat,50 to 64,0.6429999999999999
1.0,0.0,G,46.0,53.0,4.0,First call,1.0,,Other,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,,Yes,,Worse,Independent,,,,Favorable,State,Rutland/CT River,,,Independent/Other,,1.096
1.0,0.0,G,46.0,53.0,5.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.6349999999999999
1.0,0.0,G,46.0,53.0,6.0,First call,1.0,60-64,White,Female,Leahy,Dwyer,Candon,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Republican,30 to 50K,Conservative,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Republican,50 to 64,0.694
1.0,0.0,G,46.0,53.0,7.0,First call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,50 to 75K,Liberal,18 to 64,Unfavorable,State,Rutland/CT River,45 to 59,40 to 49,Democrat,40 to 49,0.725
1.0,0.0,G,46.0,53.0,8.0,First call,1.0,45-49,White,Male,Tuttle,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Republican,Under 15K,Moderate,18 to 64,Favorable,State,Rutland/CT River,45 to 59,40 to 49,Republican,40 to 49,1.064
1.0,0.0,G,46.0,53.0,9.0,First call,1.0,65 and over,White,Female,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,,Conservative,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Republican,65 and over,0.8500000000000001
1.0,0.0,G,46.0,53.0,10.0,First call,1.0,45-49,White,Female,Tuttle,Dwyer,Candon,Disapprove,,Neither,No,Yes,Yes,Same,Independent,75 to 100K,Conservative,18 to 64,Favorable,State,Rutland/CT River,45 to 59,40 to 49,Independent/Other,40 to 49,0.971
1.0,0.0,G,46.0,53.0,11.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Republican,30 to 50K,Conservative,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Republican,65 and over,0.715
1.0,0.0,G,46.0,53.0,12.0,First call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,Yes,Yes,Yes,Better,Independent,100K or more,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,40 to 49,Independent/Other,40 to 49,0.8150000000000001
1.0,0.0,G,46.0,53.0,13.0,First call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,15 to 30K,Liberal,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Independent/Other,30 to 39,0.8150000000000001
1.0,0.0,G,46.0,53.0,14.0,First call,1.0,65 and over,White,Male,Leahy,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Same,Democrat,15 to 30K,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Democrat,65 and over,0.7820000000000001
1.0,0.0,G,46.0,53.0,15.0,First call,1.0,65 and over,White,Male,Other,Dwyer,Candon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Independent,15 to 30K,Conservative,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.694
1.0,0.0,G,46.0,53.0,16.0,First call,1.0,30-39,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Republican,50 to 75K,Conservative,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,1.096
1.0,0.0,G,46.0,53.0,17.0,First call,1.0,65 and over,White,Female,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Republican,30 to 50K,Conservative,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Republican,65 and over,0.8500000000000001
1.0,0.0,G,46.0,53.0,18.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,100K or more,Liberal,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Democrat,65 and over,0.715
1.0,0.0,G,46.0,53.0,19.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,Yes,Yes,Same,Independent,30 to 50K,Conservative,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.715
1.0,0.0,G,46.0,53.0,20.0,First call,1.0,60-64,White,Female,Leahy,Dean,Candon,Approve,Approve,Neither,No,No,No,Better,Republican,15 to 30K,Conservative,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Republican,50 to 64,0.654
1.0,0.0,G,46.0,53.0,21.0,First call,1.0,,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,15 to 30K,Liberal,,,State,Rutland/CT River,,,Democrat,,0.725
1.0,0.0,G,46.0,53.0,22.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Candon,Disapprove,Approve,Neither,No,Yes,No,Better,Independent,15 to 30K,Moderate,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.654
1.0,0.0,G,46.0,53.0,23.0,First call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,Yes,Better,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Rutland/CT River,18 to 29,25 to 29,Democrat,25 to 29,0.47900000000000004
1.0,0.0,G,46.0,53.0,24.0,First call,1.0,50-59,White,Male,Leahy,Other,Sanders,Approve,Disapprove,Neither,No,No,Yes,Worse,Democrat,100K or more,Liberal,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Democrat,50 to 64,1.296
1.0,0.0,G,46.0,53.0,25.0,First call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,50 to 75K,Moderate,18 to 64,Favorable,State,Rutland/CT River,45 to 59,40 to 49,Independent/Other,40 to 49,0.8150000000000001
1.0,0.0,G,46.0,53.0,26.0,First call,1.0,50-59,White,Male,Leahy,Dean,,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Independent,,Moderate,18 to 64,Favorable,State,Rutland/CT River,45 to 59,50 to 59,Independent/Other,50 to 64,0.837
1.0,0.0,G,46.0,53.0,27.0,First call,1.0,30-39,White,Female,Tuttle,Dean,Candon,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Republican,50 to 75K,Moderate,18 to 64,Favorable,State,Rutland/CT River,30 to 44,30 to 39,Republican,30 to 39,0.913
1.0,0.0,G,46.0,53.0,28.0,First call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,15 to 30K,Moderate,18 to 64,Favorable,State,Rutland/CT River,18 to 29,25 to 29,Independent/Other,25 to 29,0.47900000000000004
1.0,0.0,G,46.0,53.0,29.0,First call,1.0,60-64,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,,Liberal,18 to 64,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,50 to 64,0.6349999999999999
1.0,0.0,G,46.0,53.0,30.0,First call,1.0,65 and over,White,Male,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Democrat,15 to 30K,Conservative,65 and over,Unfavorable,State,Rutland/CT River,60 and over,60 and over,Democrat,65 and over,0.7589999999999999
1.0,0.0,G,46.0,53.0,31.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,30 to 50K,Liberal,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Independent/Other,65 and over,0.6349999999999999
1.0,0.0,G,46.0,53.0,32.0,First call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Something else,50 to 75K,Moderate,18 to 64,Unfavorable,State,Rutland/CT River,30 to 44,40 to 49,Independent/Other,40 to 49,0.725
1.0,0.0,G,46.0,53.0,33.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,Yes,No,Same,Democrat,30 to 50K,Moderate,65 and over,Favorable,State,Rutland/CT River,60 and over,60 and over,Democrat,65 and over,0.6349999999999999
