State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Hispanic descent,Clinton Approval,Congress Approval,Q-Race (w/out Hispanic adj),Sen: Describe vote,Reason for Cong Vote,State economy condition,Prop5: Gambling,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Senate issues,Governor issues,Future of state economy,Clinton as person,Union member in HH,Telephone survey,Reps on Clin/Lwnsky,Gay/Lesbian/Bisexual
5.0,108.0,2.0,First call,40-44,Hispanic,Male,Boxer,Lungren,Yes,Disapprove,Approve,Hispanic,For my candidate,Neither,Good,No,Yes,Yes,,Better,Clinton,Republican,HS grad,Catholic,,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Republican,40 to 49,0.704,Taxes,Taxes,Better,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,3.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,No,Same,Clinton,Democrat,Postgrad,None,30 to 50K,Liberal,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Democrat,50 to 64,0.8620000000000001,Education,Environment,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,4.0,First call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,Against my candidate,Support Clinton,Good,Yes,No,No,No,Same,Clinton,Something else,Some college,None,15 to 30K,Liberal,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Independent/Other,50 to 64,0.934,Economy/jobs,Economy/jobs,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,5.0,First call,65 and over,White,Female,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Neither,Excellent,No,No,No,Yes,Same,Dole,Republican,Some college,Protestant,50 to 75K,Conservative,65 and over,State,Complete,Bay Area,60 and over,60 and over,Republican,65 and over,1.994,Education,Education,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,6.0,First call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Not so good,Yes,No,No,No,Worse,Clinton,Democrat,College grad,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Democrat,50 to 64,0.934,Taxes,Environment,Better,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,7.0,First call,45-49,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Not so good,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Republican,40 to 49,1.077,Abortion,Abortion,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,8.0,First call,40-44,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Not so good,Yes,No,No,No,Better,Clinton,Democrat,Some college,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Democrat,40 to 49,0.8620000000000001,Taxes,Environment,Better,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,9.0,Second call,50-59,White,Female,Boxer,Davis,No,Approve,Approve,White,For my candidate,Support Clinton,Poor,Yes,No,No,Yes,Same,Clinton,Independent,Some college,Protestant,50 to 75K,Liberal,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Independent/Other,50 to 64,0.8620000000000001,Education,,Worse,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,108.0,10.0,Second call,50-59,White,Male,Boxer,Davis,No,Approve,Approve,White,,Neither,Good,No,No,No,Yes,Same,Dole,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Independent/Other,50 to 64,1.018,Taxes,Abortion,Better,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,11.0,Second call,45-49,White,Female,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Excellent,Yes,Yes,Yes,Yes,Better,Clinton,Republican,HS grad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Republican,40 to 49,1.077,Clin/Lwnsky,Taxes,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,12.0,Second call,50-59,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Oppose Clinton,Excellent,Yes,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,Something else,100K or more,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Independent/Other,50 to 64,1.17,Clin/Lwnsky,Economy/jobs,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,13.0,Second call,50-59,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Not so good,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Republican,50 to 64,1.174,Clin/Lwnsky,Abortion,Worse,,Yes,Exit poll,Approve,No
5.0,108.0,14.0,Second call,40-44,White,Male,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Good,Yes,Yes,Yes,No,Better,Dole,Independent,College grad,,100K or more,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Independent/Other,40 to 49,1.17,Clin/Lwnsky,Economy/jobs,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,15.0,Second call,30-39,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,Protestant,,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Republican,30 to 39,1.174,Abortion,Abortion,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,16.0,Second call,65 and over,White,Female,Fong,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Excellent,Yes,No,No,Yes,Better,Clinton,Democrat,College grad,Protestant,50 to 75K,Moderate,65 and over,State,Complete,Bay Area,60 and over,60 and over,Democrat,65 and over,2.036,,Taxes,Better,Favorable,,Exit poll,Disapprove,No
5.0,108.0,17.0,Second call,30-39,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Republican,30 to 39,1.272,Abortion,Abortion,Better,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,18.0,Second call,30-39,White,Male,Other,Other,No,Disapprove,Disapprove,White,For my candidate,Oppose Clinton,Excellent,No,Yes,Yes,Yes,Better,Dole,,Some college,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,,30 to 39,2.168,Abortion,Abortion,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,19.0,Second call,30-39,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Democrat,30 to 39,0.8620000000000001,Education,Economy/jobs,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,108.0,20.0,Second call,40-44,White,Female,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Republican,40 to 49,1.174,Abortion,Abortion,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,21.0,Second call,65 and over,White,Female,Fong,Lungren,No,Approve,Approve,White,Against my candidate,Neither,Not so good,Yes,No,Yes,Yes,Better,Dole,Independent,Some college,Protestant,30 to 50K,Conservative,65 and over,State,Complete,Bay Area,60 and over,60 and over,Independent/Other,65 and over,1.831,Taxes,Crime/drugs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,22.0,Second call,45-49,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Republican,40 to 49,1.077,Clin/Lwnsky,Education,Better,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,23.0,Second call,60-64,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,No,Better,Clinton,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Bay Area,60 and over,60 and over,Democrat,50 to 64,1.463,Economy/jobs,Environment,Better,Favorable,Yes,Exit poll,Disapprove,No
5.0,108.0,24.0,Second call,30-39,,Female,Fong,Lungren,,Disapprove,Disapprove,,Against my candidate,Oppose Clinton,Not so good,No,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Independent/Other,30 to 39,1.174,Abortion,Abortion,Worse,Unfavorable,No,Exit poll,,No
5.0,108.0,25.0,Second call,40-44,,Male,Fong,Lungren,,Disapprove,Disapprove,,Against my candidate,Neither,Not so good,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Independent/Other,40 to 49,1.272,Abortion,Crime/drugs,,Unfavorable,No,Exit poll,,No
5.0,108.0,26.0,Second call,30-39,White,Female,,Lungren,No,Disapprove,Approve,White,Against my candidate,Oppose Clinton,Good,Yes,Yes,Yes,Yes,Same,Dole,Something else,Some college,Other Christian,15 to 30K,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Independent/Other,30 to 39,0.878,,Abortion,,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,27.0,Second call,30-39,White,Female,Boxer,Davis,No,Approve,,White,For my candidate,Neither,Good,Yes,,,,Same,Clinton,Democrat,College grad,Other Christian,30 to 50K,Moderate,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Democrat,30 to 39,0.8620000000000001,Education,Education,About the same,,No,Exit poll,,No
5.0,108.0,28.0,Second call,50-59,White,Female,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,Yes,No,No,Yes,Better,Perot,Republican,Postgrad,Something else,100K or more,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Republican,50 to 64,1.077,Education,Economy/jobs,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,29.0,Second call,45-49,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,Yes,No,Yes,Yes,Better,Dole,Independent,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Independent/Other,40 to 49,1.17,Clin/Lwnsky,Education,Worse,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,30.0,Second call,25-29,,Female,Boxer,Davis,No,Approve,Disapprove,,For my candidate,Neither,Good,Yes,No,No,Yes,Same,Other,Independent,Postgrad,None,15 to 30K,,18 to 64,State,Complete,Bay Area,18 to 29,25 to 29,Independent/Other,25 to 29,1.112,Abortion,Abortion,Worse,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,31.0,Second call,18-24,Hispanic,Female,Boxer,Davis,Yes,Disapprove,,Hispanic,Against my candidate,Neither,Not so good,Yes,No,No,,Better,Did not vote,Democrat,Some college,Catholic,,Liberal,18 to 64,State,Complete,Bay Area,18 to 29,18 to 24,Democrat,18 to 24,0.8580000000000001,Education,Education,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,32.0,Second call,40-44,Other,Male,Other,Other,No,Approve,Disapprove,Other,For my candidate,Neither,Not so good,Yes,No,No,No,Same,Other,Independent,HS grad,Something else,Under 15K,Liberal,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Independent/Other,40 to 49,1.99,Education,Education,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,33.0,Second call,60-64,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,No,Same,Clinton,Independent,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Bay Area,60 and over,60 and over,Independent/Other,50 to 64,1.463,Social Security,Taxes,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,34.0,Second call,65 and over,White,Male,Boxer,Davis,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,No,No,No,Yes,Same,Clinton,Democrat,HS grad,Protestant,30 to 50K,Moderate,65 and over,State,Complete,Bay Area,60 and over,60 and over,Democrat,65 and over,1.7309999999999999,Education,Crime/drugs,Better,Favorable,No,Exit poll,,No
5.0,108.0,35.0,Second call,30-39,White,Female,Boxer,Davis,No,Approve,,White,For my candidate,Neither,Good,,No,No,No,Same,Clinton,Democrat,HS grad,Other Christian,30 to 50K,Liberal,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Democrat,30 to 39,0.889,Abortion,Abortion,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,36.0,Second call,45-49,White,Female,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Neither,Good,No,,Yes,,Same,Dole,Republican,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Republican,40 to 49,1.174,,,About the same,Unfavorable,No,Exit poll,,No
5.0,108.0,37.0,Second call,65 and over,White,Female,Fong,Lungren,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,No,Yes,Worse,Dole,Republican,Postgrad,Something else,,Moderate,65 and over,State,Complete,Bay Area,60 and over,60 and over,Republican,65 and over,1.831,,Taxes,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,108.0,38.0,Second call,30-39,White,Female,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Neither,Good,No,Yes,Yes,,Better,Dole,Republican,Some college,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Republican,30 to 39,1.174,Abortion,,,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,39.0,Third call,50-59,Hispanic,Female,Boxer,Davis,Yes,Approve,Disapprove,Hispanic,For my candidate,Support Clinton,Excellent,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,None,100K or more,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Democrat,50 to 64,0.662,Education,Abortion,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,108.0,40.0,Third call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Excellent,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,Something else,100K or more,Liberal,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Democrat,50 to 64,0.934,,,Better,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,41.0,Third call,45-49,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,No,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Independent/Other,40 to 49,1.272,,,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,42.0,Third call,30-39,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,No,Worse,Clinton,Democrat,College grad,Something else,30 to 50K,Liberal,18 to 64,State,Complete,Bay Area,30 to 44,30 to 39,Democrat,30 to 39,0.934,,Crime/drugs,Better,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,43.0,Third call,50-59,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,Yes,Yes,No,Same,Dole,Republican,College grad,Protestant,,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Republican,50 to 64,1.174,Abortion,Abortion,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,108.0,44.0,Third call,40-44,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Not so good,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,Something else,100K or more,Liberal,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Democrat,40 to 49,0.8620000000000001,Education,Environment,About the same,,Yes,Exit poll,Disapprove,No
5.0,108.0,45.0,Third call,40-44,White,Female,Fong,Davis,No,Approve,,White,For my candidate,,Good,No,No,,,Better,,Republican,Some college,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Republican,40 to 49,1.306,,,,Unfavorable,Yes,Exit poll,,No
5.0,108.0,46.0,Third call,50-59,White,Male,Boxer,Davis,No,Approve,Disapprove,White,,Neither,Good,Yes,No,No,,Same,Clinton,Democrat,Postgrad,None,75 to 100K,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,50 to 59,Democrat,50 to 64,0.934,Education,Education,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,47.0,Third call,45-49,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Poor,No,No,No,No,Better,Clinton,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Democrat,40 to 49,0.9369999999999999,,,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,108.0,48.0,Third call,40-44,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Not so good,Yes,Yes,No,No,Same,Clinton,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Bay Area,30 to 44,40 to 49,Democrat,40 to 49,0.934,,Taxes,Worse,Favorable,No,Exit poll,Approve,No
5.0,108.0,49.0,Third call,65 and over,White,Male,,,,,,White,,Support Clinton,Good,Yes,No,No,,Same,Clinton,Democrat,HS grad,Catholic,,,65 and over,State,Complete,Bay Area,60 and over,60 and over,Democrat,65 and over,1.74,Social Security,,,Favorable,No,Exit poll,Disapprove,
5.0,108.0,50.0,Third call,60-64,Hispanic,Female,Boxer,Davis,Yes,Approve,Disapprove,,For my candidate,Support Clinton,Excellent,Yes,No,No,No,Same,Clinton,Democrat,No HS,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Bay Area,60 and over,60 and over,Democrat,50 to 64,1.123,Clin/Lwnsky,Economy/jobs,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,108.0,51.0,Third call,25-29,White,Male,Boxer,Other,No,Approve,Disapprove,White,For my candidate,Support Clinton,Good,Yes,No,No,No,Same,Clinton,Democrat,College grad,None,Under 15K,Liberal,18 to 64,State,Complete,Bay Area,18 to 29,25 to 29,Democrat,25 to 29,1.554,Education,Environment,Worse,Favorable,No,Exit poll,Disapprove,No
5.0,108.0,52.0,Third call,45-49,Hispanic,Male,Boxer,Davis,Yes,Approve,Approve,Hispanic,For my candidate,Support Clinton,Excellent,Yes,No,No,No,Better,Clinton,Democrat,College grad,Catholic,100K or more,Conservative,18 to 64,State,Complete,Bay Area,45 to 59,40 to 49,Democrat,40 to 49,0.7189999999999999,Education,Gun Control,Better,Favorable,Yes,Exit poll,Disapprove,No
5.0,108.0,53.0,Third call,25-29,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,Yes,Yes,No,Better,Perot,Republican,College grad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Bay Area,18 to 29,25 to 29,Republican,25 to 29,1.516,Education,Economy/jobs,About the same,Favorable,No,Exit poll,Approve,No
5.0,111.0,1.0,First call,60-64,White,Male,Boxer,Davis,No,Approve,Disapprove,White,,Neither,,,No,No,Yes,Same,Clinton,Democrat,Postgrad,None,50 to 75K,Liberal,18 to 64,National,Complete,Central Valley/N,60 and over,60 and over,Democrat,50 to 64,0.86,,,,,No,Exit poll,Disapprove,
5.0,111.0,2.0,First call,40-44,White,Female,Boxer,Davis,No,Disapprove,Disapprove,White,,Neither,,,Yes,Yes,Yes,Better,Dole,Independent,College grad,Other Christian,15 to 30K,Moderate,18 to 64,National,Complete,Central Valley/N,30 to 44,40 to 49,Independent/Other,40 to 49,0.704,,,,Unfavorable,No,Exit poll,Approve,
5.0,111.0,3.0,First call,50-59,White,Female,Fong,Davis,No,Approve,Disapprove,White,,Neither,,,No,No,Yes,Better,Clinton,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Republican,50 to 64,1.109,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,111.0,4.0,First call,40-44,White,Female,Boxer,Davis,No,Approve,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Other Christian,15 to 30K,Liberal,18 to 64,National,Complete,Central Valley/N,30 to 44,40 to 49,Democrat,40 to 49,0.704,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,5.0,First call,45-49,White,Female,Boxer,Other,No,Approve,Disapprove,White,,Neither,,,No,No,No,Better,Clinton,Democrat,HS grad,Something else,30 to 50K,Liberal,18 to 64,National,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.905,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,6.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,Disapprove,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,Some college,None,75 to 100K,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.704,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,7.0,First call,50-59,White,Female,Boxer,Davis,No,Approve,Disapprove,White,,Neither,,,No,No,Yes,Same,Perot,Independent,Postgrad,None,75 to 100K,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Independent/Other,50 to 64,0.704,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,111.0,8.0,First call,65 and over,Black,Female,Boxer,Davis,No,Approve,,Black,,,,,,,,Same,,Democrat,,,Under 15K,Liberal,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Democrat,65 and over,0.898,,,,,,Exit poll,,No
5.0,111.0,9.0,First call,45-49,White,Male,Fong,Lungren,No,Disapprove,,White,,,,,,,,Better,,Democrat,,,100K or more,Conservative,18 to 64,National,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.9460000000000001,,,,,,Exit poll,,No
5.0,111.0,10.0,First call,30-39,White,Female,Boxer,Davis,No,Approve,,White,,,,,,,,Better,,Democrat,,,100K or more,Moderate,18 to 64,National,Complete,Central Valley/N,30 to 44,30 to 39,Democrat,30 to 39,0.704,,,,,,Exit poll,,No
5.0,111.0,11.0,First call,50-59,White,Male,Boxer,Davis,No,Approve,,White,,,,,,,,Better,,Democrat,,,30 to 50K,Liberal,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.666,,,,,,Exit poll,,No
5.0,111.0,12.0,First call,25-29,Hispanic,Female,Boxer,Davis,Yes,Disapprove,,Hispanic,,,,,,,,Better,,Independent,,,30 to 50K,Conservative,18 to 64,National,Complete,Central Valley/N,18 to 29,25 to 29,Independent/Other,25 to 29,0.923,,,,,,Exit poll,,No
5.0,111.0,13.0,First call,40-44,White,Male,Boxer,Lungren,No,,,White,,,,,,,,Better,,Something else,,,50 to 75K,Liberal,18 to 64,National,Complete,Central Valley/N,30 to 44,40 to 49,Independent/Other,40 to 49,0.599,,,,,,Exit poll,,No
5.0,111.0,14.0,First call,45-49,White,Female,Fong,Lungren,No,Disapprove,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.995,,,,,,Exit poll,,No
5.0,111.0,15.0,Second call,65 and over,White,Female,Boxer,Davis,No,Approve,Approve,White,,Support Clinton,,,No,No,Yes,Same,Clinton,Democrat,No HS,Protestant,Under 15K,Liberal,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Democrat,65 and over,0.907,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,16.0,Second call,50-59,White,Female,Other,Davis,No,Approve,Disapprove,White,,Neither,,,No,No,No,Same,Clinton,Democrat,Some college,Catholic,50 to 75K,Liberal,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,1.28,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,111.0,17.0,Second call,50-59,Hispanic,Male,Boxer,Davis,Yes,Approve,Disapprove,White,,Neither,,,No,No,No,Same,Clinton,Democrat,College grad,Catholic,100K or more,Liberal,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.6609999999999999,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,18.0,Second call,60-64,White,Female,Fong,Lungren,No,Disapprove,Approve,White,,Oppose Clinton,,,Yes,Yes,Yes,Worse,Dole,Republican,No HS,Protestant,15 to 30K,Moderate,18 to 64,National,Complete,Central Valley/N,60 and over,60 and over,Republican,50 to 64,1.283,,,,Unfavorable,No,Exit poll,Approve,
5.0,111.0,19.0,Second call,18-24,White,Female,,Other,No,Disapprove,Approve,White,,Neither,,,Yes,Yes,Yes,Better,Clinton,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,National,Complete,Central Valley/N,18 to 29,18 to 24,Democrat,18 to 24,1.495,,,,Unfavorable,Yes,Exit poll,Approve,
5.0,111.0,20.0,Second call,25-29,White,Female,Boxer,Davis,No,Approve,Approve,White,,Neither,,,No,No,No,Better,Clinton,Democrat,Postgrad,Catholic,100K or more,Liberal,18 to 64,National,Complete,Central Valley/N,18 to 29,25 to 29,Democrat,25 to 29,0.93,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,21.0,Second call,18-24,White,Male,Boxer,Davis,No,Approve,Disapprove,White,,Neither,,,No,No,No,Better,Did not vote,Independent,Some college,None,Under 15K,Moderate,18 to 64,National,Complete,Central Valley/N,18 to 29,18 to 24,Independent/Other,18 to 24,0.886,,,,Unfavorable,Yes,Exit poll,Disapprove,
5.0,111.0,22.0,Second call,30-39,White,Female,Boxer,Davis,No,Approve,Approve,White,,Neither,,,No,No,No,Better,Clinton,Democrat,Some college,None,75 to 100K,Moderate,18 to 64,National,Complete,Central Valley/N,30 to 44,30 to 39,Democrat,30 to 39,0.704,,,,Favorable,No,Exit poll,Disapprove,
5.0,111.0,23.0,Second call,50-59,White,Female,Boxer,Davis,No,Approve,Approve,White,,Neither,,,No,No,No,Same,Clinton,Democrat,Some college,Protestant,30 to 50K,Moderate,18 to 64,National,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.704,,,,Unfavorable,No,Exit poll,Disapprove,
5.0,111.0,24.0,Second call,25-29,White,Female,Boxer,Davis,No,Approve,,White,,,,,,,,Better,,Democrat,,,75 to 100K,Moderate,18 to 64,National,Complete,Central Valley/N,18 to 29,25 to 29,Democrat,25 to 29,0.93,,,,,,Exit poll,,No
5.0,111.0,25.0,Second call,65 and over,White,Female,Other,Other,No,Disapprove,,White,,,,,,,,Same,,Independent,,,30 to 50K,Moderate,65 and over,National,Complete,Central Valley/N,60 and over,60 and over,Independent/Other,65 and over,2.122,,,,,,Exit poll,,No
5.0,111.0,26.0,Second call,45-49,White,Male,Fong,Lungren,No,Disapprove,,White,,,,,,,,Same,,Republican,,,100K or more,Conservative,18 to 64,National,Complete,Central Valley/N,45 to 59,40 to 49,Republican,40 to 49,0.9460000000000001,,,,,,Exit poll,,No
