State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
15.0,109.0,39.0,Second call,30-39,White,Male,Bayh,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Perot,Independent,No HS,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,2.754,Unfavorable
15.0,109.0,40.0,Third call,30-39,White,Female,Bayh,Disapprove,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,2.3049999999999997,Favorable
15.0,109.0,41.0,Third call,30-39,White,Male,Bayh,Disapprove,Approve,Neither,Yes,Yes,Yes,,Same,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,2.754,Unfavorable
15.0,109.0,42.0,Third call,65 and over,White,Male,Bayh,Approve,Disapprove,,,No,No,No,Same,Clinton,Democrat,HS grad,,Conservative,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Democrat,65 and over,2.871,Unfavorable
15.0,109.0,43.0,Third call,40-44,White,Female,Bayh,,Disapprove,Neither,No,Yes,Yes,No,Worse,Perot,Republican,HS grad,15 to 30K,Conservative,18 to 64,,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,2.3049999999999997,Unfavorable
15.0,109.0,44.0,Third call,40-44,White,Male,Helmke,Disapprove,Approve,Neither,Yes,,,,Same,Perot,Republican,Some college,30 to 50K,Conservative,18 to 64,,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,2.79,Unfavorable
15.0,109.0,45.0,Third call,65 and over,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Perot,Republican,No HS,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Republican,65 and over,2.435,Unfavorable
15.0,109.0,46.0,Third call,25-29,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,South,18 to 29,25 to 29,Independent/Other,25 to 29,2.791,Unfavorable
15.0,109.0,47.0,Third call,45-49,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,2.3049999999999997,Unfavorable
15.0,109.0,48.0,Third call,45-49,White,Male,Helmke,Disapprove,Approve,Neither,No,No,Yes,No,Worse,Dole,Republican,HS grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,Republican,40 to 49,2.79,Unfavorable
15.0,109.0,49.0,Third call,40-44,White,Female,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Other,Republican,HS grad,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,2.335,Unfavorable
15.0,109.0,50.0,Third call,30-39,White,Female,Bayh,Approve,Approve,Neither,,No,No,No,Same,Clinton,Democrat,Some college,,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,2.3049999999999997,Unfavorable
15.0,109.0,51.0,Third call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,,Liberal,18 to 64,Unfavorable,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,2.335,Unfavorable
15.0,109.0,52.0,Third call,30-39,White,Female,Bayh,Approve,Disapprove,Neither,,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,2.3049999999999997,Unfavorable
15.0,109.0,53.0,Third call,40-44,White,Male,Bayh,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,2.754,Unfavorable
15.0,109.0,54.0,Third call,60-64,White,Female,Bayh,Approve,,Neither,No,No,No,Yes,Worse,Clinton,Democrat,,15 to 30K,Moderate,18 to 64,,State,Complete,South,60 and over,60 and over,Democrat,50 to 64,2.404,Unfavorable
15.0,111.0,1.0,First call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,1.025,Unfavorable
15.0,111.0,2.0,First call,30-39,White,Male,Bayh,Disapprove,Disapprove,Support Clinton,No,Yes,Yes,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,1.025,Favorable
15.0,111.0,3.0,First call,50-59,White,Female,Bayh,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,North,45 to 59,50 to 59,,50 to 64,1.101,
15.0,111.0,4.0,First call,30-39,White,Male,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.025,Unfavorable
15.0,111.0,5.0,First call,30-39,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.037,Unfavorable
15.0,111.0,6.0,First call,65 and over,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,,Moderate,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,1.204,Unfavorable
15.0,111.0,7.0,First call,30-39,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.101,Unfavorable
15.0,111.0,8.0,First call,25-29,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,North,18 to 29,25 to 29,Republican,25 to 29,0.8500000000000001,Unfavorable
15.0,111.0,9.0,First call,50-59,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.037,Unfavorable
15.0,111.0,10.0,First call,50-59,White,Female,Helmke,Disapprove,Approve,Neither,No,No,Yes,,Worse,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.114,Unfavorable
15.0,111.0,11.0,First call,50-59,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.114,Unfavorable
15.0,111.0,12.0,First call,30-39,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.101,Unfavorable
15.0,111.0,13.0,First call,50-59,White,Male,Bayh,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,North,45 to 59,50 to 59,,50 to 64,1.025,Favorable
15.0,111.0,14.0,First call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Perot,Independent,Some college,100K or more,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.025,Favorable
15.0,111.0,15.0,Second call,60-64,White,Female,Helmke,Approve,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,North,60 and over,60 and over,Democrat,50 to 64,1.293,Unfavorable
15.0,111.0,16.0,Second call,60-64,White,Female,Bayh,,Disapprove,Neither,No,,Yes,,Same,Perot,Independent,,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,North,60 and over,60 and over,Independent/Other,50 to 64,1.278,Unfavorable
15.0,111.0,17.0,Second call,50-59,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.037,Unfavorable
15.0,111.0,18.0,Second call,45-49,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.114,Unfavorable
15.0,111.0,19.0,Second call,25-29,White,Female,Helmke,Approve,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,North,18 to 29,25 to 29,Republican,25 to 29,0.924,Unfavorable
15.0,111.0,20.0,Second call,18-24,White,Female,Bayh,Approve,Approve,Neither,No,No,No,Yes,Worse,Clinton,Republican,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.914,
15.0,111.0,21.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Some college,75 to 100K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,1.278,Favorable
15.0,111.0,22.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,1.278,Favorable
15.0,111.0,23.0,Second call,50-59,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,1.025,Favorable
15.0,111.0,24.0,Second call,65 and over,White,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Perot,Republican,HS grad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,1.19,Favorable
15.0,111.0,25.0,Second call,30-39,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.037,Unfavorable
15.0,111.0,26.0,Second call,40-44,White,Male,Bayh,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,1.025,Unfavorable
15.0,111.0,27.0,Second call,18-24,Black,Female,Bayh,Approve,Approve,Oppose Clinton,No,No,No,,Same,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.631,Unfavorable
15.0,111.0,28.0,Third call,60-64,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,60 and over,60 and over,Democrat,50 to 64,1.278,Unfavorable
15.0,111.0,29.0,Third call,40-44,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,1.101,Unfavorable
15.0,111.0,30.0,Third call,50-59,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,1.025,Unfavorable
15.0,111.0,31.0,Third call,18-24,White,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Did not vote,Republican,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.8500000000000001,Favorable
15.0,111.0,32.0,Third call,45-49,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,1.114,Unfavorable
15.0,111.0,33.0,Third call,45-49,White,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,1.025,Favorable
15.0,111.0,34.0,Third call,30-39,White,Male,Helmke,Approve,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Did not vote,Independent,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.037,Unfavorable
15.0,111.0,35.0,Third call,40-44,White,Female,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,1.101,Unfavorable
15.0,111.0,36.0,Third call,60-64,White,Female,Helmke,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,North,60 and over,60 and over,Republican,50 to 64,1.293,Unfavorable
15.0,111.0,37.0,Third call,30-39,White,Female,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,1.101,Unfavorable
15.0,111.0,38.0,Third call,18-24,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Did not vote,Independent,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.8500000000000001,Unfavorable
15.0,111.0,39.0,Third call,30-39,White,Male,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Perot,Independent,HS grad,,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.025,Unfavorable
15.0,111.0,40.0,Third call,65 and over,White,Female,Helmke,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,1.293,Favorable
15.0,112.0,1.0,First call,65 and over,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.754,Favorable
15.0,112.0,2.0,First call,65 and over,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.819,Unfavorable
15.0,112.0,3.0,First call,50-59,White,Female,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.698,Unfavorable
15.0,112.0,4.0,First call,45-49,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.65,Favorable
15.0,112.0,5.0,First call,45-49,White,Male,Helmke,Approve,Approve,Neither,No,No,Yes,Yes,Better,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.6569999999999999,Unfavorable
15.0,112.0,6.0,First call,40-44,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.698,Favorable
15.0,112.0,7.0,Second call,30-39,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.6569999999999999,Unfavorable
15.0,112.0,8.0,Second call,50-59,White,Female,Helmke,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Independent,Some college,,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.706,Unfavorable
15.0,112.0,9.0,Second call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Did not vote,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.65,Favorable
15.0,112.0,10.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,0.81,Favorable
15.0,112.0,11.0,Second call,40-44,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.6569999999999999,Unfavorable
15.0,112.0,12.0,Second call,18-24,White,Female,Bayh,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.58,Favorable
15.0,112.0,13.0,Second call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.65,Unfavorable
15.0,112.0,14.0,Second call,65 and over,White,Female,Helmke,Disapprove,Approve,,,,,,Better,Dole,Republican,College grad,,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.819,
15.0,112.0,15.0,Second call,65 and over,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,Yes,,Yes,Yes,,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.764,Unfavorable
15.0,112.0,16.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.764,Unfavorable
15.0,112.0,17.0,Second call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.819,Unfavorable
15.0,112.0,18.0,Second call,65 and over,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Democrat,65 and over,0.754,Unfavorable
15.0,112.0,19.0,Second call,30-39,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,Postgrad,,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.65,Favorable
15.0,112.0,20.0,Second call,45-49,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,,,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.698,Unfavorable
15.0,112.0,21.0,Second call,40-44,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.6569999999999999,Unfavorable
15.0,112.0,22.0,Second call,25-29,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,North,18 to 29,25 to 29,Independent/Other,25 to 29,0.5389999999999999,Favorable
15.0,112.0,23.0,Second call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.706,Unfavorable
15.0,112.0,24.0,Second call,50-59,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.698,
15.0,112.0,25.0,Second call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.706,Unfavorable
15.0,112.0,26.0,Second call,45-49,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.6569999999999999,Unfavorable
15.0,112.0,27.0,Second call,18-24,White,Male,Bayh,Disapprove,Approve,Neither,No,No,No,No,Same,Dole,Republican,Postgrad,Under 15K,Moderate,18 to 64,,State,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.5389999999999999,Unfavorable
15.0,112.0,28.0,Second call,45-49,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.65,Favorable
15.0,112.0,29.0,Second call,45-49,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Independent,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.65,Unfavorable
15.0,112.0,30.0,Second call,40-44,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,,No,Yes,Yes,Same,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,,State,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.706,Unfavorable
15.0,112.0,31.0,Second call,45-49,White,Female,Bayh,,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.698,
15.0,112.0,32.0,Second call,40-44,White,Female,Bayh,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Independent,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.698,Unfavorable
15.0,112.0,33.0,Second call,30-39,White,Female,Bayh,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Perot,Independent,College grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.698,Unfavorable
15.0,112.0,34.0,Second call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.698,Favorable
15.0,112.0,35.0,Second call,40-44,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.698,Favorable
15.0,112.0,36.0,Second call,45-49,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Independent,College grad,100K or more,Conservative,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.6569999999999999,Unfavorable
15.0,112.0,37.0,Second call,65 and over,White,Female,Bayh,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.81,Unfavorable
15.0,112.0,38.0,Second call,65 and over,White,Female,Helmke,Approve,Approve,Neither,No,No,Yes,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,0.819,Unfavorable
15.0,112.0,39.0,Second call,50-59,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.706,Unfavorable
15.0,112.0,40.0,Second call,45-49,,Male,Bayh,Approve,Approve,Support Clinton,No,No,,,Same,Clinton,,Postgrad,30 to 50K,,18 to 64,Favorable,State,Complete,North,45 to 59,40 to 49,,40 to 49,0.65,Favorable
15.0,112.0,41.0,Third call,40-44,White,Female,Helmke,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.706,Unfavorable
15.0,112.0,42.0,Third call,65 and over,White,Female,Helmke,,,Neither,No,No,No,,Same,Dole,Republican,College grad,75 to 100K,Moderate,65 and over,Favorable,State,Complete,North,60 and over,60 and over,Republican,65 and over,0.819,Unfavorable
15.0,112.0,43.0,Third call,50-59,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,,Moderate,18 to 64,Unfavorable,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.706,Unfavorable
15.0,112.0,44.0,Third call,30-39,White,Female,Bayh,Approve,,Neither,No,No,,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.698,Unfavorable
15.0,112.0,45.0,Third call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,,Yes,Yes,,Better,Perot,Republican,College grad,,Liberal,18 to 64,Unfavorable,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.706,Unfavorable
