State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary Opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
4.0,95.0,22.0,Second call,40-44,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,1.19,Unfavorable
4.0,95.0,23.0,Second call,45-49,White,Female,Lincoln,Huckabee,Approve,Approve,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,1.19,Unfavorable
4.0,95.0,24.0,Second call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,,Yes,,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Independent/Other,50 to 64,1.7349999999999999,Unfavorable
4.0,95.0,25.0,Second call,25-29,White,Male,Boozman,Bristow,Approve,Approve,Neither,No,No,Yes,No,Same,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,25 to 29,Democrat,25 to 29,2.13,Unfavorable
4.0,95.0,26.0,Second call,40-44,White,Female,Lincoln,Huckabee,,Approve,Support Clinton,No,No,No,No,Better,Clinton,Independent,HS grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,1.19,Favorable
4.0,95.0,27.0,Third call,30-39,White,Male,Boozman,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Some college,,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,1.794,Favorable
4.0,95.0,28.0,Third call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,No,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Republican,40 to 49,1.595,Unfavorable
4.0,95.0,29.0,Third call,45-49,Black,Male,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Independent/Other,40 to 49,1.178,Unfavorable
4.0,95.0,30.0,Third call,30-39,,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,1.23,Favorable
4.0,95.0,31.0,Third call,18-24,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,Yes,Yes,Same,Did not vote,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,18 to 24,Democrat,18 to 24,1.459,Unfavorable
4.0,95.0,32.0,Third call,40-44,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,1.23,Favorable
4.0,95.0,33.0,Third call,30-39,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Republican,30 to 39,1.293,Unfavorable
4.0,98.0,1.0,First call,65 and over,Black,Male,Lincoln,Bristow,Approve,,Support Clinton,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.201,Favorable
4.0,98.0,2.0,First call,45-49,Black,Male,Lincoln,Bristow,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,3.0,First call,45-49,Black,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,4.0,First call,30-39,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.151,Favorable
4.0,98.0,5.0,First call,45-49,Black,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.138,Favorable
4.0,98.0,6.0,First call,40-44,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Something else,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,0.138,Favorable
4.0,98.0,7.0,First call,45-49,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,8.0,First call,40-44,Black,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,9.0,First call,40-44,Black,Male,Lincoln,Bristow,Approve,Disapprove,Oppose Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,10.0,First call,45-49,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,,Yes,Yes,No,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,,State,Complete,Little Rock area,45 to 59,40 to 49,Republican,40 to 49,0.216,Unfavorable
4.0,98.0,11.0,First call,18-24,Black,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,Yes,Same,Did not vote,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,18 to 24,Democrat,18 to 24,0.164,Favorable
4.0,98.0,12.0,First call,65 and over,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.20299999999999999,Favorable
4.0,98.0,13.0,First call,60-64,Black,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Republican,50 to 64,0.181,Favorable
4.0,98.0,14.0,Second call,60-64,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,,Under 15K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,0.221,Favorable
4.0,98.0,15.0,Second call,65 and over,White,Female,Boozman,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.26499999999999996,Favorable
4.0,98.0,16.0,Second call,60-64,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,,Some college,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,60 and over,60 and over,,50 to 64,0.26499999999999996,Unfavorable
4.0,98.0,17.0,Second call,40-44,White,Female,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.147,Favorable
4.0,98.0,18.0,Second call,18-24,Black,Female,Lincoln,Bristow,Approve,Disapprove,,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,18 to 24,Democrat,18 to 24,0.164,Favorable
4.0,98.0,19.0,Second call,45-49,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,20.0,Second call,60-64,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,Little Rock area,60 and over,60 and over,Independent/Other,50 to 64,0.201,Favorable
4.0,98.0,21.0,Second call,30-39,Black,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.138,Favorable
4.0,98.0,22.0,Second call,50-59,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.151,Favorable
4.0,98.0,23.0,Second call,50-59,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,,,Clinton,Democrat,Some college,,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.138,Favorable
4.0,98.0,24.0,Second call,45-49,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.138,Favorable
4.0,98.0,25.0,Second call,18-24,White,Female,Boozman,Huckabee,,Approve,Neither,,No,Yes,No,Worse,Dole,Republican,Some college,,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,18 to 24,Republican,18 to 24,0.23500000000000001,Unfavorable
4.0,98.0,26.0,Second call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Approve,,No,Yes,Yes,No,Worse,,Independent,HS grad,,,65 and over,Unfavorable,State,Complete,Little Rock area,60 and over,60 and over,Independent/Other,65 and over,0.26499999999999996,Unfavorable
4.0,98.0,27.0,Third call,50-59,Black,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.146,Favorable
4.0,98.0,28.0,Third call,18-24,Black,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,,Yes,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,18 to 24,Democrat,18 to 24,0.179,Favorable
4.0,98.0,29.0,Third call,50-59,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.151,Favorable
4.0,98.0,30.0,Third call,30-39,Black,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.146,Unfavorable
4.0,98.0,31.0,Third call,45-49,White,Female,Lincoln,Huckabee,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.147,Favorable
4.0,98.0,32.0,Third call,30-39,White,Female,Boozman,Huckabee,Approve,Approve,Neither,No,No,Yes,Yes,Better,,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Republican,30 to 39,0.198,Unfavorable
4.0,98.0,33.0,Third call,40-44,Black,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.151,Favorable
4.0,98.0,34.0,Third call,30-39,Black,Male,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.151,Unfavorable
4.0,99.0,1.0,First call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.965,Unfavorable
4.0,99.0,2.0,First call,30-39,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,30 to 39,Republican,30 to 39,1.252,Unfavorable
4.0,99.0,3.0,First call,40-44,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,1.048,Favorable
4.0,99.0,4.0,First call,25-29,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,18 to 29,25 to 29,Independent/Other,25 to 29,1.617,Unfavorable
4.0,99.0,5.0,First call,30-39,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.965,Favorable
4.0,99.0,6.0,First call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.965,Favorable
4.0,99.0,7.0,First call,40-44,Black,Male,Lincoln,Huckabee,Disapprove,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.925,Unfavorable
4.0,99.0,8.0,First call,30-39,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.9560000000000001,Favorable
4.0,99.0,9.0,First call,45-49,White,Male,Lincoln,Bristow,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,1.048,Unfavorable
4.0,99.0,10.0,First call,60-64,,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Independent/Other,50 to 64,1.298,
4.0,99.0,11.0,First call,40-44,White,Male,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,1.048,Favorable
4.0,99.0,12.0,First call,45-49,White,Female,Lincoln,Bristow,Approve,,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.965,Unfavorable
4.0,99.0,13.0,Second call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Some college,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,1.252,Unfavorable
4.0,99.0,14.0,Second call,40-44,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,1.048,Favorable
4.0,99.0,15.0,Second call,45-49,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,40 to 49,Republican,40 to 49,1.361,Unfavorable
4.0,99.0,16.0,Second call,50-59,White,Female,Boozman,Huckabee,Approve,Approve,Neither,No,No,Yes,Yes,Worse,Dole,Republican,Postgrad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Republican,50 to 64,1.252,Unfavorable
4.0,99.0,17.0,Second call,30-39,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Republican,30 to 39,1.361,Unfavorable
4.0,99.0,18.0,Second call,25-29,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,25 to 29,Democrat,25 to 29,1.245,Favorable
4.0,99.0,19.0,Second call,25-29,Asian,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Something else,Postgrad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,25 to 29,Independent/Other,25 to 29,1.108,Unfavorable
4.0,99.0,20.0,Second call,45-49,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.965,Favorable
4.0,99.0,21.0,Second call,45-49,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,College grad,,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Independent/Other,40 to 49,0.965,Unfavorable
4.0,99.0,22.0,Second call,45-49,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,1.048,Favorable
4.0,99.0,23.0,Second call,30-39,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Something else,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.965,Unfavorable
4.0,99.0,24.0,Second call,40-44,White,Female,Lincoln,Huckabee,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,40 to 49,Republican,40 to 49,0.934,Unfavorable
4.0,99.0,25.0,Second call,25-29,White,Male,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,25 to 29,Democrat,25 to 29,1.245,Unfavorable
4.0,99.0,26.0,Third call,45-49,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,1.048,Favorable
4.0,99.0,27.0,Third call,30-39,Black,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.878,Favorable
4.0,99.0,28.0,Third call,50-59,White,Female,Lincoln,Bristow,,,Neither,,,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.965,
4.0,99.0,29.0,Third call,45-49,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,40 to 49,Independent/Other,40 to 49,1.048,Unfavorable
4.0,99.0,30.0,Third call,60-64,White,Female,Lincoln,Bristow,,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,1.298,
4.0,99.0,31.0,Third call,45-49,White,Male,Boozman,Huckabee,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Little Rock area,45 to 59,40 to 49,,40 to 49,1.361,Unfavorable
4.0,99.0,32.0,Third call,45-49,White,Female,Heffley,Bristow,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,1.415,Unfavorable
4.0,99.0,33.0,Third call,25-29,,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,25 to 29,Democrat,25 to 29,1.206,Favorable
4.0,99.0,34.0,Third call,50-59,White,Male,,Bristow,,,Neither,No,No,No,Yes,Same,Did not vote,Something else,College grad,Under 15K,Moderate,18 to 64,,State,Complete,Little Rock area,45 to 59,50 to 59,Independent/Other,50 to 64,1.181,
4.0,99.0,35.0,Third call,30-39,White,Female,Heffley,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,1.415,Unfavorable
4.0,99.0,36.0,Third call,30-39,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.965,Unfavorable
4.0,99.0,37.0,Third call,65 and over,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,1.286,Favorable
4.0,99.0,38.0,Third call,30-39,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,1.048,Unfavorable
4.0,99.0,39.0,Third call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.965,Favorable
4.0,101.0,1.0,First call,60-64,White,Male,Boozman,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Independent/Other,50 to 64,1.328,Favorable
4.0,101.0,2.0,First call,60-64,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,100K or more,,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,0.911,Favorable
4.0,101.0,3.0,First call,30-39,White,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.6749999999999999,Unfavorable
4.0,101.0,4.0,First call,45-49,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.6749999999999999,Favorable
4.0,101.0,5.0,First call,30-39,White,Male,Lincoln,Bristow,,Disapprove,Neither,No,Yes,Yes,No,Same,Clinton,Something else,College grad,30 to 50K,Moderate,18 to 64,,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.734,Unfavorable
4.0,101.0,6.0,First call,65 and over,White,,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Conservative,65 and over,Unfavorable,State,Complete,Little Rock area,60 and over,60 and over,Independent/Other,65 and over,1.283,Unfavorable
4.0,101.0,7.0,First call,30-39,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.734,Favorable
4.0,101.0,8.0,First call,50-59,White,Female,Boozman,Bristow,Disapprove,Approve,Neither,No,,,Yes,Worse,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Little Rock area,45 to 59,50 to 59,Republican,50 to 64,0.908,Unfavorable
4.0,101.0,9.0,First call,30-39,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Did not vote,,College grad,75 to 100K,Liberal,18 to 64,Unfavorable,State,Complete,Little Rock area,30 to 44,30 to 39,,30 to 39,0.957,Unfavorable
