V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
1.0,0.0,G,33.0,115.0,35.0,Third call,1.0,65 and over,,Female,D'Amato,Pataki,No,Approve,Approve,,,,Neither,,,No,No,Yes,Better,Perot,Independent,Some college,Protestant,15 to 30K,Moderate,65 and over,,National,Complete,Rural upstate,60 and over,60 and over,Independent/Other,65 and over,1.193,,,Unfavorable,No,Approve,
1.0,0.0,G,33.0,115.0,36.0,Third call,1.0,65 and over,White,Female,Schumer,Golisano,No,Approve,,,White,,,,,,,,Same,,Independent,,,50 to 75K,Moderate,65 and over,,National,Complete,Rural upstate,60 and over,60 and over,Independent/Other,65 and over,1.168,,,,,,
1.0,0.0,G,33.0,115.0,37.0,Third call,1.0,45-49,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Independent,,,50 to 75K,Moderate,18 to 64,,National,Complete,Rural upstate,45 to 59,40 to 49,Independent/Other,40 to 49,0.9189999999999999,,,,,,No
1.0,0.0,G,33.0,115.0,38.0,Third call,1.0,65 and over,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,,,,100K or more,Conservative,65 and over,,National,Complete,Rural upstate,60 and over,60 and over,,65 and over,1.193,,,,,,No
1.0,0.0,G,33.0,115.0,39.0,Third call,1.0,40-44,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,75 to 100K,Liberal,18 to 64,,National,Complete,Rural upstate,30 to 44,40 to 49,Democrat,40 to 49,1.085,,,,,,No
1.0,0.0,G,33.0,115.0,40.0,Third call,1.0,60-64,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Worse,,Republican,,,50 to 75K,Moderate,18 to 64,,National,Complete,Rural upstate,60 and over,60 and over,Republican,50 to 64,1.267,,,,,,No
1.0,0.0,G,33.0,115.0,41.0,Third call,1.0,60-64,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Republican,,,50 to 75K,Moderate,18 to 64,,National,Complete,Rural upstate,60 and over,60 and over,Republican,50 to 64,1.267,,,,,,No
1.0,0.0,G,33.0,115.0,42.0,Third call,1.0,50-59,White,Male,Schumer,Pataki,No,,,,White,,,,,,,,Better,,Independent,,,75 to 100K,Moderate,18 to 64,,National,Complete,Rural upstate,45 to 59,50 to 59,Independent/Other,50 to 64,1.085,,,,,,No
1.0,0.0,G,33.0,115.0,43.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Approve,,,White,,,,,,,,Same,,Democrat,,,,Liberal,18 to 64,,National,Complete,Rural upstate,45 to 59,40 to 49,Democrat,40 to 49,1.208,,,,,,No
1.0,0.0,G,33.0,115.0,44.0,Third call,1.0,50-59,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Republican,,,100K or more,Moderate,18 to 64,,National,Complete,Rural upstate,45 to 59,50 to 59,Republican,50 to 64,1.085,,,,,,No
1.0,0.0,G,33.0,116.0,1.0,First call,1.0,45-49,White,Female,D'Amato,Pataki,No,Disapprove,Approve,,White,,Oppose Clinton,,,Yes,Yes,Yes,Better,Clinton,Republican,HS grad,Catholic,75 to 100K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Republican,40 to 49,0.5,,,Unfavorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,2.0,First call,1.0,40-44,White,Female,Schumer,Vallone,No,Approve,Approve,,White,,Neither,,,No,No,Yes,Same,Clinton,Democrat,College grad,Catholic,75 to 100K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,0.5289999999999999,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,3.0,First call,1.0,50-59,White,Male,Schumer,Golisano,No,Approve,Disapprove,,White,,Neither,,,No,No,Yes,Same,Clinton,Democrat,College grad,Protestant,75 to 100K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,0.406,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,4.0,First call,1.0,45-49,White,Female,Schumer,Pataki,No,Disapprove,Disapprove,,White,,Neither,,,No,Yes,Yes,Same,Clinton,Independent,Postgrad,Catholic,100K or more,Liberal,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,0.475,,,Unfavorable,No,Approve,
1.0,0.0,G,33.0,116.0,5.0,First call,1.0,50-59,White,Female,D'Amato,Pataki,No,Disapprove,Approve,,White,,Support Clinton,,,No,No,No,Better,Dole,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.5,,,Favorable,Yes,Approve,
1.0,0.0,G,33.0,116.0,6.0,First call,1.0,50-59,White,Female,Schumer,Pataki,No,Disapprove,Disapprove,,White,,Oppose Clinton,,,Yes,Yes,,Better,Perot,Republican,HS grad,Catholic,,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.475,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,7.0,First call,1.0,30-39,White,Male,D'Amato,Golisano,No,Disapprove,Approve,,White,,Neither,,,No,Yes,Yes,Same,Dole,Republican,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,0.42800000000000005,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,8.0,First call,1.0,65 and over,White,Female,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Same,Clinton,Republican,HS grad,Catholic,30 to 50K,Conservative,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,Republican,65 and over,0.581,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,9.0,First call,1.0,30-39,White,Female,Schumer,Golisano,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,0.41800000000000004,,,,,,No
1.0,0.0,G,33.0,116.0,10.0,First call,1.0,30-39,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Something else,,,15 to 30K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.475,,,,,,No
1.0,0.0,G,33.0,116.0,11.0,First call,1.0,45-49,White,Male,Other,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,0.589,,,,,,No
1.0,0.0,G,33.0,116.0,12.0,First call,1.0,25-29,Asian,Female,,Pataki,No,,,,Asian,,,,,,,,,,Republican,,,,Conservative,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Republican,25 to 29,0.489,,,,,,No
1.0,0.0,G,33.0,116.0,13.0,First call,1.0,50-59,White,Female,D'Amato,Pataki,No,,,,White,,,,,,,,Same,,Republican,,,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,14.0,First call,1.0,45-49,White,Female,D'Amato,Golisano,No,Approve,,,White,,,,,,,,Worse,,Something else,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,0.441,,,,,,No
1.0,0.0,G,33.0,116.0,15.0,First call,1.0,25-29,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Better,,Republican,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Republican,25 to 29,0.48700000000000004,,,,,,No
1.0,0.0,G,33.0,116.0,16.0,First call,1.0,65 and over,White,Female,D'Amato,Pataki,,Approve,,,White,,,,,,,,,,,,,,,65 and over,,National,Not complete,Upstate urban,60 and over,60 and over,,65 and over,0.581,,,,,,
1.0,0.0,G,33.0,116.0,17.0,Second call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Approve,,White,,Neither,,,Yes,No,No,Same,Dole,Republican,No HS,Other Christian,15 to 30K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,0.484,,,Unfavorable,Yes,Approve,
1.0,0.0,G,33.0,116.0,18.0,Second call,1.0,50-59,White,Male,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Better,Dole,Republican,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.484,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,19.0,Second call,1.0,60-64,White,Male,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Same,Clinton,Independent,HS grad,Other Christian,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,50 to 64,0.562,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,20.0,Second call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Better,Clinton,Independent,HS grad,Other Christian,Under 15K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Independent/Other,40 to 49,0.475,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,21.0,Second call,1.0,25-29,Hispanic,Male,Schumer,Pataki,Yes,Approve,Approve,,Hispanic,,Neither,,,No,No,No,Same,Clinton,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Democrat,25 to 29,0.322,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,22.0,Second call,1.0,60-64,White,Male,Schumer,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Worse,Dole,Republican,HS grad,Other Christian,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Republican,50 to 64,0.533,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,23.0,Second call,1.0,18-24,White,Female,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Worse,Did not vote,Republican,HS grad,Catholic,Under 15K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Republican,18 to 24,0.501,,,Favorable,No,Approve,
1.0,0.0,G,33.0,116.0,24.0,Second call,1.0,30-39,White,Male,Schumer,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,0.461,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,25.0,Second call,1.0,30-39,White,Female,D'Amato,Vallone,No,Approve,Approve,,White,,Neither,,,No,No,No,Better,Clinton,Something else,College grad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.5589999999999999,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,26.0,Second call,1.0,30-39,White,Female,Schumer,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Better,Clinton,Independent,College grad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.475,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,27.0,Second call,1.0,30-39,White,Male,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Same,Dole,Republican,College grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,0.484,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,28.0,Second call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Republican,30 to 39,0.484,,,,,,No
1.0,0.0,G,33.0,116.0,29.0,Second call,1.0,65 and over,White,Male,D'Amato,Pataki,,Disapprove,,,White,,,,,,,,Better,,,,,30 to 50K,Conservative,65 and over,,National,Complete,Upstate urban,60 and over,60 and over,,65 and over,0.562,,,,,,
1.0,0.0,G,33.0,116.0,30.0,Second call,1.0,60-64,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Republican,50 to 64,0.552,,,,,,No
1.0,0.0,G,33.0,116.0,31.0,Second call,1.0,30-39,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Independent,,,30 to 50K,Liberal,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.461,,,,,,Yes
1.0,0.0,G,33.0,116.0,32.0,Second call,1.0,18-24,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Independent,,,30 to 50K,Liberal,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Independent/Other,18 to 24,0.48700000000000004,,,,,,No
1.0,0.0,G,33.0,116.0,33.0,Second call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,34.0,Second call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,,,White,,,,,,,,Same,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,0.5289999999999999,,,,,,No
1.0,0.0,G,33.0,116.0,35.0,Second call,1.0,40-44,White,Male,Schumer,Golisano,No,Approve,,,White,,,,,,,,Same,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,0.406,,,,,,No
1.0,0.0,G,33.0,116.0,36.0,Second call,1.0,45-49,White,Female,Schumer,Vallone,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,0.5289999999999999,,,,,,No
1.0,0.0,G,33.0,116.0,37.0,Second call,1.0,30-39,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,0.475,,,,,,No
1.0,0.0,G,33.0,116.0,38.0,Third call,1.0,45-49,White,Male,D'Amato,Golisano,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Better,Clinton,Democrat,College grad,None,,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,0.42800000000000005,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,39.0,Third call,1.0,45-49,White,Male,Schumer,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Same,Clinton,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,0.461,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,40.0,Third call,1.0,50-59,White,Male,D'Amato,Pataki,No,Approve,,,White,,Neither,,,No,No,Yes,Better,Clinton,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.484,,,Favorable,Yes,Approve,
1.0,0.0,G,33.0,116.0,41.0,Third call,1.0,45-49,White,Male,Schumer,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Better,Dole,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Republican,40 to 49,0.461,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,42.0,Third call,1.0,30-39,White,Female,Schumer,Golisano,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,0.41800000000000004,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,43.0,Third call,1.0,60-64,White,Female,D'Amato,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Same,Clinton,Independent,HS grad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,50 to 64,0.581,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,44.0,Third call,1.0,18-24,White,Male,Schumer,Golisano,No,Approve,Approve,,White,,Neither,,,No,No,No,Same,Clinton,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Democrat,18 to 24,0.40800000000000003,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,45.0,Third call,1.0,18-24,White,Female,Schumer,Golisano,No,Approve,Approve,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Democrat,18 to 24,0.42200000000000004,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,46.0,Third call,1.0,45-49,White,Female,Schumer,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Same,Clinton,Democrat,College grad,Other Christian,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,0.475,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,47.0,Third call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,Yes,Same,Clinton,Independent,College grad,Catholic,,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Independent/Other,50 to 64,0.475,,,Unfavorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,48.0,Third call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Protestant,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,0.514,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,49.0,Third call,1.0,18-24,White,Female,Schumer,Vallone,No,Approve,Approve,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Other Christian,15 to 30K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Democrat,18 to 24,0.532,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,50.0,Third call,1.0,60-64,White,Male,D'Amato,Vallone,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Better,Clinton,Independent,HS grad,Protestant,100K or more,Liberal,18 to 64,,National,Complete,Upstate urban,60 and over,60 and over,Independent/Other,50 to 64,0.6269999999999999,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,51.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Approve,Approve,,White,,Neither,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,0.484,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,52.0,Third call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,Disapprove,,White,,Support Clinton,,,No,No,No,Better,Clinton,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,0.514,,,Favorable,Yes,Disapprove,
1.0,0.0,G,33.0,116.0,53.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Disapprove,Approve,,White,,Oppose Clinton,,,Yes,Yes,Yes,Same,Dole,Independent,College grad,Catholic,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.5,,,Unfavorable,No,Approve,
1.0,0.0,G,33.0,116.0,54.0,Third call,1.0,25-29,White,Male,D'Amato,Pataki,No,Approve,Disapprove,,White,,Neither,,,No,No,No,Better,Dole,Democrat,College grad,Protestant,15 to 30K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Democrat,25 to 29,0.48700000000000004,,,Favorable,No,Disapprove,
1.0,0.0,G,33.0,116.0,55.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,0.484,,,,,,No
1.0,0.0,G,33.0,116.0,56.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,57.0,Third call,1.0,30-39,White,Male,D'Amato,Golisano,No,Disapprove,,,White,,,,,,,,Same,,Something else,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.42800000000000005,,,,,,No
1.0,0.0,G,33.0,116.0,58.0,Third call,1.0,40-44,White,Male,Schumer,Golisano,No,Approve,,,White,,,,,,,,Better,,Democrat,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Democrat,40 to 49,0.406,,,,,,No
1.0,0.0,G,33.0,116.0,59.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,60.0,Third call,1.0,25-29,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Same,,Independent,,,15 to 30K,Liberal,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Independent/Other,25 to 29,0.463,,,,,,No
1.0,0.0,G,33.0,116.0,61.0,Third call,1.0,25-29,Hispanic,Female,Schumer,,Yes,Approve,,,Black,,,,,,,,Better,,Democrat,,,100K or more,Liberal,18 to 64,,National,Complete,Upstate urban,18 to 29,25 to 29,Democrat,25 to 29,0.34299999999999997,,,,,,Yes
1.0,0.0,G,33.0,116.0,62.0,Third call,1.0,18-24,White,Male,Schumer,Vallone,No,Approve,,,White,,,,,,,,Same,,Democrat,,,15 to 30K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Democrat,18 to 24,0.516,,,,,,No
1.0,0.0,G,33.0,116.0,63.0,Third call,1.0,45-49,Hispanic,Female,D'Amato,Pataki,Yes,Approve,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Republican,40 to 49,0.347,,,,,,No
1.0,0.0,G,33.0,116.0,64.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,30 to 50K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Republican,40 to 49,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,65.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Disapprove,,,White,,,,,,,,Same,,Republican,,,15 to 30K,Conservative,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Republican,40 to 49,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,66.0,Third call,1.0,18-24,White,Male,Schumer,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,15 to 30K,Moderate,18 to 64,,National,Complete,Upstate urban,18 to 29,18 to 24,Republican,18 to 24,0.463,,,,,,No
1.0,0.0,G,33.0,116.0,67.0,Third call,1.0,30-39,White,Female,Schumer,Pataki,No,Approve,,,White,,,,,,,,Better,,Independent,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,30 to 39,Independent/Other,30 to 39,0.475,,,,,,No
1.0,0.0,G,33.0,116.0,68.0,Third call,1.0,50-59,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Better,,Democrat,,,30 to 50K,Moderate,18 to 64,,National,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,69.0,Third call,1.0,40-44,White,Female,D'Amato,Pataki,No,Approve,,,White,,,,,,,,Same,,Republican,,,50 to 75K,Moderate,18 to 64,,National,Complete,Upstate urban,30 to 44,40 to 49,Republican,40 to 49,0.5,,,,,,No
1.0,0.0,G,33.0,116.0,70.0,Third call,1.0,45-49,White,Female,D'Amato,Golisano,No,Approve,,,White,,,,,,,,Better,,Democrat,,,,Conservative,18 to 64,,National,Complete,Upstate urban,45 to 59,40 to 49,Democrat,40 to 49,0.441,,,,,,No
1.0,0.0,G,33.0,117.0,1.0,First call,1.0,60-64,White,Female,,Vallone,No,Approve,,Schumer,White,For my candidate,Neither,,Schumer,No,No,No,Same,,Something else,,Protestant,30 to 50K,,18 to 64,Yes,State,Complete,Upstate urban,60 and over,60 and over,Independent/Other,50 to 64,1.232,,About the same,Favorable,,,
1.0,0.0,G,33.0,117.0,2.0,First call,1.0,50-59,White,Male,Schumer,Golisano,,Disapprove,Disapprove,Neither,White,Against my candidate,Neither,,Neither,No,No,Yes,Same,Dole,Independent,Postgrad,Catholic,15 to 30K,Moderate,18 to 64,Yes,State,Complete,Upstate urban,45 to 59,50 to 59,Independent/Other,50 to 64,0.793,Education,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,117.0,3.0,First call,1.0,50-59,White,Female,Schumer,Ross,No,Approve,Disapprove,,White,Against my candidate,,,,No,No,No,Same,Clinton,Republican,College grad,Protestant,30 to 50K,Moderate,18 to 64,Yes,State,Complete,Upstate urban,45 to 59,50 to 59,Republican,50 to 64,0.8160000000000001,,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,117.0,4.0,First call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Democrat,College grad,Catholic,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Upstate urban,45 to 59,50 to 59,Democrat,50 to 64,1.035,Economy/jobs,Better,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,117.0,5.0,First call,1.0,25-29,Asian,Male,Schumer,Golisano,No,Disapprove,Disapprove,Neither,Asian,For my candidate,Neither,No,Neither,Yes,Yes,No,Better,Perot,Independent,College grad,Catholic,75 to 100K,Liberal,18 to 64,No,State,Complete,Upstate urban,18 to 29,25 to 29,Independent/Other,25 to 29,0.796,Economy/jobs,Worse,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,117.0,6.0,First call,1.0,30-39,White,Male,Schumer,Vallone,No,Approve,Approve,Schumer,White,For my candidate,Neither,No,Schumer,No,No,No,Worse,Clinton,Democrat,HS grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Upstate urban,30 to 44,30 to 39,Democrat,30 to 39,1.004,Economy/jobs,Better,Favorable,Yes,Disapprove,No
