State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Attorney Gen Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,State economy condition,Why improve schools?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Kerry good as Pres?,Party ID,Education,Religion,Income,Ideology,Age (65 and over),Child in public school,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person,Gov: decided to vote
22.0,81.0,14.0,Second call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Democrat,College grad,Catholic,15 to 30K,Liberal,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.506,Education,Worse,Unfavorable,Before that
22.0,81.0,15.0,Second call,50-59,White,Female,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,Yes,Better,Dole,Yes,Democrat,Postgrad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.584,Economy/jobs,Same,Unfavorable,Last 3 days
22.0,81.0,16.0,Second call,50-59,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,Yes,Yes,Yes,Better,Dole,No,Independent,Some college,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.584,Health care,Same,Unfavorable,Last month
22.0,81.0,17.0,Second call,45-49,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,Yes,No,Worse,Clinton,Yes,Independent,College grad,Jewish,75 to 100K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.5310000000000001,Education,Same,Unfavorable,Before that
22.0,81.0,18.0,Second call,18-24,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Harshbarger,No,No,Yes,Better,Did not vote,No,Something else,Some college,Protestant,75 to 100K,Liberal,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,2.217,Economy/jobs,Worse,Favorable,Last month
22.0,81.0,19.0,Second call,45-49,White,Female,,Harschbarger,Approve,,Neither,Good,,No,No,No,Same,Clinton,,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.466,,Worse,Favorable,Last week
22.0,81.0,20.0,Second call,40-44,White,Female,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,No,Same,Dole,No,Republican,Postgrad,Protestant,30 to 50K,Conservative,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,1.584,State taxes,Same,Unfavorable,Before that
22.0,81.0,21.0,Second call,60-64,,Female,Reilly,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,Yes,Same,Clinton,,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Republican,50 to 64,2.027,Ethic/moral,Better,Unfavorable,Before that
22.0,81.0,22.0,Second call,65 and over,White,Female,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Neither,Yes,Yes,,Same,Dole,No,Independent,Some college,None,50 to 75K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.6440000000000001,Crime/drugs,Worse,Unfavorable,Last month
22.0,81.0,23.0,Second call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Dole,Yes,Democrat,HS grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.506,Crime/drugs,Same,Unfavorable,Last week
22.0,81.0,24.0,Second call,50-59,White,Female,Reilly,Harschbarger,Disapprove,Approve,Neither,Good,Harshbarger,Yes,Yes,Yes,Same,Clinton,No,Independent,College grad,Protestant,75 to 100K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.506,Education,Same,Unfavorable,Last week
22.0,81.0,25.0,Second call,25-29,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Neither,No,No,No,Better,Clinton,No,Republican,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,2.48,Economy/jobs,Same,Favorable,Last week
22.0,81.0,26.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,Yes,No,Same,Did not vote,No,Democrat,HS grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.506,Health care,Better,Unfavorable,Last month
22.0,81.0,27.0,Third call,50-59,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,HS grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.5310000000000001,Crime/drugs,Same,Unfavorable,Before that
22.0,81.0,28.0,Third call,25-29,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Harshbarger,No,No,Yes,Better,Clinton,No,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,2.217,Education,Same,Unfavorable,Before that
22.0,81.0,29.0,Third call,30-39,White,Male,Bailey,Cellucci,Approve,Disapprove,Support Clinton,Good,Neither,No,No,No,Better,Clinton,Yes,Republican,College grad,Jewish,100K or more,Conservative,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.611,Economy/jobs,Same,Unfavorable,Last month
22.0,81.0,30.0,Third call,60-64,White,Female,Reilly,Cellucci,Approve,Disapprove,Support Clinton,Good,Cellucci,No,No,No,Better,Clinton,No,Independent,HS grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,2.027,,Same,Favorable,Last 3 days
22.0,81.0,31.0,Third call,40-44,White,Female,Reilly,Cellucci,Approve,Approve,Support Clinton,Good,Both,No,No,No,Better,Clinton,Yes,Independent,College grad,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.714,Ethic/moral,Better,Favorable,Before that
22.0,81.0,32.0,Third call,25-29,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,Yes,Same,Clinton,Yes,Democrat,Postgrad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,2.178,,Better,Favorable,Before that
22.0,81.0,33.0,Third call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,,,,Same,Perot,Yes,Democrat,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.5310000000000001,Economy/jobs,Same,,Last month
22.0,81.0,34.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Harshbarger,No,No,No,Same,Clinton,,Independent,Postgrad,Protestant,100K or more,Liberal,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.506,Education,Same,Favorable,Last month
22.0,81.0,35.0,Third call,25-29,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Poor,Cellucci,No,No,No,Better,Clinton,No,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,2.523,Economy/jobs,Same,Favorable,Before that
22.0,81.0,36.0,Third call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.506,Education,Same,Unfavorable,Before that
22.0,81.0,37.0,Third call,30-39,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Excellent,Cellucci,Yes,Yes,Yes,Better,Dole,No,Republican,Postgrad,Catholic,100K or more,Conservative,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.584,Ethic/moral,Better,Unfavorable,Before that
22.0,81.0,38.0,Third call,30-39,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,No,Republican,Postgrad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.611,State taxes,Same,Unfavorable,Last month
22.0,81.0,39.0,Third call,60-64,White,Male,Reilly,Harschbarger,,,,,Harshbarger,,,,,,Yes,,,Catholic,,,18 to 64,,State,Not complete,East,60 and over,60 and over,,50 to 64,1.811,Education,,,Last month
22.0,81.0,40.0,Third call,50-59,,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Independent,College grad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.506,Economy/jobs,Better,Favorable,Last week
22.0,81.0,41.0,Third call,50-59,White,Male,Bailey,Cellucci,Approve,Disapprove,Support Clinton,Excellent,Both,No,No,Yes,Same,Clinton,Yes,Democrat,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.611,Economy/jobs,Same,Unfavorable,Last month
22.0,81.0,42.0,Third call,45-49,White,Female,Bailey,Harschbarger,Disapprove,Approve,Neither,Excellent,Both,No,No,Yes,Better,Clinton,No,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.391,,Same,Favorable,
22.0,89.0,1.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,,Same,Clinton,Yes,Independent,Some college,Catholic,50 to 75K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.637,Ethic/moral,Same,Favorable,Last month
22.0,89.0,2.0,Second call,30-39,White,Female,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Both,Yes,Yes,No,Same,Dole,No,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.456,Economy/jobs,Same,Unfavorable,Before that
22.0,89.0,3.0,Second call,50-59,White,Male,Bailey,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,Yes,Yes,Worse,Clinton,No,Democrat,College grad,Catholic,75 to 100K,Liberal,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.482,Education,Same,Unfavorable,Last month
22.0,89.0,4.0,Second call,25-29,Hispanic,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,No,Same,Clinton,,Democrat,Postgrad,Other Christian,15 to 30K,Liberal,18 to 64,Yes,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.634,Ethic/moral,Better,Favorable,Before that
22.0,89.0,5.0,Second call,30-39,White,Male,Reilly,Cellucci,Disapprove,Approve,Neither,Excellent,Both,No,No,Yes,Better,Dole,No,Republican,College grad,Jewish,100K or more,Conservative,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.605,Economy/jobs,Same,Favorable,Before that
22.0,89.0,6.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Democrat,Postgrad,Protestant,50 to 75K,Liberal,65 and over,No,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.637,Health care,Same,Unfavorable,Before that
22.0,89.0,7.0,Second call,50-59,Other,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Same,Clinton,No,Democrat,College grad,None,30 to 50K,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.409,Health care,Same,Unfavorable,Last 3 days
22.0,89.0,8.0,Second call,65 and over,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Not so good,Harshbarger,No,Yes,Yes,Worse,Dole,No,Independent,Some college,Catholic,15 to 30K,Conservative,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.665,Health care,Worse,Unfavorable,Last 3 days
22.0,89.0,9.0,Second call,65 and over,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,No,Same,Clinton,No,Independent,College grad,Protestant,50 to 75K,Liberal,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.665,Economy/jobs,Same,Favorable,Last week
22.0,89.0,10.0,Second call,30-39,White,Female,,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,No,No,Yes,Same,Dole,No,Independent,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.535,Education,Worse,Unfavorable,Before that
22.0,89.0,11.0,Second call,45-49,,,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,,Independent,Postgrad,,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.384,Education,Same,Unfavorable,Last month
22.0,89.0,12.0,Second call,30-39,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Excellent,,No,No,,Better,Clinton,Yes,Democrat,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.575,,Same,,
22.0,89.0,13.0,Second call,40-44,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Neither,Yes,Yes,No,Worse,Dole,No,Something else,Postgrad,None,15 to 30K,Moderate,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.605,State taxes,Same,Unfavorable,Last 3 days
22.0,89.0,14.0,Second call,45-49,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Excellent,Both,No,Yes,No,Better,Clinton,No,Democrat,College grad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.409,Health care,Same,Unfavorable,Last week
22.0,89.0,15.0,Second call,65 and over,,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Cellucci,No,No,Yes,Worse,Dole,No,Independent,Postgrad,,75 to 100K,,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.7489999999999999,,Better,Unfavorable,Before that
22.0,89.0,16.0,Second call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.384,Education,Better,Unfavorable,Before that
22.0,89.0,17.0,Second call,50-59,White,Male,Other,Harschbarger,Approve,Disapprove,Neither,Not so good,Harshbarger,No,No,No,Same,Clinton,Yes,Independent,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.371,Ethic/moral,Worse,Favorable,Before that
22.0,89.0,18.0,Second call,50-59,White,Female,Reilly,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Both,Yes,Yes,,Same,Dole,No,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.575,Ethic/moral,Better,Unfavorable,Before that
22.0,89.0,19.0,Second call,40-44,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,,No,No,,Worse,Clinton,,Independent,College grad,Protestant,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.409,,Same,Unfavorable,Before that
22.0,89.0,20.0,Second call,30-39,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,No,Better,Did not vote,Yes,Democrat,College grad,Something else,100K or more,Liberal,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.575,Crime/drugs,Same,Favorable,Last month
22.0,89.0,21.0,Second call,30-39,White,Male,Bailey,Harschbarger,Disapprove,,Neither,Good,Harshbarger,No,Yes,No,Better,Clinton,No,,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,,30 to 39,1.301,,Same,Unfavorable,Last week
22.0,89.0,22.0,Second call,40-44,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Worse,Clinton,No,Democrat,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.409,Ethic/moral,Same,Unfavorable,Last month
22.0,89.0,23.0,Second call,45-49,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,Yes,Yes,,Same,Dole,,Independent,College grad,Protestant,75 to 100K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.482,Ethic/moral,Worse,Unfavorable,Last month
22.0,89.0,24.0,Second call,50-59,White,Female,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Not so good,Neither,No,Yes,Yes,Same,Dole,No,Independent,Postgrad,Protestant,100K or more,Liberal,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.456,,Worse,Unfavorable,Before that
22.0,89.0,25.0,Second call,50-59,White,Female,,Harschbarger,Approve,Approve,Neither,Not so good,Harshbarger,No,Yes,Yes,Same,Clinton,No,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.3479999999999999,State taxes,Same,Unfavorable,Last month
22.0,89.0,26.0,Second call,45-49,White,Male,Reilly,Cellucci,Approve,Disapprove,Oppose Clinton,Good,Cellucci,No,Yes,Yes,Worse,Other,Yes,Independent,College grad,None,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.605,Crime/drugs,Same,Unfavorable,Before that
22.0,89.0,27.0,Second call,65 and over,White,Female,Bailey,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Independent,Some college,Protestant,30 to 50K,Liberal,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.51,,Same,Favorable,Before that
22.0,89.0,28.0,Second call,45-49,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,Yes,Yes,Yes,Better,Dole,No,Republican,College grad,Other Christian,100K or more,Conservative,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.456,,Better,Unfavorable,Before that
22.0,89.0,29.0,Second call,50-59,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Independent,Postgrad,None,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.409,Ethic/moral,Better,Unfavorable,Before that
22.0,89.0,30.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,Yes,Yes,Yes,Better,Clinton,Yes,Independent,College grad,Other Christian,100K or more,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.409,Economy/jobs,Better,Favorable,Last month
22.0,89.0,31.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Disapprove,,Excellent,Both,Yes,Yes,No,Better,Dole,No,Republican,Postgrad,Protestant,75 to 100K,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.482,Economy/jobs,Worse,Unfavorable,Last 3 days
22.0,89.0,32.0,Third call,30-39,Other,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Neither,Yes,Yes,Yes,Better,Dole,No,Republican,College grad,Catholic,100K or more,Conservative,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.482,State taxes,Worse,Unfavorable,Before that
22.0,89.0,33.0,Third call,50-59,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Not so good,Both,Yes,Yes,Yes,Worse,Dole,Yes,Democrat,College grad,Catholic,100K or more,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.384,Economy/jobs,Same,Unfavorable,Last month
22.0,89.0,34.0,Third call,30-39,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Oppose Clinton,Good,Cellucci,No,Yes,Yes,Same,Dole,No,Independent,Some college,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.575,Education,Same,Unfavorable,Before that
22.0,89.0,35.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,College grad,Catholic,50 to 75K,Conservative,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.384,Education,Same,Favorable,Last 3 days
22.0,89.0,36.0,Third call,,White,,,Harschbarger,,,,,,,,,,,,,,,,,,,State,Not complete,East,,,,,1.371,,,,
22.0,89.0,37.0,Third call,40-44,White,Male,Bailey,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,Yes,Yes,No,Same,Clinton,Yes,Democrat,Postgrad,Catholic,75 to 100K,Liberal,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.301,Environment,Worse,Unfavorable,Before that
22.0,89.0,38.0,Third call,65 and over,White,Female,Reilly,Harschbarger,Disapprove,,,,,,,,Same,Dole,,Independent,College grad,,,,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.637,,,Unfavorable,
22.0,89.0,39.0,Third call,60-64,White,Female,Reilly,,Approve,Disapprove,Neither,Excellent,Neither,No,No,No,Better,Clinton,No,Democrat,HS grad,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.754,Economy/jobs,Same,Favorable,Last month
22.0,89.0,40.0,Third call,25-29,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,2.003,Education,Same,Favorable,Before that
22.0,89.0,41.0,Third call,30-39,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,Yes,Yes,Yes,Better,Clinton,,Independent,Postgrad,Catholic,100K or more,Conservative,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.409,,Worse,Unfavorable,Last 3 days
22.0,89.0,42.0,Third call,18-24,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,Yes,Yes,,Same,Dole,No,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,2.105,Economy/jobs,Worse,Unfavorable,Last 3 days
22.0,89.0,43.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,,No,No,Yes,Better,Clinton,No,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.384,State taxes,Same,Unfavorable,Last month
22.0,89.0,44.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,,No,No,No,Same,Clinton,,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.409,Health care,Worse,Favorable,Last month
22.0,89.0,45.0,Third call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Support Clinton,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,College grad,Something else,50 to 75K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.409,Ethic/moral,Same,Unfavorable,Last 3 days
22.0,89.0,46.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.384,Education,Better,Favorable,Before that
22.0,89.0,47.0,Third call,40-44,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,Yes,Yes,Yes,Same,Dole,No,Something else,Postgrad,,,Liberal,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.482,Economy/jobs,Same,Unfavorable,Last 3 days
22.0,89.0,48.0,Third call,60-64,White,Male,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,No,Better,Clinton,No,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.665,Ethic/moral,Same,Favorable,Last month
22.0,89.0,49.0,Third call,50-59,White,Male,Reilly,Harschbarger,Disapprove,Approve,Oppose Clinton,Excellent,Harshbarger,Yes,Yes,,Better,Dole,No,Independent,,Catholic,100K or more,Liberal,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.409,,Same,Unfavorable,Before that
22.0,89.0,50.0,Third call,30-39,White,Female,,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Same,Clinton,Yes,Independent,College grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.535,Economy/jobs,Same,Unfavorable,Last month
22.0,89.0,51.0,Third call,30-39,White,Female,Bailey,Cellucci,Approve,Approve,Oppose Clinton,Good,,Yes,Yes,Yes,Better,Dole,No,Independent,Postgrad,Catholic,100K or more,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.456,Ethic/moral,Same,Unfavorable,Last month
22.0,89.0,52.0,Third call,45-49,White,Female,Reilly,Cellucci,Approve,Disapprove,Oppose Clinton,Good,Cellucci,Yes,Yes,No,Better,Clinton,No,Independent,Postgrad,Protestant,100K or more,Liberal,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.575,Education,Same,Unfavorable,Before that
22.0,90.0,1.0,First call,25-29,Black,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,No,Same,Clinton,Yes,Independent,College grad,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.574,Crime/drugs,Same,Favorable,Last 3 days
22.0,90.0,2.0,First call,30-39,White,Male,Reilly,Other,Approve,Disapprove,Support Clinton,Good,Neither,Yes,No,,Better,Clinton,Yes,Democrat,College grad,None,30 to 50K,Liberal,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.376,Health care,Same,Favorable,Before that
