State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
51.0,28.0,38.0,Third call,50-59,White,Male,,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.967
51.0,28.0,39.0,Third call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,Under 15K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.9720000000000001
51.0,28.0,40.0,Third call,50-59,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.8360000000000001
51.0,28.0,41.0,Third call,50-59,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,,Yes,Worse,Dole,Independent,15 to 30K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.867
51.0,28.0,42.0,Third call,50-59,White,Female,Geringer,,Disapprove,Approve,Neither,No,Yes,No,Same,Perot,Republican,15 to 30K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.807
51.0,28.0,43.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.867
51.0,28.0,44.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Perot,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.9720000000000001
51.0,28.0,45.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.867
51.0,28.0,46.0,Third call,18-24,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,No,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.009
51.0,30.0,1.0,First call,50-59,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.762
51.0,30.0,2.0,First call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.91
51.0,30.0,3.0,First call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.762
51.0,30.0,4.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.9289999999999999
51.0,30.0,5.0,First call,40-44,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,No,Yes,No,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.762
51.0,30.0,6.0,First call,50-59,White,Female,Vinich,Farris,Approve,Approve,Neither,No,Yes,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.748
51.0,30.0,7.0,First call,30-39,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Did Not Vote,Independent,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.771
51.0,30.0,8.0,First call,60-64,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,Yes,Same,Dole,Independent,Under 15K,Moderate,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,1.05
51.0,30.0,9.0,First call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,1.281
51.0,30.0,10.0,First call,25-29,White,Female,Vinich,Farris,Disapprove,Approve,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,North,18 to 29,25 to 29,Independent/Other,25 to 29,0.7469999999999999
51.0,30.0,11.0,First call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Something else,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.9289999999999999
51.0,30.0,12.0,First call,65 and over,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Dole,Democrat,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.083
51.0,30.0,13.0,First call,60-64,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,,Same,,Independent,15 to 30K,Liberal,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,1.066
51.0,30.0,14.0,First call,40-44,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.748
51.0,30.0,15.0,First call,65 and over,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,Yes,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,1.281
51.0,30.0,16.0,First call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.762
51.0,30.0,17.0,First call,65 and over,White,,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Perot,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.069
51.0,30.0,18.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9289999999999999
51.0,30.0,19.0,Second call,18-24,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Democrat,18 to 24,0.7469999999999999
51.0,30.0,20.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,50 to 75K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.748
51.0,30.0,21.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9289999999999999
51.0,30.0,22.0,Second call,65 and over,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,,Liberal,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.05
51.0,30.0,23.0,Second call,65 and over,White,,Geringer,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.066
51.0,30.0,24.0,Second call,60-64,Black,Female,Geringer,Farris,Approve,,Support Clinton,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,1.242
51.0,30.0,25.0,Second call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.748
51.0,30.0,26.0,Second call,30-39,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.7589999999999999
51.0,30.0,27.0,Second call,50-59,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Republican,Under 15K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.9289999999999999
51.0,30.0,28.0,Second call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.9289999999999999
51.0,30.0,29.0,Second call,50-59,White,Female,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.748
51.0,30.0,30.0,Second call,30-39,White,Female,,Farris,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.751
51.0,30.0,31.0,Second call,50-59,White,Male,Vinich,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.762
51.0,30.0,32.0,Second call,45-49,White,Male,Geringer,Farris,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.771
51.0,30.0,33.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.748
51.0,30.0,34.0,Second call,50-59,Black,Male,Geringer,Farris,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Perot,Something else,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.901
51.0,30.0,35.0,Second call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.9289999999999999
51.0,30.0,36.0,Second call,50-59,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,,No,Yes,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.762
51.0,30.0,37.0,Second call,30-39,Black,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.888
51.0,30.0,38.0,Third call,18-24,White,Female,Geringer,Farris,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,15 to 30K,Liberal,18 to 64,State,North,18 to 29,18 to 24,Republican,18 to 24,0.758
51.0,30.0,39.0,Third call,25-29,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,No,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.928
51.0,30.0,40.0,Third call,45-49,Hispanic,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.8740000000000001
51.0,30.0,41.0,Third call,30-39,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.762
51.0,30.0,42.0,Third call,30-39,White,Male,,Farris,Approve,Disapprove,Neither,,Yes,,Worse,Clinton,Republican,30 to 50K,,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.764
51.0,30.0,43.0,Third call,60-64,White,Female,Vinich,Farris,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,1.05
51.0,30.0,44.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.748
51.0,30.0,45.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.748
51.0,30.0,46.0,Third call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.9289999999999999
51.0,30.0,47.0,Third call,40-44,White,Female,Vinich,Farris,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.748
51.0,30.0,48.0,Third call,50-59,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.9
51.0,30.0,49.0,Third call,40-44,White,Male,Vinich,Farris,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.762
51.0,30.0,50.0,Third call,60-64,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,1.069
51.0,30.0,51.0,Third call,65 and over,White,Female,Vinich,Cubin,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.265
51.0,30.0,52.0,Third call,25-29,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.928
51.0,30.0,53.0,Third call,40-44,Black,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.8740000000000001
51.0,30.0,54.0,Third call,25-29,White,Female,Vinich,Cubin,,,Neither,Yes,Yes,,Better,Perot,Republican,75 to 100K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.899
51.0,30.0,55.0,Third call,50-59,Hispanic,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.888
51.0,30.0,56.0,Third call,30-39,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.9289999999999999
51.0,30.0,57.0,Third call,25-29,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.928
51.0,30.0,58.0,Third call,45-49,White,Female,Vinich,Farris,,,Neither,No,No,,Same,Clinton,Democrat,,Liberal,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,0.748
51.0,32.0,1.0,First call,40-44,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.528
51.0,32.0,2.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,No,No,Worse,Dole,Something else,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.6429999999999999
51.0,32.0,3.0,First call,65 and over,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.728
51.0,32.0,4.0,First call,40-44,White,Male,Geringer,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.532
51.0,32.0,5.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,0.6429999999999999
51.0,32.0,6.0,First call,65 and over,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,7.0,First call,30-39,White,Female,Geringer,Farris,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Republican,75 to 100K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.524
51.0,32.0,8.0,First call,65 and over,White,,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,0.741
51.0,32.0,9.0,First call,40-44,White,Female,Geringer,Farris,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Other,Independent,15 to 30K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.524
51.0,32.0,10.0,First call,65 and over,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,11.0,First call,65 and over,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.887
51.0,32.0,12.0,First call,65 and over,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Dole,Republican,,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.887
51.0,32.0,13.0,First call,30-39,White,Female,Vinich,Farris,Disapprove,Disapprove,,No,No,No,Same,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.517
51.0,32.0,14.0,First call,60-64,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.887
51.0,32.0,15.0,First call,60-64,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,60 and over,60 and over,Democrat,50 to 64,0.876
51.0,32.0,16.0,First call,65 and over,White,Female,Other,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.8410000000000001
51.0,32.0,17.0,First call,50-59,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.528
51.0,32.0,18.0,First call,40-44,White,Female,Vinich,Cubin,Approve,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.622
51.0,32.0,19.0,Second call,25-29,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.523
51.0,32.0,20.0,Second call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.517
51.0,32.0,21.0,Second call,40-44,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.63
51.0,32.0,22.0,Second call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Support Clinton,Yes,Yes,,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.6429999999999999
51.0,32.0,23.0,Second call,30-39,White,Female,Geringer,Farris,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Republican,30 to 39,0.524
51.0,32.0,24.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,No,No,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,25.0,Second call,40-44,White,Male,,Farris,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.528
51.0,32.0,26.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,27.0,Second call,50-59,White,Male,,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.636
51.0,32.0,28.0,Second call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.6429999999999999
51.0,32.0,29.0,Second call,60-64,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Under 15K,Moderate,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.887
51.0,32.0,30.0,Second call,65 and over,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.887
51.0,32.0,31.0,Second call,65 and over,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.887
51.0,32.0,32.0,Second call,65 and over,Other,Female,Other,Farris,Approve,Disapprove,Neither,,,,Same,Did Not Vote,Democrat,,,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,0.8410000000000001
51.0,32.0,33.0,Second call,65 and over,White,Female,Geringer,Farris,Approve,Disapprove,Oppose Clinton,Yes,,,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.738
51.0,32.0,34.0,Second call,40-44,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.528
51.0,32.0,35.0,Second call,65 and over,White,Male,,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Other,Republican,15 to 30K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.894
51.0,32.0,36.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,No,,,Same,Dole,Republican,75 to 100K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.902
51.0,32.0,37.0,Second call,25-29,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.642
51.0,32.0,38.0,Second call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.63
51.0,32.0,39.0,Second call,25-29,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.516
51.0,32.0,40.0,Second call,65 and over,,,,Farris,Approve,Disapprove,Support Clinton,No,No,No,,Dole,,,,65 and over,State,North,60 and over,60 and over,,65 and over,0.731
51.0,32.0,41.0,Second call,50-59,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.6429999999999999
51.0,32.0,42.0,Second call,65 and over,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,,Yes,,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.887
51.0,32.0,43.0,Second call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,No,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.887
51.0,32.0,44.0,Second call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.887
51.0,32.0,45.0,Third call,50-59,Other,Male,Vinich,Farris,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.528
51.0,32.0,46.0,Third call,60-64,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,60 and over,60 and over,Republican,50 to 64,0.887
51.0,32.0,47.0,Third call,45-49,White,Male,Vinich,Farris,,,Neither,,,,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.528
51.0,32.0,48.0,Third call,50-59,White,Female,Geringer,Farris,Approve,Disapprove,Neither,No,No,,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Democrat,50 to 64,0.524
51.0,32.0,49.0,Third call,25-29,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,,Moderate,18 to 64,State,North,18 to 29,25 to 29,Democrat,25 to 29,0.5269999999999999
