V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
1.0,0.0,G,6.0,76.0,31.0,Second call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,18 to 24,Republican,18 to 24,0.715,Taxes
1.0,0.0,G,6.0,76.0,32.0,Second call,1.0,25-29,White,Female,Campbell,,Less,No,Disapprove,Approve,White,Neither,Yes,No,No,Yes,Better,Other,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Independent/Other,25 to 29,0.798,Education
1.0,0.0,G,6.0,76.0,33.0,Second call,1.0,25-29,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Democrat,25 to 29,0.7920000000000001,Environment
1.0,0.0,G,6.0,76.0,34.0,Second call,1.0,25-29,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,Yes,No,Better,Perot,Something else,Postgrad,15 to 30K,Liberal,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Independent/Other,25 to 29,0.8460000000000001,Environment
1.0,0.0,G,6.0,76.0,35.0,Second call,1.0,25-29,White,Female,Campbell,Owens,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Democrat,25 to 29,0.775,Health Care
1.0,0.0,G,6.0,76.0,36.0,Second call,1.0,65 and over,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,No,No,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,65 and over,State,Complete,RckyMtn/Hisp.,60 and over,60 and over,Republican,65 and over,1.016,Taxes
1.0,0.0,G,6.0,76.0,37.0,Third call,1.0,30-39,White,Male,Lamm,Schoettler,More,No,Disapprove,Disapprove,White,Neither,No,No,No,No,Better,Other,Something else,Postgrad,50 to 75K,Liberal,18 to 64,State,Complete,RckyMtn/Hisp.,30 to 44,30 to 39,Independent/Other,30 to 39,0.9369999999999999,Education
1.0,0.0,G,6.0,76.0,38.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Independent,Some college,15 to 30K,Conservative,18 to 64,State,Complete,RckyMtn/Hisp.,30 to 44,30 to 39,Independent/Other,30 to 39,0.847,Clin/Lwnsky
1.0,0.0,G,6.0,76.0,39.0,Third call,1.0,18-24,White,Female,Other,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,Under 15K,Liberal,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,18 to 24,Independent/Other,18 to 24,0.5269999999999999,
1.0,0.0,G,6.0,76.0,40.0,Third call,1.0,25-29,White,Female,Campbell,,Less,No,Disapprove,Disapprove,White,,No,,,Yes,Same,Clinton,Independent,College grad,15 to 30K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Independent/Other,25 to 29,0.798,Education
1.0,0.0,G,6.0,76.0,41.0,Third call,1.0,25-29,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,,No,No,No,Worse,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Democrat,25 to 29,0.7920000000000001,Education
1.0,0.0,G,6.0,76.0,42.0,Third call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Approve,Approve,White,Neither,No,No,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,18 to 24,Independent/Other,18 to 24,0.766,
1.0,0.0,G,6.0,76.0,43.0,Third call,1.0,25-29,White,Female,Campbell,Schoettler,,,Approve,Approve,White,Neither,No,No,,Yes,Same,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Republican,25 to 29,0.839,Education
1.0,0.0,G,6.0,76.0,44.0,Third call,1.0,25-29,White,Female,Campbell,Owens,,No,Disapprove,,White,,No,,Yes,,Better,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Republican,25 to 29,0.775,
1.0,0.0,G,6.0,76.0,45.0,Third call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,18 to 24,Republican,18 to 24,0.766,Education
1.0,0.0,G,6.0,76.0,46.0,Third call,1.0,25-29,White,Female,Campbell,Owens,More,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,18 to 29,25 to 29,Republican,25 to 29,0.775,
1.0,0.0,G,6.0,76.0,47.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Worse,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,RckyMtn/Hisp.,45 to 59,50 to 59,Independent/Other,50 to 64,0.9440000000000001,
1.0,0.0,G,6.0,76.0,48.0,Third call,1.0,30-39,White,Male,Campbell,Other,Less,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,RckyMtn/Hisp.,30 to 44,30 to 39,Republican,30 to 39,2.198,Taxes
1.0,0.0,G,6.0,79.0,1.0,First call,1.0,25-29,White,Male,Campbell,Schoettler,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,18 to 29,25 to 29,Republican,25 to 29,1.039,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,2.0,First call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,No,Yes,Yes,Better,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,18 to 29,18 to 24,Republican,18 to 24,0.973,
1.0,0.0,G,6.0,79.0,3.0,First call,1.0,60-64,White,Female,Campbell,Owens,Less,No,Approve,Disapprove,White,Neither,Yes,No,Yes,Yes,Same,Perot,Independent,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,60 and over,60 and over,Independent/Other,50 to 64,1.091,Abortion
1.0,0.0,G,6.0,79.0,4.0,First call,1.0,65 and over,White,Female,Campbell,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Conservative,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Democrat,65 and over,1.087,Social Security
1.0,0.0,G,6.0,79.0,5.0,First call,1.0,50-59,White,Female,Other,Owens,Less,No,Disapprove,Disapprove,White,,Yes,,,,,,,,,,18 to 64,State,Not complete,Plains/Reps,45 to 59,50 to 59,,50 to 64,0.652,Abortion
1.0,0.0,G,6.0,79.0,6.0,First call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Approve,Disapprove,White,Neither,No,No,Yes,No,Better,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Republican,40 to 49,0.9660000000000001,Health Care
1.0,0.0,G,6.0,79.0,7.0,First call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Republican,40 to 49,0.9660000000000001,Environment
1.0,0.0,G,6.0,79.0,8.0,First call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Republican,50 to 64,0.971,Abortion
1.0,0.0,G,6.0,79.0,9.0,First call,1.0,65 and over,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,No,Yes,,Same,Dole,Republican,Postgrad,15 to 30K,Moderate,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Republican,65 and over,1.085,
1.0,0.0,G,6.0,79.0,10.0,First call,1.0,65 and over,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,,,,,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Republican,65 and over,1.085,Abortion
1.0,0.0,G,6.0,79.0,11.0,First call,1.0,65 and over,White,Female,Campbell,Owens,Less,No,Approve,Approve,White,Neither,No,,Yes,Yes,Worse,Clinton,Republican,HS grad,Under 15K,Conservative,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Republican,65 and over,1.048,Social Security
1.0,0.0,G,6.0,79.0,12.0,First call,1.0,30-39,Hispanic,Female,Campbell,Other,Less,Yes,Approve,Disapprove,Hispanic,,No,No,No,No,Same,Clinton,Independent,HS grad,,,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Independent/Other,30 to 39,2.092,Taxes
1.0,0.0,G,6.0,79.0,13.0,First call,1.0,65 and over,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,,,,Same,Other,Independent,Some college,75 to 100K,Moderate,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Independent/Other,65 and over,1.091,Social Security
1.0,0.0,G,6.0,79.0,14.0,First call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Republican,40 to 49,0.971,
1.0,0.0,G,6.0,79.0,15.0,First call,1.0,45-49,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Democrat,40 to 49,0.983,Education
1.0,0.0,G,6.0,79.0,16.0,Second call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Republican,40 to 49,0.903,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,17.0,Second call,1.0,50-59,Other,Female,Lamm,Schoettler,,No,Approve,Disapprove,Other,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Democrat,50 to 64,1.018,Abortion
1.0,0.0,G,6.0,79.0,18.0,Second call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Independent/Other,40 to 49,0.9660000000000001,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,19.0,Second call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,Approve,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Democrat,30 to 39,0.989,Education
1.0,0.0,G,6.0,79.0,20.0,Second call,1.0,50-59,Hispanic,Female,Campbell,,More,,,,Hispanic,,,,,,Same,Dole,Republican,Some college,,,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Republican,50 to 64,0.829,
1.0,0.0,G,6.0,79.0,21.0,Second call,1.0,50-59,Other,Male,Lamm,Owens,Less,No,Disapprove,Approve,Other,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Independent/Other,50 to 64,1.057,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,22.0,Second call,1.0,65 and over,White,Female,Campbell,Schoettler,Less,No,Approve,Approve,White,Support Clinton,Yes,No,No,,Same,Clinton,Republican,HS grad,30 to 50K,,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Republican,65 and over,1.087,Social Security
1.0,0.0,G,6.0,79.0,23.0,Second call,1.0,30-39,White,Female,Campbell,Owens,Less,No,Disapprove,,White,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,0.971,Taxes
1.0,0.0,G,6.0,79.0,24.0,Second call,1.0,18-24,White,Female,Other,Owens,Less,No,Disapprove,Disapprove,White,,Yes,,,,,,,,,,18 to 64,State,Not complete,Plains/Reps,18 to 29,18 to 24,,18 to 24,0.658,Abortion
1.0,0.0,G,6.0,79.0,25.0,Second call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,0.9660000000000001,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,26.0,Second call,1.0,30-39,White,Female,Campbell,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Democrat,30 to 39,0.905,Education
1.0,0.0,G,6.0,79.0,27.0,Second call,1.0,50-59,White,Female,Campbell,Schoettler,Less,No,Disapprove,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Republican,50 to 64,0.905,
1.0,0.0,G,6.0,79.0,28.0,Second call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Democrat,50 to 64,0.983,Environment
1.0,0.0,G,6.0,79.0,29.0,Second call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Independent/Other,40 to 49,0.9660000000000001,Taxes
1.0,0.0,G,6.0,79.0,30.0,Second call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Same,Dole,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Democrat,40 to 49,0.971,
1.0,0.0,G,6.0,79.0,31.0,Second call,1.0,65 and over,White,Female,Campbell,Owens,More,No,Disapprove,Approve,White,,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,,Conservative,65 and over,State,Complete,Plains/Reps,60 and over,60 and over,Republican,65 and over,1.02,Social Security
1.0,0.0,G,6.0,79.0,32.0,Second call,1.0,30-39,White,Female,Campbell,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Independent/Other,30 to 39,0.905,Health Care
1.0,0.0,G,6.0,79.0,33.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,Yes,No,Yes,Yes,Better,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Independent/Other,30 to 39,0.903,Education
1.0,0.0,G,6.0,79.0,34.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,,Same,Dole,Independent,Some college,,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Independent/Other,30 to 39,0.9660000000000001,
1.0,0.0,G,6.0,79.0,35.0,Third call,1.0,40-44,White,Male,Campbell,Owens,,No,Disapprove,,White,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Republican,40 to 49,0.9660000000000001,Education
1.0,0.0,G,6.0,79.0,36.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,College grad,Under 15K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,0.903,Taxes
1.0,0.0,G,6.0,79.0,37.0,Third call,1.0,45-49,Hispanic,Female,Lamm,Schoettler,Less,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Democrat,40 to 49,0.888,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,38.0,Third call,1.0,30-39,White,Male,Other,Owens,Less,No,Disapprove,Approve,White,Neither,Yes,Yes,Yes,No,Worse,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,0.648,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,39.0,Third call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,,White,Neither,,Yes,Yes,,Worse,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Independent/Other,40 to 49,0.971,Abortion
1.0,0.0,G,6.0,79.0,40.0,Third call,1.0,45-49,White,Female,Campbell,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,Yes,No,Same,Clinton,Republican,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Republican,40 to 49,0.905,Environment
1.0,0.0,G,6.0,79.0,41.0,Third call,1.0,40-44,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Democrat,40 to 49,0.829,
1.0,0.0,G,6.0,79.0,42.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,,White,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Republican,50 to 64,0.9089999999999999,Abortion
1.0,0.0,G,6.0,79.0,43.0,Third call,1.0,40-44,White,Female,Campbell,Owens,More,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Republican,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Republican,40 to 49,0.9089999999999999,Environment
1.0,0.0,G,6.0,79.0,44.0,Third call,1.0,45-49,White,Male,Campbell,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Republican,HS grad,,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Republican,40 to 49,0.963,Social Security
1.0,0.0,G,6.0,79.0,45.0,Third call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Democrat,50 to 64,0.983,Environment
1.0,0.0,G,6.0,79.0,46.0,Third call,1.0,18-24,White,Male,Campbell,Owens,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Worse,Clinton,,Some college,Under 15K,Liberal,18 to 64,State,Complete,Plains/Reps,18 to 29,18 to 24,,18 to 24,0.973,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,47.0,Third call,1.0,25-29,White,Female,Lamm,Owens,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Conservative,18 to 64,State,Complete,Plains/Reps,18 to 29,25 to 29,Democrat,25 to 29,1.071,Abortion
1.0,0.0,G,6.0,79.0,48.0,Third call,1.0,50-59,White,Female,Campbell,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Dole,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Democrat,50 to 64,0.905,
1.0,0.0,G,6.0,79.0,49.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,0.9660000000000001,Clin/Lwnsky
1.0,0.0,G,6.0,79.0,50.0,Third call,1.0,18-24,Hispanic,Female,,Schoettler,Less,,Disapprove,Approve,Hispanic,,Yes,,,,,,Republican,No HS,,,18 to 64,State,Complete,Plains/Reps,18 to 29,18 to 24,Republican,18 to 24,0.837,Environment
1.0,0.0,G,6.0,79.0,51.0,Third call,1.0,50-59,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Democrat,50 to 64,1.058,Abortion
1.0,0.0,G,6.0,79.0,52.0,Third call,1.0,40-44,White,Male,Campbell,Schoettler,More,No,Approve,Approve,White,Neither,No,No,Yes,No,Worse,Dole,Independent,No HS,30 to 50K,Liberal,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Independent/Other,40 to 49,0.901,Taxes
1.0,0.0,G,6.0,79.0,53.0,Third call,1.0,60-64,White,Female,Campbell,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,,Moderate,18 to 64,State,Complete,Plains/Reps,60 and over,60 and over,Independent/Other,50 to 64,1.087,Abortion
1.0,0.0,G,6.0,79.0,54.0,Third call,1.0,30-39,Black,Male,Campbell,Owens,Less,No,Approve,Disapprove,Black,Neither,Yes,No,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,0.7599999999999999,
1.0,0.0,G,6.0,79.0,55.0,Third call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Approve,Approve,White,Neither,Yes,No,No,Yes,Better,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Republican,40 to 49,0.9660000000000001,Abortion
1.0,0.0,G,6.0,79.0,56.0,Third call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,,Same,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Independent/Other,40 to 49,0.9660000000000001,Environment
1.0,0.0,G,6.0,83.0,1.0,First call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Plains/Reps,30 to 44,30 to 39,,30 to 39,1.04,
1.0,0.0,G,6.0,83.0,2.0,First call,1.0,25-29,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Plains/Reps,18 to 29,25 to 29,Republican,25 to 29,1.12,Health Care
1.0,0.0,G,6.0,83.0,3.0,First call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,,No,,,,,,,,,,18 to 64,State,Not complete,Plains/Reps,45 to 59,40 to 49,,40 to 49,1.082,
1.0,0.0,G,6.0,83.0,4.0,First call,1.0,30-39,White,Female,Campbell,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Democrat,30 to 39,1.014,
1.0,0.0,G,6.0,83.0,5.0,First call,1.0,30-39,White,Male,Campbell,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Independent/Other,30 to 39,1.01,Health Care
1.0,0.0,G,6.0,83.0,6.0,First call,1.0,50-59,White,Male,,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,50 to 59,Independent/Other,50 to 64,1.102,Environment
1.0,0.0,G,6.0,83.0,7.0,First call,1.0,45-49,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,,Yes,,,,,,,,,,18 to 64,State,Not complete,Plains/Reps,45 to 59,40 to 49,,40 to 49,1.082,
1.0,0.0,G,6.0,83.0,8.0,First call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,No,Same,Other,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,45 to 59,40 to 49,Republican,40 to 49,1.088,
1.0,0.0,G,6.0,83.0,9.0,First call,1.0,30-39,,Female,Campbell,Owens,Less,No,Disapprove,,,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,1.017,Abortion
1.0,0.0,G,6.0,83.0,10.0,First call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,,No,,,,,,,,,,18 to 64,State,Not complete,Plains/Reps,45 to 59,50 to 59,,50 to 64,1.082,Clin/Lwnsky
1.0,0.0,G,6.0,83.0,11.0,First call,1.0,40-44,White,Male,Campbell,Owens,Less,No,Approve,Approve,White,Support Clinton,No,No,No,Yes,Better,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,40 to 49,Republican,40 to 49,1.011,Education
1.0,0.0,G,6.0,83.0,12.0,First call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Plains/Reps,30 to 44,30 to 39,Republican,30 to 39,1.011,Environment
1.0,0.0,G,6.0,83.0,13.0,First call,1.0,25-29,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,No,Yes,Better,Did not vote,Independent,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Plains/Reps,18 to 29,25 to 29,Independent/Other,25 to 29,1.165,Clin/Lwnsky
