State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,State lottery,Beasley: Personal life,Reason for Cong Vote,Religious Right,Hollings: Too long?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Video Poker,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Clinton as person
41.0,65.0,25.0,Third call,45-49,White,Female,Hollings,Beasley,Approve,Approve,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Clinton,Republican,HS grad,75 to 100K,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,1.45,Social Security,Education,Favorable
41.0,65.0,26.0,Third call,25-29,White,Female,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Worse,Clinton,Independent,College grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Independent/Other,25 to 29,1.33,Economy/jobs,State taxes,Favorable
41.0,65.0,27.0,Third call,30-39,White,Female,Inglis,Beasley,Approve,Approve,Oppose,Most important,Neither,Yes,No,No,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.29,Taxes,Moral/ethic,Favorable
41.0,65.0,28.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,,Same,Did not vote,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.29,Education,State taxes,Unfavorable
41.0,65.0,29.0,Third call,30-39,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,1.37,Education,Education,Favorable
41.0,65.0,30.0,Third call,25-29,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,1.538,Taxes,State taxes,Favorable
41.0,65.0,31.0,Third call,40-44,White,Female,Hollings,Beasley,Approve,Approve,Favor,Not a factor,Neither,No,No,No,Yes,Yes,Better,Clinton,Republican,College grad,100K or more,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,1.45,Education,Economy/jobs,Unfavorable
41.0,65.0,32.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,No,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.29,Taxes,Gambling,Unfavorable
41.0,65.0,33.0,Third call,65 and over,White,Male,Inglis,Beasley,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Independent,Postgrad,30 to 50K,Moderate,65 and over,Favor,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,1.81,Social Security,Economy/jobs,Unfavorable
41.0,65.0,34.0,Third call,65 and over,White,Male,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,Yes,No,Same,Clinton,Independent,No HS,15 to 30K,Liberal,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,1.835,Social Security,Gambling,Favorable
41.0,66.0,1.0,First call,18-24,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Worse,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,18 to 24,Independent/Other,18 to 24,0.648,Education,Gambling,Unfavorable
41.0,66.0,2.0,First call,50-59,White,Female,Hollings,Beasley,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.717,Health Care,Gambling,Favorable
41.0,66.0,3.0,First call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.654,Taxes,Gambling,Unfavorable
41.0,66.0,4.0,First call,40-44,White,Female,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.6449999999999999,Taxes,Economy/jobs,Unfavorable
41.0,66.0,5.0,First call,50-59,Black,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,,,No,No,,Better,Clinton,Democrat,Some college,,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.6769999999999999,Economy/jobs,Economy/jobs,Favorable
41.0,66.0,6.0,First call,60-64,Black,Female,Other,Hodges,,,,,,,Yes,,,,,,,,,,18 to 64,,State,Not complete,Swing counties,60 and over,60 and over,,50 to 64,1.136,,,
41.0,66.0,7.0,First call,50-59,White,Male,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,No,No,No,No,Yes,Worse,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.746,Economy/jobs,Education,Favorable
41.0,66.0,8.0,First call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.658,Economy/jobs,Education,Favorable
41.0,66.0,9.0,First call,45-49,White,Female,Inglis,Hodges,,Approve,Favor,One factor,Neither,No,Yes,,,,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.6449999999999999,Education,Education,Unfavorable
41.0,66.0,10.0,Second call,65 and over,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,,,Yes,Yes,Yes,Same,Other,Republican,HS grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,0.868,Taxes,Gambling,Unfavorable
41.0,66.0,11.0,Second call,65 and over,White,Male,Inglis,Beasley,,,,Not a factor,,,Yes,,,,,,,,,,65 and over,,State,Not complete,Swing counties,60 and over,60 and over,,65 and over,0.893,,,
41.0,66.0,12.0,Second call,18-24,White,Female,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,,No,No,No,No,Same,Clinton,Republican,Postgrad,50 to 75K,Conservative,18 to 64,,State,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,0.6549999999999999,Education,Education,Unfavorable
41.0,66.0,13.0,Second call,30-39,White,Female,Hollings,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.725,Education,Gambling,Unfavorable
41.0,66.0,14.0,Second call,50-59,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,Yes,No,No,Yes,Better,Did not vote,Democrat,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.746,Health Care,Education,Unfavorable
41.0,66.0,15.0,Second call,50-59,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.746,Clin/Lwnsky,Confederate flag,Favorable
41.0,66.0,16.0,Second call,65 and over,White,Male,Inglis,Beasley,Approve,Approve,Oppose,One factor,Neither,No,Yes,No,No,Yes,Better,Clinton,Independent,Some college,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,0.893,Health Care,Moral/ethic,Unfavorable
41.0,66.0,17.0,Second call,60-64,White,Male,Other,Beasley,Approve,Disapprove,Oppose,Not a factor,Neither,Yes,Yes,No,No,No,Better,Perot,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,1.27,Taxes,,Favorable
41.0,66.0,18.0,Second call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.6769999999999999,Education,Gambling,Favorable
41.0,66.0,19.0,Second call,25-29,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.6699999999999999,Education,State taxes,Favorable
41.0,66.0,20.0,Second call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,No,Yes,Yes,No,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.6369999999999999,Economy/jobs,Moral/ethic,Unfavorable
41.0,66.0,21.0,Second call,65 and over,White,Male,Inglis,Hodges,Disapprove,Disapprove,Oppose,One factor,Neither,No,,Yes,Yes,Yes,Same,Dole,Independent,HS grad,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,0.904,Taxes,Moral/ethic,Unfavorable
41.0,66.0,22.0,Second call,30-39,White,Male,Inglis,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.662,Health Care,Education,Unfavorable
41.0,66.0,23.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Approve,Favor,One factor,Support Clinton,No,No,Yes,Yes,Yes,Worse,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.6699999999999999,Economy/jobs,Economy/jobs,Favorable
41.0,66.0,24.0,Third call,45-49,White,Male,Inglis,Hodges,Disapprove,Disapprove,Favor,One factor,Neither,Yes,Yes,No,No,No,Worse,Other,Something else,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.662,Taxes,Gambling,Unfavorable
41.0,66.0,25.0,Third call,60-64,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Swing counties,60 and over,60 and over,Democrat,50 to 64,0.897,Social Security,Confederate flag,Favorable
41.0,66.0,26.0,Third call,18-24,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,Yes,Better,Did not vote,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,18 to 24,Democrat,18 to 24,0.6699999999999999,Economy/jobs,Economy/jobs,Favorable
41.0,66.0,27.0,Third call,50-59,Black,Male,Hollings,Hodges,Approve,Approve,Favor,,Support Clinton,No,No,No,No,,Better,Clinton,Democrat,HS grad,50 to 75K,,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.6769999999999999,Social Security,State taxes,Favorable
41.0,66.0,28.0,Third call,18-24,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,,No,No,No,No,Better,,Republican,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,0.648,Education,Education,Unfavorable
41.0,66.0,29.0,Third call,65 and over,White,Female,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,Moderate,65 and over,Favor,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,0.879,,Gambling,Unfavorable
41.0,66.0,30.0,Third call,40-44,White,Female,Hollings,Beasley,Disapprove,Disapprove,Favor,Not a factor,Neither,,Yes,Yes,Yes,,Better,Perot,Republican,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.717,,,Unfavorable
41.0,66.0,31.0,Third call,45-49,Black,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.6769999999999999,Social Security,Education,Favorable
41.0,66.0,32.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Support Clinton,No,Yes,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.658,Education,State taxes,Favorable
41.0,66.0,33.0,Third call,45-49,White,Male,Inglis,Hodges,Disapprove,Disapprove,Favor,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.662,Health Care,State taxes,Unfavorable
41.0,66.0,34.0,Third call,40-44,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.6769999999999999,Taxes,Gambling,Favorable
41.0,66.0,35.0,Third call,45-49,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.658,Education,Education,Favorable
41.0,66.0,36.0,Third call,18-24,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,0.6649999999999999,Clin/Lwnsky,Moral/ethic,Unfavorable
41.0,66.0,37.0,Third call,50-59,White,Female,Inglis,Hodges,,,Favor,Not a factor,Neither,,No,Yes,Yes,Yes,Same,,Independent,HS grad,,Moderate,18 to 64,,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.6449999999999999,Social Security,Moral/ethic,Unfavorable
41.0,66.0,38.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,,Same,Clinton,Democrat,HS grad,15 to 30K,,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.6699999999999999,Education,Economy/jobs,Favorable
41.0,66.0,39.0,Third call,30-39,White,Female,Hollings,Hodges,Disapprove,Disapprove,Favor,Most important,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Other,Independent,College grad,,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.725,,Education,Unfavorable
41.0,66.0,40.0,Third call,50-59,White,Male,Inglis,Beasley,Approve,Approve,Favor,One factor,Neither,No,Yes,Yes,Yes,No,Better,Clinton,Independent,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.654,Taxes,Economy/jobs,Unfavorable
41.0,66.0,41.0,Third call,65 and over,White,Male,Inglis,Hodges,Disapprove,Disapprove,Oppose,Not a factor,Neither,No,No,Yes,Yes,Yes,Same,Perot,Independent,Some college,30 to 50K,Moderate,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,0.904,Social Security,State taxes,Unfavorable
41.0,70.0,1.0,First call,50-59,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,Republican,50 to 64,1.5310000000000001,Education,Gambling,Unfavorable
41.0,70.0,2.0,First call,30-39,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Most important,Oppose Clinton,Yes,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.536,Clin/Lwnsky,Moral/ethic,Unfavorable
41.0,70.0,3.0,First call,25-29,White,Female,Inglis,Moultrie,Disapprove,Disapprove,Favor,One factor,Oppose Clinton,Yes,Yes,Yes,No,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,High Republican,18 to 29,25 to 29,Republican,25 to 29,1.07,Education,Moral/ethic,Unfavorable
41.0,70.0,4.0,First call,50-59,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,,50 to 64,1.5310000000000001,Health Care,Gambling,Unfavorable
41.0,70.0,5.0,First call,65 and over,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,Most important,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,100K or more,Conservative,65 and over,Oppose,State,Complete,High Republican,60 and over,60 and over,Republican,65 and over,2.23,Social Security,Gambling,Unfavorable
41.0,70.0,6.0,First call,30-39,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.536,Education,Moral/ethic,Unfavorable
41.0,70.0,7.0,First call,50-59,White,Male,Inglis,Beasley,,,,Not a factor,,,,,,,,,,,,,18 to 64,,State,Not complete,High Republican,45 to 59,50 to 59,,50 to 64,1.536,Economy/jobs,Moral/ethic,
41.0,70.0,8.0,First call,45-49,White,Male,Hollings,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,Yes,No,Yes,Yes,No,Better,,Independent,College grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,High Republican,45 to 59,40 to 49,Independent/Other,40 to 49,1.6440000000000001,Health Care,,Unfavorable
41.0,70.0,9.0,First call,60-64,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Most important,Oppose Clinton,Yes,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,60 and over,60 and over,Republican,50 to 64,2.223,Taxes,Gambling,Unfavorable
41.0,70.0,10.0,Second call,50-59,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,Independent/Other,50 to 64,1.666,Social Security,Education,Favorable
41.0,70.0,11.0,Second call,65 and over,White,Female,Other,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,,HS grad,50 to 75K,Conservative,65 and over,Oppose,State,Complete,High Republican,60 and over,60 and over,,65 and over,3.056,Health Care,,Unfavorable
41.0,70.0,12.0,Second call,18-24,White,Male,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,No,No,No,No,No,Same,Perot,Something else,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,High Republican,18 to 29,18 to 24,Independent/Other,18 to 24,1.741,,Education,Unfavorable
41.0,70.0,13.0,Second call,65 and over,White,Male,Inglis,Beasley,,,,Not a factor,,,Yes,,,,,,,,,,65 and over,,State,Not complete,High Republican,60 and over,60 and over,,65 and over,2.23,Clin/Lwnsky,Gambling,
41.0,70.0,14.0,Second call,65 and over,White,Male,Inglis,Beasley,,,,One factor,,,,,,,,,,,,,65 and over,,State,Not complete,High Republican,60 and over,60 and over,,65 and over,2.23,Clin/Lwnsky,Moral/ethic,
41.0,70.0,15.0,Second call,65 and over,White,Female,Hollings,Beasley,,,,One factor,,,No,,,,,,,,,,65 and over,,State,Not complete,High Republican,60 and over,60 and over,,65 and over,2.378,Social Security,Gambling,
41.0,70.0,16.0,Second call,50-59,White,Female,Hollings,Hodges,,,,Not a factor,,,No,,,,,,,,,,18 to 64,,State,Not complete,High Republican,45 to 59,50 to 59,,50 to 64,1.66,Education,Education,
41.0,70.0,17.0,Second call,40-44,White,Male,Inglis,Beasley,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Republican,40 to 49,1.536,Foreign Policy,Moral/ethic,Unfavorable
41.0,70.0,18.0,Second call,30-39,Hispanic,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,,Yes,Yes,Yes,Better,Dole,Republican,College grad,,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.6709999999999998,Taxes,Moral/ethic,Unfavorable
41.0,70.0,19.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Most important,Neither,Yes,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.5310000000000001,Education,Gambling,Unfavorable
41.0,70.0,20.0,Third call,50-59,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,Republican,50 to 64,1.5310000000000001,Economy/jobs,Gambling,Unfavorable
41.0,70.0,21.0,Third call,30-39,Black,Male,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Same,Clinton,Something else,College grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,High Republican,30 to 44,30 to 39,Independent/Other,30 to 39,1.7,Health Care,Education,Favorable
41.0,70.0,22.0,Third call,40-44,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Independent/Other,40 to 49,1.5310000000000001,Education,Education,Unfavorable
41.0,70.0,23.0,Third call,40-44,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Republican,40 to 49,1.5310000000000001,Economy/jobs,Gambling,Unfavorable
41.0,70.0,24.0,Third call,45-49,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Same,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,Oppose,State,Complete,High Republican,45 to 59,40 to 49,Independent/Other,40 to 49,1.666,Taxes,Confederate flag,Favorable
41.0,70.0,25.0,Third call,65 and over,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Moderate,65 and over,,State,Complete,High Republican,60 and over,60 and over,Democrat,65 and over,2.41,Health Care,State taxes,Favorable
41.0,70.0,26.0,Third call,50-59,White,Female,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,Democrat,50 to 64,1.55,Taxes,Education,Favorable
41.0,70.0,27.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Disapprove,Favor,One factor,Neither,No,Yes,No,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.5310000000000001,Education,Gambling,Unfavorable
41.0,72.0,1.0,First call,30-39,White,Female,Hollings,Beasley,Approve,Approve,Oppose,One factor,Neither,No,No,No,No,Yes,Better,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Republican,30 to 39,1.342,Health Care,Gambling,Unfavorable
41.0,72.0,2.0,First call,65 and over,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Support Clinton,No,,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Republican,65 and over,1.478,Health Care,State taxes,Unfavorable
41.0,72.0,3.0,First call,65 and over,White,Female,Inglis,,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Republican,65 and over,1.479,,,Unfavorable
41.0,72.0,4.0,First call,65 and over,White,Male,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,No,No,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,1.6549999999999998,Social Security,Economy/jobs,Unfavorable
41.0,72.0,5.0,First call,65 and over,White,Female,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,No,No,No,Yes,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,1.6389999999999998,Education,Education,Unfavorable
41.0,72.0,6.0,First call,18-24,White,Male,Hollings,Beasley,Approve,Approve,Oppose,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Rural,18 to 29,18 to 24,Independent/Other,18 to 24,1.427,Education,Education,Favorable
