State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,If only these cands,Reason for Cong Vote,State economy condition,Carry weapon easier?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Taxes for stadiums,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person
24.0,73.0,8.0,First call,50-59,White,Male,Humphrey,Disapprove,Disapprove,Humphrey,Neither,Excellent,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.127,Education,About the same,Favorable
24.0,73.0,9.0,First call,30-39,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Excellent,No,Yes,Yes,No,Better,Clinton,Oppose,Republican,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,0.998,State taxes,About the same,Unfavorable
24.0,73.0,10.0,First call,60-64,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,50 to 64,1.133,,Better,Favorable
24.0,73.0,11.0,First call,50-59,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Independent,Postgrad,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,1.127,Education,Worse,Unfavorable
24.0,73.0,12.0,First call,50-59,White,Female,Coleman,Approve,,,,,No,,,,,,Oppose,,,,,18 to 64,2.0,Not complete,Twin Cities,45 to 59,50 to 59,,50 to 64,0.977,,,
24.0,73.0,13.0,First call,30-39,White,Female,Humphrey,Disapprove,Approve,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,College grad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.031,Gun Control,Better,Unfavorable
24.0,73.0,14.0,First call,50-59,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Independent,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,0.977,State taxes,About the same,Unfavorable
24.0,73.0,15.0,Second call,18-24,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Good,No,No,No,No,Same,Dole,Oppose,Something else,Some college,,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.977,State taxes,About the same,Favorable
24.0,73.0,16.0,Second call,50-59,White,Male,Coleman,Approve,Disapprove,Coleman,Support Clinton,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.066,Abortion,Better,Favorable
24.0,73.0,17.0,Second call,65 and over,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,HS grad,,Conservative,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,65 and over,1.133,,Worse,Favorable
24.0,73.0,18.0,Second call,50-59,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.066,Education,About the same,Unfavorable
24.0,73.0,19.0,Second call,60-64,Asian,Male,Ventura,Approve,Disapprove,Humphrey,Neither,Excellent,Yes,No,Yes,Yes,Worse,Clinton,Oppose,Independent,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.095,Gun Control,About the same,Unfavorable
24.0,73.0,20.0,Second call,65 and over,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,Under 15K,Conservative,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,65 and over,1.072,Abortion,Worse,Unfavorable
24.0,73.0,21.0,Second call,30-39,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,College grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.031,Gun Control,About the same,Favorable
24.0,73.0,22.0,Second call,18-24,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,30 to 50K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.044,,Worse,Unfavorable
24.0,73.0,23.0,Second call,50-59,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.031,Abortion,About the same,Unfavorable
24.0,73.0,24.0,Second call,40-44,Black,Male,Humphrey,Approve,Disapprove,Humphrey,Oppose Clinton,Excellent,No,No,No,No,Same,Clinton,Oppose,Democrat,No HS,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Democrat,40 to 49,0.997,Education,About the same,Favorable
24.0,73.0,25.0,Second call,25-29,White,Male,Humphrey,Approve,Approve,Humphrey,Neither,Excellent,No,Yes,Yes,No,Better,Clinton,Favor,Democrat,College grad,30 to 50K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Democrat,25 to 29,1.104,Education,About the same,Unfavorable
24.0,73.0,26.0,Second call,30-39,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.031,Education,About the same,Favorable
24.0,73.0,27.0,Second call,30-39,Black,Female,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Independent,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.807,Education,About the same,Unfavorable
24.0,73.0,28.0,Second call,40-44,White,Female,Coleman,Approve,Disapprove,Coleman,Neither,Good,No,No,Yes,Yes,Same,Dole,Oppose,Independent,Postgrad,,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,0.977,,Worse,Unfavorable
24.0,73.0,29.0,Second call,65 and over,White,,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,HS grad,30 to 50K,Conservative,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,65 and over,1.133,State taxes,About the same,
24.0,73.0,30.0,Second call,18-24,Asian,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Democrat,Some college,Under 15K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.01,Education,About the same,Unfavorable
24.0,73.0,31.0,Second call,30-39,White,Female,Humphrey,Disapprove,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.031,Education,About the same,Unfavorable
24.0,73.0,32.0,Third call,30-39,White,Female,Ventura,Approve,Approve,Coleman,Neither,Good,No,No,No,No,Same,Clinton,Favor,Democrat,College grad,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.912,Economy/jobs,About the same,Favorable
24.0,73.0,33.0,Third call,25-29,White,Female,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Democrat,25 to 29,0.893,Education,About the same,Unfavorable
24.0,73.0,34.0,Third call,30-39,White,Female,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,0.912,State taxes,About the same,Favorable
24.0,73.0,35.0,Third call,45-49,White,Male,Ventura,Disapprove,Approve,Humphrey,Neither,Excellent,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Democrat,40 to 49,0.998,Education,Worse,Unfavorable
24.0,73.0,36.0,Third call,40-44,White,Male,Coleman,Approve,Approve,Coleman,Neither,Good,No,No,Yes,Yes,Better,Dole,Oppose,Independent,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,1.066,Abortion,Better,Unfavorable
24.0,73.0,37.0,Third call,50-59,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Excellent,No,No,No,No,Better,Clinton,Favor,Independent,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,1.066,Economy/jobs,Better,Favorable
24.0,73.0,38.0,Third call,30-39,White,Male,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Excellent,No,No,No,No,Better,Clinton,Oppose,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.127,Education,About the same,Favorable
24.0,73.0,39.0,Third call,40-44,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Democrat,40 to 49,1.127,Education,About the same,Unfavorable
24.0,73.0,40.0,Third call,50-59,White,Female,Ventura,Approve,,Would not vote,Neither,Good,No,,,,Same,Clinton,Oppose,Democrat,HS grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,0.912,State taxes,Better,Favorable
24.0,73.0,41.0,Third call,18-24,White,Female,Ventura,Disapprove,Approve,Coleman,Neither,Excellent,No,Yes,Yes,Yes,Better,Clinton,Favor,Democrat,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,0.893,State taxes,Better,Unfavorable
24.0,73.0,42.0,Third call,40-44,White,Male,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Good,No,No,No,No,Better,Clinton,Oppose,Independent,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,1.127,Education,Better,Unfavorable
24.0,73.0,43.0,Third call,50-59,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Favor,Democrat,Postgrad,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.031,Education,Better,Favorable
24.0,73.0,44.0,Third call,18-24,White,Male,Ventura,Disapprove,Disapprove,Would not vote,Neither,Good,Yes,Yes,Yes,No,Same,Did not vote,Oppose,Republican,College grad,15 to 30K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Republican,18 to 24,0.977,State taxes,Worse,Unfavorable
24.0,73.0,45.0,Third call,25-29,White,Female,Ventura,Approve,,Humphrey,Neither,Good,No,,,,Worse,Clinton,Oppose,Independent,Some college,Under 15K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Independent/Other,25 to 29,0.893,,About the same,Unfavorable
24.0,73.0,46.0,Third call,45-49,Hispanic,Female,Humphrey,Approve,,Humphrey,,,No,,,,,,Oppose,,,,,18 to 64,2.0,Not complete,Twin Cities,45 to 59,40 to 49,,40 to 49,0.912,Education,,
24.0,73.0,47.0,Third call,45-49,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Democrat,40 to 49,1.031,Education,Worse,Unfavorable
24.0,73.0,48.0,Third call,30-39,Black,Male,Ventura,Disapprove,Disapprove,Humphrey,Neither,Good,No,Yes,Yes,,Same,Dole,Oppose,Independent,,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.8820000000000001,,,Unfavorable
24.0,73.0,49.0,Third call,60-64,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Something else,Postgrad,30 to 50K,Liberal,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,50 to 64,1.133,Farm policy,Worse,Unfavorable
24.0,73.0,50.0,Third call,30-39,Black,Male,Coleman,Approve,Approve,Coleman,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Something else,HS grad,30 to 50K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.9440000000000001,Gun Control,About the same,Unfavorable
24.0,73.0,51.0,Third call,18-24,White,Female,Ventura,Approve,Approve,Coleman,Neither,Good,No,Yes,Yes,No,Better,Clinton,Oppose,Independent,Some college,100K or more,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.893,Crime/drugs,About the same,Unfavorable
24.0,73.0,52.0,Third call,25-29,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Good,No,No,No,No,Better,Dole,Oppose,Something else,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Independent/Other,25 to 29,1.044,Economy/jobs,About the same,Unfavorable
24.0,73.0,53.0,Third call,18-24,White,Male,Humphrey,Approve,Approve,Humphrey,Neither,Excellent,Yes,No,No,No,Same,Did not vote,Oppose,Democrat,No HS,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.104,State taxes,About the same,Favorable
24.0,73.0,54.0,Third call,18-24,White,Female,Other,Disapprove,,Would not vote,Neither,,No,Yes,Yes,,Same,Did not vote,Oppose,Something else,HS grad,,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.9520000000000001,,,Unfavorable
24.0,73.0,55.0,Third call,40-44,White,Female,Ventura,Disapprove,Disapprove,Coleman,Neither,Not so good,No,No,No,Yes,Better,Clinton,Oppose,Independent,HS grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,0.912,State taxes,About the same,Unfavorable
24.0,73.0,56.0,Third call,30-39,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,College grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.031,State taxes,About the same,Unfavorable
24.0,73.0,57.0,Third call,25-29,White,Female,Coleman,Approve,,Coleman,Neither,Good,No,No,No,,Same,Clinton,Oppose,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Democrat,25 to 29,0.957,,Better,Unfavorable
24.0,73.0,58.0,Third call,50-59,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Independent,Postgrad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,1.031,Education,About the same,Favorable
24.0,73.0,59.0,Third call,65 and over,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,Yes,Same,Clinton,Oppose,Democrat,Postgrad,50 to 75K,Liberal,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,65 and over,1.133,Education,About the same,Unfavorable
24.0,73.0,60.0,Third call,25-29,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,No,Better,Dole,Oppose,Republican,College grad,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin Cities,18 to 29,25 to 29,Republican,25 to 29,0.957,State taxes,About the same,Unfavorable
24.0,80.0,1.0,First call,40-44,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,Yes,Yes,Yes,Yes,Better,Dole,Oppose,Republican,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.419,State taxes,About the same,Unfavorable
24.0,80.0,2.0,First call,30-39,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Good,No,No,No,Yes,Same,Clinton,Favor,Independent,College grad,,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.299,Abortion,About the same,Unfavorable
24.0,80.0,3.0,First call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,100K or more,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.517,State taxes,Better,Unfavorable
24.0,80.0,4.0,First call,40-44,White,Female,Ventura,Approve,Approve,Coleman,Neither,Excellent,No,No,No,No,Better,Perot,Oppose,Republican,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.299,Education,About the same,Unfavorable
24.0,80.0,5.0,First call,30-39,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Excellent,No,,,,Same,Clinton,Oppose,Something else,College grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.419,,Better,Favorable
24.0,80.0,6.0,First call,50-59,White,Female,Coleman,Approve,Disapprove,Coleman,Neither,Excellent,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.389,Education,Better,Unfavorable
24.0,80.0,7.0,First call,40-44,White,Male,Ventura,Disapprove,Approve,Coleman,Neither,Excellent,,,No,No,Same,Dole,Oppose,Independent,Postgrad,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,1.419,State taxes,Worse,Unfavorable
24.0,80.0,8.0,First call,60-64,White,Female,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,HS grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,60 and over,60 and over,Democrat,50 to 64,1.609,Education,About the same,Favorable
24.0,80.0,9.0,First call,50-59,White,Female,Ventura,Disapprove,Approve,Coleman,Neither,Good,No,No,Yes,Yes,Same,Dole,Oppose,Republican,Postgrad,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Republican,50 to 64,1.299,State taxes,About the same,Unfavorable
24.0,80.0,10.0,First call,50-59,White,Female,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,Some college,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.299,Economy/jobs,About the same,Unfavorable
24.0,80.0,11.0,First call,18-24,White,Male,Coleman,Approve,Approve,Coleman,Support Clinton,Excellent,Yes,No,Yes,Yes,,Perot,Favor,Democrat,No HS,15 to 30K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.486,Abortion,Better,Favorable
24.0,80.0,12.0,First call,18-24,White,Male,Ventura,Disapprove,Approve,Coleman,Neither,Good,No,No,No,No,Same,Dole,Oppose,Independent,College grad,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Independent/Other,18 to 24,1.39,Gun Control,About the same,Favorable
24.0,80.0,13.0,First call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,,Worse,Dole,Oppose,Republican,Some college,15 to 30K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.517,Abortion,About the same,Unfavorable
24.0,80.0,14.0,First call,50-59,White,Male,Ventura,Approve,Disapprove,Would not vote,Neither,Good,,No,No,No,Worse,Clinton,Oppose,Independent,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Independent/Other,50 to 64,1.419,State taxes,Better,Favorable
24.0,80.0,15.0,Second call,65 and over,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Excellent,No,Yes,Yes,,Better,Dole,Oppose,Republican,Some college,30 to 50K,Conservative,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,65 and over,1.6640000000000001,State taxes,About the same,Unfavorable
24.0,80.0,16.0,Second call,65 and over,White,Female,Ventura,,Approve,Would not vote,Neither,Good,No,,,Yes,Same,Dole,Oppose,Republican,Postgrad,,Moderate,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Republican,65 and over,1.4260000000000002,State taxes,Worse,Unfavorable
24.0,80.0,17.0,Second call,50-59,White,Female,Coleman,Approve,Approve,Coleman,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.389,State taxes,About the same,Unfavorable
24.0,80.0,18.0,Second call,45-49,White,Male,Coleman,Approve,Approve,Coleman,Neither,Excellent,No,No,No,Yes,Better,Clinton,Favor,Independent,College grad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Independent/Other,40 to 49,1.517,Education,Better,Unfavorable
24.0,80.0,19.0,Second call,50-59,White,Female,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,No,Yes,Yes,Yes,Same,Perot,Oppose,Republican,Some college,75 to 100K,Conservative,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Republican,50 to 64,1.299,Education,About the same,Unfavorable
24.0,80.0,20.0,Second call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,No,Yes,Yes,No,Better,Dole,,Republican,Postgrad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.517,State taxes,About the same,Unfavorable
24.0,80.0,21.0,Second call,65 and over,White,Female,Ventura,Approve,Approve,Humphrey,Neither,Good,No,No,Yes,Yes,Better,Dole,Oppose,Independent,HS grad,,Moderate,65 and over,2.0,Complete,Twin Cities,60 and over,60 and over,Independent/Other,65 and over,1.4260000000000002,Economy/jobs,Better,Unfavorable
24.0,80.0,22.0,Second call,30-39,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Democrat,30 to 39,1.299,Education,Better,Favorable
24.0,80.0,23.0,Second call,30-39,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Good,No,No,No,No,Better,Perot,Oppose,Independent,Postgrad,75 to 100K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.419,Economy/jobs,Better,Favorable
24.0,80.0,24.0,Second call,30-39,White,Female,Coleman,Disapprove,Disapprove,Coleman,Neither,Not so good,No,Yes,Yes,Yes,Same,Dole,Oppose,Independent,,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Independent/Other,30 to 39,1.389,Abortion,About the same,Unfavorable
24.0,80.0,25.0,Second call,45-49,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Excellent,Yes,No,No,Yes,Better,Dole,Favor,Independent,Some college,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Independent/Other,40 to 49,1.419,Gun Control,About the same,Favorable
24.0,80.0,26.0,Third call,18-24,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,18 to 29,18 to 24,Democrat,18 to 24,1.438,Education,Better,Unfavorable
24.0,80.0,27.0,Third call,30-39,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,Yes,Yes,Yes,Yes,Better,Perot,Oppose,Republican,HS grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.419,Gun Control,Worse,Unfavorable
24.0,80.0,28.0,Third call,50-59,White,Male,Humphrey,Approve,Approve,Humphrey,Support Clinton,Excellent,No,No,No,Yes,Same,Clinton,Favor,Democrat,HS grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,50 to 59,Democrat,50 to 64,1.601,Education,About the same,Favorable
24.0,80.0,29.0,Third call,45-49,White,Female,Ventura,Approve,Disapprove,Coleman,Neither,Good,Yes,No,No,No,Better,Did not vote,Oppose,Republican,College grad,75 to 100K,Moderate,18 to 64,2.0,Complete,Twin Cities,45 to 59,40 to 49,Republican,40 to 49,1.299,State taxes,Worse,Unfavorable
24.0,80.0,30.0,Third call,40-44,White,Female,Ventura,Disapprove,Disapprove,Humphrey,Neither,Good,No,Yes,Yes,Yes,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Democrat,40 to 49,1.299,State taxes,Worse,Unfavorable
24.0,80.0,31.0,Third call,30-39,White,Female,Ventura,Disapprove,Approve,Coleman,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Oppose,Republican,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Twin Cities,30 to 44,30 to 39,Republican,30 to 39,1.299,Education,About the same,Unfavorable
24.0,80.0,32.0,Third call,40-44,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,,Same,Dole,Oppose,Republican,HS grad,,,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Republican,40 to 49,1.517,Abortion,Worse,Unfavorable
24.0,80.0,33.0,Third call,40-44,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Good,No,Yes,Yes,Yes,Better,Clinton,Oppose,Independent,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Twin Cities,30 to 44,40 to 49,Independent/Other,40 to 49,1.517,Economy/jobs,About the same,Unfavorable
