State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,I694: Ban Partial Birth,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,I200: Ban pref treatment,Ideology,Age (65 and over),I692: Allow med mrjna,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Clinton as person,Telephone survey
48.0,2.0,21.0,First call,50-59,White,Female,Smith,Disapprove,,Yes,Oppose Clinton,No,,No,Yes,Same,,Independent,College grad,30 to 50K,,Moderate,18 to 64,No,State,Complete,Puget Snd/E Shore,45 to 59,50 to 59,Independent/Other,50 to 64,1.2610000000000001,Education,Unfavorable,Phone survey
48.0,2.0,22.0,First call,40-44,White,Male,Murray,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Independent,HS grad,75 to 100K,Yes,Liberal,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,40 to 49,Independent/Other,40 to 49,1.23,Social Security,Unfavorable,Phone survey
48.0,2.0,23.0,First call,65 and over,White,Female,Murray,Approve,,No,,No,No,No,,Same,Clinton,Independent,HS grad,15 to 30K,,Moderate,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,1.79,Social Security,Unfavorable,Phone survey
48.0,2.0,24.0,First call,65 and over,White,Female,,Approve,,,Neither,,,,Yes,Same,,Independent,Some college,,No,Moderate,65 and over,,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,1.79,,Unfavorable,Phone survey
48.0,2.0,25.0,First call,40-44,White,Male,Smith,Disapprove,Approve,No,Neither,No,No,Yes,No,Better,Dole,Independent,College grad,75 to 100K,Yes,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,40 to 49,Independent/Other,40 to 49,1.23,Economy/jobs,Unfavorable,Phone survey
48.0,2.0,26.0,First call,30-39,White,Male,,Approve,Approve,No,Neither,,No,No,No,Better,Clinton,Republican,College grad,75 to 100K,Yes,Liberal,18 to 64,No,State,Complete,Puget Snd/E Shore,30 to 44,30 to 39,Republican,30 to 39,2.476,Taxes,Unfavorable,Phone survey
48.0,2.0,27.0,First call,60-64,,Female,Other,Disapprove,Disapprove,,Neither,No,No,Yes,,Same,Dole,Independent,Some college,,,Conservative,18 to 64,,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,50 to 64,0.8410000000000001,Social Security,Unfavorable,Phone survey
48.0,2.0,28.0,First call,45-49,White,Female,Smith,Disapprove,Approve,No,Neither,No,Yes,Yes,No,Worse,Dole,Republican,HS grad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Puget Snd/E Shore,45 to 59,40 to 49,Republican,40 to 49,1.681,Social Security,Favorable,Phone survey
48.0,2.0,29.0,First call,40-44,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,40 to 49,Independent/Other,40 to 49,2.476,Environment,Unfavorable,Phone survey
48.0,2.0,30.0,First call,65 and over,White,Female,Murray,Approve,Disapprove,Yes,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Yes,Liberal,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Democrat,65 and over,1.79,Education,Unfavorable,Phone survey
48.0,2.0,31.0,First call,65 and over,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Same,Dole,Independent,College grad,15 to 30K,No,Moderate,65 and over,Yes,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,0.887,Education,Unfavorable,Phone survey
48.0,2.0,32.0,First call,65 and over,White,Female,Smith,Disapprove,,Yes,Neither,No,No,No,No,Same,Dole,Independent,Some college,15 to 30K,No,Conservative,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,0.887,Education,Unfavorable,Phone survey
48.0,2.0,33.0,First call,65 and over,White,Male,,Approve,Disapprove,No,Neither,No,Yes,Yes,Yes,Same,Dole,Democrat,HS grad,15 to 30K,,Conservative,65 and over,Yes,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Democrat,65 and over,2.133,Social Security,Favorable,Phone survey
48.0,2.0,34.0,First call,45-49,White,Female,Murray,Approve,Disapprove,No,Support Clinton,Yes,No,No,Yes,Worse,Clinton,Something else,College grad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,Puget Snd/E Shore,45 to 59,40 to 49,Independent/Other,40 to 49,1.681,Social Security,Unfavorable,Phone survey
48.0,2.0,35.0,First call,45-49,Other,Female,Smith,Disapprove,Disapprove,,Neither,No,Yes,Yes,No,Same,Clinton,Independent,Some college,30 to 50K,Yes,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,45 to 59,40 to 49,Independent/Other,40 to 49,1.681,Taxes,Unfavorable,Phone survey
48.0,2.0,36.0,First call,30-39,White,Male,Smith,,Approve,No,Neither,No,No,Yes,No,Better,Clinton,Independent,College grad,75 to 100K,No,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,30 to 39,Independent/Other,30 to 39,1.23,Intl trade,Unfavorable,Phone survey
48.0,2.0,37.0,First call,50-59,,Female,,,,No,Neither,No,No,No,No,Same,,Independent,College grad,,No,Liberal,18 to 64,Yes,State,Complete,Puget Snd/E Shore,45 to 59,50 to 59,Independent/Other,50 to 64,1.681,Taxes,,Phone survey
48.0,2.0,38.0,First call,65 and over,,Male,Smith,Disapprove,Disapprove,Yes,Oppose Clinton,No,Yes,Yes,No,Worse,,Independent,Postgrad,50 to 75K,Yes,Moderate,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,2.133,Clin/Lwnsky,Unfavorable,Phone survey
48.0,2.0,39.0,First call,65 and over,White,Female,Smith,Disapprove,,No,,No,Yes,Yes,,Same,Dole,Republican,HS grad,,,Conservative,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Republican,65 and over,0.887,Social Security,Favorable,Phone survey
48.0,2.0,40.0,First call,65 and over,White,Male,Murray,,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Independent,Postgrad,50 to 75K,No,Liberal,65 and over,Yes,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,1.074,Social Security,Unfavorable,Phone survey
48.0,2.0,41.0,First call,50-59,White,Male,Smith,Disapprove,Approve,,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Puget Snd/E Shore,45 to 59,50 to 59,Republican,50 to 64,1.012,Taxes,Unfavorable,Phone survey
48.0,2.0,42.0,First call,65 and over,White,Female,Smith,Approve,,No,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,No,Moderate,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,0.887,Social Security,Unfavorable,Phone survey
48.0,2.0,43.0,First call,40-44,White,Female,Murray,Approve,Approve,No,Neither,,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,40 to 49,Democrat,40 to 49,1.027,Environment,Unfavorable,Phone survey
48.0,2.0,44.0,First call,30-39,White,Male,Smith,,Approve,No,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,75 to 100K,Yes,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,30 to 39,Independent/Other,30 to 39,2.476,Environment,Unfavorable,Phone survey
48.0,2.0,45.0,First call,45-49,White,Male,Murray,Approve,Disapprove,No,Neither,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,45 to 59,40 to 49,Democrat,40 to 49,2.008,Education,Unfavorable,Phone survey
48.0,2.0,46.0,First call,65 and over,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Same,Perot,Republican,Postgrad,30 to 50K,Yes,Conservative,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Republican,65 and over,2.133,Economy/jobs,Unfavorable,Phone survey
48.0,2.0,47.0,First call,30-39,White,Female,Murray,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Yes,Worse,Perot,Independent,HS grad,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,30 to 39,Independent/Other,30 to 39,1.027,Taxes,Unfavorable,Phone survey
48.0,2.0,48.0,First call,60-64,White,Male,Murray,Approve,Disapprove,No,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,75 to 100K,Yes,Moderate,18 to 64,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Democrat,50 to 64,2.008,Social Security,Unfavorable,Phone survey
48.0,2.0,49.0,First call,65 and over,White,Female,Smith,Approve,Disapprove,No,Neither,No,No,Yes,Yes,Worse,Dole,Independent,Some college,Under 15K,No,Conservative,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,1.79,Social Security,Unfavorable,Phone survey
48.0,2.0,50.0,First call,65 and over,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,No,Moderate,65 and over,Yes,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Democrat,65 and over,0.887,Economy/jobs,Unfavorable,Phone survey
48.0,2.0,51.0,First call,50-59,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,100K or more,No,Moderate,18 to 64,No,State,Complete,Puget Snd/E Shore,45 to 59,50 to 59,Democrat,50 to 64,1.681,Taxes,Unfavorable,Phone survey
48.0,2.0,52.0,First call,65 and over,White,Male,Other,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Same,Dole,Republican,College grad,30 to 50K,No,Conservative,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Republican,65 and over,1.603,,Unfavorable,Phone survey
48.0,2.0,53.0,First call,50-59,White,Female,Smith,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,Puget Snd/E Shore,45 to 59,50 to 59,Independent/Other,50 to 64,0.8410000000000001,Taxes,Unfavorable,Phone survey
48.0,2.0,54.0,First call,65 and over,White,Male,Smith,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Yes,Moderate,65 and over,Yes,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Republican,65 and over,2.133,Education,Unfavorable,Phone survey
48.0,2.0,55.0,First call,40-44,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,,,Same,Dole,Republican,College grad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,40 to 49,Republican,40 to 49,2.071,Economy/jobs,Unfavorable,Phone survey
48.0,2.0,56.0,First call,65 and over,White,Female,Murray,Approve,Disapprove,No,Neither,,No,No,,Same,Clinton,Democrat,Some college,,No,Moderate,65 and over,,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Democrat,65 and over,0.887,Social Security,Unfavorable,Phone survey
48.0,2.0,57.0,First call,60-64,White,Female,Murray,Approve,Disapprove,No,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Yes,Moderate,18 to 64,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Democrat,50 to 64,1.681,Social Security,Unfavorable,Phone survey
48.0,3.0,1.0,First call,25-29,White,Female,,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,No,,Worse,Clinton,Something else,Some college,Under 15K,No,Moderate,18 to 64,No,State,Complete,Olympic Mountains,18 to 29,25 to 29,Independent/Other,25 to 29,1.027,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,2.0,First call,50-59,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,Yes,No,Better,Clinton,Independent,Postgrad,75 to 100K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.012,Taxes,Unfavorable,Phone survey
48.0,3.0,3.0,First call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Other,Something else,Some college,,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,1.23,Education,Unfavorable,Phone survey
48.0,3.0,4.0,First call,25-29,,Female,Murray,,,No,Neither,,,,,Better,Did not vote,Independent,,,,,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,25 to 29,Independent/Other,25 to 29,1.027,Education,Unfavorable,Phone survey
48.0,3.0,5.0,First call,25-29,White,Female,Smith,Approve,Disapprove,No,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,18 to 29,25 to 29,Democrat,25 to 29,2.071,Education,Unfavorable,Phone survey
48.0,3.0,6.0,First call,45-49,White,Female,Murray,Approve,Disapprove,No,Neither,Yes,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Yes,,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Independent/Other,40 to 49,2.5220000000000002,Taxes,Unfavorable,Phone survey
48.0,3.0,7.0,First call,30-39,White,Female,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Same,Dole,Something else,Postgrad,50 to 75K,No,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,2.071,,Favorable,Phone survey
48.0,3.0,8.0,First call,18-24,White,Male,,Approve,Approve,No,Neither,No,No,No,No,,Did not vote,Something else,No HS,,Yes,,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,18 to 24,Independent/Other,18 to 24,3.052,Environment,,Phone survey
48.0,3.0,9.0,First call,65 and over,,Male,Smith,Disapprove,Approve,No,Neither,No,Yes,No,No,Worse,Dole,Independent,Postgrad,75 to 100K,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,0.716,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,10.0,First call,65 and over,White,Male,Smith,Disapprove,Approve,Yes,Oppose Clinton,No,Yes,Yes,,Same,Dole,Something else,HS grad,,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,2.133,Clin/Lwnsky,Favorable,Phone survey
48.0,3.0,11.0,First call,65 and over,White,Female,Smith,,,No,Neither,No,No,Yes,,Worse,Dole,Republican,College grad,15 to 30K,Yes,Conservative,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,0.887,,Favorable,Phone survey
48.0,3.0,12.0,First call,50-59,White,Male,Murray,,Approve,No,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,2.008,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,13.0,First call,65 and over,White,Female,Smith,Approve,Approve,No,Neither,No,No,No,No,Same,Clinton,Republican,HS grad,15 to 30K,Yes,Moderate,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,0.887,Taxes,Unfavorable,Phone survey
48.0,3.0,14.0,First call,65 and over,White,Female,Smith,Disapprove,Approve,No,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,No,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,0.887,,Unfavorable,Phone survey
48.0,3.0,15.0,First call,25-29,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,HS grad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,18 to 29,25 to 29,Independent/Other,25 to 29,2.071,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,16.0,First call,18-24,White,Female,,Disapprove,,,Neither,No,No,Yes,,Better,Did not vote,Independent,Some college,15 to 30K,,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,18 to 24,Independent/Other,18 to 24,2.5540000000000003,Social Security,Unfavorable,Phone survey
48.0,3.0,17.0,First call,50-59,White,Female,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,,,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Democrat,50 to 64,1.681,Education,Unfavorable,Phone survey
48.0,3.0,18.0,First call,65 and over,White,Male,Murray,Approve,Disapprove,No,Neither,Yes,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,No,Moderate,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,2.133,Social Security,Unfavorable,Phone survey
48.0,3.0,19.0,First call,50-59,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,2.008,Taxes,Unfavorable,Phone survey
48.0,3.0,20.0,First call,65 and over,White,Female,Murray,Disapprove,,Yes,Neither,No,Yes,Yes,No,Better,Clinton,Democrat,Postgrad,Under 15K,Yes,Moderate,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Democrat,65 and over,0.887,Environment,Unfavorable,Phone survey
48.0,3.0,21.0,First call,65 and over,White,Female,Smith,Approve,Approve,Yes,Neither,No,No,No,Yes,Same,Dole,Democrat,HS grad,15 to 30K,Yes,Moderate,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Democrat,65 and over,0.887,Social Security,,Phone survey
48.0,3.0,22.0,First call,50-59,White,Female,Smith,Disapprove,,No,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,15 to 30K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,1.681,Taxes,Favorable,Phone survey
48.0,3.0,23.0,First call,50-59,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,75 to 100K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,2.008,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,24.0,First call,50-59,White,Female,Murray,Disapprove,,Yes,,,,Yes,Yes,Better,Clinton,Something else,Postgrad,75 to 100K,,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.2610000000000001,Education,Unfavorable,Phone survey
48.0,3.0,25.0,First call,60-64,White,Female,Murray,Approve,Disapprove,No,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Democrat,50 to 64,1.681,Environment,Unfavorable,Phone survey
48.0,3.0,26.0,First call,50-59,White,Female,Murray,Approve,Approve,No,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Democrat,50 to 64,3.363,Education,Unfavorable,Phone survey
48.0,3.0,27.0,First call,50-59,White,Female,Smith,Disapprove,,,Neither,No,No,,Yes,Same,Dole,Republican,Postgrad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,1.681,,Unfavorable,Phone survey
48.0,3.0,28.0,First call,65 and over,White,Female,Murray,Approve,Disapprove,Yes,Neither,,No,No,Yes,Same,Clinton,Independent,Some college,Under 15K,No,Liberal,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,0.887,Education,Unfavorable,Phone survey
48.0,3.0,29.0,First call,30-39,Other,Female,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Same,Dole,Republican,HS grad,,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,1.027,Clin/Lwnsky,Unfavorable,Phone survey
48.0,3.0,30.0,First call,30-39,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,2.071,Environment,Unfavorable,Phone survey
48.0,3.0,31.0,First call,65 and over,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,0.887,Clin/Lwnsky,Unfavorable,Phone survey
48.0,3.0,32.0,First call,30-39,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,2.476,,Unfavorable,Phone survey
48.0,3.0,33.0,First call,60-64,White,Male,Murray,Approve,Approve,Yes,Neither,Yes,No,No,,Better,Clinton,Independent,Some college,30 to 50K,,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,50 to 64,1.012,Social Security,Unfavorable,Phone survey
48.0,3.0,34.0,First call,50-59,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,,Clinton,Independent,Some college,15 to 30K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.681,Clin/Lwnsky,Unfavorable,Phone survey
48.0,3.0,35.0,First call,60-64,White,Female,Murray,Approve,Disapprove,No,Neither,,No,No,Yes,Same,Clinton,Independent,Some college,15 to 30K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,50 to 64,1.681,Social Security,Unfavorable,Phone survey
48.0,3.0,36.0,First call,50-59,White,Female,Smith,Disapprove,,No,Neither,No,Yes,Yes,Yes,Same,,Independent,Some college,50 to 75K,,Moderate,18 to 64,,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.681,Social Security,Unfavorable,Phone survey
48.0,3.0,37.0,First call,50-59,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,,Same,Clinton,Democrat,Postgrad,15 to 30K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Democrat,50 to 64,0.8410000000000001,Education,Unfavorable,Phone survey
48.0,3.0,38.0,First call,65 and over,White,Male,Murray,Approve,Disapprove,No,Neither,Yes,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,No,Moderate,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,2.133,Social Security,Unfavorable,Phone survey
48.0,3.0,39.0,First call,50-59,White,Female,,Disapprove,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.8410000000000001,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,40.0,First call,65 and over,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Same,Dole,Independent,College grad,30 to 50K,Yes,Moderate,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,2.133,Social Security,Unfavorable,Phone survey
48.0,3.0,41.0,First call,60-64,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,No HS,Under 15K,,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,50 to 64,0.8410000000000001,Social Security,Favorable,Phone survey
48.0,3.0,42.0,First call,45-49,White,Female,Murray,Disapprove,,No,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,1.681,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,43.0,First call,60-64,White,Male,Murray,Approve,Disapprove,Yes,Oppose Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Democrat,50 to 64,2.008,Social Security,Unfavorable,Phone survey
48.0,3.0,44.0,First call,65 and over,White,Female,Smith,Disapprove,,No,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,100K or more,Yes,Moderate,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,0.887,Taxes,Unfavorable,Phone survey
48.0,3.0,45.0,First call,40-44,White,Male,Smith,,Disapprove,Yes,Neither,No,,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,2.476,Taxes,Favorable,Phone survey
48.0,3.0,46.0,First call,30-39,White,Male,Smith,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,0.622,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,47.0,First call,30-39,White,Male,Smith,Approve,Disapprove,Yes,Neither,Yes,No,No,No,Better,Clinton,Independent,Some college,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,2.476,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,48.0,First call,65 and over,White,Female,Smith,Disapprove,Approve,Yes,Neither,No,,,Yes,Same,Dole,Independent,Some college,30 to 50K,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,1.79,Taxes,Unfavorable,Phone survey
48.0,3.0,49.0,First call,65 and over,Hispanic,Male,Smith,,Disapprove,No,Neither,No,Yes,Yes,No,Same,Clinton,Independent,College grad,100K or more,Yes,Moderate,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,2.133,Economy/jobs,Unfavorable,Phone survey
48.0,3.0,50.0,First call,65 and over,White,Female,Other,Approve,Disapprove,,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,No,Moderate,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Democrat,65 and over,1.79,Social Security,Favorable,Phone survey
48.0,3.0,51.0,First call,50-59,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Democrat,50 to 64,1.012,,Unfavorable,Phone survey
48.0,3.0,52.0,First call,65 and over,White,Female,Murray,Approve,Approve,No,Oppose Clinton,Yes,No,No,No,Worse,Clinton,Republican,HS grad,15 to 30K,,Moderate,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,1.79,Social Security,Unfavorable,Phone survey
