State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Amend A: Bar prop tax,Income,Ideology,Age (65 and over),Daschle: Clin-Lwnsky,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
42.0,30.0,30.0,Second call,40-44,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Did not vote,Republican,Yes,100K or more,Moderate,18 to 64,Disapprove,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,1.408
42.0,30.0,31.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.9220000000000002
42.0,30.0,32.0,Third call,50-59,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,,,,,,,,No,,,18 to 64,Disapprove,State,Not complete,West,45 to 59,50 to 59,,50 to 64,1.75
42.0,30.0,33.0,Third call,50-59,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Democrat,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,1.4020000000000001
42.0,30.0,34.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,Yes,Yes,No,Same,Other,Republican,Yes,30 to 50K,Conservative,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.267
42.0,30.0,35.0,Third call,18-24,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,Yes,No,Same,Clinton,Republican,No,Under 15K,Conservative,18 to 64,Disapprove,State,Complete,West,18 to 29,18 to 24,Republican,18 to 24,2.3689999999999998
42.0,30.0,36.0,Third call,45-49,White,Female,Schmidt,Other,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,Yes,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,2.606
42.0,30.0,37.0,Third call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.3719999999999999
42.0,30.0,38.0,Third call,30-39,White,Male,Daschle,,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.572
42.0,30.0,39.0,Third call,30-39,White,Male,Daschle,Other,Moser,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,2.45
42.0,30.0,40.0,Third call,30-39,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,,,,,Worse,Clinton,Something else,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,1.964
42.0,30.0,41.0,Third call,45-49,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,No,75 to 100K,Moderate,18 to 64,Approve,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,1.6829999999999998
42.0,30.0,42.0,Third call,50-59,White,Female,Schmidt,Hunhoff,Thune,Approve,Approve,Neither,No,No,Yes,Same,Dole,Republican,Yes,,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.439
42.0,30.0,43.0,Third call,50-59,White,Male,Schmidt,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.4020000000000001
42.0,30.0,44.0,Third call,40-44,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,1.538
42.0,30.0,45.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,,Yes,Yes,Better,Dole,Democrat,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,1.9220000000000002
42.0,30.0,46.0,Third call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Worse,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.3719999999999999
42.0,30.0,47.0,Third call,45-49,White,Male,Schmidt,Hunhoff,Thune,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Independent,Yes,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,1.153
42.0,30.0,48.0,Third call,25-29,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,No,No,Worse,Dole,Republican,Yes,15 to 30K,Moderate,18 to 64,Approve,State,Complete,West,18 to 29,25 to 29,Republican,25 to 29,1.9489999999999998
42.0,30.0,49.0,Third call,25-29,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,No,Yes,Better,Clinton,Republican,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,West,18 to 29,25 to 29,Republican,25 to 29,2.953
42.0,30.0,50.0,Third call,50-59,White,Male,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Other,Independent,,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,1.5030000000000001
42.0,30.0,51.0,Third call,45-49,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,1.964
42.0,30.0,52.0,Third call,45-49,White,Male,,,,Approve,Disapprove,Neither,No,No,No,Worse,Dole,Republican,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.445
42.0,30.0,53.0,Third call,50-59,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,,,,,,,,No,,,18 to 64,Approve,State,Not complete,West,45 to 59,50 to 59,,50 to 64,1.964
42.0,43.0,1.0,First call,45-49,White,Female,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.028
42.0,43.0,2.0,First call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.9520000000000001
42.0,43.0,3.0,First call,60-64,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,,,,,,,,No,,,18 to 64,Disapprove,State,Not complete,Southeast,60 and over,60 and over,,50 to 64,1.213
42.0,43.0,4.0,First call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.9520000000000001
42.0,43.0,5.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.08
42.0,43.0,6.0,First call,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,15 to 30K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.259
42.0,43.0,7.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,No,Same,Dole,Independent,Yes,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,0.888
42.0,43.0,8.0,First call,40-44,White,Male,Schmidt,Janklow,Thune,,Approve,Oppose Clinton,No,Yes,No,Worse,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.9520000000000001
42.0,43.0,9.0,First call,65 and over,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Republican,Yes,Under 15K,Liberal,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.164
42.0,43.0,10.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Democrat,Yes,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,0.888
42.0,43.0,11.0,First call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,Yes,Under 15K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.9540000000000001
42.0,43.0,12.0,First call,40-44,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,,,,,,,,No,,,18 to 64,Approve,State,Not complete,Southeast,30 to 44,40 to 49,,40 to 49,1.072
42.0,43.0,13.0,First call,50-59,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,No,Under 15K,Liberal,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.072
42.0,43.0,14.0,First call,30-39,White,Male,Daschle,Janklow,,,,,,,,,,,,,,18 to 64,,State,Not complete,Southeast,30 to 44,30 to 39,,30 to 39,0.9840000000000001
42.0,43.0,15.0,First call,50-59,White,Male,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.921
42.0,43.0,16.0,First call,60-64,White,Female,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Democrat,Yes,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Southeast,60 and over,60 and over,Democrat,50 to 64,1.164
42.0,43.0,17.0,First call,60-64,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,Yes,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,50 to 64,0.9269999999999999
42.0,43.0,18.0,First call,50-59,White,Male,Schmidt,Hunhoff,Thune,Approve,Approve,Neither,No,No,Yes,Better,Dole,Democrat,No,75 to 100K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.036
42.0,43.0,19.0,First call,40-44,Hispanic,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Republican,Yes,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.9349999999999999
42.0,43.0,20.0,Second call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Independent,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.9520000000000001
42.0,43.0,21.0,Second call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Southeast,60 and over,60 and over,Republican,65 and over,1.161
42.0,43.0,22.0,Second call,45-49,White,Male,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Republican,40 to 49,0.9520000000000001
42.0,43.0,23.0,Second call,18-24,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Did not vote,Republican,No,Under 15K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,18 to 29,18 to 24,Republican,18 to 24,0.9440000000000001
42.0,43.0,24.0,Second call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,Yes,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.8210000000000001
42.0,43.0,25.0,Second call,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,No,Under 15K,Liberal,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.211
42.0,43.0,26.0,Third call,60-64,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Independent/Other,50 to 64,1.127
42.0,43.0,27.0,Third call,18-24,White,Female,Daschle,Hunhoff,,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Did not vote,Something else,,30 to 50K,Moderate,18 to 64,,State,Complete,Southeast,18 to 29,18 to 24,Independent/Other,18 to 24,1.013
42.0,43.0,28.0,Third call,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,1.211
42.0,43.0,29.0,Third call,60-64,White,Male,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,50 to 64,1.041
42.0,43.0,30.0,Third call,50-59,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Dole,Republican,Yes,30 to 50K,Conservative,18 to 64,,State,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.949
42.0,43.0,31.0,Third call,60-64,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Democrat,50 to 64,1.304
42.0,43.0,32.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.072
42.0,43.0,33.0,Third call,50-59,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.921
42.0,43.0,34.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,No,Yes,Better,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.072
42.0,43.0,35.0,Third call,60-64,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Perot,Independent,No,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Southeast,60 and over,60 and over,Independent/Other,50 to 64,1.213
42.0,43.0,36.0,Third call,30-39,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,No,No,Yes,Same,Dole,Republican,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.25
42.0,43.0,37.0,Third call,50-59,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Perot,Something else,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.154
42.0,43.0,38.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,1.154
42.0,43.0,39.0,Third call,40-44,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,1.154
42.0,43.0,40.0,Third call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.998
42.0,43.0,41.0,Third call,45-49,White,Male,Daschle,Hunhoff,Moser,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Democrat,Yes,15 to 30K,Liberal,18 to 64,Disapprove,State,Complete,Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.8210000000000001
42.0,45.0,1.0,First call,40-44,White,Female,Daschle,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Worse,Dole,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Democrat,40 to 49,0.5589999999999999
42.0,45.0,2.0,First call,18-24,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,No,Yes,No,Same,Dole,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,Southeast,18 to 29,18 to 24,Republican,18 to 24,0.40900000000000003
42.0,45.0,3.0,First call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Democrat,50 to 64,0.44600000000000006
42.0,45.0,4.0,First call,65 and over,White,Male,Daschle,Hunhoff,Other,Approve,Disapprove,Neither,No,No,No,Same,Perot,Republican,,15 to 30K,Liberal,65 and over,,National,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.565
42.0,45.0,5.0,First call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,,100K or more,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.42700000000000005
42.0,45.0,6.0,First call,30-39,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Perot,Republican,,30 to 50K,Liberal,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.463
42.0,45.0,7.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,,50 to 75K,Conservative,65 and over,,National,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.484
42.0,45.0,8.0,First call,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,,Yes,Yes,Same,Dole,Republican,,50 to 75K,Moderate,65 and over,,National,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.542
42.0,45.0,9.0,First call,65 and over,White,Female,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,,100K or more,Moderate,65 and over,,National,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.634
42.0,45.0,10.0,First call,65 and over,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,,Under 15K,Moderate,65 and over,,National,Complete,Southeast,60 and over,60 and over,Democrat,65 and over,0.5840000000000001
42.0,45.0,11.0,First call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,,,,,,Better,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.42700000000000005
42.0,45.0,12.0,First call,45-49,White,Male,Schmidt,Hunhoff,Thune,Disapprove,,,,,,Better,,Independent,,Under 15K,Conservative,18 to 64,,National,Complete,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.463
42.0,45.0,13.0,First call,30-39,White,Female,Daschle,Hunhoff,Moser,Approve,,,,,,Same,,Democrat,,100K or more,Liberal,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.47900000000000004
42.0,45.0,14.0,First call,30-39,White,Male,Schmidt,,Moser,Disapprove,,,,,,Worse,,Republican,,15 to 30K,Liberal,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.38299999999999995
42.0,45.0,15.0,First call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,,,,,,Same,,Independent,,,Conservative,65 and over,,National,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,0.52
42.0,45.0,16.0,First call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,,,,,,Better,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.378
42.0,45.0,17.0,First call,30-39,White,Male,Schmidt,Janklow,Thune,Approve,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.42700000000000005
42.0,45.0,18.0,First call,60-64,White,Male,Schmidt,Janklow,Thune,Disapprove,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Southeast,60 and over,60 and over,Republican,50 to 64,0.484
42.0,45.0,19.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Disapprove,,,,,,Better,,Independent,,100K or more,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.48
42.0,45.0,20.0,First call,40-44,White,Male,Schmidt,Hunhoff,Thune,Approve,,,,,,Better,,Independent,,100K or more,Liberal,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.463
42.0,45.0,21.0,Second call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.44600000000000006
42.0,45.0,22.0,Second call,50-59,White,Female,,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.492
42.0,45.0,23.0,Second call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Southeast,18 to 29,25 to 29,Republican,25 to 29,0.378
42.0,45.0,24.0,Second call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Republican,50 to 64,0.42700000000000005
42.0,45.0,25.0,Second call,40-44,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.498
42.0,45.0,26.0,Second call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.44600000000000006
42.0,45.0,27.0,Second call,50-59,White,Female,Schmidt,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.459
42.0,45.0,28.0,Second call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Republican,40 to 49,0.42700000000000005
42.0,45.0,29.0,Second call,,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,Worse,Clinton,Democrat,,30 to 50K,Liberal,,,National,Complete,Southeast,,,Democrat,,0.515
42.0,45.0,30.0,Second call,65 and over,White,Male,Daschle,Janklow,Thune,Approve,,,,,,Worse,,Independent,,15 to 30K,Moderate,65 and over,,National,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,0.542
42.0,45.0,31.0,Second call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,,,,,,Better,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.42700000000000005
42.0,45.0,32.0,Second call,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,,,,,,Same,,Independent,,15 to 30K,Conservative,65 and over,,National,Complete,Southeast,60 and over,60 and over,Independent/Other,65 and over,0.542
42.0,45.0,33.0,Second call,65 and over,White,Female,Schmidt,Hunhoff,Thune,Disapprove,,,,,,Same,,Republican,,,Conservative,65 and over,,National,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.563
42.0,45.0,34.0,Second call,40-44,White,Female,Schmidt,Janklow,Thune,Approve,,,,,,Better,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.459
42.0,45.0,35.0,Second call,30-39,Other,Female,Daschle,Hunhoff,Moser,Approve,,,,,,Better,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.47900000000000004
42.0,45.0,36.0,Second call,18-24,White,Female,Daschle,Hunhoff,Thune,Disapprove,,,,,,Better,,Something else,,30 to 50K,Moderate,18 to 64,,National,Complete,Southeast,18 to 29,18 to 24,Independent/Other,18 to 24,0.493
42.0,45.0,37.0,Second call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,,,,,,Same,,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Republican,30 to 39,0.42700000000000005
42.0,45.0,38.0,Second call,65 and over,White,Female,Daschle,Janklow,Moser,Disapprove,,,,,,Same,,Republican,,,Moderate,65 and over,,National,Complete,Southeast,60 and over,60 and over,Republican,65 and over,0.499
42.0,45.0,39.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Better,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.44600000000000006
