State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),In touch with avg person,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
37.0,59.0,47.0,Third call,18-24,White,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Conservative,18 to 64,Both are,State,Complete,West,18 to 29,18 to 24,Democrat,18 to 24,1.187,Unfavorable
37.0,59.0,48.0,Third call,65 and over,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.254,Unfavorable
37.0,59.0,49.0,Third call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.178,Unfavorable
37.0,59.0,50.0,Third call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,,Better,Perot,Democrat,No HS,Under 15K,Liberal,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.178,
37.0,59.0,51.0,Third call,45-49,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.021,Favorable
37.0,59.0,52.0,Third call,60-64,White,Female,,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,No HS,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,60 and over,60 and over,Republican,50 to 64,1.143,Unfavorable
37.0,59.0,53.0,Third call,60-64,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,,,Yes,,Better,Clinton,Democrat,,,Conservative,18 to 64,Keating is,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,1.254,Unfavorable
37.0,66.0,1.0,First call,60-64,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,Yes,No,Worse,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,0.348,Unfavorable
37.0,66.0,2.0,First call,65 and over,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,100K or more,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.355,Unfavorable
37.0,66.0,3.0,First call,65 and over,Black,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Independent,College grad,30 to 50K,Moderate,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Independent/Other,65 and over,0.376,Unfavorable
37.0,66.0,4.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.317,Unfavorable
37.0,66.0,5.0,First call,18-24,Hispanic,Male,Carroll,Boyd,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,18 to 24,Democrat,18 to 24,0.41800000000000004,Favorable
37.0,66.0,6.0,First call,25-29,Asian,Female,Carroll,Boyd,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Democrat,25 to 29,0.38199999999999995,Favorable
37.0,66.0,7.0,First call,45-49,White,Male,Carroll,Boyd,Disapprove,Approve,Neither,No,No,Yes,No,Worse,Clinton,Republican,HS grad,100K or more,Moderate,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,0.387,Favorable
37.0,66.0,8.0,First call,45-49,,Female,Nickles,Keating,Approve,Approve,Neither,Yes,No,No,Yes,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,40 to 49,Independent/Other,40 to 49,0.312,Unfavorable
37.0,66.0,9.0,First call,45-49,White,Male,Carroll,Boyd,Approve,Approve,Support Clinton,No,No,Yes,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.387,Unfavorable
37.0,66.0,10.0,First call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.38099999999999995,Favorable
37.0,66.0,11.0,First call,30-39,White,Female,Nickles,Boyd,Disapprove,Approve,Oppose Clinton,No,No,Yes,No,Worse,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.439,Unfavorable
37.0,66.0,12.0,First call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,30 to 44,40 to 49,Independent/Other,40 to 49,0.317,Unfavorable
37.0,66.0,13.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Something else,Postgrad,,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Independent/Other,30 to 39,0.312,Unfavorable
37.0,66.0,14.0,First call,50-59,Other,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Democrat,50 to 64,0.38099999999999995,Favorable
37.0,66.0,15.0,First call,60-64,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,0.348,Unfavorable
37.0,66.0,16.0,First call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,0.317,Unfavorable
37.0,66.0,17.0,Second call,50-59,White,Female,Carroll,Boyd,Approve,Approve,Support Clinton,No,No,No,No,Better,Other,Independent,College grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,0.38099999999999995,Favorable
37.0,66.0,18.0,Second call,25-29,Hispanic,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Something else,College grad,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Independent/Other,25 to 29,0.41300000000000003,Favorable
37.0,66.0,19.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.317,Unfavorable
37.0,66.0,20.0,Second call,25-29,,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,,Did not vote,Republican,,,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,18 to 29,25 to 29,Republican,25 to 29,0.31399999999999995,Unfavorable
37.0,66.0,21.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,No,Yes,Worse,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,0.317,Unfavorable
37.0,66.0,22.0,Second call,45-49,White,Male,Carroll,Boyd,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Independent,College grad,75 to 100K,Conservative,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Independent/Other,40 to 49,0.387,Favorable
37.0,66.0,23.0,Second call,40-44,White,Male,,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Dole,Independent,,,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Independent/Other,40 to 49,0.307,Unfavorable
37.0,66.0,24.0,Second call,50-59,White,Male,,Keating,Disapprove,Disapprove,Neither,Yes,Yes,No,No,Same,Dole,Republican,College grad,50 to 75K,Liberal,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.307,Unfavorable
37.0,66.0,25.0,Third call,40-44,White,Female,Carroll,Boyd,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,0.38099999999999995,Unfavorable
37.0,66.0,26.0,Third call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Independent,College grad,100K or more,Liberal,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,40 to 49,Independent/Other,40 to 49,0.38099999999999995,Favorable
37.0,66.0,27.0,Third call,30-39,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.387,Favorable
37.0,66.0,28.0,Third call,65 and over,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Moderate,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.355,Unfavorable
37.0,66.0,29.0,Third call,18-24,Other,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Did not vote,Independent,,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,18 to 29,18 to 24,Independent/Other,18 to 24,0.31399999999999995,Unfavorable
37.0,66.0,30.0,Third call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,No,No,Worse,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,0.317,Unfavorable
37.0,66.0,31.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,No,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.312,Unfavorable
37.0,66.0,32.0,Third call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,No,Same,Did not vote,Republican,Some college,,Moderate,65 and over,Neither are,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.348,Unfavorable
37.0,66.0,33.0,Third call,30-39,Black,Male,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,0.41600000000000004,Favorable
37.0,66.0,34.0,Third call,65 and over,White,Male,Nickles,Keating,Disapprove,,Neither,Yes,Yes,Yes,No,Worse,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.355,Unfavorable
37.0,66.0,35.0,Third call,18-24,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Did not vote,Republican,Postgrad,100K or more,Conservative,18 to 64,Both are,State,Complete,Tulsa area,18 to 29,18 to 24,Republican,18 to 24,0.31399999999999995,Unfavorable
37.0,66.0,36.0,Third call,40-44,Other,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,0.38099999999999995,Favorable
37.0,66.0,37.0,Third call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,No,No,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.317,Unfavorable
37.0,66.0,38.0,Third call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,,Yes,No,No,Worse,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Neither are,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.317,Unfavorable
37.0,72.0,1.0,First call,30-39,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,30 to 39,Independent/Other,30 to 39,0.9560000000000001,Unfavorable
37.0,72.0,2.0,First call,65 and over,White,Male,Nickles,Keating,Disapprove,,Oppose Clinton,Yes,Yes,Yes,,Worse,Dole,Republican,College grad,75 to 100K,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.891,Unfavorable
37.0,72.0,3.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,,No,,,,,,,,,,65 and over,Boyd is,State,Not complete,Tulsa area,60 and over,60 and over,,65 and over,1.087,
37.0,72.0,4.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Neither are,State,Not complete,Tulsa area,45 to 59,50 to 59,,50 to 64,0.797,Unfavorable
37.0,72.0,5.0,First call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Democrat,College grad,100K or more,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.9560000000000001,Unfavorable
37.0,72.0,6.0,First call,60-64,White,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,0.891,Unfavorable
37.0,72.0,7.0,First call,60-64,White,Male,,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,50 to 64,1.214,Favorable
37.0,72.0,8.0,First call,65 and over,White,Male,Nickles,Keating,Approve,Approve,Neither,Yes,No,No,No,Same,Dole,Republican,College grad,100K or more,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.891,Unfavorable
37.0,72.0,9.0,First call,45-49,Other,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,0.797,Unfavorable
37.0,72.0,10.0,First call,65 and over,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Both are,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.891,Unfavorable
37.0,72.0,11.0,First call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.797,Unfavorable
37.0,72.0,12.0,First call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Moderate,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.876,Unfavorable
37.0,72.0,13.0,First call,60-64,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,0.876,Unfavorable
37.0,72.0,14.0,First call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,,Worse,Dole,Republican,College grad,50 to 75K,Conservative,65 and over,Neither are,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.876,Unfavorable
37.0,72.0,15.0,First call,65 and over,White,,Carroll,Boyd,Approve,Disapprove,,No,,,,,,,,,,65 and over,Boyd is,State,Not complete,Tulsa area,60 and over,60 and over,,65 and over,1.087,Favorable
37.0,72.0,16.0,First call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.797,Unfavorable
37.0,72.0,17.0,Second call,60-64,White,Female,,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Democrat,Some college,75 to 100K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,60 and over,60 and over,Democrat,50 to 64,1.194,Unfavorable
37.0,72.0,18.0,Second call,40-44,Other,Female,Carroll,Boyd,Approve,Approve,Neither,Yes,No,No,Yes,Same,Clinton,Independent,Postgrad,15 to 30K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,40 to 49,Independent/Other,40 to 49,0.9560000000000001,Favorable
37.0,72.0,19.0,Second call,50-59,White,Female,Carroll,Boyd,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Democrat,College grad,100K or more,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Democrat,50 to 64,0.9560000000000001,Favorable
37.0,72.0,20.0,Second call,45-49,White,Female,,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,1.068,Unfavorable
37.0,72.0,21.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,0.876,Unfavorable
37.0,72.0,22.0,Second call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Something else,College grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,0.797,Unfavorable
37.0,72.0,23.0,Second call,18-24,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,18 to 29,18 to 24,Republican,18 to 24,0.789,Unfavorable
37.0,72.0,24.0,Second call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.9560000000000001,Favorable
37.0,72.0,25.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.7840000000000001,Unfavorable
37.0,72.0,26.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.797,Unfavorable
37.0,72.0,27.0,Second call,25-29,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,18 to 29,25 to 29,Independent/Other,25 to 29,0.802,Unfavorable
37.0,72.0,28.0,Second call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Better,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.7840000000000001,Unfavorable
37.0,72.0,29.0,Third call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,0.797,Unfavorable
37.0,72.0,30.0,Third call,45-49,White,Male,Carroll,Boyd,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.969,Favorable
37.0,72.0,31.0,Third call,65 and over,White,Male,Nickles,Keating,,Approve,Neither,Yes,,,,Same,Perot,Independent,Postgrad,30 to 50K,Conservative,65 and over,Both are,State,Complete,Tulsa area,60 and over,60 and over,Independent/Other,65 and over,0.891,
37.0,72.0,32.0,Third call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,No,,,,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.7840000000000001,Unfavorable
37.0,72.0,33.0,Third call,40-44,White,Female,Nickles,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,1.102,Unfavorable
37.0,72.0,34.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.7840000000000001,Unfavorable
37.0,72.0,35.0,Third call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Perot,Independent,Postgrad,100K or more,Conservative,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,0.797,Unfavorable
37.0,72.0,36.0,Third call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.797,Unfavorable
37.0,72.0,37.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Did not vote,Republican,Some college,100K or more,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,30 to 39,Republican,30 to 39,0.7840000000000001,Unfavorable
37.0,72.0,38.0,Third call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.797,Unfavorable
37.0,72.0,39.0,Third call,25-29,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,No,Yes,Worse,Dole,Republican,Postgrad,15 to 30K,Moderate,18 to 64,Neither are,State,Complete,Tulsa area,18 to 29,25 to 29,Republican,25 to 29,0.789,Unfavorable
37.0,72.0,40.0,Third call,45-49,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,No,,,Yes,Same,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,0.7840000000000001,Unfavorable
37.0,72.0,41.0,Third call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,,State,Complete,Tulsa area,45 to 59,50 to 59,Republican,50 to 64,0.797,Unfavorable
37.0,72.0,42.0,Third call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,0.9560000000000001,Favorable
37.0,75.0,1.0,First call,40-44,Other,Female,Carroll,Boyd,,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Republican,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,0.771,
37.0,75.0,2.0,First call,50-59,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,50 to 59,Democrat,50 to 64,0.785,Favorable
37.0,75.0,3.0,First call,40-44,Black,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,0.847,Favorable
37.0,75.0,4.0,First call,60-64,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Independent/Other,50 to 64,0.8640000000000001,Unfavorable
37.0,75.0,5.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Democrat,50 to 64,0.632,Unfavorable
37.0,75.0,6.0,First call,40-44,White,Male,Nickles,Boyd,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Perot,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,40 to 49,Democrat,40 to 49,0.907,Unfavorable
37.0,75.0,7.0,First call,60-64,White,Male,Nickles,,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,,State,Not complete,Tulsa area,60 and over,60 and over,,50 to 64,0.8210000000000001,Unfavorable
37.0,75.0,8.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Boyd is,State,Complete,Tulsa area,60 and over,60 and over,Democrat,65 and over,0.877,Favorable
