V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46
1.0,0.0,G,44.0,105.0,21.0,Second call,1.0,65 and over,White,Female,Mauro,Sharp,,No,Approve,,,White,,,,,,,,,Better,,Democrat,,"Under $15,000",Liberal,65 and Over,,National,Complete,East,60 and Over,60 and Over,Democrat,65 and Over,0.928,,,
1.0,0.0,G,44.0,105.0,22.0,Second call,1.0,50-59,White,Female,Mauro,Sharp,,No,Approve,,,White,,,,,,,,,Better,,Democrat,,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,45-59,50-59,Democrat,50-64,0.8260000000000001,,,
1.0,0.0,G,44.0,105.0,23.0,Second call,1.0,50-59,White,Female,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Better,,Republican,,"$15,000-$30,000",Conservative,18-64,,National,Complete,East,45-59,50-59,Republican,50-64,0.778,,,
1.0,0.0,G,44.0,105.0,24.0,Second call,1.0,45-49,White,Male,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Worse,,Republican,,"100,000 or More",Conservative,18-64,,National,Complete,East,45-59,40-49,Republican,40-49,0.803,,,
1.0,0.0,G,44.0,105.0,25.0,Second call,1.0,65 and over,White,,Bush,,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"Under $15,000",Conservative,65 and Over,,National,Complete,East,60 and Over,60 and Over,Republican,65 and Over,0.923,,,
1.0,0.0,G,44.0,105.0,26.0,Second call,1.0,50-59,White,Female,Bush,Sharp,,No,,,,White,,,,,,,,,Worse,,Independent,,"$50,000-$75,000",Conservative,18-64,,National,Complete,East,45-59,50-59,Independent/Other,50-64,0.787,,,
1.0,0.0,G,44.0,105.0,27.0,Second call,1.0,65 and over,White,Female,Bush,Perry,,No,,,,White,,,,,,,,,Same,,Republican,,"Under $15,000",Conservative,65 and Over,,National,Complete,East,60 and Over,60 and Over,Republican,65 and Over,0.873,,,
1.0,0.0,G,44.0,105.0,28.0,Second call,1.0,65 and over,White,Female,Bush,Sharp,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"Under $15,000",Conservative,65 and Over,,National,Complete,East,60 and Over,60 and Over,Republican,65 and Over,0.885,,,
1.0,0.0,G,44.0,105.0,29.0,Second call,1.0,45-49,White,Male,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"$75,000-$100,000",Conservative,18-64,,National,Complete,East,45-59,40-49,Republican,40-49,0.803,,,
1.0,0.0,G,44.0,105.0,30.0,Second call,1.0,45-49,White,Male,Bush,Sharp,,No,Approve,,,White,,,,,,,,,Same,,Democrat,,"$30,000-$50,000",Moderate,18-64,,National,Complete,East,45-59,40-49,Democrat,40-49,0.8150000000000001,,,
1.0,0.0,G,44.0,105.0,31.0,Third call,1.0,45-49,Black,Female,Mauro,Sharp,,,Approve,,,Black,,Neither,Yes,,,No,No,No,Same,Clinton,Democrat,High School Graduate,"Under $15,000",Conservative,18-64,,National,Complete,East,45-59,40-49,Democrat,40-49,0.5349999999999999,,,Favorable
1.0,0.0,G,44.0,105.0,32.0,Third call,1.0,30-39,White,Male,Mauro,Sharp,,No,Approve,Disapprove,,White,,Neither,No,,,No,No,No,Worse,Clinton,Democrat,No High School,"$15,000-$30,000",Conservative,18-64,,National,Complete,East,30-44,30-39,Democrat,30-39,0.8560000000000001,,,Favorable
1.0,0.0,G,44.0,105.0,33.0,Third call,1.0,25-29,White,Female,Bush,Sharp,,No,Disapprove,Approve,,White,,Neither,No,,,Yes,Yes,Yes,Same,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Liberal,18-64,,National,Complete,East,18-29,25-29,Democrat,25-29,1.139,,,Favorable
1.0,0.0,G,44.0,105.0,34.0,Third call,1.0,40-44,White,Female,Mauro,Perry,,No,Approve,Approve,,White,,Neither,No,,,No,No,No,Better,Clinton,Democrat,College Graduate,"100,000 or More",Moderate,18-64,,National,Complete,East,30-44,40-49,Democrat,40-49,0.8140000000000001,,,Unfavorable
1.0,0.0,G,44.0,105.0,35.0,Third call,1.0,65 and over,White,Female,Bush,Sharp,,No,Disapprove,Approve,,White,,Oppose Clinton,Yes,,,Yes,Yes,Yes,Same,Perot,Democrat,Some College,"$30,000-$50,000",Moderate,65 and Over,,National,Complete,East,60 and Over,60 and Over,Democrat,65 and Over,0.885,,,Unfavorable
1.0,0.0,G,44.0,105.0,36.0,Third call,1.0,50-59,White,Female,Bush,Sharp,,No,Approve,Approve,,White,,Neither,No,,,No,No,No,Better,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Moderate,18-64,,National,Complete,East,45-59,50-59,Democrat,50-64,0.787,,,Favorable
1.0,0.0,G,44.0,105.0,37.0,Third call,1.0,30-39,White,Male,Mauro,Sharp,,No,Approve,Disapprove,,White,,Support Clinton,No,,,No,No,No,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,30-44,30-39,Democrat,30-39,0.8560000000000001,,,Favorable
1.0,0.0,G,44.0,105.0,38.0,Third call,1.0,40-44,White,Male,Bush,Perry,,No,Approve,Approve,,White,,Neither,No,,,No,No,No,Better,Perot,Independent,High School Graduate,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,30-44,40-49,Independent/Other,40-49,0.803,,,Favorable
1.0,0.0,G,44.0,105.0,39.0,Third call,1.0,60-64,White,Female,Bush,Perry,,No,Disapprove,Disapprove,,White,,Oppose Clinton,Yes,,,Yes,Yes,Yes,Same,Dole,Republican,,"$75,000-$100,000",Conservative,18-64,,National,Complete,East,60 and Over,60 and Over,Republican,50-64,0.873,,,Unfavorable
1.0,0.0,G,44.0,105.0,40.0,Third call,1.0,60-64,White,Male,Bush,Perry,,No,Disapprove,Approve,,White,,Oppose Clinton,Yes,,,Yes,Yes,No,Same,Dole,Republican,High School Graduate,"$30,000-$50,000",Conservative,18-64,,National,Complete,East,60 and Over,60 and Over,Republican,50-64,0.903,,,Unfavorable
1.0,0.0,G,44.0,105.0,41.0,Third call,1.0,30-39,White,Male,Bush,Perry,,No,Disapprove,Approve,,White,,Neither,No,,,Yes,Yes,Yes,Same,Dole,Republican,High School Graduate,"$15,000-$30,000",Conservative,18-64,,National,Complete,East,30-44,30-39,Republican,30-39,0.803,,,Unfavorable
1.0,0.0,G,44.0,105.0,42.0,Third call,1.0,60-64,White,Female,Bush,Perry,,No,Disapprove,Disapprove,,White,,Oppose Clinton,Yes,,,Yes,Yes,Yes,Same,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,,National,Complete,East,60 and Over,60 and Over,Republican,50-64,0.873,,,Unfavorable
1.0,0.0,G,44.0,105.0,43.0,Third call,1.0,30-39,White,Female,Bush,Perry,,No,Disapprove,Approve,,White,,Neither,No,,,Yes,Yes,No,Worse,Dole,Republican,Some College,"$30,000-$50,000",Conservative,18-64,,National,Complete,East,30-44,30-39,Republican,30-39,0.778,,,Unfavorable
1.0,0.0,G,44.0,105.0,44.0,Third call,1.0,50-59,White,Male,Bush,Sharp,,No,Approve,Approve,,White,,Neither,No,,,No,No,No,Same,Clinton,Democrat,Some College,"$50,000-$75,000",Conservative,18-64,,National,Complete,East,45-59,50-59,Democrat,50-64,0.8150000000000001,,,Favorable
1.0,0.0,G,44.0,105.0,45.0,Third call,1.0,60-64,White,Male,Bush,Perry,,No,Approve,Approve,,White,,Neither,No,,,No,No,Yes,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,60 and Over,60 and Over,Democrat,50-64,0.903,,,Favorable
1.0,0.0,G,44.0,105.0,46.0,Third call,1.0,45-49,White,Female,Mauro,Sharp,,No,Approve,,,White,,,,,,,,,Better,,Democrat,,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,45-59,40-49,Democrat,40-49,0.8260000000000001,,,
1.0,0.0,G,44.0,105.0,47.0,Third call,1.0,60-64,White,Male,Mauro,Sharp,,No,Disapprove,,,White,,,,,,,,,Worse,,Independent,,"$15,000-$30,000",Conservative,18-64,,National,Complete,East,60 and Over,60 and Over,Independent/Other,50-64,0.961,,,
1.0,0.0,G,44.0,105.0,48.0,Third call,1.0,40-44,White,Female,Bush,Sharp,,No,Disapprove,,,White,,,,,,,,,Same,,Something Else,,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,30-44,40-49,Independent/Other,40-49,0.787,,,
1.0,0.0,G,44.0,105.0,49.0,Third call,1.0,60-64,White,Male,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Independent,,"$30,000-$50,000",Conservative,18-64,,National,Complete,East,60 and Over,60 and Over,Independent/Other,50-64,0.903,,,
1.0,0.0,G,44.0,105.0,50.0,Third call,1.0,40-44,White,Female,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Better,,Independent,,"$75,000-$100,000",Moderate,18-64,,National,Complete,East,30-44,40-49,Independent/Other,40-49,0.778,,,
1.0,0.0,G,44.0,105.0,51.0,Third call,1.0,40-44,White,Female,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"$75,000-$100,000",Conservative,18-64,,National,Complete,East,30-44,40-49,Republican,40-49,0.778,,,
1.0,0.0,G,44.0,105.0,52.0,Third call,1.0,50-59,White,Female,Bush,Sharp,,No,Disapprove,,,White,,,,,,,,,Better,,Democrat,,"$50,000-$75,000",,18-64,,National,Complete,East,45-59,50-59,Democrat,50-64,0.787,,,
1.0,0.0,G,44.0,105.0,53.0,Third call,1.0,30-39,White,Female,Bush,Sharp,,No,Disapprove,,,White,,,,,,,,,Worse,,Republican,,"$30,000-$50,000",Moderate,18-64,,National,Complete,East,30-44,30-39,Republican,30-39,0.787,,,
1.0,0.0,G,44.0,105.0,54.0,Third call,1.0,65 and over,White,Female,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Republican,,"$15,000-$30,000",Conservative,65 and Over,,National,Complete,East,60 and Over,60 and Over,Republican,65 and Over,0.873,,,
1.0,0.0,G,44.0,105.0,55.0,Third call,1.0,18-24,White,Female,Bush,Sharp,,No,Approve,,,White,,,,,,,,,Same,,Independent,,"$75,000-$100,000",Liberal,18-64,,National,Complete,East,18-29,18-24,Independent/Other,18-24,1.139,,,
1.0,0.0,G,44.0,105.0,56.0,Third call,1.0,30-39,White,Female,Bush,Sharp,,No,Approve,,,White,,,,,,,,,Better,,Democrat,,"$50,000-$75,000",Liberal,18-64,,National,Complete,East,30-44,30-39,Democrat,30-39,0.787,,,
1.0,0.0,G,44.0,105.0,57.0,Third call,1.0,60-64,White,Female,Bush,Sharp,,No,Approve,,,White,,,,,,,,,Better,,Democrat,,"$50,000-$75,000",Conservative,18-64,,National,Complete,East,60 and Over,60 and Over,Democrat,50-64,0.885,,,
1.0,0.0,G,44.0,105.0,58.0,Third call,1.0,45-49,White,Female,Bush,Perry,,No,Approve,,,White,,,,,,,,,Better,,Republican,,"$50,000-$75,000",Moderate,18-64,,National,Complete,East,45-59,40-49,Republican,40-49,0.778,,,
1.0,0.0,G,44.0,105.0,59.0,Third call,1.0,30-39,White,Male,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Same,,Independent,,"$50,000-$75,000",Conservative,18-64,,National,Complete,East,30-44,30-39,Independent/Other,30-39,0.803,,,
1.0,0.0,G,44.0,105.0,60.0,Third call,1.0,50-59,White,Female,Bush,Perry,,No,Disapprove,,,White,,,,,,,,,Better,,Democrat,,"$50,000-$75,000",,18-64,,National,Complete,East,45-59,50-59,Democrat,50-64,0.778,,,
1.0,0.0,G,44.0,106.0,1.0,First call,1.0,65 and over,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,White,State Level,,No,Good,,No,No,No,Same,Clinton,Democrat,Some College,"$15,000-$30,000",Moderate,65 and Over,,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,0.999,Education,Better,Favorable
1.0,0.0,G,44.0,106.0,2.0,First call,1.0,30-39,White,Female,Bush,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Independent,College Graduate,"$50,000-$75,000",Moderate,18-64,No,State,Complete,South,30-44,30-39,Independent/Other,30-39,1.195,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,106.0,3.0,First call,1.0,65 and over,White,Male,Bush,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Not So Good,Serve out Term,Yes,Yes,Yes,Worse,Dole,Democrat,Some College,"$15,000-$30,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.6720000000000002,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,106.0,4.0,First call,1.0,45-49,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,,No,No,No,Better,Clinton,Democrat,Postgrad,"$30,000-$50,000",Liberal,18-64,No,State,Complete,South,45-59,40-49,Democrat,40-49,0.87,Education,Same,Favorable
1.0,0.0,G,44.0,106.0,5.0,First call,1.0,30-39,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,No,State,Complete,South,30-44,30-39,Democrat,30-39,0.787,Education,Same,Favorable
1.0,0.0,G,44.0,106.0,6.0,First call,1.0,65 and over,Hispanic,Male,Mauro,Sharp,Cornyn,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"Under $15,000",Moderate,65 and Over,No,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.232,Taxes,Same,Favorable
1.0,0.0,G,44.0,106.0,7.0,First call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,Local Level,Neither,Yes,,Serve out Term,No,No,,Same,Clinton,Democrat,No High School,"Under $15,000",Moderate,18-64,,State,Complete,South,45-59,50-59,Democrat,50-64,0.787,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,106.0,8.0,First call,1.0,65 and over,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Postgrad,"$30,000-$50,000",Moderate,65 and Over,No,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,0.999,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,106.0,9.0,First call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"$15,000-$30,000",,18-64,Yes,State,Complete,South,45-59,50-59,Democrat,50-64,0.787,State Surplus,Better,Favorable
1.0,0.0,G,44.0,106.0,10.0,First call,1.0,45-49,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,More Likely,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Postgrad,"$30,000-$50,000",Conservative,18-64,No,State,Complete,South,45-59,40-49,Democrat,40-49,0.87,Education,Better,Favorable
1.0,0.0,G,44.0,106.0,11.0,First call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Postgrad,"$30,000-$50,000",Moderate,18-64,No,State,Complete,South,30-44,40-49,Democrat,40-49,0.787,Education,Same,
1.0,0.0,G,44.0,106.0,12.0,First call,1.0,45-49,Hispanic,Female,Mauro,Sharp,,Yes,Approve,Approve,,Hispanic,State Level,Neither,Yes,Not So Good,Serve out Term,No,No,,Same,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Liberal,18-64,,State,Complete,South,45-59,40-49,Democrat,40-49,0.8320000000000001,Crime/Drugs,Worse,Favorable
1.0,0.0,G,44.0,106.0,13.0,Second call,1.0,50-59,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Support Clinton,No,Good,,No,No,No,Same,Clinton,Independent,Some College,"$15,000-$30,000",Moderate,18-64,No,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.203,Welfare,Better,Favorable
1.0,0.0,G,44.0,106.0,14.0,Second call,1.0,30-39,White,Female,Bush,,,No,Disapprove,Disapprove,Less Likely,White,,Oppose Clinton,,Not So Good,Run for President,Yes,Yes,No,Worse,Other,Republican,No High School,,,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.274,Crime/Drugs,Worse,Unfavorable
1.0,0.0,G,44.0,106.0,15.0,Second call,1.0,30-39,White,Female,Mauro,Sharp,Mattox,No,Approve,,No Effect,White,State Level,,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,,Moderate,18-64,No,State,Complete,South,30-44,30-39,Democrat,30-39,1.091,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,106.0,16.0,Second call,1.0,25-29,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Approve,More Likely,Hispanic,Local Level,Support Clinton,Yes,Good,Serve out Term,Yes,Yes,Yes,Better,Clinton,Democrat,High School Graduate,"Under $15,000",Liberal,18-64,No,State,Complete,South,18-29,25-29,Democrat,25-29,0.905,Education,Worse,Unfavorable
1.0,0.0,G,44.0,106.0,17.0,Second call,1.0,50-59,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,More Likely,Hispanic,State Level,Neither,No,Not So Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Moderate,18-64,,State,Complete,South,45-59,50-59,Democrat,50-64,0.87,Education,Better,Favorable
1.0,0.0,G,44.0,106.0,18.0,Second call,1.0,18-24,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,South,18-29,18-24,Democrat,18-24,0.819,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,106.0,19.0,Second call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Approve,Approve,No Effect,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Same,Perot,Republican,Postgrad,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,South,45-59,50-59,Republican,50-64,1.455,Education,Same,Unfavorable
1.0,0.0,G,44.0,106.0,20.0,Second call,1.0,65 and over,White,Female,Bush,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Postgrad,"$30,000-$50,000",Conservative,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.516,Education,Better,Favorable
1.0,0.0,G,44.0,106.0,21.0,Second call,1.0,45-49,White,Female,Other,Other,Other,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Good,Serve out Term,,,,Same,Perot,Something Else,College Graduate,"$30,000-$50,000",,18-64,,State,Complete,South,45-59,40-49,Independent/Other,40-49,2.645,Education,Better,Unfavorable
1.0,0.0,G,44.0,106.0,22.0,Second call,1.0,65 and over,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,More Likely,Hispanic,Local Level,Support Clinton,Yes,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Liberal,65 and Over,No,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.1,Education,Same,Favorable
1.0,0.0,G,44.0,106.0,23.0,Second call,1.0,30-39,Hispanic,Male,Bush,Sharp,Cornyn,Yes,Disapprove,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Run for President,Yes,Yes,Yes,Worse,Dole,Republican,Some College,"$50,000-$75,000",Liberal,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.065,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,106.0,24.0,Second call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Neither,No,Good,Serve out Term,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.321,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,106.0,25.0,Second call,1.0,40-44,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,Yes,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,No High School,"$50,000-$75,000",Moderate,18-64,No,State,Complete,South,30-44,40-49,Democrat,40-49,0.87,,Same,Favorable
1.0,0.0,G,44.0,106.0,26.0,Third call,1.0,65 and over,Hispanic,Male,Bush,Sharp,Mattox,Yes,Approve,Approve,No Effect,Hispanic,State Level,Support Clinton,,Good,Run for President,No,No,No,Better,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Moderate,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.203,Education,Better,Favorable
1.0,0.0,G,44.0,106.0,27.0,Third call,1.0,50-59,Hispanic,Female,Bush,Sharp,Other,Yes,Approve,Approve,No Effect,Hispanic,State Level,Neither,Yes,Not So Good,Run for President,No,No,No,Better,Other,Democrat,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Democrat,50-64,0.8420000000000001,Education,Better,Unfavorable
1.0,0.0,G,44.0,106.0,28.0,Third call,1.0,65 and over,Hispanic,,Mauro,Sharp,Mattox,,Approve,Disapprove,More Likely,Hispanic,Local Level,Support Clinton,Yes,Not So Good,Run for President,No,No,No,Better,Clinton,Democrat,College Graduate,"$50,000-$75,000",Moderate,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,0.999,Taxes,Same,Favorable
1.0,0.0,G,44.0,106.0,29.0,Third call,1.0,30-39,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Support Clinton,No,Good,Serve out Term,No,No,,Better,Clinton,Independent,College Graduate,"$15,000-$30,000",Liberal,18-64,No,State,Complete,South,30-44,30-39,Independent/Other,30-39,0.87,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,106.0,30.0,Third call,1.0,45-49,Hispanic,Female,Mauro,Perry,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Support Clinton,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Independent,College Graduate,"$50,000-$75,000",Liberal,18-64,No,State,Complete,South,45-59,40-49,Independent/Other,40-49,0.7740000000000001,Education,Same,Favorable
1.0,0.0,G,44.0,106.0,31.0,Third call,1.0,18-24,Hispanic,Female,Bush,Sharp,Mattox,Yes,Disapprove,Disapprove,,Hispanic,State Level,Oppose Clinton,No,Poor,Run for President,Yes,Yes,Yes,Worse,Clinton,Democrat,Some College,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,South,18-29,18-24,Democrat,18-24,0.899,,Worse,Unfavorable
1.0,0.0,G,44.0,106.0,32.0,Third call,1.0,45-49,White,Female,Mauro,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,,Yes,Same,Perot,Democrat,College Graduate,"$15,000-$30,000",Liberal,18-64,No,State,Complete,South,45-59,40-49,Democrat,40-49,1.091,Education,Same,Unfavorable
1.0,0.0,G,44.0,106.0,33.0,Third call,1.0,40-44,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Not So Good,Run for President,No,No,No,Same,Dole,Republican,No High School,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,South,30-44,40-49,Republican,40-49,1.455,Education,Same,Unfavorable
1.0,0.0,G,44.0,106.0,34.0,Third call,1.0,40-44,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,,No Effect,Hispanic,Local Level,Neither,,Not So Good,,No,No,No,Better,Clinton,Democrat,College Graduate,"$50,000-$75,000",Moderate,18-64,,State,Complete,South,30-44,40-49,Democrat,40-49,0.787,Education,,Favorable
1.0,0.0,G,44.0,106.0,35.0,Third call,1.0,40-44,Hispanic,Male,Mauro,Perry,,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Independent,,"$30,000-$50,000",Conservative,18-64,No,State,Complete,South,30-44,40-49,Independent/Other,40-49,0.904,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,106.0,36.0,Third call,1.0,50-59,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,,Support Clinton,Yes,Poor,,No,No,,Better,Clinton,Democrat,No High School,"$30,000-$50,000",Liberal,18-64,No,State,Complete,South,45-59,50-59,Democrat,50-64,0.87,,Same,Favorable
1.0,0.0,G,44.0,106.0,37.0,Third call,1.0,25-29,Hispanic,Female,Mauro,,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Independent,Postgrad,"$15,000-$30,000",Liberal,18-64,Yes,State,Complete,South,18-29,25-29,Independent/Other,25-29,0.827,Economy/Jobs,Worse,Favorable
1.0,0.0,G,44.0,113.0,1.0,First call,1.0,50-59,White,Male,Bush,Sharp,Mattox,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Not So Good,Run for President,No,No,Yes,Worse,Clinton,Democrat,Some College,"$30,000-$50,000",Liberal,18-64,Yes,State,Complete,South,45-59,50-59,Democrat,50-64,1.103,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,113.0,2.0,First call,1.0,18-24,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,State Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Better,Clinton,Something Else,High School Graduate,,Conservative,18-64,Yes,State,Complete,South,18-29,18-24,Independent/Other,18-24,1.27,Taxes,Worse,Favorable
1.0,0.0,G,44.0,113.0,3.0,First call,1.0,50-59,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Independent,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,45-59,50-59,Independent/Other,50-64,1.118,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,113.0,4.0,First call,1.0,65 and over,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Good,Serve out Term,No,Yes,Yes,Same,Did Not Vote,Democrat,Some College,"$30,000-$50,000",Moderate,65 and Over,Yes,State,Complete,South,60 and Over,60 and Over,Democrat,65 and Over,1.419,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,113.0,5.0,First call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Neither,No,Not So Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,South,30-44,30-39,Republican,30-39,1.103,Education,Same,Unfavorable
