V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
1.0,0.0,G,10.0,125.0,9.0,First call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,,Better,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,State,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.7690000000000001,Bring change,Unfavorable
1.0,0.0,G,10.0,125.0,10.0,First call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.7690000000000001,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,125.0,11.0,First call,1.0,50-59,Black,Female,Graham,MacKay,No,Approve,Disapprove,Black,Oppose,,No,,,,,,,,,,18 to 64,State,Not complete,Central,45 to 59,50 to 59,,50 to 64,1.661,Honest/Trust,Favorable
1.0,0.0,G,10.0,125.0,12.0,First call,1.0,30-39,White,Male,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,Yes,Better,Perot,Republican,Some college,100K or more,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,2.001,Cares about me,Unfavorable
1.0,0.0,G,10.0,125.0,13.0,First call,1.0,30-39,White,Male,Graham,MacKay,No,,Disapprove,White,Oppose,Neither,No,Yes,Yes,No,Worse,Perot,Democrat,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.7730000000000001,My party,Unfavorable
1.0,0.0,G,10.0,125.0,14.0,First call,1.0,50-59,White,Male,Graham,Bush,No,Approve,Disapprove,White,Oppose,Neither,No,No,Yes,No,Better,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,2.001,Get things done,Unfavorable
1.0,0.0,G,10.0,125.0,15.0,Second call,1.0,50-59,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.85,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,125.0,16.0,Second call,1.0,50-59,White,Male,Graham,Bush,No,Disapprove,Disapprove,White,Oppose,Neither,No,No,Yes,No,,Dole,Republican,Some college,100K or more,,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,2.001,My view of govt.,Unfavorable
1.0,0.0,G,10.0,125.0,17.0,Second call,1.0,60-64,Hispanic,Female,Crist,Bush,Yes,Disapprove,Disapprove,Hispanic,Support,Neither,Yes,Yes,Yes,Yes,Same,Perot,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Central,60 and over,60 and over,Democrat,50 to 64,2.185,Get things done,Unfavorable
1.0,0.0,G,10.0,125.0,18.0,Second call,1.0,60-64,White,Female,Graham,Bush,No,Disapprove,Approve,White,,Neither,,No,Yes,No,,Perot,Democrat,No HS,,Conservative,18 to 64,State,Complete,Central,60 and over,60 and over,Democrat,50 to 64,2.7569999999999997,Cares about me,Unfavorable
1.0,0.0,G,10.0,125.0,19.0,Second call,1.0,60-64,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Central,60 and over,60 and over,Republican,50 to 64,2.329,Honest/Trust,Favorable
1.0,0.0,G,10.0,125.0,20.0,Second call,1.0,65 and over,White,Female,Crist,Bush,No,Approve,Disapprove,White,Oppose,Neither,No,No,Yes,No,Same,Clinton,Democrat,,Under 15K,Moderate,65 and over,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,2.44,My view of govt.,Unfavorable
1.0,0.0,G,10.0,125.0,21.0,Second call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Central,60 and over,60 and over,Republican,50 to 64,2.44,Bring change,Unfavorable
1.0,0.0,G,10.0,125.0,22.0,Second call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.85,Get things done,Unfavorable
1.0,0.0,G,10.0,125.0,23.0,Second call,1.0,45-49,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,Support,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,2.093,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,125.0,24.0,Second call,1.0,40-44,White,Female,Graham,MacKay,,,,White,Support,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,,18 to 64,State,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.857,,Unfavorable
1.0,0.0,G,10.0,125.0,25.0,Second call,1.0,50-59,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.85,Bring change,Unfavorable
1.0,0.0,G,10.0,125.0,26.0,Third call,1.0,50-59,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,No,Yes,Yes,Yes,Better,Did not vote,Democrat,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.7730000000000001,My party,
1.0,0.0,G,10.0,125.0,27.0,Third call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,,50 to 75K,Conservative,65 and over,State,Complete,Central,60 and over,60 and over,Republican,65 and over,2.329,My view of govt.,Unfavorable
1.0,0.0,G,10.0,125.0,28.0,Third call,1.0,45-49,White,Male,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Same,Dole,Republican,Some college,50 to 75K,,18 to 64,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,2.001,Get things done,Unfavorable
1.0,0.0,G,10.0,125.0,29.0,Third call,1.0,45-49,White,Female,Graham,MacKay,No,Disapprove,Disapprove,White,Oppose,Neither,No,No,Yes,No,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.857,Experience,Unfavorable
1.0,0.0,G,10.0,125.0,30.0,Third call,1.0,45-49,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,,No,Same,,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,1.857,Experience,Favorable
1.0,0.0,G,10.0,125.0,31.0,Third call,1.0,30-39,Black,Male,Graham,Bush,No,Disapprove,Disapprove,Black,Support,Neither,No,Yes,Yes,No,Same,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.79,Bring change,Unfavorable
1.0,0.0,G,10.0,125.0,32.0,Third call,1.0,40-44,White,Female,Crist,MacKay,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,,Better,Perot,Independent,College grad,75 to 100K,,18 to 64,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.6429999999999998,Cares about me,Unfavorable
1.0,0.0,G,10.0,125.0,33.0,Third call,1.0,50-59,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,,Yes,Yes,Yes,,Worse,Dole,Independent,Some college,,Conservative,18 to 64,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.85,,Unfavorable
1.0,0.0,G,10.0,125.0,34.0,Third call,1.0,18-24,Hispanic,Male,Graham,MacKay,Yes,Approve,Approve,Hispanic,Oppose,Neither,No,No,No,No,Better,Clinton,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,2.594,Experience,Favorable
1.0,0.0,G,10.0,125.0,35.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Approve,White,Oppose,,No,,,,,,,,,,65 and over,State,Not complete,Central,60 and over,60 and over,,65 and over,2.446,My party,Unfavorable
1.0,0.0,G,10.0,125.0,36.0,Third call,1.0,60-64,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Central,60 and over,60 and over,Republican,50 to 64,2.329,My view of govt.,Unfavorable
1.0,0.0,G,10.0,125.0,37.0,Third call,1.0,45-49,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,Yes,Yes,Yes,,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,1.7690000000000001,My party,Unfavorable
1.0,0.0,G,10.0,125.0,38.0,Third call,1.0,30-39,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Republican,College grad,75 to 100K,Liberal,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.857,Experience,Favorable
1.0,0.0,G,10.0,125.0,39.0,Third call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.7730000000000001,Get things done,Favorable
1.0,0.0,G,10.0,125.0,40.0,Third call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,65 and over,State,Complete,Central,60 and over,60 and over,Republican,65 and over,2.329,My view of govt.,Unfavorable
1.0,0.0,G,10.0,125.0,41.0,Third call,1.0,40-44,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,Yes,Yes,Yes,,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.85,,Unfavorable
1.0,0.0,G,10.0,125.0,42.0,Third call,1.0,30-39,White,Female,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,2.093,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,1.0,First call,1.0,65 and over,White,Female,Crist,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Perot,Something else,Some college,Under 15K,Liberal,65 and over,State,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.265,Cares about me,Unfavorable
1.0,0.0,G,10.0,127.0,2.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Oppose,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,No HS,,Conservative,65 and over,State,Complete,Central,60 and over,60 and over,Republican,65 and over,1.362,Get things done,Unfavorable
1.0,0.0,G,10.0,127.0,3.0,First call,1.0,50-59,White,Male,Crist,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Same,Clinton,Independent,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.918,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,4.0,First call,1.0,30-39,Hispanic,Male,Graham,Bush,Yes,Disapprove,Approve,Hispanic,Support,Neither,No,Yes,Yes,No,Better,Clinton,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.046,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,5.0,First call,1.0,45-49,White,Male,Graham,MacKay,,Disapprove,Approve,White,Oppose,Neither,No,Yes,Yes,Yes,Better,Perot,Independent,Some college,,Liberal,18 to 64,State,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.034,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,6.0,First call,1.0,30-39,Hispanic,Male,Graham,MacKay,Yes,Approve,Disapprove,Hispanic,Support,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,0.9269999999999999,My view of govt.,Favorable
1.0,0.0,G,10.0,127.0,7.0,First call,1.0,25-29,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.689,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,8.0,First call,1.0,30-39,Black,Female,Graham,MacKay,No,Approve,Disapprove,Black,Oppose,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,0.97,Experience,Favorable
1.0,0.0,G,10.0,127.0,9.0,First call,1.0,30-39,Hispanic,Male,Graham,MacKay,Yes,Approve,Disapprove,Hispanic,Oppose,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,0.9269999999999999,My view of govt.,Favorable
1.0,0.0,G,10.0,127.0,10.0,First call,1.0,60-64,Hispanic,Female,Crist,Bush,Yes,Disapprove,Approve,White,Support,Oppose Clinton,Yes,Yes,Yes,,Same,Did not vote,Independent,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.276,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,11.0,First call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Oppose,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.034,My party,Favorable
1.0,0.0,G,10.0,127.0,12.0,First call,1.0,25-29,White,Male,Crist,,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,No,Better,Dole,Independent,Postgrad,30 to 50K,Conservative,18 to 64,State,Complete,Central,18 to 29,25 to 29,Independent/Other,25 to 29,1.6019999999999999,My view of govt.,Unfavorable
1.0,0.0,G,10.0,127.0,13.0,First call,1.0,25-29,Hispanic,Female,Graham,Bush,Yes,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.787,My view of govt.,Unfavorable
1.0,0.0,G,10.0,127.0,14.0,First call,1.0,25-29,White,Female,Graham,MacKay,No,Approve,Approve,White,Support,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Central,18 to 29,25 to 29,Democrat,25 to 29,1.77,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,15.0,Second call,1.0,40-44,White,Male,Crist,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Worse,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.034,,Favorable
1.0,0.0,G,10.0,127.0,16.0,Second call,1.0,45-49,White,Female,Graham,MacKay,No,Approve,,White,Oppose,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.084,My view of govt.,Favorable
1.0,0.0,G,10.0,127.0,17.0,Second call,1.0,30-39,White,Male,Crist,Bush,No,,,White,Support,Neither,No,,,,Same,Dole,Republican,HS grad,Under 15K,Liberal,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.034,,
1.0,0.0,G,10.0,127.0,18.0,Second call,1.0,60-64,White,Female,Graham,Bush,No,Disapprove,Approve,White,Support,Neither,No,No,No,Yes,Same,Dole,Republican,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Central,60 and over,60 and over,Republican,50 to 64,1.609,Get things done,Unfavorable
1.0,0.0,G,10.0,127.0,19.0,Second call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.082,My view of govt.,Unfavorable
1.0,0.0,G,10.0,127.0,20.0,Second call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Same,Did not vote,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.084,My view of govt.,
1.0,0.0,G,10.0,127.0,21.0,Second call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.034,My view of govt.,Unfavorable
1.0,0.0,G,10.0,127.0,22.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Disapprove,Disapprove,White,Oppose,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,65 and over,State,Complete,Central,60 and over,60 and over,Republican,65 and over,1.428,Experience,Unfavorable
1.0,0.0,G,10.0,127.0,23.0,Second call,1.0,18-24,White,Female,Graham,Bush,No,Approve,Disapprove,White,Support,Neither,No,No,No,No,Better,Did not vote,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Central,18 to 29,18 to 24,Democrat,18 to 24,1.996,Honest/Trust,Favorable
1.0,0.0,G,10.0,127.0,24.0,Second call,1.0,30-39,White,Female,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,Yes,Better,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.223,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,25.0,Second call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,,,,,,,,,,,,65 and over,State,Not complete,Central,60 and over,60 and over,,65 and over,1.424,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,26.0,Second call,1.0,30-39,White,Male,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Worse,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.167,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,27.0,Second call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,Yes,No,No,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.034,My view of govt.,Unfavorable
1.0,0.0,G,10.0,127.0,28.0,Third call,1.0,40-44,White,Female,Graham,Bush,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,No,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.223,,Unfavorable
1.0,0.0,G,10.0,127.0,29.0,Third call,1.0,,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,,Yes,No,No,No,Worse,Dole,,College grad,,Moderate,,State,Complete,Central,,,,,1.034,,Unfavorable
1.0,0.0,G,10.0,127.0,30.0,Third call,1.0,30-39,Hispanic,Female,Crist,Bush,Yes,Approve,Disapprove,Hispanic,Oppose,Neither,Yes,No,Yes,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,0.969,My view of govt.,Favorable
1.0,0.0,G,10.0,127.0,31.0,Third call,1.0,45-49,White,Female,Crist,Bush,No,Approve,Disapprove,White,Oppose,Neither,Yes,No,No,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,1.082,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,32.0,Third call,1.0,40-44,White,Male,Graham,Bush,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.167,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,33.0,Third call,1.0,30-39,Asian,Female,Graham,MacKay,No,Approve,Disapprove,Asian,Oppose,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.084,Experience,Favorable
1.0,0.0,G,10.0,127.0,34.0,Third call,1.0,30-39,White,Female,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.084,Experience,Unfavorable
1.0,0.0,G,10.0,127.0,35.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,Disapprove,Approve,White,Oppose,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.223,Cares about me,Unfavorable
1.0,0.0,G,10.0,127.0,36.0,Third call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.082,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,37.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Conservative,65 and over,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.428,My party,Favorable
1.0,0.0,G,10.0,127.0,38.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,Disapprove,Approve,White,Oppose,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.223,Cares about me,Unfavorable
1.0,0.0,G,10.0,127.0,39.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,,No,,,,,,,,,,18 to 64,State,Not complete,Central,45 to 59,50 to 59,,50 to 64,1.084,Get things done,Unfavorable
1.0,0.0,G,10.0,127.0,40.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,,White,Oppose,Neither,No,No,,,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.428,My party,
1.0,0.0,G,10.0,127.0,41.0,Third call,1.0,50-59,White,Male,Graham,Bush,No,Disapprove,Approve,White,Oppose,Neither,No,No,No,No,Better,Clinton,Independent,Some college,,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.167,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,127.0,42.0,Third call,1.0,45-49,White,Female,Crist,Bush,No,Disapprove,Approve,White,Oppose,Neither,No,Yes,Yes,No,Better,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.082,Get things done,Unfavorable
1.0,0.0,G,10.0,127.0,43.0,Third call,1.0,65 and over,White,Male,Graham,Bush,No,Disapprove,Approve,White,Oppose,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,HS grad,75 to 100K,Moderate,65 and over,State,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.537,Bring change,Unfavorable
1.0,0.0,G,10.0,127.0,44.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,,No,,Same,Clinton,Democrat,Some college,,Moderate,65 and over,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.428,My party,Favorable
1.0,0.0,G,10.0,127.0,45.0,Third call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Oppose,Neither,No,No,,No,Same,Did not vote,Republican,Postgrad,50 to 75K,Moderate,65 and over,State,Complete,Central,60 and over,60 and over,Republican,65 and over,1.424,Get things done,Unfavorable
1.0,0.0,G,10.0,127.0,46.0,Third call,1.0,60-64,White,Female,Graham,MacKay,No,Disapprove,Approve,White,Oppose,Neither,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.428,Experience,Unfavorable
1.0,0.0,G,10.0,127.0,47.0,Third call,1.0,45-49,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.034,Bring change,Favorable
1.0,0.0,G,10.0,128.0,1.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,65 and over,State,Complete,Central,60 and over,60 and over,Republican,65 and over,1.984,My view of govt.,Unfavorable
1.0,0.0,G,10.0,128.0,2.0,First call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,Approve,White,Oppose,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Central,60 and over,60 and over,Republican,50 to 64,2.077,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,128.0,3.0,First call,1.0,45-49,White,Female,Crist,MacKay,No,Approve,Disapprove,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.397,,Unfavorable
1.0,0.0,G,10.0,128.0,4.0,First call,1.0,50-59,White,Male,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.509,My view of govt.,Unfavorable
1.0,0.0,G,10.0,128.0,5.0,First call,1.0,50-59,White,Male,Graham,MacKay,No,Approve,Disapprove,White,Oppose,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.509,My view of govt.,Favorable
