State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Ashcroft good Pres?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Senate importance,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
26.0,108.0,3.0,First call,45-49,Black,Male,Other,Approve,Disapprove,Neither,Yes,No,No,No,No,Same,Perot,Something else,College grad,15 to 30K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Independent/Other,40 to 49,0.43000000000000005,Favorable
26.0,108.0,4.0,First call,65 and over,Black,Male,Nixon,Approve,,Support Clinton,,No,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Liberal,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.33399999999999996,Favorable
26.0,108.0,5.0,First call,60-64,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.33399999999999996,Favorable
26.0,108.0,6.0,First call,18-24,Black,Male,Bond,Approve,Approve,Support Clinton,,,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,18 to 24,Democrat,18 to 24,0.303,Favorable
26.0,108.0,7.0,First call,45-49,Black,Male,Bond,Approve,Disapprove,,No,Yes,,,,,,,,,,18 to 64,Issues,State,Not complete,St. Louis city,45 to 59,40 to 49,,40 to 49,0.27499999999999997,Favorable
26.0,108.0,8.0,First call,40-44,Black,Female,Nixon,Approve,Approve,Neither,No,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Favorable
26.0,108.0,9.0,First call,40-44,Black,Female,Bond,Approve,Approve,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.319,Favorable
26.0,108.0,10.0,Second call,40-44,Black,Female,Bond,Approve,Approve,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.319,Favorable
26.0,108.0,11.0,Second call,30-39,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,30 to 39,Democrat,30 to 39,0.34299999999999997,Favorable
26.0,108.0,12.0,Second call,45-49,Black,Male,Other,Approve,Disapprove,Neither,No,No,No,No,No,Same,Perot,Something else,College grad,15 to 30K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Independent/Other,40 to 49,0.43000000000000005,Favorable
26.0,108.0,13.0,Second call,65 and over,Black,Male,Nixon,Approve,,Support Clinton,,No,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Liberal,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.33399999999999996,Favorable
26.0,108.0,14.0,Second call,25-29,Black,Female,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,25 to 29,Democrat,25 to 29,0.351,Favorable
26.0,108.0,15.0,Second call,45-49,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Moral Values,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.39799999999999996,Favorable
26.0,108.0,16.0,Second call,60-64,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.388,Favorable
26.0,108.0,17.0,Second call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Favorable
26.0,108.0,18.0,Second call,45-49,Black,Female,Nixon,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Independent/Other,40 to 49,0.39799999999999996,Favorable
26.0,108.0,19.0,Second call,65 and over,Black,Female,Bond,Disapprove,,Support Clinton,Yes,No,No,No,,Better,Clinton,Democrat,Some college,,Liberal,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.311,Favorable
26.0,108.0,20.0,Second call,50-59,Black,Female,Other,Approve,,Support Clinton,No,Yes,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.499,Favorable
26.0,108.0,21.0,Second call,60-64,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.33399999999999996,Favorable
26.0,108.0,22.0,Second call,18-24,Black,Male,Bond,Approve,Approve,Support Clinton,,,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,18 to 24,Democrat,18 to 24,0.303,Favorable
26.0,108.0,23.0,Second call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,40 to 49,Independent/Other,40 to 49,0.39799999999999996,Favorable
26.0,108.0,24.0,Second call,40-44,Black,Female,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.319,Unfavorable
26.0,108.0,25.0,Second call,45-49,Black,Male,Nixon,Approve,Approve,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Moral Values,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.34299999999999997,Unfavorable
26.0,108.0,26.0,Second call,40-44,Black,Male,Bond,Approve,Approve,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.27499999999999997,Favorable
26.0,108.0,27.0,Second call,40-44,Black,Female,Bond,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.319,Favorable
26.0,108.0,28.0,Second call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,,No,No,,Worse,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Favorable
26.0,108.0,29.0,Second call,50-59,Black,Female,Nixon,Approve,Disapprove,Support Clinton,,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.39799999999999996,Favorable
26.0,108.0,30.0,Second call,25-29,Black,Female,Bond,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,25 to 29,Democrat,25 to 29,0.351,Favorable
26.0,108.0,31.0,Second call,25-29,Black,Female,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,25 to 29,Democrat,25 to 29,0.351,Favorable
26.0,108.0,32.0,Second call,40-44,Black,Male,Bond,Approve,Approve,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.27499999999999997,Favorable
26.0,108.0,34.0,Second call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Favorable
26.0,108.0,35.0,Third call,40-44,White,Female,Bond,Disapprove,Disapprove,Neither,Yes,Yes,No,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Republican,40 to 49,0.34199999999999997,Unfavorable
26.0,108.0,36.0,Third call,45-49,Black,Male,Bond,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Clinton,Something else,Some college,50 to 75K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,45 to 59,40 to 49,Independent/Other,40 to 49,0.27499999999999997,Favorable
26.0,108.0,37.0,Third call,50-59,Black,Male,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.27499999999999997,Favorable
26.0,108.0,38.0,Third call,50-59,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.34299999999999997,Unfavorable
26.0,108.0,39.0,Third call,50-59,Black,Female,Nixon,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.39799999999999996,Favorable
26.0,108.0,40.0,Third call,30-39,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,30 to 39,Democrat,30 to 39,0.34299999999999997,Favorable
26.0,108.0,41.0,Third call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Unfavorable
26.0,108.0,42.0,Third call,65 and over,Black,Male,Nixon,Approve,Disapprove,Support Clinton,,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.33399999999999996,Favorable
26.0,108.0,43.0,Third call,60-64,Black,Male,Nixon,Approve,Disapprove,Neither,Yes,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.33399999999999996,Favorable
26.0,108.0,44.0,Third call,40-44,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Independent/Other,40 to 49,0.34299999999999997,Unfavorable
26.0,108.0,45.0,Third call,45-49,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Independent/Other,40 to 49,0.39799999999999996,Favorable
26.0,108.0,46.0,Third call,65 and over,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.33399999999999996,Favorable
26.0,108.0,47.0,Third call,50-59,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.34299999999999997,Favorable
26.0,108.0,48.0,Third call,60-64,Black,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.388,Favorable
26.0,108.0,49.0,Third call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Unfavorable
26.0,108.0,50.0,Third call,40-44,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.39799999999999996,Favorable
26.0,108.0,51.0,Third call,45-49,Other,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Other,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.42600000000000005,Favorable
26.0,108.0,52.0,Third call,45-49,Black,Male,Nixon,Approve,Disapprove,Neither,No,,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.34299999999999997,Favorable
26.0,108.0,53.0,Third call,60-64,Black,Male,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.268,Favorable
26.0,108.0,54.0,Third call,65 and over,Black,Male,Nixon,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Independent/Other,65 and over,0.33399999999999996,Favorable
26.0,108.0,55.0,Third call,50-59,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Independent/Other,50 to 64,0.34299999999999997,Favorable
26.0,108.0,56.0,Third call,50-59,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Something else,Some college,Under 15K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Independent/Other,50 to 64,0.34299999999999997,Favorable
26.0,108.0,57.0,Third call,45-49,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.34299999999999997,Favorable
26.0,108.0,58.0,Third call,65 and over,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.388,Favorable
26.0,108.0,59.0,Third call,65 and over,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.33399999999999996,Favorable
26.0,111.0,1.0,Second call,45-49,Black,Female,Nixon,Approve,Approve,Neither,,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.111,Unfavorable
26.0,111.0,2.0,Second call,18-24,Black,Female,Nixon,Approve,Disapprove,Neither,Yes,No,No,No,No,Better,Did not vote,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,18 to 24,Democrat,18 to 24,0.12300000000000001,Favorable
26.0,111.0,3.0,Second call,60-64,Black,Male,Bond,Approve,Disapprove,Support Clinton,Yes,Yes,No,No,No,Better,Clinton,Democrat,No HS,,Liberal,18 to 64,Moral Values,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.075,Favorable
26.0,111.0,4.0,Second call,65 and over,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
26.0,111.0,5.0,Second call,65 and over,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
26.0,111.0,6.0,Second call,40-44,Black,Female,Nixon,Approve,Approve,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.111,Favorable
26.0,111.0,7.0,Second call,30-39,Black,Male,Nixon,Approve,Approve,Neither,No,,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,30 to 39,Democrat,30 to 39,0.096,Favorable
26.0,111.0,8.0,Second call,65 and over,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Independent/Other,65 and over,0.094,Favorable
26.0,111.0,9.0,Second call,65 and over,Black,Female,Nixon,Approve,,,Yes,No,No,No,,Better,,Democrat,HS grad,Under 15K,,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
26.0,111.0,10.0,Second call,65 and over,Black,Male,Bond,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.075,Favorable
26.0,111.0,11.0,Second call,50-59,Black,Male,Nixon,Approve,,Support Clinton,No,,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.096,Favorable
26.0,111.0,12.0,Second call,65 and over,Black,Female,Nixon,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
26.0,111.0,13.0,Second call,30-39,Black,Male,Nixon,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,30 to 39,Democrat,30 to 39,0.096,Favorable
26.0,111.0,14.0,Second call,40-44,Black,Male,Nixon,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.096,Favorable
26.0,111.0,15.0,Second call,65 and over,Black,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Independent,College grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Independent/Other,65 and over,0.108,Unfavorable
26.0,111.0,16.0,Second call,65 and over,Black,Male,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Independent/Other,65 and over,0.075,Favorable
26.0,111.0,17.0,Second call,65 and over,Black,Female,Bond,Approve,,Neither,No,No,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.08700000000000001,Favorable
26.0,111.0,18.0,Second call,40-44,Black,Female,Bond,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.08900000000000001,Favorable
26.0,111.0,19.0,Third call,60-64,Black,Female,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.108,Favorable
26.0,111.0,20.0,Third call,60-64,Black,Female,Bond,Approve,Approve,Support Clinton,Yes,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.08700000000000001,Favorable
26.0,111.0,21.0,Third call,60-64,Black,Male,Bond,,,Neither,No,No,,,,Same,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,60 and over,60 and over,Independent/Other,50 to 64,0.075,Favorable
26.0,111.0,22.0,Third call,50-59,Black,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.096,Favorable
26.0,111.0,23.0,Third call,40-44,,Female,Nixon,Approve,,Neither,,,No,No,No,Better,Clinton,Something else,College grad,,Conservative,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,40 to 49,Independent/Other,40 to 49,0.11900000000000001,Favorable
26.0,111.0,24.0,Third call,45-49,Black,Male,Bond,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Independent/Other,40 to 49,0.077,Favorable
26.0,111.0,25.0,Third call,30-39,Black,Female,Nixon,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Democrat,HS grad,75 to 100K,Conservative,18 to 64,,State,Complete,St. Louis city,30 to 44,30 to 39,Democrat,30 to 39,0.111,Favorable
26.0,111.0,26.0,Third call,60-64,Black,Female,Nixon,,,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.108,Favorable
26.0,111.0,27.0,Third call,50-59,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.096,Favorable
26.0,111.0,28.0,Third call,18-24,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,,No,No,No,Same,Clinton,Democrat,Postgrad,,Moderate,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,18 to 24,Democrat,18 to 24,0.12300000000000001,Favorable
26.0,111.0,29.0,Third call,18-24,Black,Male,Bond,Approve,Disapprove,Support Clinton,No,Yes,No,No,Yes,,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Moral Values,State,Complete,St. Louis city,18 to 29,18 to 24,Democrat,18 to 24,0.085,Favorable
26.0,111.0,30.0,Third call,50-59,Black,Female,Nixon,Approve,Approve,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,45 to 59,50 to 59,Democrat,50 to 64,0.111,Favorable
26.0,111.0,31.0,Third call,40-44,Black,Male,Bond,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.077,Favorable
26.0,111.0,32.0,Third call,40-44,Black,Female,Bond,Approve,Disapprove,Neither,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.08900000000000001,Favorable
26.0,111.0,33.0,Third call,45-49,Black,Female,Nixon,Approve,Approve,Neither,,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,45 to 59,40 to 49,Democrat,40 to 49,0.111,Unfavorable
26.0,111.0,34.0,Third call,18-24,Black,Female,Nixon,Approve,Disapprove,Neither,Yes,No,No,No,No,Better,Did not vote,Democrat,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,18 to 29,18 to 24,Democrat,18 to 24,0.12300000000000001,Favorable
26.0,111.0,35.0,Third call,60-64,Black,Male,Bond,Approve,Disapprove,Support Clinton,Yes,Yes,No,No,No,Better,Clinton,Democrat,No HS,,Liberal,18 to 64,Moral Values,State,Complete,St. Louis city,60 and over,60 and over,Democrat,50 to 64,0.075,Favorable
26.0,111.0,36.0,Third call,65 and over,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
26.0,111.0,37.0,Third call,65 and over,Black,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
26.0,111.0,38.0,Third call,40-44,Black,Female,Nixon,Approve,Approve,Support Clinton,No,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,40 to 49,Democrat,40 to 49,0.111,Favorable
26.0,111.0,39.0,Third call,30-39,Black,Male,Nixon,Approve,Approve,Neither,No,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Issues,State,Complete,St. Louis city,30 to 44,30 to 39,Democrat,30 to 39,0.096,Favorable
26.0,111.0,40.0,Third call,65 and over,Black,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Issues,State,Complete,St. Louis city,60 and over,60 and over,Independent/Other,65 and over,0.094,Favorable
26.0,111.0,41.0,Third call,65 and over,Black,Female,Nixon,Approve,,,Yes,No,No,No,,Better,,Democrat,HS grad,Under 15K,,65 and over,,State,Complete,St. Louis city,60 and over,60 and over,Democrat,65 and over,0.108,Favorable
