State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Lottery to fund educ,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
1.0,83.0,46.0,Third call,50-59,White,Female,Shelby,James,Disapprove,,,,,,,Better,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.8160000000000001
1.0,83.0,47.0,Third call,50-59,White,Male,Shelby,Siegelman,Approve,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.461
1.0,83.0,48.0,Third call,65 and over,White,Female,Shelby,James,Disapprove,,,,,,,Better,,Republican,,100K or more,Conservative,65 and over,,National,Complete,North,60 and over,65 and over,Republican,65 and over,0.859
1.0,83.0,49.0,Third call,65 and over,White,Female,Sudith,Siegelman,Approve,,,,,,,,,,,,,65 and over,,National,Not complete,North,60 and over,65 and over,,65 and over,0.6689999999999999
1.0,83.0,50.0,Third call,18-24,White,Female,Shelby,James,,,,,,,,Same,,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,North,18 to 29,18 to 24,Republican,18 to 24,0.885
1.0,83.0,51.0,Third call,45-49,White,Female,Shelby,Siegelman,,,,,,,,Same,,Republican,,30 to 50K,Liberal,18 to 64,,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.47000000000000003
1.0,83.0,52.0,Third call,65 and over,White,Male,Shelby,Siegelman,Approve,,,,,,,Better,,Democrat,,50 to 75K,Moderate,65 and over,,National,Complete,North,60 and over,65 and over,Democrat,65 and over,0.48600000000000004
1.0,83.0,53.0,Third call,50-59,White,Male,Sudith,Siegelman,Approve,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.624
1.0,94.0,1.0,First call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.9400000000000001
1.0,94.0,2.0,First call,50-59,White,Male,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,45 to 59,50 to 59,,50 to 64,0.9400000000000001
1.0,94.0,3.0,First call,25-29,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Perot,Republican,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Republican,25 to 29,1.287
1.0,94.0,4.0,First call,30-39,White,Female,Shelby,James,Disapprove,,Neither,Yes,Yes,Yes,Yes,Better,Other,Republican,HS grad,,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.8089999999999999
1.0,94.0,5.0,First call,30-39,White,Female,Shelby,James,Disapprove,,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,30 to 44,30 to 39,,30 to 39,0.8089999999999999
1.0,94.0,6.0,First call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,Republican,HS grad,75 to 100K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Republican,65 and over,1.32
1.0,94.0,7.0,First call,45-49,White,Female,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,45 to 59,40 to 49,,40 to 49,0.8089999999999999
1.0,94.0,8.0,First call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.9400000000000001
1.0,94.0,9.0,First call,25-29,White,Male,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Independent/Other,25 to 29,1.287
1.0,94.0,10.0,First call,30-39,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.9400000000000001
1.0,94.0,11.0,First call,45-49,White,Female,Shelby,Siegelman,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Favor,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,0.897
1.0,94.0,12.0,First call,50-59,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.897
1.0,94.0,13.0,First call,60-64,Black,Male,Sudith,Siegelman,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,60 and over,65 and over,,50 to 64,1.968
1.0,94.0,14.0,Second call,40-44,White,Male,Sudith,Siegelman,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,30 to 44,40 to 49,,40 to 49,1.408
1.0,94.0,15.0,Second call,30-39,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.9400000000000001
1.0,94.0,16.0,Second call,30-39,Other,Male,Shelby,Siegelman,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,30 to 44,30 to 39,,30 to 39,1.04
1.0,94.0,17.0,Second call,30-39,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.8089999999999999
1.0,94.0,18.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,,No,,,,,,,,,,65 and over,Oppose,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.32
1.0,94.0,19.0,Second call,65 and over,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Other,Republican,Some college,Under 15K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Republican,65 and over,1.136
1.0,94.0,20.0,Second call,40-44,White,Male,Shelby,James,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,30 to 44,40 to 49,,40 to 49,0.9400000000000001
1.0,94.0,21.0,Second call,18-24,Black,Female,Shelby,,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,18 to 24,Republican,18 to 24,1.15
1.0,94.0,22.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,,Yes,,,,,,,,,,65 and over,Oppose,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.32
1.0,94.0,23.0,Second call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,45 to 59,50 to 59,,50 to 64,0.8089999999999999
1.0,94.0,24.0,Second call,65 and over,White,Female,Shelby,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,Favor,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.258
1.0,94.0,25.0,Second call,40-44,White,Male,Sudith,Siegelman,Disapprove,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.408
1.0,94.0,26.0,Second call,25-29,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Republican,25 to 29,1.107
1.0,94.0,27.0,Second call,30-39,White,Female,Shelby,James,Disapprove,Approve,Neither,,Yes,Yes,No,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.8089999999999999
1.0,94.0,28.0,Second call,50-59,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,1.04
1.0,94.0,29.0,Second call,25-29,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,18 to 29,25 to 29,Independent/Other,25 to 29,1.287
1.0,94.0,30.0,Second call,65 and over,White,Male,Shelby,Siegelman,Disapprove,Disapprove,,Yes,,,,,,,,,,65 and over,Favor,State,Not complete,North Central,60 and over,65 and over,,65 and over,1.461
1.0,94.0,31.0,Second call,30-39,White,Male,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Dole,Independent,College grad,100K or more,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.408
1.0,94.0,32.0,Second call,30-39,White,Female,Sudith,James,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Democrat,30 to 39,1.096
1.0,94.0,33.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,45 to 59,40 to 49,,40 to 49,0.8089999999999999
1.0,94.0,34.0,Third call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,1.04
1.0,94.0,35.0,Third call,40-44,White,Male,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,30 to 44,40 to 49,,40 to 49,0.9400000000000001
1.0,94.0,36.0,Third call,30-39,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,0.8089999999999999
1.0,94.0,37.0,Third call,45-49,White,Male,Shelby,James,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,North Central,45 to 59,40 to 49,,40 to 49,0.9400000000000001
1.0,94.0,38.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,No,No,Yes,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Favor,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,0.8089999999999999
1.0,94.0,39.0,Third call,40-44,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Perot,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,40 to 49,Republican,40 to 49,0.897
1.0,94.0,40.0,Third call,45-49,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,Yes,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.04
1.0,94.0,41.0,Third call,18-24,White,Female,Shelby,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Did not vote,Republican,Some college,30 to 50K,Liberal,18 to 64,Favor,State,Complete,North Central,18 to 29,18 to 24,Republican,18 to 24,1.226
1.0,94.0,42.0,Third call,18-24,White,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,North Central,18 to 29,18 to 24,Democrat,18 to 24,1.6589999999999998
1.0,94.0,43.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.8089999999999999
1.0,94.0,44.0,Third call,45-49,White,Female,Shelby,Siegelman,Approve,Approve,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,North Central,45 to 59,40 to 49,,40 to 49,0.897
1.0,94.0,45.0,Third call,65 and over,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,Yes,No,,Yes,Worse,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Democrat,65 and over,1.258
1.0,94.0,46.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,40 to 49,Republican,40 to 49,0.8089999999999999
1.0,94.0,47.0,Third call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,1.04
1.0,94.0,48.0,Third call,30-39,Black,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,Yes,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North Central,30 to 44,30 to 39,Democrat,30 to 39,0.893
1.0,94.0,49.0,Third call,50-59,White,Female,Shelby,Siegelman,Approve,Approve,Neither,Yes,No,No,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,0.897
1.0,94.0,50.0,Third call,50-59,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Republican,50 to 64,0.8089999999999999
1.0,95.0,1.0,First call,50-59,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,No HS,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,50 to 59,Republican,50 to 64,0.3
1.0,95.0,2.0,First call,65 and over,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,Independent/Other,65 and over,0.424
1.0,95.0,3.0,First call,45-49,Black,Female,Sudith,Siegelman,Approve,,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Black Belt,45 to 59,40 to 49,Democrat,40 to 49,1.309
1.0,95.0,4.0,First call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Black Belt,45 to 59,50 to 59,Independent/Other,50 to 64,0.298
1.0,95.0,5.0,First call,65 and over,,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,Independent/Other,65 and over,0.42800000000000005
1.0,95.0,6.0,Second call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,College grad,,Moderate,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.309
1.0,95.0,7.0,Second call,25-29,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,18 to 29,25 to 29,Democrat,25 to 29,1.152
1.0,95.0,8.0,Second call,25-29,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,18 to 29,25 to 29,Democrat,25 to 29,1.152
1.0,95.0,9.0,Second call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.309
1.0,95.0,10.0,Second call,60-64,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,,18 to 64,Favor,State,Complete,Black Belt,60 and over,65 and over,Democrat,50 to 64,1.858
1.0,95.0,11.0,Second call,30-39,Black,Male,Sudith,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.301
1.0,95.0,12.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,,Same,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,Republican,65 and over,0.424
1.0,95.0,13.0,Second call,30-39,White,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,0.666
1.0,95.0,14.0,Second call,25-29,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,18 to 29,25 to 29,Democrat,25 to 29,1.152
1.0,95.0,15.0,Third call,65 and over,White,Female,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Perot,,HS grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,,65 and over,0.42800000000000005
1.0,95.0,16.0,Third call,30-39,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Republican,30 to 39,0.3
1.0,95.0,17.0,Third call,30-39,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Independent/Other,30 to 39,0.49
1.0,95.0,18.0,Third call,25-29,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Something else,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Black Belt,18 to 29,25 to 29,Independent/Other,25 to 29,0.435
1.0,95.0,19.0,Third call,,Black,Male,Sudith,Siegelman,Disapprove,,Neither,Yes,Yes,Yes,Yes,Better,Clinton,Independent,HS grad,100K or more,Conservative,,Favor,State,Complete,Black Belt,,,Independent/Other,,1.301
1.0,95.0,20.0,Third call,,Black,,,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,,,Favor,State,Complete,Black Belt,,,Democrat,,1.067
1.0,95.0,21.0,Third call,30-39,Black,Female,Shelby,Siegelman,Approve,Disapprove,Neither,Yes,No,No,,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,0.965
1.0,95.0,22.0,Third call,30-39,White,Female,Shelby,Siegelman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,0.492
1.0,95.0,23.0,Third call,30-39,Black,Female,Shelby,Siegelman,Approve,Approve,Support Clinton,Yes,No,Yes,No,Better,Clinton,Republican,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Republican,30 to 39,0.965
1.0,95.0,24.0,Third call,50-59,Black,Male,Shelby,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Black Belt,45 to 59,50 to 59,Democrat,50 to 64,0.959
1.0,95.0,25.0,Third call,45-49,,,Sudith,Siegelman,,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Black Belt,45 to 59,40 to 49,Independent/Other,40 to 49,0.666
1.0,95.0,26.0,Third call,18-24,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Black Belt,18 to 29,18 to 24,Democrat,18 to 24,1.152
1.0,95.0,27.0,Third call,50-59,Black,Female,,Siegelman,Approve,Disapprove,Neither,,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,,State,Complete,Black Belt,45 to 59,50 to 59,Democrat,50 to 64,1.074
1.0,95.0,28.0,Third call,60-64,White,Female,Shelby,James,Disapprove,,Neither,,No,Yes,Yes,Better,Perot,Independent,Some college,15 to 30K,Conservative,18 to 64,Favor,State,Complete,Black Belt,60 and over,65 and over,Independent/Other,50 to 64,0.42800000000000005
1.0,95.0,29.0,Third call,30-39,Black,Female,,Siegelman,Disapprove,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.074
1.0,95.0,30.0,Third call,18-24,White,Male,Shelby,James,Approve,Approve,Neither,No,No,No,No,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Black Belt,18 to 29,18 to 24,Republican,18 to 24,0.263
1.0,95.0,31.0,Third call,40-44,,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,40 to 49,Democrat,40 to 49,0.6629999999999999
1.0,95.0,32.0,Third call,18-24,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,,Better,,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Black Belt,18 to 29,18 to 24,Democrat,18 to 24,1.152
1.0,95.0,33.0,Third call,40-44,Black,Male,Shelby,Siegelman,Approve,,Neither,No,No,No,No,Same,Clinton,,College grad,15 to 30K,,18 to 64,,State,Complete,Black Belt,30 to 44,40 to 49,,40 to 49,0.959
1.0,95.0,34.0,Third call,18-24,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,Yes,No,Better,Did not vote,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Black Belt,18 to 29,18 to 24,Democrat,18 to 24,1.152
1.0,95.0,35.0,Third call,30-39,Black,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,HS grad,100K or more,Conservative,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.301
1.0,95.0,36.0,Third call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,Yes,No,Same,Clinton,Democrat,No HS,30 to 50K,,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.309
1.0,95.0,37.0,Third call,45-49,Black,Female,Shelby,James,Approve,Approve,Support Clinton,,No,No,No,Better,Clinton,Democrat,HS grad,,,18 to 64,Favor,State,Complete,Black Belt,45 to 59,40 to 49,Democrat,40 to 49,0.59
1.0,95.0,38.0,Third call,60-64,Black,Female,Sudith,Siegelman,Approve,Approve,,Yes,No,No,No,Same,,Democrat,No HS,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,60 and over,65 and over,Democrat,50 to 64,1.858
1.0,95.0,39.0,Third call,30-39,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Same,,,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,,30 to 39,1.309
1.0,95.0,40.0,Third call,25-29,White,Male,Shelby,James,,Approve,,,No,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,18 to 29,25 to 29,Republican,25 to 29,0.263
1.0,95.0,41.0,Third call,45-49,Black,Male,Sudith,Siegelman,,Approve,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Black Belt,45 to 59,40 to 49,Democrat,40 to 49,1.301
1.0,95.0,42.0,Third call,45-49,Black,Female,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,,18 to 64,Favor,State,Complete,Black Belt,45 to 59,40 to 49,Democrat,40 to 49,1.309
1.0,96.0,1.0,First call,30-39,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,30 to 39,Republican,30 to 39,1.396
1.0,96.0,2.0,First call,50-59,White,Female,Shelby,James,Approve,Approve,,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,North Central,45 to 59,50 to 59,Democrat,50 to 64,1.396
1.0,96.0,3.0,First call,40-44,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North Central,30 to 44,40 to 49,Republican,40 to 49,1.62
1.0,96.0,4.0,First call,65 and over,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Oppose,State,Complete,North Central,60 and over,65 and over,Republican,65 and over,1.9580000000000002
1.0,96.0,5.0,First call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,Favor,State,Complete,North Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.396
1.0,96.0,6.0,First call,60-64,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,North Central,60 and over,65 and over,Republican,50 to 64,1.9580000000000002
