State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
20.0,61.0,37.0,Third call,45-49,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.616
20.0,61.0,38.0,Third call,45-49,White,Female,Other,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.608
20.0,61.0,39.0,Third call,40-44,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.616
20.0,61.0,40.0,Third call,25-29,White,Male,Longley,Disapprove,,Neither,Yes,Yes,,Better,,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,18 to 29,25 to 29,Republican,25 to 29,0.7549999999999999
20.0,61.0,41.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.571
20.0,61.0,42.0,Third call,30-39,White,Female,King,Approve,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.571
20.0,61.0,43.0,Third call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.571
20.0,61.0,44.0,Third call,25-29,White,Female,King,Approve,Disapprove,Support Clinton,No,Yes,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.558
20.0,64.0,1.0,First call,50-59,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,1.179
20.0,64.0,2.0,First call,65 and over,White,Male,King,Approve,Disapprove,,,Yes,Yes,Same,Dole,Republican,,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.208
20.0,64.0,3.0,First call,45-49,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.861
20.0,64.0,4.0,First call,65 and over,White,Female,King,Approve,Approve,Neither,,,Yes,Worse,Clinton,,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,,65 and over,1.12
20.0,64.0,5.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.12
20.0,64.0,6.0,First call,50-59,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,1.165
20.0,64.0,7.0,First call,65 and over,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Democrat,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.5150000000000001
20.0,64.0,8.0,First call,50-59,White,Female,Longley,,,Neither,,,,Better,,Republican,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,1.079
20.0,64.0,9.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Dole,Independent,Under 15K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.208
20.0,64.0,10.0,Second call,50-59,White,Female,Longley,Approve,Disapprove,Neither,No,No,Yes,Better,Perot,Democrat,,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,1.079
20.0,64.0,11.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.12
20.0,64.0,12.0,Second call,65 and over,White,Male,Longley,,,Oppose Clinton,Yes,,,Worse,Dole,Republican,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.5150000000000001
20.0,64.0,13.0,Second call,60-64,White,Male,King,Approve,Approve,Neither,No,No,Yes,Same,,Republican,Under 15K,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,1.208
20.0,64.0,14.0,Second call,45-49,White,Female,King,Disapprove,Disapprove,Oppose Clinton,No,Yes,,Same,Perot,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.861
20.0,64.0,15.0,Second call,25-29,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,1.152
20.0,64.0,16.0,Second call,40-44,White,Male,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.9289999999999999
20.0,64.0,17.0,Second call,25-29,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.908
20.0,64.0,18.0,Second call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.861
20.0,64.0,19.0,Second call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.9289999999999999
20.0,64.0,20.0,Second call,45-49,White,Male,Longley,,,,No,No,No,Worse,Clinton,Republican,,,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,1.165
20.0,64.0,21.0,Second call,30-39,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Worse,Clinton,Independent,Under 15K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.861
20.0,64.0,22.0,Second call,40-44,White,Male,King,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.9289999999999999
20.0,64.0,23.0,Second call,18-24,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Did not vote,Democrat,15 to 30K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,1.244
20.0,64.0,24.0,Second call,50-59,White,Female,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,Under 15K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.861
20.0,64.0,25.0,Third call,40-44,White,Male,King,Approve,Approve,Neither,No,No,Yes,Same,Did not vote,Republican,,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.9289999999999999
20.0,64.0,26.0,Third call,50-59,White,Female,Longley,Disapprove,,Neither,,,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,1.079
20.0,64.0,27.0,Third call,45-49,White,Male,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.9289999999999999
20.0,64.0,28.0,Third call,30-39,White,Male,Longley,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,1.165
20.0,64.0,29.0,Third call,45-49,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,Under 15K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.917
20.0,64.0,30.0,Third call,40-44,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,1.079
20.0,64.0,31.0,Third call,40-44,Other,Male,Longley,Disapprove,Disapprove,Neither,No,No,No,Worse,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,1.165
20.0,64.0,32.0,Third call,30-39,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,No,Better,Perot,Independent,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.861
20.0,64.0,33.0,Third call,50-59,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,1.165
20.0,64.0,34.0,Third call,50-59,White,Male,Connelly,Disapprove,Disapprove,Neither,,Yes,,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,1.273
20.0,64.0,35.0,Third call,30-39,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,1.079
20.0,64.0,36.0,Third call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.861
20.0,64.0,37.0,Third call,45-49,White,Female,King,Disapprove,Approve,Neither,,Yes,,Worse,,Independent,Under 15K,,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.861
20.0,64.0,38.0,Third call,30-39,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,1.079
20.0,65.0,1.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Independent,30 to 50K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.888
20.0,65.0,2.0,First call,50-59,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,1.546
20.0,65.0,3.0,First call,45-49,White,Female,Other,Approve,Disapprove,Neither,No,Yes,,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,1.546
20.0,65.0,4.0,First call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.888
20.0,65.0,5.0,First call,65 and over,White,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.888
20.0,65.0,6.0,First call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Perot,Independent,15 to 30K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,2.038
20.0,65.0,7.0,First call,45-49,White,Female,King,Approve,Approve,Neither,No,No,,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,1.452
20.0,65.0,8.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,Yes,Yes,Same,Other,Republican,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.888
20.0,65.0,9.0,First call,45-49,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,1.567
20.0,65.0,10.0,First call,65 and over,White,Female,King,Approve,Approve,Oppose Clinton,Yes,Yes,,Same,Clinton,Republican,50 to 75K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.888
20.0,65.0,11.0,Second call,45-49,White,Female,Other,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,1.546
20.0,65.0,12.0,Second call,65 and over,White,Female,Other,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,Under 15K,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,2.011
20.0,65.0,13.0,Second call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,100K or more,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,2.038
20.0,65.0,14.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,1.452
20.0,65.0,15.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Independent,30 to 50K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.888
20.0,65.0,16.0,Second call,18-24,Other,Male,Other,Disapprove,Disapprove,Neither,No,No,Yes,Same,Did not vote,Independent,75 to 100K,Liberal,18 to 64,State,Cd #2,18 to 29,18 to 24,Independent/Other,18 to 24,1.63
20.0,65.0,17.0,Second call,40-44,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,1.669
20.0,65.0,18.0,Second call,60-64,White,Male,Longley,Disapprove,Approve,Neither,Yes,No,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,2.556
20.0,65.0,19.0,Second call,18-24,White,Male,Other,Disapprove,Disapprove,Neither,No,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,1.63
20.0,65.0,20.0,Second call,40-44,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,1.452
20.0,65.0,21.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.888
20.0,65.0,22.0,Second call,45-49,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,1.452
20.0,65.0,23.0,Third call,65 and over,White,Female,Longley,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,2.3689999999999998
20.0,65.0,24.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,1.452
20.0,65.0,25.0,Third call,40-44,White,Male,King,Disapprove,Disapprove,Neither,No,No,No,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,1.567
20.0,65.0,26.0,Third call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,1.567
20.0,65.0,27.0,Third call,30-39,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Something else,Under 15K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,1.669
20.0,65.0,28.0,Third call,25-29,White,Male,King,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Something else,30 to 50K,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,1.5310000000000001
20.0,65.0,29.0,Third call,25-29,White,Male,King,Approve,,Neither,No,No,No,Same,Perot,Independent,100K or more,Moderate,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,1.5310000000000001
20.0,65.0,30.0,Third call,,White,Male,Other,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Conservative,,State,Cd #2,,,Independent/Other,,1.669
20.0,65.0,31.0,Third call,18-24,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Republican,100K or more,Moderate,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,1.4180000000000001
20.0,65.0,32.0,Third call,18-24,White,Female,Longley,Approve,Approve,Neither,No,Yes,Yes,Same,Other,Republican,Under 15K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,1.779
20.0,65.0,33.0,Third call,45-49,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,1.452
20.0,65.0,34.0,Third call,65 and over,White,Female,Longley,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,2.3689999999999998
20.0,65.0,35.0,Third call,45-49,White,Female,Other,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,1.546
20.0,65.0,36.0,Third call,40-44,White,Female,Other,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,1.546
20.0,65.0,37.0,Third call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,100K or more,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,1.452
20.0,68.0,1.0,First call,60-64,Black,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Clinton,Independent,15 to 30K,Conservative,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,1.705
20.0,68.0,2.0,First call,50-59,White,Female,King,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.431
20.0,68.0,3.0,First call,65 and over,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.119
20.0,68.0,4.0,First call,50-59,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.376
20.0,68.0,5.0,First call,40-44,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,1.085
20.0,68.0,6.0,First call,25-29,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,,Better,Dole,Republican,,,18 to 64,State,Cd #1,18 to 29,25 to 29,Republican,25 to 29,1.657
20.0,68.0,7.0,First call,50-59,White,Male,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.376
20.0,68.0,8.0,First call,30-39,White,Female,King,,Approve,Neither,No,No,Yes,Better,Other,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.431
20.0,68.0,9.0,First call,25-29,White,Male,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.657
20.0,68.0,10.0,First call,30-39,White,Female,Longley,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,30 to 50K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.129
20.0,68.0,11.0,Second call,30-39,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,1.431
20.0,68.0,12.0,Second call,30-39,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.431
20.0,68.0,13.0,Second call,65 and over,White,,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.119
20.0,68.0,14.0,Second call,45-49,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,1.376
20.0,68.0,15.0,Second call,50-59,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.376
20.0,68.0,16.0,Second call,60-64,White,Male,Longley,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.3479999999999999
20.0,68.0,17.0,Second call,50-59,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Perot,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.376
20.0,68.0,18.0,Second call,30-39,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.431
20.0,68.0,19.0,Second call,30-39,White,Female,King,Approve,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.431
20.0,68.0,20.0,Second call,30-39,White,Female,King,,,Oppose Clinton,Yes,Yes,Yes,Same,,Independent,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,1.431
20.0,68.0,21.0,Second call,50-59,White,Male,King,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.376
20.0,68.0,22.0,Second call,25-29,White,Female,Connelly,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Cd #1,18 to 29,25 to 29,Democrat,25 to 29,1.1280000000000001
20.0,68.0,23.0,Third call,50-59,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.376
20.0,68.0,24.0,Third call,65 and over,White,Male,Longley,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.3479999999999999
20.0,68.0,25.0,Third call,50-59,White,Female,King,Approve,,Neither,,,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,1.431
20.0,68.0,26.0,Third call,30-39,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,1.085
20.0,68.0,27.0,Third call,45-49,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Dole,Republican,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,0.9380000000000001
20.0,68.0,28.0,Third call,50-59,White,Female,Longley,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.129
20.0,68.0,29.0,Third call,60-64,,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,No,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,60 and over,60 and over,Republican,50 to 64,1.7770000000000001
20.0,68.0,30.0,Third call,50-59,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,1.376
20.0,68.0,31.0,Third call,45-49,White,Male,King,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.376
20.0,68.0,32.0,Third call,45-49,White,Female,King,Approve,Approve,Neither,No,No,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,1.431
20.0,68.0,33.0,Third call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,1.7089999999999999
20.0,68.0,34.0,Third call,50-59,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,1.129
20.0,68.0,35.0,Third call,45-49,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,1.085
20.0,68.0,36.0,Third call,65 and over,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.119
20.0,68.0,37.0,Third call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.7770000000000001
