V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1.0,0.0,G,38.0,4.0,13.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Better,Did not vote,Independent,HS grad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,East/West,30 to 44,30 to 39,Independent/Other,30 to 39,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,25.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,,,No,No,No,Yes,Same,Clinton,Democrat,Some college,,Liberal,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,31.0,First call,1.0,40-44,White,Male,,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Republican,40 to 49,4.963,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,32.0,First call,1.0,60-64,White,Female,Lim,,Disapprove,Approve,Oppose Clinton,No,No,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,33.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Conservative,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,14.0,First call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Republican,50 to 64,1.099,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,34.0,First call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,,Better,Clinton,Independent,Some college,30 to 50K,Liberal,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,3.375,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,26.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,0.785,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,35.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,1.099,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,14.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,,,Neither,Yes,No,,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Democrat,65 and over,1.197,,Phone survey
1.0,0.0,G,38.0,3.0,36.0,First call,1.0,40-44,Hispanic,Male,,Kitzhaber,Approve,Disapprove,Neither,No,,,Yes,Same,Perot,Independent,College grad,100K or more,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,1.6480000000000001,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,37.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Democrat,No HS,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,38.0,First call,1.0,25-29,Other,Female,,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Democrat,25 to 29,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,27.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,,Same,Clinton,Democrat,Postgrad,,Moderate,65 and over,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,1.197,,Phone survey
1.0,0.0,G,38.0,3.0,39.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,28.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,Postgrad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Independent/Other,40 to 49,1.6480000000000001,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,15.0,First call,1.0,65 and over,White,Female,Lim,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Republican,HS grad,,Conservative,65 and over,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,2.374,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,29.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,15.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,,Yes,Yes,Yes,Better,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,,State,Complete,East/West,45 to 59,50 to 59,Republican,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,16.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,50 to 59,Democrat,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,40.0,First call,1.0,40-44,White,Female,,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,,Yes,Yes,Better,Dole,Republican,No HS,30 to 50K,Liberal,18 to 64,,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Republican,40 to 49,2.335,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,41.0,First call,1.0,65 and over,White,Male,Wyden,,Approve,Disapprove,Neither,No,No,No,,Same,Clinton,Independent,No HS,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,3.375,,Phone survey
1.0,0.0,G,38.0,1.0,30.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,,,Neither,,,,,Same,,Democrat,HS grad,,Moderate,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,2.374,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,17.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,College grad,15 to 30K,Liberal,65 and over,,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,3.5709999999999997,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,18.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Democrat,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,16.0,First call,1.0,50-59,White,Female,,Kitzhaber,Approve,Disapprove,Neither,,No,,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,,State,Complete,East/West,45 to 59,50 to 59,Democrat,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,42.0,First call,1.0,50-59,White,Male,Lim,Other,Approve,Approve,Neither,Yes,No,No,Yes,Better,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,3.2960000000000003,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,19.0,First call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,Yes,No,No,No,Same,Did not vote,Democrat,No HS,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Democrat,25 to 29,1.6480000000000001,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,43.0,First call,1.0,50-59,White,Male,Lim,,,,Neither,Yes,,Yes,,Same,Dole,Republican,Some college,Under 15K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,1.099,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,20.0,First call,1.0,45-49,White,Male,Lim,Sizemore,,Approve,Neither,Yes,Yes,Yes,No,Worse,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Independent/Other,40 to 49,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,44.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,45.0,First call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,1.6480000000000001,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,31.0,First call,1.0,60-64,White,Male,Wyden,Sizemore,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,32.0,First call,1.0,60-64,White,Male,Wyden,,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,No HS,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Republican,50 to 64,2.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,21.0,First call,1.0,40-44,White,Female,Wyden,,Approve,Approve,Neither,No,No,Yes,No,Same,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,4.669,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,17.0,First call,1.0,60-64,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,East/West,60 and over,60 and over,Democrat,50 to 64,2.335,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,46.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,1.55,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,47.0,First call,1.0,60-64,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,No,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,50 to 64,0.5489999999999999,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,48.0,First call,1.0,50-59,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,49.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.589,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,50.0,First call,1.0,65 and over,White,Female,Other,Other,Disapprove,,Neither,No,Yes,Yes,Yes,Same,Other,Independent,Some college,Under 15K,Moderate,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,51.0,First call,1.0,60-64,White,Male,Lim,Kitzhaber,Disapprove,,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,50 to 64,1.099,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,33.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,2.374,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,52.0,First call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,1.177,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,53.0,First call,1.0,30-39,White,Female,Wyden,Sizemore,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,No HS,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Independent/Other,30 to 39,2.335,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,34.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,40 to 49,Democrat,40 to 49,1.158,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,22.0,First call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,30 to 44,30 to 39,Democrat,30 to 39,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,54.0,First call,1.0,65 and over,White,Female,Wyden,,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Conservative,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,35.0,First call,1.0,18-24,White,Male,Lim,Kitzhaber,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,,State,Complete,Multnomah County,18 to 29,18 to 24,Independent/Other,18 to 24,4.787,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,18.0,First call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,East/West,30 to 44,30 to 39,Republican,30 to 39,4.963,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,36.0,First call,1.0,30-39,White,Male,Lim,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,HS grad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Independent/Other,30 to 39,0.8240000000000001,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,55.0,First call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.8240000000000001,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,23.0,First call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Disapprove,,Neither,No,Yes,Yes,No,Same,Clinton,Independent,College grad,50 to 75K,Moderate,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,1.6869999999999998,,Phone survey
1.0,0.0,G,38.0,2.0,24.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Democrat,40 to 49,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,25.0,First call,1.0,65 and over,White,Female,Wyden,Sizemore,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,2.374,,Phone survey
1.0,0.0,G,38.0,3.0,56.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Democrat,50 to 64,1.55,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,57.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,,Approve,Neither,No,No,No,,Better,Other,Independent,College grad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Independent/Other,40 to 49,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,37.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,40 to 49,Democrat,40 to 49,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,19.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,50 to 59,Democrat,50 to 64,1.099,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,58.0,First call,1.0,65 and over,White,Female,Lim,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,2.374,Favorable,Phone survey
1.0,0.0,G,38.0,2.0,26.0,First call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Something else,Some college,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,NW Pacific Coast,30 to 44,40 to 49,Independent/Other,40 to 49,0.589,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,59.0,First call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,0.6669999999999999,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,27.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,,,,No,No,No,Better,Clinton,Something else,No HS,,,65 and over,Pro-growth,State,Complete,NW Pacific Coast,60 and over,60 and over,Independent/Other,65 and over,1.197,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,20.0,First call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,50 to 59,Independent/Other,50 to 64,0.5489999999999999,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,28.0,First call,1.0,45-49,White,Female,Other,Kitzhaber,Approve,Approve,Neither,Yes,No,Yes,Yes,Same,,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,NW Pacific Coast,45 to 59,40 to 49,Democrat,40 to 49,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,38.0,First call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,Yes,,,Yes,Same,Dole,Republican,No HS,,Conservative,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,Republican,65 and over,1.197,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,39.0,First call,1.0,65 and over,White,Female,Wyden,,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,,Conservative,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,1.197,Favorable,Phone survey
1.0,0.0,G,38.0,3.0,60.0,First call,1.0,65 and over,White,Male,,Sizemore,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,1.6869999999999998,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,21.0,First call,1.0,45-49,White,Male,Wyden,Kitzhaber,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,40 to 49,Republican,40 to 49,0.922,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,22.0,First call,1.0,18-24,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,Yes,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,East/West,18 to 29,18 to 24,Democrat,18 to 24,1.118,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,40.0,First call,1.0,18-24,Hispanic,Male,Wyden,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Did not vote,Independent,HS grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,Independent/Other,18 to 24,1.589,Unfavorable,Phone survey
1.0,0.0,G,38.0,2.0,29.0,First call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Worse,Did not vote,Something else,HS grad,30 to 50K,Moderate,18 to 64,,State,Complete,NW Pacific Coast,18 to 29,25 to 29,Independent/Other,25 to 29,3.315,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,23.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Better,Perot,Republican,HS grad,50 to 75K,Liberal,18 to 64,Pro-growth,State,Complete,East/West,45 to 59,50 to 59,Republican,50 to 64,0.785,Unfavorable,Phone survey
1.0,0.0,G,38.0,1.0,41.0,First call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Disapprove,,Support Clinton,No,No,,,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,1.197,,Phone survey
1.0,0.0,G,38.0,2.0,30.0,First call,1.0,65 and over,White,Female,,Kitzhaber,,Disapprove,Neither,,No,No,No,Same,Clinton,Republican,Some college,15 to 30K,Conservative,65 and over,Pro-environment,State,Complete,NW Pacific Coast,60 and over,60 and over,Republican,65 and over,2.374,,Phone survey
1.0,0.0,G,38.0,4.0,24.0,First call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,,State,Complete,East/West,30 to 44,30 to 39,Democrat,30 to 39,3.315,Favorable,Phone survey
1.0,0.0,G,38.0,4.0,25.0,First call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,No,Same,Dole,Independent,College grad,Under 15K,Conservative,65 and over,Pro-growth,State,Complete,East/West,60 and over,60 and over,Independent/Other,65 and over,3.375,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,61.0,First call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Republican,College grad,50 to 75K,Moderate,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,65 and over,3.375,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,62.0,First call,1.0,30-39,Other,Male,Lim,Sizemore,Disapprove,,Oppose Clinton,No,Yes,Yes,No,Worse,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Independent/Other,30 to 39,1.6480000000000001,Unfavorable,Phone survey
1.0,0.0,G,38.0,4.0,26.0,First call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,,Support Clinton,,No,No,,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,,State,Complete,East/West,45 to 59,50 to 59,Democrat,50 to 64,1.55,,Phone survey
1.0,0.0,G,38.0,3.0,63.0,First call,1.0,50-59,White,Female,Lim,,Approve,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,1.55,Unfavorable,Phone survey
1.0,0.0,G,38.0,3.0,64.0,First call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,,Better,Clinton,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Republican,25 to 29,3.315,Favorable,Phone survey
1.0,0.0,G,38.0,1.0,42.0,First call,1.0,50-59,White,Female,Wyden,,Approve,,,Yes,No,Yes,Yes,Better,Clinton,Something else,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,0.785,Unfavorable,Phone survey
