State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
19.0,51.0,11.0,Second call,65 and over,White,Female,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,,65 and over,State,Cajun County,60 and over,60 and over,Democrat,65 and over,2.239
19.0,51.0,12.0,Third call,45-49,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Perot,Independent,50 to 75K,Conservative,18 to 64,State,Cajun County,45 to 59,40 to 49,Independent/Other,40 to 49,1.5899999999999999
19.0,51.0,13.0,Third call,30-39,White,Male,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Same,Dole,Democrat,15 to 30K,Conservative,18 to 64,State,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,1.838
19.0,51.0,14.0,Third call,65 and over,Black,,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,,Better,Clinton,Democrat,,,65 and over,State,Cajun County,60 and over,60 and over,Democrat,65 and over,2.092
19.0,51.0,15.0,Third call,30-39,Black,Male,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,1.9569999999999999
19.0,51.0,16.0,Third call,50-59,Black,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Republican,50 to 64,2.23
19.0,51.0,17.0,Third call,50-59,Black,Male,Breaux,Approve,Disapprove,Oppose Clinton,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,1.9569999999999999
19.0,51.0,18.0,Third call,40-44,Black,Female,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,2.23
19.0,51.0,19.0,Third call,40-44,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.9569999999999999
19.0,51.0,20.0,Third call,45-49,Black,,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,,,Moderate,18 to 64,State,Cajun County,45 to 59,40 to 49,,40 to 49,2.23
19.0,51.0,21.0,Third call,30-39,Black,Female,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,2.23
19.0,52.0,1.0,First call,50-59,White,Male,Breaux,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Independent/Other,50 to 64,1.126
19.0,52.0,2.0,First call,40-44,White,Male,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.126
19.0,52.0,3.0,First call,50-59,White,Female,Breaux,Approve,Disapprove,Support Clinton,No,Yes,Yes,Yes,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,1.283
19.0,52.0,4.0,First call,50-59,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Independent/Other,50 to 64,0.9740000000000001
19.0,52.0,5.0,First call,50-59,White,Male,Breaux,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,1.126
19.0,52.0,6.0,Second call,60-64,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cajun County,60 and over,60 and over,Republican,50 to 64,1.041
19.0,52.0,7.0,Second call,65 and over,White,Female,Breaux,Approve,,Support Clinton,,No,No,,Better,Clinton,Democrat,,,65 and over,State,Cajun County,60 and over,60 and over,Democrat,65 and over,1.371
19.0,52.0,8.0,Second call,65 and over,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Independent/Other,65 and over,1.041
19.0,52.0,9.0,Second call,65 and over,White,Male,Breaux,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,Cajun County,60 and over,60 and over,Democrat,65 and over,1.203
19.0,52.0,10.0,Second call,65 and over,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Republican,65 and over,1.187
19.0,52.0,11.0,Second call,40-44,White,Male,Donelon,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Cajun County,30 to 44,40 to 49,Independent/Other,40 to 49,0.9740000000000001
19.0,52.0,12.0,Second call,30-39,White,Male,Breaux,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,1.126
19.0,52.0,13.0,Third call,25-29,White,Male,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cajun County,18 to 29,25 to 29,Democrat,25 to 29,1.317
19.0,52.0,14.0,Third call,45-49,White,Male,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,1.126
19.0,52.0,15.0,Third call,50-59,White,Female,Breaux,Approve,,Support Clinton,No,No,No,No,Same,Clinton,Democrat,,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,1.283
19.0,52.0,16.0,Third call,45-49,White,Male,Donelon,Disapprove,Approve,Support Clinton,Yes,Yes,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,0.9740000000000001
19.0,52.0,17.0,Third call,40-44,Other,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,30 to 50K,,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.283
19.0,52.0,18.0,Third call,60-64,White,Female,Breaux,Disapprove,Disapprove,Neither,No,Yes,Yes,,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cajun County,60 and over,60 and over,Democrat,50 to 64,1.371
19.0,52.0,19.0,Third call,50-59,White,Male,Breaux,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,1.126
19.0,52.0,20.0,Third call,45-49,White,Male,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,1.126
19.0,52.0,21.0,Third call,40-44,White,Female,Breaux,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.283
19.0,52.0,22.0,Third call,40-44,White,Female,Donelon,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,Cajun County,30 to 44,40 to 49,Republican,40 to 49,1.11
19.0,52.0,23.0,Third call,60-64,White,Male,Breaux,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cajun County,60 and over,60 and over,Democrat,50 to 64,1.203
19.0,52.0,24.0,Third call,30-39,White,Female,Breaux,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Other,Democrat,50 to 75K,Moderate,18 to 64,State,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,1.283
19.0,52.0,25.0,Third call,25-29,White,Male,Breaux,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cajun County,18 to 29,25 to 29,Democrat,25 to 29,1.317
19.0,52.0,26.0,Third call,60-64,White,Female,Donelon,,Approve,Neither,Yes,,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cajun County,60 and over,60 and over,Republican,50 to 64,1.187
19.0,58.0,1.0,First call,50-59,White,Female,Donelon,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.74
19.0,58.0,2.0,First call,60-64,White,Male,Donelon,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Protestant North,60 and over,60 and over,Republican,50 to 64,1.736
19.0,58.0,3.0,First call,65 and over,White,Male,Breaux,Approve,,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.7109999999999999
19.0,58.0,4.0,First call,30-39,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Republican,30 to 39,1.74
19.0,58.0,5.0,Second call,65 and over,White,,Breaux,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Democrat,15 to 30K,,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.7109999999999999
19.0,58.0,6.0,Second call,65 and over,Black,Male,Breaux,Approve,Disapprove,,No,No,No,Yes,Better,Clinton,Democrat,Under 15K,Liberal,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,2.403
19.0,58.0,7.0,Second call,50-59,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Republican,50 to 64,1.608
19.0,58.0,8.0,Second call,60-64,White,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Protestant North,60 and over,60 and over,Democrat,50 to 64,1.7109999999999999
19.0,58.0,9.0,Second call,65 and over,White,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.7109999999999999
19.0,58.0,10.0,Second call,50-59,White,Male,Breaux,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Republican,50 to 64,1.585
19.0,58.0,11.0,Second call,65 and over,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Other,Democrat,15 to 30K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.8780000000000001
19.0,58.0,12.0,Second call,50-59,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.7149999999999999
19.0,58.0,13.0,Second call,25-29,White,Female,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Better,Did not vote,Republican,15 to 30K,Conservative,18 to 64,State,Protestant North,18 to 29,25 to 29,Republican,25 to 29,2.246
19.0,58.0,14.0,Third call,50-59,White,Male,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Other,Democrat,30 to 50K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.585
19.0,58.0,15.0,Third call,65 and over,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.7109999999999999
19.0,58.0,16.0,Third call,60-64,White,Male,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,No,No,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,Protestant North,60 and over,60 and over,Republican,50 to 64,1.736
19.0,58.0,17.0,Third call,50-59,White,Male,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Other,Democrat,30 to 50K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,1.585
19.0,58.0,18.0,Third call,65 and over,White,Female,Donelon,Approve,Disapprove,Neither,Yes,No,No,,Worse,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.8780000000000001
19.0,58.0,19.0,Third call,60-64,White,Male,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,No,No,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,Protestant North,60 and over,60 and over,Republican,50 to 64,1.736
19.0,58.0,20.0,Third call,50-59,White,Male,Donelon,Disapprove,Approve,Neither,No,No,Yes,No,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Protestant North,45 to 59,50 to 59,Republican,50 to 64,1.608
19.0,61.0,1.0,First call,50-59,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,100K or more,Liberal,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.571
19.0,61.0,2.0,First call,45-49,Black,Female,Breaux,Approve,Approve,,,,,,,,,,,18 to 64,National,New Orleans area,45 to 59,40 to 49,,40 to 49,0.613
19.0,61.0,3.0,First call,25-29,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Under 15K,Conservative,18 to 64,National,New Orleans area,18 to 29,25 to 29,Independent/Other,25 to 29,0.615
19.0,61.0,4.0,First call,60-64,Black,Male,Donelon,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Under 15K,Moderate,18 to 64,National,New Orleans area,60 and over,60 and over,Democrat,50 to 64,0.766
19.0,61.0,5.0,First call,60-64,Black,Female,Breaux,Disapprove,Disapprove,Oppose Clinton,,Yes,No,No,Worse,Did not vote,Democrat,15 to 30K,Conservative,18 to 64,National,New Orleans area,60 and over,60 and over,Democrat,50 to 64,0.812
19.0,61.0,6.0,First call,45-49,Black,Male,Breaux,Approve,,,,,,,Same,,Democrat,Under 15K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.571
19.0,61.0,7.0,First call,45-49,Black,Female,Breaux,Approve,,,,,,,Same,,Democrat,Under 15K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.613
19.0,61.0,8.0,First call,60-64,Black,Male,,Approve,,,,,,,Same,,Democrat,,Conservative,18 to 64,National,New Orleans area,60 and over,60 and over,Democrat,50 to 64,0.783
19.0,61.0,9.0,First call,65 and over,White,Male,Breaux,Approve,,,,,,,Same,,Democrat,,Liberal,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,1.009
19.0,61.0,10.0,First call,25-29,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,Under 15K,Conservative,18 to 64,National,New Orleans area,18 to 29,25 to 29,Democrat,25 to 29,0.489
19.0,61.0,11.0,First call,50-59,Other,Male,Breaux,Approve,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.7609999999999999
19.0,61.0,12.0,Second call,40-44,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,Yes,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,National,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,0.613
19.0,61.0,13.0,Second call,30-39,Black,,Other,Approve,Approve,Neither,Yes,Yes,No,Yes,Better,Other,Democrat,,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,2.691
19.0,61.0,14.0,Second call,65 and over,Black,Male,Breaux,Approve,Disapprove,,,,,,,,,,,65 and over,National,New Orleans area,60 and over,60 and over,,65 and over,0.756
19.0,61.0,15.0,Second call,18-24,Black,Female,Breaux,Approve,Approve,Neither,,No,No,Yes,Worse,Clinton,Democrat,,Moderate,18 to 64,National,New Orleans area,18 to 29,18 to 24,Democrat,18 to 24,0.489
19.0,61.0,16.0,Second call,65 and over,Black,Female,Breaux,Approve,Approve,Neither,,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.812
19.0,61.0,17.0,Second call,30-39,Black,Female,Breaux,Approve,Approve,Neither,Yes,No,No,No,Same,Clinton,Independent,Under 15K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,Independent/Other,30 to 39,0.613
19.0,61.0,18.0,Second call,60-64,White,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,National,New Orleans area,60 and over,60 and over,Democrat,50 to 64,1.083
19.0,61.0,19.0,Second call,50-59,Black,Male,Breaux,Disapprove,Disapprove,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.571
19.0,61.0,20.0,Second call,30-39,Black,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,Yes,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.613
19.0,61.0,21.0,Second call,45-49,Black,Female,Breaux,Approve,,,,,,,Better,,Something else,15 to 30K,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Independent/Other,40 to 49,0.613
19.0,61.0,22.0,Second call,,Black,Female,Breaux,Approve,,,,,,,Same,,Independent,Under 15K,Liberal,,National,New Orleans area,,,Independent/Other,,0.613
19.0,61.0,23.0,Second call,40-44,Black,Female,Breaux,Approve,,,,,,,Same,,Democrat,Under 15K,Conservative,18 to 64,National,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,0.613
19.0,61.0,24.0,Second call,40-44,Black,Female,Breaux,Approve,,,,,,,Better,,Something else,Under 15K,Liberal,18 to 64,National,New Orleans area,30 to 44,40 to 49,Independent/Other,40 to 49,0.613
19.0,61.0,25.0,Second call,65 and over,Black,Male,Breaux,Approve,,,,,,,,,,,,65 and over,National,New Orleans area,60 and over,60 and over,,65 and over,0.756
19.0,61.0,26.0,Second call,25-29,Black,Female,Breaux,Approve,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,18 to 29,25 to 29,Democrat,25 to 29,0.489
19.0,61.0,27.0,Second call,25-29,Black,Male,Breaux,Approve,,,,,,,Same,,Democrat,Under 15K,Conservative,18 to 64,National,New Orleans area,18 to 29,25 to 29,Democrat,25 to 29,0.455
19.0,61.0,28.0,Second call,50-59,Black,,Breaux,Approve,,,,,,,Better,,Democrat,Under 15K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.571
19.0,61.0,29.0,Third call,25-29,Black,Male,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,National,New Orleans area,18 to 29,25 to 29,Democrat,25 to 29,0.455
19.0,61.0,30.0,Third call,65 and over,Black,Male,Breaux,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.756
19.0,61.0,31.0,Third call,45-49,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Dole,Independent,Under 15K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Independent/Other,40 to 49,0.571
19.0,61.0,32.0,Third call,45-49,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.571
19.0,61.0,33.0,Third call,30-39,Black,Female,Breaux,Disapprove,Disapprove,,Yes,Yes,Yes,No,,Clinton,Democrat,30 to 50K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.613
19.0,61.0,34.0,Third call,30-39,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.571
19.0,61.0,35.0,Third call,40-44,,Male,Breaux,Approve,Disapprove,,,,,,,,,,,18 to 64,National,New Orleans area,30 to 44,40 to 49,,40 to 49,0.7609999999999999
19.0,61.0,36.0,Third call,65 and over,Black,Male,Breaux,Approve,Disapprove,,,,,,,,,,,65 and over,National,New Orleans area,60 and over,60 and over,,65 and over,0.756
19.0,61.0,37.0,Third call,60-64,Black,Male,Breaux,Approve,Disapprove,,,,,,,,,,,18 to 64,National,New Orleans area,60 and over,60 and over,,50 to 64,0.756
19.0,61.0,38.0,Third call,30-39,Black,Female,Breaux,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.613
19.0,61.0,39.0,Third call,30-39,Black,Male,Other,Approve,Approve,Oppose Clinton,Yes,Yes,No,Yes,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,2.504
19.0,61.0,40.0,Third call,40-44,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Under 15K,Moderate,18 to 64,National,New Orleans area,30 to 44,40 to 49,Independent/Other,40 to 49,0.571
19.0,61.0,41.0,Third call,18-24,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,New Orleans area,18 to 29,18 to 24,Democrat,18 to 24,0.455
19.0,61.0,42.0,Third call,50-59,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,30 to 50K,Conservative,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.613
19.0,61.0,43.0,Third call,30-39,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,30 to 50K,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.613
19.0,61.0,44.0,Third call,45-49,Black,Male,,Approve,,,,,,,,,,,,18 to 64,National,New Orleans area,45 to 59,40 to 49,,40 to 49,0.591
19.0,61.0,45.0,Third call,30-39,,Male,,Approve,,,,,,,Same,,Independent,30 to 50K,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Independent/Other,30 to 39,0.788
19.0,61.0,46.0,Third call,45-49,Black,Male,Breaux,Approve,,,,,,,Same,,Democrat,30 to 50K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.571
19.0,61.0,47.0,Third call,45-49,Black,Male,Breaux,Approve,,,,,,,Same,,Democrat,30 to 50K,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.571
19.0,61.0,48.0,Third call,18-24,Black,Female,Breaux,Approve,,,,,,,Worse,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,18 to 29,18 to 24,Democrat,18 to 24,0.489
19.0,61.0,49.0,Third call,,Other,Female,Breaux,Approve,,,,,,,Better,,Something else,,Liberal,,National,New Orleans area,,,Independent/Other,,0.8170000000000001
19.0,61.0,50.0,Third call,50-59,White,Female,Donelon,Approve,,,,,,,Better,,Republican,Under 15K,Liberal,18 to 64,National,New Orleans area,45 to 59,50 to 59,Republican,50 to 64,0.8280000000000001
19.0,61.0,51.0,Third call,18-24,Black,Male,Breaux,Approve,,,,,,,Worse,,Republican,100K or more,,18 to 64,National,New Orleans area,18 to 29,18 to 24,Republican,18 to 24,0.455
19.0,61.0,52.0,Third call,30-39,Black,Male,Breaux,Approve,,,,,,,Same,,Democrat,15 to 30K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.571
19.0,61.0,53.0,Third call,40-44,Black,Female,Breaux,Approve,,,,,,,Same,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,0.613
19.0,61.0,54.0,Third call,45-49,Black,Female,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.613
19.0,67.0,1.0,First call,40-44,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.924
19.0,67.0,2.0,First call,50-59,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,1.924
19.0,67.0,3.0,First call,60-64,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Democrat,100K or more,Conservative,18 to 64,State,New Orleans area,60 and over,60 and over,Democrat,50 to 64,2.583
19.0,67.0,4.0,First call,30-39,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,2.066
19.0,67.0,5.0,First call,40-44,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Democrat,100K or more,Moderate,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.9489999999999998
19.0,67.0,6.0,Second call,40-44,Hispanic,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.549
19.0,67.0,7.0,Second call,30-39,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Independent,15 to 30K,Moderate,18 to 64,State,New Orleans area,30 to 44,30 to 39,Independent/Other,30 to 39,1.9489999999999998
19.0,67.0,8.0,Second call,40-44,White,Male,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Moderate,18 to 64,State,New Orleans area,30 to 44,40 to 49,Republican,40 to 49,1.924
19.0,67.0,9.0,Second call,45-49,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,New Orleans area,45 to 59,40 to 49,Independent/Other,40 to 49,1.9489999999999998
