State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Who attacked unfairly?,Who had more ads?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,How to improve Gov tax plan,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Future of state economy,Clinton as person,Union memeber in HH
50.0,65.0,30.0,Third call,45-49,White,Male,Feingold,Garvey,Approve,Disapprove,,,Neither,No,No,No,Same,Clinton,,Democrat,Postgrad,Protestant,,Liberal,18 to 64,National,Complete,Fox River/SW,45 to 59,40 to 49,Democrat,40 to 49,0.512,,,Unfavorable,Yes
50.0,65.0,31.0,Third call,30-39,White,Female,Feingold,Garvey,Approve,Disapprove,,,Neither,No,No,No,Better,Clinton,,Democrat,College grad,Catholic,50 to 75K,Liberal,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.538,,,Favorable,No
50.0,65.0,32.0,Third call,30-39,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,No,Same,Dole,,Republican,Postgrad,Protestant,30 to 50K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,0.618,,,Favorable,No
50.0,65.0,33.0,Third call,40-44,White,Male,Neumann,Thompson,Disapprove,Approve,,,Oppose Clinton,Yes,Yes,No,Better,Dole,,Republican,College grad,Other Christian,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,0.618,,,Unfavorable,Yes
50.0,65.0,34.0,Third call,65 and over,White,Female,Feingold,Garvey,Approve,Disapprove,,,Support Clinton,No,No,,Same,Clinton,,Democrat,,Protestant,15 to 30K,Conservative,65 and over,National,Complete,Fox River/SW,60 and over,60 and over,Democrat,65 and over,0.717,,,Favorable,No
50.0,65.0,35.0,Third call,25-29,White,Male,Feingold,Thompson,Approve,Disapprove,,,Support Clinton,No,No,No,Better,Did not vote,,Democrat,College grad,Protestant,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,18 to 29,25 to 29,Democrat,25 to 29,0.6749999999999999,,,Favorable,No
50.0,65.0,36.0,Third call,30-39,White,Female,Neumann,Garvey,Approve,Disapprove,,,Neither,No,No,No,Same,Clinton,,Republican,College grad,Catholic,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,0.579,,,Favorable,Yes
50.0,65.0,37.0,Third call,45-49,White,Male,Feingold,Thompson,Approve,Approve,,,Neither,No,No,No,Same,Did not vote,,Independent,Some college,Protestant,15 to 30K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,0.575,,,Favorable,No
50.0,65.0,38.0,Third call,18-24,White,Male,Neumann,Thompson,Disapprove,Disapprove,,,Oppose Clinton,Yes,Yes,Yes,Same,Perot,,Republican,HS grad,Catholic,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,18 to 29,18 to 24,Republican,18 to 24,0.722,,,Unfavorable,No
50.0,65.0,39.0,Third call,50-59,White,Male,Feingold,Thompson,Disapprove,Disapprove,,,Neither,No,No,Yes,Better,Clinton,,Independent,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,0.575,,,Unfavorable,Yes
50.0,65.0,40.0,Third call,40-44,White,Female,Neumann,Thompson,Approve,Approve,,,Neither,,,Yes,Same,,,Republican,College grad,,,,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,0.65,,,Unfavorable,No
50.0,65.0,41.0,Third call,30-39,White,Male,Feingold,Thompson,Disapprove,Disapprove,,,Oppose Clinton,No,Yes,No,Better,Clinton,,Republican,College grad,Protestant,75 to 100K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Republican,30 to 39,0.575,,,Favorable,No
50.0,65.0,42.0,Third call,40-44,Other,Female,Feingold,Garvey,Approve,Approve,,,Neither,,Yes,Yes,Better,Dole,,Republican,HS grad,Protestant,100K or more,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,0.538,,,Unfavorable,No
50.0,65.0,43.0,Third call,45-49,Other,Male,Feingold,Other,Disapprove,,,,,,,,Same,,,Independent,,,,Liberal,18 to 64,National,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,0.351,,,,
50.0,65.0,44.0,Third call,40-44,White,Male,Neumann,Thompson,Approve,,,,,,,,Better,,,Independent,,,50 to 75K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Independent/Other,40 to 49,0.618,,,,
50.0,65.0,45.0,Third call,30-39,White,Male,Feingold,Thompson,Approve,,,,,,,,Better,,,Democrat,,,50 to 75K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.575,,,,
50.0,65.0,46.0,Third call,30-39,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Something else,,,30 to 50K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Independent/Other,30 to 39,0.65,,,,
50.0,65.0,47.0,Third call,40-44,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Republican,,,75 to 100K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,40 to 49,Republican,40 to 49,0.65,,,,
50.0,65.0,48.0,Third call,50-59,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Republican,,,75 to 100K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Republican,50 to 64,0.65,,,,
50.0,65.0,49.0,Third call,30-39,White,Male,Neumann,Garvey,Disapprove,,,,,,,,Same,,,Democrat,,,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.551,,,,
50.0,65.0,50.0,Third call,50-59,White,Male,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Independent,,,100K or more,Conservative,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,0.618,,,,
50.0,65.0,51.0,Third call,45-49,White,Female,,Thompson,Disapprove,,,,,,,,Same,,,Independent,,,30 to 50K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,0.628,,,,
50.0,65.0,52.0,Third call,45-49,White,Female,Feingold,Thompson,Disapprove,,,,,,,,Same,,,Something else,,,15 to 30K,Liberal,18 to 64,National,Complete,Fox River/SW,45 to 59,40 to 49,Independent/Other,40 to 49,0.604,,,,
50.0,65.0,53.0,Third call,50-59,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Same,,,Republican,,,15 to 30K,Conservative,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Republican,50 to 64,0.65,,,,
50.0,65.0,54.0,Third call,50-59,White,Female,Neumann,Garvey,Approve,,,,,,,,Same,,,Independent,,,75 to 100K,Moderate,18 to 64,National,Complete,Fox River/SW,45 to 59,50 to 59,Independent/Other,50 to 64,0.579,,,,
50.0,65.0,55.0,Third call,30-39,White,Female,Neumann,Thompson,Disapprove,,,,,,,,Better,,,Democrat,,,50 to 75K,Conservative,18 to 64,National,Complete,Fox River/SW,30 to 44,30 to 39,Democrat,30 to 39,0.65,,,,
50.0,65.0,56.0,Third call,25-29,White,Female,Neumann,Garvey,Approve,,,,,,,,Better,,,Democrat,,,15 to 30K,Moderate,18 to 64,National,Complete,Fox River/SW,18 to 29,25 to 29,Democrat,25 to 29,0.6759999999999999,,,,
50.0,67.0,1.0,First call,45-49,White,Male,Feingold,Thompson,Disapprove,Approve,Both,Feingold,Neither,Yes,Yes,No,Better,Perot,One factor,Independent,College grad,Something else,,Liberal,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.47600000000000003,Social Security,Better,Unfavorable,No
50.0,67.0,2.0,First call,40-44,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Neither,Yes,Yes,Yes,Same,Dole,One factor,Republican,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Republican,40 to 49,0.42200000000000004,Abortion,Same,Unfavorable,No
50.0,67.0,3.0,First call,50-59,White,Male,,Thompson,Disapprove,Approve,Neumann,Feingold,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Most important,Democrat,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.451,Taxes,Better,Unfavorable,No
50.0,67.0,4.0,First call,25-29,White,Male,Neumann,Thompson,Disapprove,Approve,Neumann,Neumann,Neither,No,No,No,Same,Perot,Not a factor,Republican,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.42100000000000004,Eonomy/jobs,Worse,Unfavorable,No
50.0,67.0,5.0,First call,40-44,White,Female,Neumann,Garvey,Approve,Disapprove,Both,About the same,Neither,No,No,No,Better,Clinton,One factor,Independent,HS grad,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.368,Social Security,Same,Favorable,No
50.0,67.0,6.0,First call,40-44,White,Male,Neumann,Thompson,Disapprove,Disapprove,Neither,Neumann,Neither,Yes,Yes,Yes,Better,Dole,One factor,Independent,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.42200000000000004,Abortion,Same,Unfavorable,No
50.0,67.0,7.0,First call,65 and over,White,Female,Feingold,Thompson,Disapprove,Disapprove,Both,Feingold,Neither,No,No,Yes,Same,Clinton,One factor,Democrat,HS grad,Catholic,,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.42800000000000005,Social Security,Worse,Unfavorable,No
50.0,67.0,8.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Disapprove,Feingold,Feingold,Neither,No,No,No,Same,Dole,Not a factor,Republican,HS grad,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.42200000000000004,Clin/Lewinsky,Same,Unfavorable,Yes
50.0,67.0,9.0,First call,45-49,White,Male,Neumann,Thompson,Disapprove,Disapprove,Neither,Neumann,Neither,No,Yes,No,Same,Dole,One factor,Independent,Some college,Catholic,15 to 30K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.42200000000000004,Taxes,Worse,Unfavorable,Yes
50.0,67.0,10.0,First call,65 and over,White,Male,Feingold,Thompson,Approve,Disapprove,Neumann,Neumann,Neither,No,No,Yes,Better,Clinton,Not a factor,Democrat,Postgrad,Catholic,50 to 75K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.438,Social Security,Same,Favorable,No
50.0,67.0,11.0,First call,18-24,White,Male,Feingold,Garvey,Approve,Disapprove,Neither,Feingold,Neither,No,No,No,Better,Did not vote,Most important,Democrat,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,0.42200000000000004,Abortion,Worse,Unfavorable,Yes
50.0,67.0,12.0,First call,30-39,White,Male,Neumann,Garvey,Approve,Disapprove,Both,Neumann,Neither,No,No,No,Same,Clinton,One factor,Democrat,HS grad,Catholic,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.376,Taxes,Same,Unfavorable,Yes
50.0,67.0,13.0,First call,45-49,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,Feingold,Neither,Yes,Yes,Yes,Same,Dole,One factor,Republican,Some college,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,0.42200000000000004,Abortion,Better,Unfavorable,No
50.0,67.0,14.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Disapprove,Neither,Neumann,Oppose Clinton,Yes,Yes,No,Same,Dole,Not a factor,Republican,HS grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.42200000000000004,Abortion,Better,Unfavorable,No
50.0,67.0,15.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Approve,Both,About the same,Neither,Yes,Yes,Yes,Worse,Dole,One factor,Republican,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.42200000000000004,Social Security,Worse,Unfavorable,No
50.0,67.0,16.0,First call,45-49,White,Female,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,Most important,Democrat,College grad,Catholic,15 to 30K,,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.415,Abortion,Same,Favorable,No
50.0,67.0,17.0,First call,65 and over,White,Female,Neumann,Thompson,,Approve,Both,Feingold,Neither,,,,Worse,Dole,Not a factor,Independent,No HS,Catholic,50 to 75K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.38099999999999995,Social Security,Better,Unfavorable,No
50.0,67.0,18.0,First call,60-64,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,No,No,Yes,Same,Clinton,Not a factor,Democrat,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.38899999999999996,Social Security,Same,Favorable,No
50.0,67.0,19.0,First call,40-44,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,Feingold,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Most important,Republican,Some college,Catholic,15 to 30K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Republican,40 to 49,0.42200000000000004,,Better,Unfavorable,No
50.0,67.0,20.0,First call,40-44,White,Male,Feingold,Thompson,Approve,Disapprove,Neumann,Feingold,Neither,No,No,No,Same,Clinton,Not a factor,Something else,HS grad,Something else,Under 15K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.47600000000000003,Taxes,Same,Favorable,Yes
50.0,67.0,21.0,First call,65 and over,White,Male,Feingold,,,Disapprove,,Feingold,Support Clinton,No,No,No,Worse,Clinton,,Democrat,No HS,Catholic,Under 15K,Liberal,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.415,Social Security,Better,Unfavorable,Yes
50.0,67.0,22.0,First call,45-49,White,Female,Neumann,Thompson,Approve,Approve,Both,About the same,Oppose Clinton,Yes,Yes,No,Worse,Perot,Not a factor,Democrat,HS grad,None,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.415,Education,Better,Unfavorable,No
50.0,67.0,23.0,First call,65 and over,Asian,,Ender,Garvey,Disapprove,Approve,Neumann,,Neither,No,No,No,Same,Clinton,Not a factor,Democrat,HS grad,Protestant,Under 15K,Liberal,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.19699999999999998,Clin/Lewinsky,Same,Unfavorable,No
50.0,67.0,24.0,First call,65 and over,White,,Neumann,Thompson,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Dole,Most important,Republican,HS grad,Catholic,15 to 30K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.38099999999999995,Abortion,Same,Unfavorable,No
50.0,67.0,25.0,First call,45-49,White,Male,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,No,No,Yes,Better,Perot,One factor,Independent,HS grad,,75 to 100K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.42200000000000004,Taxes,Better,Unfavorable,No
50.0,67.0,26.0,First call,40-44,White,Female,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Oppose Clinton,No,No,Yes,Same,Dole,One factor,Independent,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.415,Education,Better,Unfavorable,No
50.0,67.0,27.0,First call,65 and over,White,Female,Feingold,Garvey,Approve,Disapprove,Feingold,Feingold,Support Clinton,No,No,No,Same,Clinton,One factor,Democrat,No HS,Catholic,15 to 30K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.38199999999999995,Social Security,Better,Favorable,No
50.0,67.0,28.0,First call,65 and over,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Feingold,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,,,,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.38899999999999996,,Same,Favorable,No
50.0,67.0,29.0,First call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,Neither,About the same,Neither,No,No,No,Worse,Clinton,One factor,Democrat,Some college,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.415,,Worse,Favorable,No
50.0,67.0,30.0,First call,45-49,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Support Clinton,Yes,No,Yes,Worse,Perot,One factor,Democrat,HS grad,Catholic,,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.42200000000000004,Social Security,Worse,Unfavorable,No
50.0,67.0,31.0,First call,50-59,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Not a factor,Republican,HS grad,Other Christian,15 to 30K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.42200000000000004,Clin/Lewinsky,Same,Unfavorable,No
50.0,67.0,32.0,Second call,50-59,White,Male,Feingold,Garvey,Approve,Approve,Neither,,Neither,No,No,No,Same,Clinton,One factor,Independent,No HS,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.424,Social Security,Better,Unfavorable,No
50.0,67.0,33.0,Second call,65 and over,White,Male,Feingold,Thompson,Approve,Approve,,Feingold,Support Clinton,No,No,No,Same,Clinton,Not a factor,Democrat,No HS,Catholic,30 to 50K,Liberal,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.438,Social Security,Same,Favorable,No
50.0,67.0,34.0,Second call,50-59,White,Female,Neumann,Thompson,Approve,Approve,Neither,,Neither,No,No,No,Same,Clinton,One factor,Independent,HS grad,Jewish,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.415,Social Security,Better,Unfavorable,No
50.0,67.0,35.0,Second call,65 and over,White,Male,Neumann,Garvey,Disapprove,Disapprove,,About the same,Neither,No,No,No,Worse,Clinton,One factor,Democrat,No HS,Jewish,30 to 50K,Liberal,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.34600000000000003,Social Security,Worse,Unfavorable,No
50.0,67.0,36.0,Second call,25-29,White,Female,Neumann,Garvey,Approve,Approve,Both,About the same,Neither,No,Yes,No,Same,Did not vote,One factor,Democrat,HS grad,Catholic,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,25 to 29,Democrat,25 to 29,0.36499999999999994,Education,Same,Unfavorable,No
50.0,67.0,37.0,Second call,45-49,White,Female,Neumann,Thompson,Approve,Disapprove,Both,About the same,Neither,No,No,No,Worse,Clinton,One factor,Independent,Some college,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.415,Taxes,Worse,Favorable,No
50.0,67.0,38.0,Second call,30-39,White,Female,Neumann,Thompson,Disapprove,Disapprove,Neither,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Dole,One factor,Republican,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.415,Abortion,Same,Unfavorable,No
50.0,67.0,39.0,Second call,40-44,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,No,Yes,Yes,Better,Perot,One factor,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.42200000000000004,Abortion,Same,Unfavorable,No
50.0,67.0,40.0,Second call,30-39,White,Female,Feingold,Thompson,Approve,Approve,Neither,About the same,Neither,No,No,No,Worse,Perot,One factor,Democrat,HS grad,Catholic,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.467,,Same,Unfavorable,No
50.0,67.0,41.0,Second call,40-44,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,Yes,No,Yes,Worse,Dole,One factor,Independent,Some college,Other Christian,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.42200000000000004,Eonomy/jobs,Same,Unfavorable,No
50.0,67.0,42.0,Second call,40-44,White,Female,Feingold,Other,Approve,Approve,Neumann,About the same,Neither,No,No,No,Better,Clinton,One factor,Democrat,Some college,Catholic,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.283,Social Security,Same,Favorable,No
50.0,67.0,43.0,Second call,40-44,White,Female,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,No,Yes,Yes,Worse,Clinton,One factor,,College grad,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,,40 to 49,0.415,Eonomy/jobs,Same,Unfavorable,No
50.0,67.0,44.0,Second call,30-39,White,Female,Neumann,Thompson,Approve,Disapprove,Both,About the same,Neither,No,Yes,No,Worse,Perot,One factor,Something else,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.415,Eonomy/jobs,Better,Unfavorable,No
50.0,67.0,45.0,Second call,50-59,White,Female,Neumann,Garvey,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,One factor,Democrat,HS grad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.368,Abortion,Worse,Favorable,No
50.0,67.0,46.0,Second call,45-49,White,Male,Feingold,Thompson,Approve,Disapprove,Both,About the same,Support Clinton,No,No,No,Better,Perot,Not a factor,Independent,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.47600000000000003,,Same,Favorable,No
50.0,67.0,47.0,Second call,30-39,White,Male,,Thompson,Disapprove,Disapprove,Both,About the same,Neither,Yes,Yes,Yes,Worse,Perot,Not a factor,Something else,HS grad,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.451,Education,Better,Unfavorable,Yes
50.0,67.0,48.0,Second call,30-39,White,Female,Feingold,Thompson,Disapprove,Disapprove,Neumann,About the same,Neither,Yes,Yes,,Worse,Perot,One factor,Independent,HS grad,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.467,Taxes,Worse,Unfavorable,No
50.0,67.0,49.0,Second call,30-39,White,Female,Feingold,Thompson,Approve,Approve,Both,Neumann,Neither,No,No,No,Better,Clinton,One factor,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.467,Eonomy/jobs,Same,Unfavorable,Yes
50.0,67.0,50.0,Second call,40-44,Other,Female,Neumann,Garvey,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,One factor,Something else,College grad,Something else,100K or more,Liberal,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.368,Taxes,Same,Unfavorable,No
50.0,67.0,51.0,Second call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,Both,Neumann,Support Clinton,No,No,No,Same,Clinton,One factor,Democrat,Some college,Catholic,30 to 50K,Liberal,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.415,Taxes,Same,Favorable,No
50.0,67.0,52.0,Second call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Same,Clinton,One factor,Democrat,Some college,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.415,Social Security,Same,Favorable,No
50.0,67.0,53.0,Second call,18-24,White,Male,Feingold,Thompson,Approve,Approve,Both,About the same,Neither,No,No,No,Same,Did not vote,Most important,Independent,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.474,Education,Better,Unfavorable,No
50.0,67.0,54.0,Second call,40-44,White,Male,,Thompson,Approve,Approve,,,Support Clinton,No,No,No,Better,Clinton,One factor,Republican,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Republican,40 to 49,0.451,Education,Better,Favorable,No
50.0,67.0,55.0,Second call,18-24,White,Male,Neumann,Other,Disapprove,Approve,Both,About the same,Neither,Yes,Yes,Yes,Same,Did not vote,Not a factor,Something else,HS grad,Protestant,Under 15K,Conservative,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.254,Foreign policy,Better,Unfavorable,No
50.0,67.0,56.0,Second call,60-64,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Oppose Clinton,Yes,Yes,,Same,Clinton,One factor,Independent,Postgrad,Catholic,,Moderate,18 to 64,State,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,0.38999999999999996,Clin/Lewinsky,Worse,Unfavorable,Yes
50.0,67.0,57.0,Second call,40-44,White,Female,Feingold,Garvey,Approve,Approve,Neumann,About the same,Neither,No,No,Yes,Better,Clinton,One factor,Something else,College grad,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.415,Education,Same,Unfavorable,Yes
50.0,67.0,58.0,Second call,30-39,White,Female,Feingold,Thompson,Disapprove,Approve,,About the same,Neither,Yes,Yes,No,Better,Dole,One factor,Republican,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.467,Eonomy/jobs,Same,Unfavorable,Yes
50.0,68.0,1.0,First call,65 and over,White,Male,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,Yes,Yes,Yes,Same,Dole,One factor,Independent,HS grad,Protestant,50 to 75K,Conservative,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Independent/Other,65 and over,1.443,Social Security,Same,Unfavorable,No
50.0,68.0,2.0,First call,65 and over,White,Female,Neumann,Garvey,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,One factor,Democrat,HS grad,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Fox River/SW,60 and over,60 and over,Democrat,65 and over,1.351,Social Security,Same,Unfavorable,Yes
