State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Which is more important,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
16.0,94.0,10.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,Some college,,Conservative,65 and over,,State,Complete,East,60 and over,60 and over,Republican,65 and over,0.8089999999999999,Unfavorable
16.0,94.0,11.0,First call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.75,Unfavorable
16.0,94.0,12.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,,,,Same,Dole,Independent,HS grad,,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,0.8089999999999999,Unfavorable
16.0,94.0,13.0,First call,45-49,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.801,Unfavorable
16.0,94.0,14.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,,No,,,,,,,,,,65 and over,Cut taxes,State,Not complete,East,60 and over,60 and over,,65 and over,0.8560000000000001,Unfavorable
16.0,94.0,15.0,First call,65 and over,White,Female,Grassley,Vilsack,Approve,Disapprove,,No,,,,,,,,,,65 and over,,State,Not complete,East,60 and over,60 and over,,65 and over,0.8240000000000001,Favorable
16.0,94.0,16.0,Second call,25-29,White,Female,Grassley,Vilsack,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Spend on educ,State,Not complete,East,18 to 29,25 to 29,,25 to 29,0.859,Favorable
16.0,94.0,17.0,Second call,50-59,White,Male,Grassley,Lightfoot,Disapprove,,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.75,Unfavorable
16.0,94.0,18.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,,,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.71,Unfavorable
16.0,94.0,19.0,Second call,65 and over,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,50 to 75K,Liberal,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,0.863,Favorable
16.0,94.0,20.0,Second call,18-24,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.953,Favorable
16.0,94.0,21.0,Second call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.75,Unfavorable
16.0,94.0,22.0,Second call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,0.863,Favorable
16.0,94.0,23.0,Second call,65 and over,White,Male,Grassley,Lightfoot,,Approve,Neither,No,No,Yes,Yes,Better,Dole,Republican,Some college,100K or more,Conservative,65 and over,,State,Complete,East,60 and over,60 and over,Republican,65 and over,0.8560000000000001,Unfavorable
16.0,94.0,24.0,Second call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,East,18 to 29,25 to 29,,25 to 29,0.894,Unfavorable
16.0,94.0,25.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Did not vote,Republican,No HS,Under 15K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,0.8089999999999999,Unfavorable
16.0,94.0,26.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,No,No,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.75,Unfavorable
16.0,94.0,27.0,Third call,25-29,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Independent,College grad,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,0.843,Unfavorable
16.0,94.0,28.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Spend on educ,State,Not complete,East,45 to 59,50 to 59,,50 to 64,0.71,Unfavorable
16.0,94.0,29.0,Third call,60-64,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Conservative,18 to 64,Spend on educ,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.915,Favorable
16.0,94.0,30.0,Third call,25-29,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,0.953,Unfavorable
16.0,94.0,31.0,Third call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,0.75,Unfavorable
16.0,94.0,32.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Perot,Independent,Some college,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.75,Unfavorable
16.0,94.0,33.0,Third call,50-59,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.75,Favorable
16.0,94.0,34.0,Third call,45-49,Black,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Dole,Independent,College grad,100K or more,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.5609999999999999,Unfavorable
16.0,94.0,35.0,Third call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Spend on educ,State,Not complete,East,60 and over,60 and over,,50 to 64,0.863,Unfavorable
16.0,94.0,36.0,Third call,25-29,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,0.859,Favorable
16.0,94.0,37.0,Third call,30-39,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.7649999999999999,Unfavorable
16.0,94.0,38.0,Third call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,,Worse,Perot,Independent,,15 to 30K,Conservative,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,0.8089999999999999,Unfavorable
16.0,94.0,39.0,Third call,30-39,White,Male,Grassley,Vilsack,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Perot,Something else,College grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.7649999999999999,Unfavorable
16.0,94.0,40.0,Third call,18-24,,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,Yes,No,Better,Did not vote,Democrat,Some college,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.843,Unfavorable
16.0,94.0,41.0,Third call,50-59,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,Yes,No,Better,Clinton,Republican,Some college,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.71,Unfavorable
16.0,96.0,1.0,First call,65 and over,White,Male,Grassley,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.564,Favorable
16.0,96.0,2.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.346,Unfavorable
16.0,96.0,3.0,First call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.435,Favorable
16.0,96.0,4.0,First call,45-49,,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.354,Favorable
16.0,96.0,5.0,First call,65 and over,White,Female,Grassley,Lightfoot,Approve,Approve,Support Clinton,,No,No,No,Better,Clinton,,,,,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,,65 and over,1.451,Favorable
16.0,96.0,6.0,First call,45-49,White,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.346,Unfavorable
16.0,96.0,7.0,First call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,,Yes,,Worse,Dole,Something else,College grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.346,Unfavorable
16.0,96.0,8.0,First call,30-39,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.369,Unfavorable
16.0,96.0,9.0,First call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.346,Unfavorable
16.0,96.0,10.0,First call,45-49,Black,Female,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.013,Favorable
16.0,96.0,11.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,HS grad,Under 15K,Moderate,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.547,Favorable
16.0,96.0,12.0,First call,50-59,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Perot,Independent,Some college,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.354,Favorable
16.0,96.0,13.0,First call,60-64,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.451,Unfavorable
16.0,96.0,14.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.451,Unfavorable
16.0,96.0,15.0,Second call,60-64,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,,,,Better,Dole,Republican,HS grad,Under 15K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.451,Unfavorable
16.0,96.0,16.0,Second call,18-24,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.63,Favorable
16.0,96.0,17.0,Second call,40-44,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Better,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.271,Favorable
16.0,96.0,18.0,Second call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.346,Unfavorable
16.0,96.0,19.0,Second call,25-29,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.71,Unfavorable
16.0,96.0,20.0,Second call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.271,Unfavorable
16.0,96.0,21.0,Second call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.547,Favorable
16.0,96.0,22.0,Third call,30-39,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Republican,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.271,Unfavorable
16.0,96.0,23.0,Third call,30-39,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Something else,College grad,100K or more,Conservative,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.271,Favorable
16.0,96.0,24.0,Third call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.346,Unfavorable
16.0,96.0,25.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.271,Unfavorable
16.0,96.0,26.0,Third call,50-59,White,Female,Osterberg,Vilsack,,Disapprove,,No,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,East,45 to 59,50 to 59,,50 to 64,1.354,Favorable
16.0,96.0,27.0,Third call,65 and over,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,,,Moderate,65 and over,Spend on educ,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.451,Favorable
16.0,96.0,28.0,Third call,50-59,White,Male,,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Independent,College grad,100K or more,Conservative,18 to 64,Spend on educ,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.399,Favorable
16.0,96.0,29.0,Third call,30-39,White,Female,Grassley,Lightfoot,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Independent,HS grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.271,Favorable
16.0,96.0,30.0,Third call,40-44,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.293,Unfavorable
16.0,96.0,31.0,Third call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,1.346,Unfavorable
16.0,96.0,32.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.435,Favorable
16.0,96.0,33.0,Third call,40-44,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Perot,Democrat,Some college,50 to 75K,Liberal,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.435,Favorable
16.0,96.0,34.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,1.346,Unfavorable
16.0,96.0,35.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Perot,Independent,College grad,15 to 30K,Conservative,18 to 64,Spend on educ,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.603,Unfavorable
16.0,96.0,36.0,Third call,30-39,White,Male,Grassley,Vilsack,Approve,Approve,Neither,Yes,No,No,Yes,Worse,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.369,Favorable
16.0,96.0,37.0,Third call,60-64,White,Female,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Same,Dole,Independent,HS grad,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.451,Unfavorable
16.0,96.0,38.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.435,Favorable
16.0,96.0,39.0,Third call,30-39,White,Male,Grassley,Vilsack,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.369,Unfavorable
16.0,96.0,40.0,Third call,40-44,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Perot,Republican,HS grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,1.271,Unfavorable
16.0,102.0,1.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,,,Yes,,,,Worse,Dole,Republican,Some college,,Conservative,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.986,Unfavorable
16.0,102.0,2.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,West,45 to 59,50 to 59,,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,3.0,First call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,No,No,Yes,Worse,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.752,Unfavorable
16.0,102.0,4.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,No,No,Same,Dole,Republican,Some college,,Conservative,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.012,Unfavorable
16.0,102.0,5.0,First call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.752,Unfavorable
16.0,102.0,6.0,First call,40-44,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Clinton,Republican,College grad,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,0.752,Unfavorable
16.0,102.0,7.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.986,Unfavorable
16.0,102.0,8.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Moderate,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.012,Unfavorable
16.0,102.0,9.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.986,Unfavorable
16.0,102.0,10.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,Yes,,Same,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,0.7720000000000001,Unfavorable
16.0,102.0,11.0,First call,60-64,White,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,Yes,Yes,Worse,Perot,Democrat,HS grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,1.012,Unfavorable
16.0,102.0,12.0,First call,25-29,White,Male,Osterberg,Vilsack,Approve,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Democrat,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,West,18 to 29,25 to 29,Democrat,25 to 29,1.226,Unfavorable
16.0,102.0,13.0,First call,30-39,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,0.787,Favorable
16.0,102.0,14.0,First call,50-59,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,,Liberal,18 to 64,Spend on educ,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.917,Unfavorable
16.0,102.0,15.0,First call,50-59,White,Female,Osterberg,Vilsack,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Cut taxes,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.893,Unfavorable
16.0,102.0,16.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Moderate,65 and over,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.986,Unfavorable
16.0,102.0,17.0,Second call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,15 to 30K,Conservative,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.7720000000000001,Unfavorable
16.0,102.0,18.0,Second call,30-39,White,Female,Grassley,Lightfoot,Disapprove,,Neither,No,Yes,Yes,,Same,Dole,Republican,HS grad,,Conservative,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,0.752,Unfavorable
16.0,102.0,19.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,,Moderate,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.986,Unfavorable
16.0,102.0,20.0,Second call,30-39,White,Female,Osterberg,Vilsack,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Cut taxes,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,0.893,Favorable
16.0,102.0,21.0,Second call,45-49,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,,No,No,Yes,Worse,Clinton,Independent,College grad,,Moderate,18 to 64,Spend on educ,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.767,Unfavorable
16.0,102.0,22.0,Second call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,0.7720000000000001,Unfavorable
16.0,102.0,23.0,Second call,45-49,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,0.752,Unfavorable
16.0,102.0,24.0,Second call,60-64,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,West,60 and over,60 and over,Republican,50 to 64,1.012,Unfavorable
16.0,102.0,25.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,HS grad,Under 15K,Moderate,65 and over,Cut taxes,State,Complete,West,60 and over,60 and over,Republican,65 and over,0.986,Unfavorable
