ID,SENNJ18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ETHHUGIN,ETHMENENDEZ,ETHNJ18,FAVHUGIN,FAVMENENDEZ,FAVSENNJ18,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRUMP2,TRUMP4,TRUMPIMM,VERSION,WEIGHT,WHNCLINC,ZIPCODE
31327.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,0.920765817165375,No,8886.0
31326.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,0.920765817165375,No,8886.0
64174.0,Bob Hugin,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,8.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,Yes,1.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,46.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Helped,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,2.38118004798889,No,7302.0
61386.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,1.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,5.0,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,39.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,No impact,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,2.39577388763428,No,8080.0
42899.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,Call 2,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,No,5.0,,,,,,,,,,No,Good,Excellent or good,45+,18-64,,,,,,,,,87.0,,,White,White,State questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,No impact,Election day exit poll,,,Too tough,Version 1,1.46060919761658,,8753.0
31304.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,3.0,,,,,,,,,Immigration,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 3,0.761368930339813,,7860.0
60383.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,,No,,,18-44,18-64,,,,,,,,,42.0,,,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,,Version 4,0.899707674980164,,8080.0
31297.0,Bob Hugin,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,Yes,5.0,Minor changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,87.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,1.46060919761658,No,8753.0
31296.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,114.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Hurt,Election day exit poll,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,1.19578719139099,No,8886.0
42872.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,11.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does,Bob Menendez does,Both do,Favorable,Unfavorable,Only Bob Hugin,No,1.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,31.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,1.1509964466095,No,7003.0
42869.0,Bob Hugin,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 2,3.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,Yes,5.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,87.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,No impact,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,1.59452414512634,No,8753.0
42864.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,6.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,4.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,58.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Hurt,Election day exit poll,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,1.07948005199432,No,8854.0
31276.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,All others,Complete,Call 1,11.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,Yes,1.0,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The economy,Yes,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,31.0,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Justified,The Republican candidate,Male,Latino men,Suburbs,Suburbs,English,New Jersey,Other,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,1.1509964466095,No,7003.0
31268.0,Bob Hugin,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,No,3.0,,,,,,,,,,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,102.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat approve,Somewhat approve,,Version 1,1.90106749534607,,7860.0
31267.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,3.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,5.0,Minor changes,No,,,,,,,Health care,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,87.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,About right,Version 1,1.62912619113922,,8753.0
42848.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,No,1.0,,,,,,,,,,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,108.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,,Election day exit poll,Strongly or somewhat approve,Somewhat approve,,Version 1,1.80961263179779,,7202.0
42839.0,Bob Hugin,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,9.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,2.0,,,,,,,,,Immigration,No,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,7.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat approve,Strongly approve,,Version 3,1.71045577526093,,7605.0
62146.0,Bob Hugin,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,3.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,Yes,5.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,87.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,1.59452414512634,No,8753.0
67164.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Black 30-44,Complete,Call 3,8.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,1.0,Minor changes,Yes,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,Yes,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,35.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Politically motivated,The Republican candidate,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,2.18107509613037,No,7104.0
31246.0,Bob Hugin,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 1,11.0,The Republican Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Unfavorable,Unfavorable,Neither,Yes,1.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",The economy,,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,,Something else,,All others,Conservative,31.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,Non-white,Black,East,Justified,The Republican candidate,,,Suburbs,Suburbs,,New Jersey,,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,1.14600026607513,No,7003.0
61196.0,Bob Hugin,30-44,30-59,40-44,18-44,18-49,30-44,40-49,,,,Complete,Call 3,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,,,No,5.0,,,,,,,,,,No,,,18-44,18-64,Independent/Something else,,,Independent women,Independent,Independent Women,,Moderate,42.0,Moderate/Liberal Republicans,Moderate Independents,,,National questionnaire,,,,East,,The Republican candidate,Female,,Suburbs,Suburbs,English,New Jersey,,,Election day exit poll,Strongly or somewhat approve,Somewhat approve,,Version 1,0.719170272350311,,8080.0
63126.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,11.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,1.0,No changes at all,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,31.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Helped,Election day exit poll,Strongly or somewhat disapprove,Somewhat disapprove,Not tough enough,Version 1,1.07645297050476,No,7003.0
42814.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Call 2,7.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The economy,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,State questionnaire,Other,Non-white,Other,East,Politically motivated,The Republican candidate,Male,All other races,Suburbs,Suburbs,English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,0.879870474338531,No,8886.0
31697.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,113.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,1.26605296134949,No,8808.0
42807.0,Bob Hugin,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,White 65+,Not complete,Call 2,8.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,1.0,,,,,,,,,,Yes,,,45+,65+,,,,,,,,,108.0,,,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Republican candidate,Female,Latino women,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,,Version 1,1.80961263179779,,7202.0
42803.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,Call 2,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,,No,,,18-44,18-64,,,,,,,,,38.0,,,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,,Version 3,0.964903891086578,,8312.0
43996.0,Bob Hugin,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,5.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,3.0,Minor changes,No,,,,,,,Immigration,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,,Election day exit poll,,,Not tough enough,Version 2,1.90106749534607,,7860.0
62085.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,1.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The economy,No,Good,Excellent or good,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,27.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,East,Politically motivated,The Republican candidate,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.646900951862335,No,8037.0
61980.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,11.0,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Bob Hugin does,Bob Menendez does,Both do,Unfavorable,Unfavorable,Neither,No,1.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,31.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,1.14928436279297,No,7003.0
61536.0,Bob Hugin,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,12.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,No,4.0,,,,,,,,,,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Republican candidate,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,1.56002485752106,,8618.0
63818.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,3.0,,,,,,,,,Health care,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Liberal,102.0,Conservative Republicans,Mod./Liberal Republicans,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,0.761368930339813,,7860.0
31172.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Call 1,7.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",The economy,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Moderate,114.0,Moderate/Liberal Republicans,Moderate Independents,Other,Other,State questionnaire,Other,Non-white,Other,East,Politically motivated,The Republican candidate,Male,All other races,Suburbs,Suburbs,English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,0.879870474338531,No,8886.0
62063.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,3.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Bob Hugin does,Bob Menendez does not,Only Bob Hugin does,Favorable,Unfavorable,Only Bob Hugin,No,5.0,Omit,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Immigration,No,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,87.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,East,Politically motivated,The Republican candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Helped,Election day exit poll,Strongly or somewhat approve,Strongly approve,About right,Version 1,1.46060919761658,No,8753.0
