ID,SENFL18,GOVFL18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,CONTROLHOUSE,CONTROLSEN,CUBAN,CUBANPR4,DESANTISLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVNELSON,FAVPARTY,FAVREP2,FAVSCOTT,FAVSENFL18,FINSIT2,FLENVIRO18,FORTRUMPS,FTVOTER18,GEOCODE,GILLUMLIB,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HURRICANEFL18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVFL18,KAVFL18A,KAVFL18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PUERTORICAN,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WORK,ZIPCODE
49333.0,Bill Nelson,Andrew Gillum,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 2,7.0,,,The Democratic Party,No,"Yes, Puerto Rican",,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Omit,Favorable,Omit,Omit,Favorable,Both,About the same,,To express opposition to Donald Trump,Yes,2.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,Yes,,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,106.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,,South,,The Democratic candidate,Female,Latino women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,Hurt,,,,Version 2,,0.296753495931625,,,Very important,Important,,32825.0
49376.0,Rick Scott,Ron DeSantis,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,White 18-29,Complete,,Call 2,16.0,,,The Republican Party,No,"Yes, Puerto Rican",,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,Donald Trump was not a factor,No,4.0,,The Republican candidate,,,,,,No,,,,,,,,,,,Yes,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,,148.0,,,Yes,Other,White,State questionnaire,Hispanic/Latino,Not too important,Not important,Non-white,Hispanic/Latino,,South,,The Republican candidate,Female,Latino women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,No impact,,,,Version 2,,0.373728156089783,,,Somewhat important,Important,,34239.0
49416.0,Bill Nelson,Andrew Gillum,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 2,7.0,Yes,The Democratic Party,,No,"Yes, Puerto Rican",Too conservative,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,Government should do more to protect it,,,2.0,About right,The Democratic candidate,Support,Yes,,The Democratic Party,No hardship,,,,,,,,,Not a factor at all,Not important,Not a factor,Yes,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,Whites are favored over minorities,South,,The Democratic candidate,Female,Latino women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.13577575981617,,All others,,,,32825.0
49435.0,Rick Scott,Ron DeSantis,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,16.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,4.0,,The Republican candidate,,,Major changes,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,,,,No,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,148.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,The Republican candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Helped,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.279142200946808,No,,,,Yes,34239.0
49493.0,Rick Scott,Ron DeSantis,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,2.0,Yes,The Republican Party,,No,No,About right,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Government should do more to protect it,,,1.0,Too conservative,The Republican candidate,Oppose,Yes,,The Republican Party,"Some hardship, but not severe",,,,,,,,,A minor factor,Not important,A factor,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,160.0,Conservative Republicans,Mod./Liberal Republicans,No,White,White,State questionnaire,White,,,White,White,No group is favored,South,,The Republican candidate,Female,White women,,,Non married women,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.122403964400291,,White Born-again/Evangelical Christians,,,,32462.0
49515.0,Bill Nelson,Andrew Gillum,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,16.0,Yes,The Democratic Party,,No,No,Too conservative,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,Government should do more to protect it,,,4.0,About right,The Democratic candidate,Support,No,,The Democratic Party,No hardship,,,,,,,,,An important factor,Important,A factor,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,148.0,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,,,White,White,Whites are favored over minorities,South,,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.218586355447769,,All others,,,,34239.0
49516.0,Bill Nelson,Andrew Gillum,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 2,7.0,,,,No,"Yes, Puerto Rican",,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,,,,Yes,Yes,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,106.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Justified,The Democratic candidate,Female,Latino women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,About right,Version 1,Hillary Clinton,0.296753495931625,No,,,,Yes,32825.0
49540.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,,,,Complete,Yes,Call 2,2.0,Yes,The Democratic Party,,No,No,Too conservative,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,,,,,,,Government should do more to protect it,,,1.0,About right,The Democratic candidate,Support,Yes,,The Democratic Party,"Some hardship, but not severe",,,,,,,,,Not a factor at all,Not important,Not a factor,No,No,,,45+,65+,Democrat,,,Democratic men,Democrat,Democratic Men,,Moderate,160.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,,,State questionnaire,,,,,,Whites are favored over minorities,South,,The Democratic candidate,Male,,,,Non married men,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.113007687032223,,All others,,,,32462.0
49604.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 2,2.0,No,The Republican Party,,No,No,About right,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Government is doing enough to protect it,,,1.0,Too liberal,The Republican candidate,Oppose,No,,The Republican Party,"Some hardship, but not severe",,,,,,,,,Not a factor at all,Not important,Not a factor,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,160.0,Moderate/Liberal Republicans,Conservative Independents,No,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,The Republican candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.210416555404663,,White Born-again/Evangelical Christians,,,,32462.0
49649.0,Bill Nelson,Andrew Gillum,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,2.0,Yes,The Democratic Party,,No,No,Too conservative,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,Government should do more to protect it,,,1.0,About right,The Democratic candidate,Support,Yes,,The Democratic Party,"Some hardship, but not severe",,,,,,,,,Not a factor at all,Not important,Not a factor,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,160.0,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,,,White,White,Whites are favored over minorities,South,,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.0952509939670563,,White Born-again/Evangelical Christians,,,,32462.0
49651.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,Call 2,7.0,,,The Republican Party,No,"Yes, Puerto Rican",,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,Better,,Donald Trump was not a factor,No,2.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,Yes,,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,106.0,Liberal Democrats,Liberal Democrats,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,,South,,The Democratic candidate,Male,Latino men,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,Hurt,,,,Version 2,,0.554086208343506,,,Very important,Important,,32825.0
49660.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 2,16.0,Yes,The Democratic Party,,No,No,Too conservative,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,Government should do more to protect it,,,4.0,About right,The Democratic candidate,Support,No,,The Democratic Party,Severe hardship,,,,,,,,,Not a factor at all,Not important,Not a factor,No,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,148.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,,,White,White,Whites are favored over minorities,South,,The Democratic candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.426502525806427,,White Born-again/Evangelical Christians,,,,34239.0
49697.0,Rick Scott,Ron DeSantis,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,2.0,No,The Republican Party,,No,No,About right,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,Government is doing enough to protect it,,,1.0,Too liberal,The Republican candidate,Oppose,Yes,,The Republican Party,"Some hardship, but not severe",,,,,,,,,An important factor,Important,A factor,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,160.0,Moderate/Liberal Republicans,Conservative Independents,No,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,The Republican candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.117132768034935,,White Born-again/Evangelical Christians,,,,32462.0
49727.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,16.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,4.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,No,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,148.0,Conservative Republicans,Mod./Liberal Republicans,No,White,White,State questionnaire,White,,,White,White,,South,Justified,The Democratic candidate,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1,Hillary Clinton,0.408135622739792,No,,,,No,34239.0
49739.0,Rick Scott,Ron DeSantis,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete,Yes,Call 2,2.0,No,The Republican Party,,No,No,About right,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,Government should do more to protect it,,,1.0,About right,The Republican candidate,Support,Yes,,The Republican Party,"Some hardship, but not severe",,,,,,,,,An important factor,Important,A factor,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Moderate,160.0,Conservative Republicans,Mod./Liberal Republicans,No,Other,American Indian,State questionnaire,Other,,,Non-white,American Indian,Whites are favored over minorities,South,,The Republican candidate,Female,All other races,,,Married women,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.0745926350355148,,All others,,,,32462.0
49749.0,Bill Nelson,Andrew Gillum,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 2,7.0,,,,No,"Yes, Puerto Rican",,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,,,,Yes,Yes,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Politically motivated,The Democratic candidate,Male,Latino men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.285453259944916,No,,,,Yes,32825.0
49790.0,Rick Scott,Ron DeSantis,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 2,2.0,No,The Republican Party,,No,No,About right,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,Government should do more to protect it,,,1.0,Too liberal,The Republican candidate,Oppose,Yes,,The Republican Party,"Some hardship, but not severe",,,,,,,,,A minor factor,Not important,A factor,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,160.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,,,White,White,No group is favored,South,,The Republican candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.122403964400291,,White Born-again/Evangelical Christians,,,,32462.0
49807.0,Rick Scott,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,16.0,,,The Democratic Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Only Democratic Party,Unfavorable,Favorable,Only Rick Scott,About the same,,Donald Trump was not a factor,No,4.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,148.0,Moderate/Liberal Republicans,Moderate Independents,No,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,The Republican candidate,Female,White women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,Hurt,,,,Version 2,,0.354620188474655,,,Very important,Important,,34239.0
49840.0,Rick Scott,Ron DeSantis,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 2,2.0,Yes,The Republican Party,,No,No,About right,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Government should do more to protect it,,,1.0,Too liberal,The Republican candidate,Oppose,Yes,,The Republican Party,"Some hardship, but not severe",,,,,,,,,Not a factor at all,Not important,Not a factor,No,No,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,160.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,The Republican candidate,Female,White women,,,Non married women,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.108402080833912,,White Born-again/Evangelical Christians,,,,32462.0
49894.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,,,The Republican Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,About the same,,Donald Trump was not a factor,No,1.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Conservative,160.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,Helped,,,,Version 2,,0.210416555404663,,,Not at all important,Not important,,32462.0
49920.0,Bill Nelson,Andrew Gillum,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 2,7.0,,,,No,"Yes, Puerto Rican",,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Gun policy,,,,Yes,No,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Something else,Independent Women,All others,Liberal,106.0,Moderate/Liberal Republicans,Liberal Independents,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Politically motivated,The Democratic candidate,Female,Latino women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Didn't vote,0.262807637453079,No,,,,No,32825.0
49945.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,,Call 2,16.0,Yes,The Republican Party,,No,No,About right,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,Government should do more to protect it,,,4.0,About right,The Republican candidate,Support,No,,The Republican Party,No hardship,,,,,,,,,Not a factor at all,Not important,Not a factor,No,No,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,148.0,Independent/Something else,Conservative Republicans,No,Other,Other,State questionnaire,Other,,,Non-white,Other,Minorities are favored over whites,South,,The Republican candidate,Female,All other races,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.725434362888336,,All others,,,,34239.0
49946.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,2.0,,,The Democratic Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,1.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,160.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,The Democratic candidate,Female,White women,Very serious,Serious,,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,Hurt,,,,Version 2,,0.163739681243896,,,Very important,Important,,32462.0
49990.0,Bill Nelson,Ron DeSantis,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,,,The Republican Party,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Worse,,To express support for Donald Trump,,1.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,160.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,Helped,,,,Version 2,,0.0972796231508255,,,Very important,Important,,32462.0
50021.0,Rick Scott,Ron DeSantis,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,16.0,,,The Republican Party,No,No,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Omit,Omit,Omit,Omit,Omit,About the same,,Donald Trump was not a factor,No,4.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,148.0,Conservative Republicans,Mod./Liberal Republicans,No,White,White,State questionnaire,White,Not at all important,Not important,White,White,,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,No impact,,,,Version 2,,0.279142200946808,,,Very important,Important,,34239.0
50039.0,Bill Nelson,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,2.0,,,The Republican Party,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Unfavorable,Neither,About the same,,To express support for Donald Trump,No,1.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,160.0,Moderate/Liberal Republicans,Conservative Independents,No,White,White,State questionnaire,White,Not at all important,Not important,White,White,,South,,The Democratic candidate,Female,White women,Not at all serious,Not serious,,Rural,Small Cities/Rural,English,Florida,Other,,Election day exit poll,,,,Helped,,,,Version 2,,0.16722697019577,,,Not too important,Not important,,32462.0
50043.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 2,1.0,,,The Democratic Party,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,About the same,,To express opposition to Donald Trump,No,1.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,146.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,The Democratic candidate,Male,Black men,Very serious,Serious,,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,No impact,,,,Version 2,,1.09637260437012,,,Very important,Important,,32583.0
50051.0,Bill Nelson,Andrew Gillum,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,7.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Immigration,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,106.0,Moderate/Liberal Republicans,Liberal Independents,No,White,White,State questionnaire,White,,,White,White,,South,Justified,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Other,0.222803398966789,Yes,,,,No,32825.0
