ID,GOVGA18,ABRAMSLIB,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,BACKSIDE,BORNINGA14,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECURITY18,FAVABRAMS,FAVDEM2,FAVGOVGA18,FAVKEMP,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPG,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,KEMPLIB,LATINO,MARRIED,MOVETOGA14,MOVETOGA10YR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18GOV,TIME18GOVMONTH,TIME18GOVWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
45328.0,Stacey Abrams,About right,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Never,A few times a year or less,Complete,Moved to Georgia,No,Call 2,7.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,,Oppose,Too conservative,No,,10+ years but not born here,More than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Liberal,110.0,Moderate/Liberal Republicans,Liberal Independents,Other,Other,State questionnaire,Other,,,Non-white,Other,Whites are favored over minorities,South,,Male,All other races,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.651388168334961,,All others,,,30024.0
45376.0,Stacey Abrams,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,Yes,Call 2,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,2.0,The Democratic candidate,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,No,No,,,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,110.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,,,White,White,,South,Justified,Female,White women,,,Non married women,Suburbs,Suburbs, Georgia,White suburban women,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,Should be able to vote will be prevented from voting,0.570842325687408,Yes,White Born-again/Evangelical Christians,,,30024.0
45423.0,Stacey Abrams,About right,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,A few times a month,At least monthly,Complete,Moved to Georgia,No,Call 2,7.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,,Omit,Too conservative,No,,10+ years but not born here,More than 10 years,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,State questionnaire,Asian,,,Non-white,Asian,No group is favored,South,,Female,All other races,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,No,,,0.231370404362679,,All others,,,30024.0
45470.0,Stacey Abrams,About right,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Never,A few times a year or less,Complete,Moved to Georgia,No,Call 2,5.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,,,,,,,,3.0,The Democratic candidate,Support,Yes,,The Democratic Party,,,,,,,,,Oppose,About right,No,,10+ years but not born here,More than 10 years,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,94.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,Female,Black women,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.129879921674728,,All others,,,30344.0
45473.0,Stacey Abrams,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 2,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Favorable,Only Stacey Abrams,Unfavorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,The Democratic candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.913342297077179,,,Very important,Important,30024.0
45493.0,Stacey Abrams,About right,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Never,A few times a year or less,Complete,Born in Georgia,Yes,Call 1,5.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,,,,,,,,3.0,The Democratic candidate,Support,Yes,,The Democratic Party,,,,,,,,,Oppose,Too liberal,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,89.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,Male,Black men,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.858406007289886,,All others,,,30311.0
45531.0,Stacey Abrams,About right,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A few times a month,At least monthly,Complete,Moved to Georgia,Yes,Call 2,7.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,,Oppose,Too conservative,No,,Less than 10 years,Less than 10 years,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.336991876363754,,White Born-again/Evangelical Christians,,,30024.0
45558.0,Stacey Abrams,About right,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,A few times a month,At least monthly,Complete,Born in Georgia,,Call 1,5.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,,,,,,,,3.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,,Oppose,Too liberal,No,,I was born in Georgia,More than 10 years,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Conservative,89.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,Female,Black women,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,Yes,,,0.4651138484478,,All others,,,30311.0
45592.0,Stacey Abrams,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,No,Call 2,7.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,2.0,The Democratic candidate,,,Major changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Gun policy,,,No,No,,,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,110.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Female,White women,,,Non married women,Suburbs,Suburbs, Georgia,White suburban women,Omit,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,Should be able to vote will be prevented from voting,0.516839802265167,Yes,All others,,,30024.0
45603.0,Stacey Abrams,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,No,Call 2,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,3.0,The Democratic candidate,,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,98.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,,,White,White,,South,Justified,Female,White women,,,Married women,Suburbs,Suburbs, Georgia,White suburban women,Omit,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Other,Should be able to vote will be prevented from voting,0.384463667869568,No,All others,,,30022.0
45612.0,Stacey Abrams,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,Call 2,5.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Favorable,Both,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,Yes,3.0,The Democratic candidate,,,,,Yes,,,,,,,,,,No,No,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,94.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,Female,Black women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.280260920524597,,,Very important,Important,30344.0
45630.0,Stacey Abrams,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,3.0,The Democratic candidate,,,Minor changes,,Omit,,,,,,,Omit,,,No,,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,90.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,Somewhat important,Important,White,White,Omit,South,Omit,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,,,Omit,Version 2,,,,0.406377494335175,,,,,30312.0
45644.0,Stacey Abrams,About right,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Once a week or more,At least monthly,Complete,Born in Georgia,Yes,Call 1,5.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,,,,,,,,3.0,The Democratic candidate,Support,Yes,,The Democratic Party,,,,,,,,,Oppose,Too liberal,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,89.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,Male,Black men,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.215545400977135,,All others,,,30311.0
45653.0,Stacey Abrams,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,A few times a year,A few times a year or less,Complete,,No,Call 2,7.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,Health care,,,No,No,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,113.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,,,Non-white,Black,,South,,Female,Black women,Very serious,Serious,Non married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,,,1.66324973106384,,All others,Very important,Important,30071.0
45654.0,Stacey Abrams,About right,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,A few times a month,At least monthly,Complete,Born in Georgia,Yes,Call 2,10.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,,,,,,,,1.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,,Oppose,Too liberal,No,,I was born in Georgia,More than 10 years,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,30.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,Male,Black men,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.620693564414978,,All others,,,30601.0
45657.0,Stacey Abrams,About right,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Once a week or more,At least monthly,Complete,Moved to Georgia,Yes,Call 2,7.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,,,,,,,,,,2.0,The Democratic candidate,Support,No,,The Democratic Party,,,,,,,,,Oppose,Too conservative,No,,Less than 10 years,Less than 10 years,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Liberal,110.0,Moderate/Liberal Republicans,Liberal Independents,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,Female,Black women,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,Yes,,,0.488929867744446,,All others,,,30024.0
45665.0,Stacey Abrams,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Favorable,Only Stacey Abrams,Unfavorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,5.0,The Democratic candidate,,,,,Yes,,,,,,,,,,No,No,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,10.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,Female,Black women,Very serious,Serious,Non married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.653470933437347,,,Very important,Important,31308.0
45682.0,Stacey Abrams,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Never,A few times a year or less,Complete,,No,Call 2,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,3.0,The Democratic candidate,Support,Yes,,The Republican Party,,,,,,,,Health care,,,No,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,90.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,,,,0.352950245141983,,All others,Very important,Important,30312.0
45691.0,Stacey Abrams,About right,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,A few times a year or less,Complete,Moved to Georgia,No,Call 2,10.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,,,,,,,,1.0,The Democratic candidate,Support,Yes,,The Democratic Party,,,,,,,,,Oppose,Too conservative,No,,Less than 10 years,Less than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,30.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,,,White,White,Whites are favored over minorities,South,,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,No,,,0.222899496555328,,All others,,,30601.0
45713.0,Stacey Abrams,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,,,Complete,,,Call 2,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Favorable,Only Stacey Abrams,Unfavorable,Only Democratic Party,Unfavorable,Worse,Donald Trump was not a factor,No,2.0,The Democratic candidate,,,,,Yes,,,,,,,,,,No,No,,,,,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,110.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Other,State questionnaire,Other,Very important,Important,Non-white,Other,,South,,Female,All other races,Very serious,Serious,Non married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.235334813594818,,,Very important,Important,30024.0
45730.0,Stacey Abrams,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,Complete,,Yes,Call 1,5.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,3.0,The Democratic candidate,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,,,No,No,,,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,89.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,Politically motivated,Female,Black women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,Should be able to vote will be prevented from voting,0.421113431453705,No,All others,,,30311.0
45731.0,Stacey Abrams,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 2,10.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Favorable,Both,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,The Democratic candidate,,,,,Yes,,,,,,,,,,No,No,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,30.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,Male,Black men,Very serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.268148899078369,,,Very important,Important,30601.0
45732.0,Stacey Abrams,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,,,Complete,,,Call 2,7.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,Yes,2.0,The Democratic candidate,,,,,,,,,,,,,Omit,,No,,,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Something else,Independent Women,All others,,113.0,,,Black,Black,National questionnaire,Black,,,Non-white,Black,,South,,Female,Black women,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,No,Didn't vote,Omit,1.50590395927429,,,,,30071.0
45743.0,Stacey Abrams,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 2,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Favorable,Only Stacey Abrams,Unfavorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,3.0,The Democratic candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,98.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Very important,Important,White,White,,South,,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,1.2558456659317,,,Very important,Important,30022.0
45746.0,Stacey Abrams,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 2,5.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,No,3.0,The Democratic candidate,,,,,,,,,,,,,Omit,,No,,,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,90.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,No,Hillary Clinton,Should be able to vote will be prevented from voting,0.389828592538834,,,,,30312.0
45752.0,Stacey Abrams,About right,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a month,At least monthly,Complete,Moved to Georgia,Yes,Call 2,5.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,,,,3.0,The Democratic candidate,Oppose,Yes,,The Democratic Party,,,,,,,,,Oppose,Too liberal,No,,10+ years but not born here,More than 10 years,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,94.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,Yes,,,0.174894124269485,,White Born-again/Evangelical Christians,,,30344.0
45765.0,Stacey Abrams,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,,,Complete,,,Call 2,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Favorable,Only Stacey Abrams,Unfavorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,,,No,,,,,,,,,,No,No,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Liberal,96.0,Conservative Republicans,Mod./Liberal Republicans,Other,Asian,State questionnaire,Asian,Very important,Important,Non-white,Asian,,South,,Female,All other races,Somewhat serious,Serious,Non married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.336544215679169,,,Very important,Important,30097.0
45772.0,Stacey Abrams,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,,,Call 2,10.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Favorable,Only Stacey Abrams,Unfavorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,No,1.0,The Democratic candidate,,,,,Yes,,,,,,,,,,Yes,No,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,Liberal,30.0,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,,South,,Male,Latino men,Very serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.155173391103745,,,Very important,Important,30601.0
45780.0,Stacey Abrams,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,Call 2,7.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Favorable,Both,Favorable,Only Democratic Party,Unfavorable,About the same,Omit,No,2.0,The Democratic candidate,,,,,Omit,,,,,,,,,,No,Yes,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,110.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,Female,Black women,Very serious,Serious,Married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,,0.540016174316406,,,Not too important,Not important,30024.0
