ID,SENMS18,SEN2MS18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEFACTOR,REGION,RUNOFFMS18,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WOMEN,WOMEN2,ZIPCODE
63177.0,David Baria,Mike Espy,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Call 3,3.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,3.0,,Yes,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Female,Black women,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.91220611333847,,Very important,Important,39350.0
62899.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,4.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,2.0,,Yes,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,21.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Male,White men,Very serious,Serious,,Suburbs,Suburbs, Mississippi,White suburban men,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.619064450263977,,Very important,Important,39465.0
48617.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,3.0,Omit,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both parties,Favorable,Omit,Omit,No,2.0,,Omit,,,,,,,,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,95.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Omit,South,Mike Espy,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs, Mississippi,Other,,Election day exit poll,,,,,Omit,Omit,,Version 2,,0.76212751865387,,Omit,Omit,39047.0
62161.0,David Baria,Mike Espy,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Not complete,Call 3,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,3.0,,,,,,,,,,No,,Not so good,Not so good or poor,45+,18-64,,,,,,,,,82.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Female,Black women,,,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,In the last week,In the last month,In the last week,,,,,Version 1,,0.91220611333847,,,,39350.0
64062.0,David Baria,Mike Espy,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Call 3,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,2.0,Minor changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,No,Yes,Poor,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,95.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Female,Black women,,,Married women,Suburbs,Suburbs, Mississippi,Other,Helped,Election day exit poll,Before that,Before that,Before that,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.634454309940338,No,,,39047.0
48613.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,2.0,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,No,No,Poor,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,55.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Politically motivated,The Democratic candidate,Female,Black women,,,Non married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,Before that,Before that,Before that,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.677986443042755,No,,,39440.0
38956.0,David Baria,Mike Espy,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Call 1,3.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,2.0,,,,,,,,,Health care,,Yes,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,98.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Male,Black men,Somewhat serious,Serious,Married men,Suburbs,Suburbs, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.966593027114868,,Not at all important,Not important,39042.0
64791.0,David Baria,Mike Espy,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,2.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,Yes,1.0,,Yes,,,,,,,,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,7.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Female,Black women,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,0.505543351173401,,Very important,Important,39096.0
64050.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,4.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,Yes,2.0,,Yes,,,,,,,,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,31.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,No group is favored,South,Mike Espy,,The Democratic candidate,Male,White men,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.1876745223999,,Very important,Important,39507.0
48596.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 2,4.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,No,2.0,,Yes,,,,,,,,No,,,,45+,18-64,,,,,,,,Moderate,31.0,,,White,White,State questionnaire,White,White,White,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Male,White men,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.861834764480591,,Very important,Important,39507.0
64043.0,David Baria,Mike Espy,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,2.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,Yes,1.0,,,,,,,,,,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Female,Black women,,,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,Hillary Clinton,0.5052490234375,,,,38732.0
64042.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 2,3.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,No,Yes,Not so good,Not so good or poor,45+,18-64,Republican,Black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,99.0,Independent/Something else,Conservative Republicans,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Politically motivated,The Democratic candidate,Female,Black women,,,Married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,Before that,Before that,Before that,No impact,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Hillary Clinton,0.732308804988861,No,,,39074.0
48592.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,3.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,3.0,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Male,Black men,,,Non married men,Rural,Small Cities/Rural, Mississippi,Other,Hurt,Election day exit poll,In the last week,In the last month,In the last week,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Hillary Clinton,0.736775755882263,No,,,39350.0
38934.0,David Baria,Mike Espy,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,3.0,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Yes,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,65.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,,South,,Justified,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,Before that,Before that,Before that,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.554271161556244,No,,,38801.0
36998.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,3.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,3.0,Minor changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Gun policy,No,No,Not so good,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Female,Black women,,,Non married women,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,No impact,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1,Hillary Clinton,0.659662485122681,No,,,39350.0
62096.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,3.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,2.0,Minor changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,,Yes,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,,95.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Female,Black women,,,Married women,Suburbs,Suburbs, Mississippi,Other,Hurt,Election day exit poll,In the last month,In the last month,Before that,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.76212751865387,No,,,39047.0
63667.0,David Baria,Mike Espy,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,2.0,,,,,,,,,,,,No,1.0,,,,,,,,,,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Female,Black women,,,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,Hillary Clinton,0.377582043409348,,,,38732.0
38918.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,3.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,No,Yes,Not so good,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,95.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Male,Black men,,,Married men,Suburbs,Suburbs, Mississippi,Other,No impact,Election day exit poll,Before that,Before that,Before that,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.85121876001358,No,,,39047.0
64469.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,,Yes,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,115.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.728582441806793,,Very important,Important,39040.0
64016.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,4.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,2.0,,Yes,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,21.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs, Mississippi,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.763828277587891,,Very important,Important,39465.0
64013.0,David Baria,Mike Espy,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Call 3,2.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,No,1.0,,Yes,,,,,,,,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,,115.0,,,Black,Black,State questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.377271175384521,,Not too important,Not important,39040.0
48557.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,2.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,1.0,Minor changes,Yes,,,,,,,The economy,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,,Politically motivated,The Democratic candidate,Male,Black men,,,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,,,Too tough,Version 2,,0.726952075958252,,,,38732.0
49445.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,3.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,2.0,Major changes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,No,Yes,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,53.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Politically motivated,The Democratic candidate,Male,Black men,,,Married men,Rural,Small Cities/Rural, Mississippi,Other,Hurt,Election day exit poll,In the last week,In the last month,In the last week,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,1.26793968677521,No,,,39422.0
37583.0,David Baria,Mike Espy,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,2.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,1.0,,,,,,,,,The economy,No,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.650866985321045,,Not too important,Not important,38732.0
63121.0,David Baria,Mike Espy,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,2.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,1.0,,,,,,,,,The economy,No,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.650866985321045,,Very important,Important,38732.0
62052.0,David Baria,Mike Espy,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,3.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,Omit,No,3.0,,Yes,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,,82.0,,,Black,Black,State questionnaire,Black,Non-white,Black,Omit,South,Mike Espy,,The Democratic candidate,Male,Black men,Very serious,Serious,,Rural,Small Cities/Rural, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.443544119596481,,Very important,Important,39350.0
37489.0,David Baria,Mike Espy,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,About the same,,,1.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,No,,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,4.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,,South,,,The Democratic candidate,Female,Black women,,,,Rural,Small Cities/Rural, Mississippi,Other,No impact,Election day exit poll,,,,No impact,,,,Version 4,,0.391826421022415,No,,,38732.0
62049.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,1.0,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The economy,No,Yes,Not so good,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,84.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Male,Black men,,,Married men,Rural,Small Cities/Rural, Mississippi,Other,Hurt,Election day exit poll,In the last month,In the last month,Before that,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Hillary Clinton,0.657908499240875,No,,,38620.0
63159.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,3.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,No,2.0,,Yes,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,95.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,Whites are favored over minorities,South,Mike Espy,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs, Mississippi,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.76212751865387,,Very important,Important,39047.0
36943.0,David Baria,Mike Espy,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 1,3.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,3.0,Major changes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care,No,No,Poor,Not so good or poor,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Politically motivated,The Democratic candidate,Female,Black women,,,Non married women,Rural,Small Cities/Rural, Mississippi,Other,Hurt,Election day exit poll,Before that,Before that,Before that,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.91220611333847,No,,,39350.0
62044.0,David Baria,Mike Espy,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,1.0,Major changes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The economy,,No,Good,Excellent or good,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,114.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,,South,,Justified,The Democratic candidate,Male,Black men,,,Non married men,Rural,Small Cities/Rural, Mississippi,Other,Hurt,Election day exit poll,Before that,Before that,Before that,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Hillary Clinton,1.34931647777557,No,,,38953.0
