ID,HOUND18,SENND18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,CRAMERLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVCRAMER,FAVDEM2,FAVHEITKAMP,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENND18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HEITKAMPLIB,HOU,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVND18,KAVND18A,KAVND18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,VOTEISS18,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
54267.0,Mac Schneider,Heidi Heitkamp,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,1.0,The Democratic Party,,Too conservative,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,Omit,,Omit,,,,,,1.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,A minor factor,Not important,A factor,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,47.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.342292428016663,,All others,,
54297.0,Mac Schneider,Heidi Heitkamp,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,1.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,Better,Donald Trump was not a factor,No,2.0,,,,,The Democratic candidate,No,,,,,,,,,,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,61.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,0.543704390525818,,,Very important,Important
54308.0,Mac Schneider,Heidi Heitkamp,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,1.0,The Democratic Party,,Too conservative,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,Favorable,,,,,,4.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,An important factor,Important,A factor,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,78.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,North Dakota,White suburban women,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.346551239490509,,All others,,
54326.0,Mac Schneider,Heidi Heitkamp,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,1.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,1.0,No,Major changes,,,The Democratic candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Omit,,,,No,No,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,26.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,Omit,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,,0.404004752635956,Yes,,,
54363.0,Mac Schneider,Heidi Heitkamp,Keep it as is,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 1,1.0,The Democratic Party,,Too conservative,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,Omit,,Favorable,,,,,,1.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,Not a factor at all,Not important,Not a factor,Yes,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,Liberal,27.0,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,State questionnaire,Is willing to compromise,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,,The Democratic candidate,Male,Latino men,,,,Suburbs,Suburbs,North Dakota,Other,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.547793984413147,,All others,,
54367.0,Mac Schneider,Heidi Heitkamp,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Call 2,1.0,The Democratic Party,,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,,Favorable,,,,,,2.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,The most important factor,Important,A factor,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,61.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Is my party's candidate,Black,Non-white,Black,Midwest,,The Democratic candidate,Male,Black men,,,,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.746536791324615,,All others,,
54368.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Black 30-44,Not complete,,Call 2,1.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,To express support for Donald Trump,No,4.0,,,,,The Democratic candidate,,,,,,,,,,,,Yes,Yes,,,18-44,18-64,,,,,,,,,74.0,,,Other,Black,State questionnaire,,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,,The Democratic candidate,Male,Latino men,,,Married men,Rural,Small Cities/Rural,North Dakota,Other,,Election day exit poll,,,,,,,,Version 2,,,0.819952428340912,,,,
54378.0,Mac Schneider,Heidi Heitkamp,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,The Democratic Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,About the same,To express opposition to Donald Trump,No,1.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,47.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.455413550138474,,,Very important,Important
54383.0,Mac Schneider,Heidi Heitkamp,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,1.0,The Democratic Party,,Too conservative,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Unfavorable,,Favorable,,,,,,4.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,An important factor,Important,A factor,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,78.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,North Dakota,White suburban women,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.346551239490509,,All others,,
54387.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,1.0,No,Minor changes,,,The Democratic candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,26.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,,0.510043442249298,Yes,,,
54402.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,,Both parties,,Favorable,Both,About the same,Donald Trump was not a factor,Yes,2.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,61.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.686409950256348,,,Very important,Important
54425.0,Mac Schneider,Heidi Heitkamp,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 2,1.0,,,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,1.0,Yes,Major changes,,,The Democratic candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care,,,,No,No,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Conservative,47.0,Moderate/Liberal Republicans,Conservative Independents,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,Politically motivated,The Democratic candidate,Male,Black men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,Hillary Clinton,,0.602124273777008,No,,,
54434.0,Mac Schneider,Heidi Heitkamp,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,3.0,No,Minor changes,,,The Democratic candidate,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Gun policy,,,,No,Yes,Poor,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,17.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,,0.82940798997879,No,,,
54452.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,Better,Donald Trump was not a factor,No,1.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,26.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.333284735679626,,,Very important,Important
54460.0,Mac Schneider,Heidi Heitkamp,Keep it as is,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,1.0,The Democratic Party,,Too conservative,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,Favorable,,Unfavorable,,,,,,1.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,Not a factor at all,Not important,Not a factor,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,27.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,Suburbs,Suburbs,North Dakota,White suburban women,,Election day exit poll,,,,,,,,Version 3,,Shouldn't be able to vote will cast ballots,0.388662815093994,,All others,,
54461.0,Mac Schneider,Heidi Heitkamp,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,Latino 65+,Not complete,Yes,Call 2,1.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,3.0,,,The Democratic Party,,The Democratic candidate,,,,,,,,,,,,No,,,,45+,65+,,,,,,,,,8.0,,,Other,American Indian,State questionnaire,,Other,Non-white,American Indian,Midwest,,The Democratic candidate,Female,All other races,,,,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,,,,,Version 3,,,1.48393821716309,,All others,,
54463.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,Worse,To express opposition to Donald Trump,No,4.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,78.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,Very serious,Serious,Non married men,Suburbs,Suburbs,North Dakota,White suburban men,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,0.398612171411514,,,Very important,Important
54464.0,Mac Schneider,Heidi Heitkamp,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,About the same,To express opposition to Donald Trump,No,4.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Liberal,93.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural,North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.412277221679688,,,Very important,Important
54471.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Favorable,,Neither party,,Unfavorable,Only Heidi Heitkamp,About the same,To express opposition to Donald Trump,No,3.0,,,,,The Democratic candidate,No,,,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,17.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,0.668148159980774,,,Very important,Important
54488.0,Mac Schneider,Heidi Heitkamp,Keep it as is,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 2,1.0,The Democratic Party,,Too conservative,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,Unfavorable,,Favorable,,,,,,4.0,,,The Democratic Party,About right,The Democratic candidate,,,,,,,,,Not a factor at all,Not important,Not a factor,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,93.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Is my party's candidate,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,,Rural,Small Cities/Rural,North Dakota,Other,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.78320699930191,,All others,,
54494.0,Mac Schneider,Heidi Heitkamp,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,Omit,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Omit,Favorable,,Omit,,Omit,Only Heidi Heitkamp,About the same,Donald Trump was not a factor,No,1.0,,,,,The Democratic candidate,No,,,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,47.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Omit,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,0.523828446865082,,,Somewhat important,Important
54506.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,About the same,Donald Trump was not a factor,No,3.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,17.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.436597287654877,,,Somewhat important,Important
54519.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,1.0,,,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,4.0,No,Major changes,,,The Democratic candidate,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The economy,,,,No,Yes,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Moderate,93.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,Politically motivated,The Democratic candidate,Male,Black men,,,Married men,Rural,Small Cities/Rural,North Dakota,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Didn't vote,,0.796004951000214,No,,,
54520.0,Mac Schneider,Heidi Heitkamp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 2,1.0,,,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,4.0,No,Major changes,,,The Democratic candidate,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The economy,,,,No,Yes,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,Independent Men,All others,Moderate,93.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,Politically motivated,The Democratic candidate,Male,Black men,,,Married men,Rural,Small Cities/Rural,North Dakota,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Didn't vote,,0.796004951000214,No,,,
54555.0,Mac Schneider,Heidi Heitkamp,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Not complete,,Call 2,1.0,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,2.0,,,,,The Democratic candidate,,,,,,,,,,,,No,,Not so good,Not so good or poor,18-44,18-64,,,,,,,,,61.0,,,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,Before that,Before that,Before that,,,,,Version 1,,,0.723388373851776,,,,
54558.0,Mac Schneider,Heidi Heitkamp,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,1.0,,The Democratic Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,Worse,Donald Trump was not a factor,Yes,4.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,78.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,Suburbs,Suburbs,North Dakota,White suburban women,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,,0.315740197896957,,,Somewhat important,Important
54559.0,Mac Schneider,Heidi Heitkamp,,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 2,1.0,,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,Worse,To express opposition to Donald Trump,No,1.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,Yes,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,26.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,,The Democratic candidate,Male,Black men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.688605189323425,,,Very important,Important
54563.0,Mac Schneider,Heidi Heitkamp,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,1.0,,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Heidi Heitkamp,Worse,Donald Trump was not a factor,No,3.0,,,,,The Democratic candidate,Yes,,,,,,,,,,,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,8.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.733247458934784,,,Very important,Important
54581.0,Mac Schneider,Heidi Heitkamp,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 2,1.0,Omit,,Too liberal,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Omit,,Omit,,,,,,1.0,,,The Republican Party,About right,The Democratic candidate,,,,,,,,,Not a factor at all,Not important,Not a factor,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,26.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",North Dakota,Other,,Election day exit poll,,,,,,,,Version 3,,Should be able to vote will be prevented from voting,0.732366025447845,,All others,,
