ID,SENTN18,GOVTN18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BLACKBURNLIB,BREDESENLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBLACKBURN,FAVBREDESEN,FAVDEM2,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENTN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,GUNOWNER12,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
8831.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,,,,2.0,,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Worse,To express opposition to Donald Trump,Yes,1.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,Independent Women,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Other,Other,State questionnaire,,Other,Non-white,Other,South,,The Democratic candidate,Female,All other races,Very serious,Serious,Married women,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.1253410577774,,,Very important,Important
8835.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,1.0,,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Better,Donald Trump was not a factor,No,1.0,The Democratic candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Not too serious,Not serious,Married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.16502356529236,,,Very important,Important
8836.0,Phil Bredesen,Karl Dean,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,1.0,,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Unfavorable,,Neither party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,1.0,The Democratic candidate,,,No,,,,,,,,,No,No,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Not too serious,Not serious,Non married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,0.78631591796875,,,Not too important,Not important
8837.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,1.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,1.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.70706182718277,,,Very important,Important
8845.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,4.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Unfavorable,,Neither party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,4.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,1.94600403308868,,,Somewhat important,Important
8852.0,Phil Bredesen,Karl Dean,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,,,,,5.0,,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Omit,Omit,Omit,,Omit,,Omit,Omit,Omit,Donald Trump was not a factor,No,3.0,The Democratic candidate,,,Omit,,,,,,,,,No,Yes,,,45+,65+,,,,,,,,,,,,Other,Asian,State questionnaire,,Asian,Non-white,Asian,South,,The Democratic candidate,Female,All other races,Omit,Omit,Married women,Suburbs,Suburbs,Tennessee,Other,,In person early exit poll,,,,Omit,Strongly or somewhat approve,Somewhat approve,,Version 2,,1.97401523590088,,,Omit,Omit
8853.0,Phil Bredesen,Karl Dean,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,,,,,5.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Better,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,18-44,18-64,,,,,,,,Liberal,,,,Other,Asian,State questionnaire,,Asian,Non-white,Asian,South,,The Democratic candidate,Female,All other races,Very serious,Serious,Married women,Suburbs,Suburbs,Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.27217769622803,,,Very important,Important
8854.0,Phil Bredesen,Karl Dean,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,5.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,No,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.53839576244354,,,Somewhat important,Important
8855.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,5.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Worse,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,2.14786291122437,,,Very important,Important
8856.0,Phil Bredesen,Karl Dean,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,7.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Worse,To express opposition to Donald Trump,,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Very serious,Serious,Non married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,2.14786291122437,,,Very important,Important
8857.0,Phil Bredesen,Karl Dean,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,,,5.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,65+,Republican,Black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,,Independent/Something else,Conservative Republicans,Black,Black,State questionnaire,,Black,Non-white,Black,South,,The Democratic candidate,Female,Black women,Very serious,Serious,Married women,Suburbs,Suburbs,Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,3.5384213924408,,,Somewhat important,Important
8858.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,7.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Better,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.81550705432892,,,Very important,Important
8859.0,Phil Bredesen,Karl Dean,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,,,,,5.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Better,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,South,,The Democratic candidate,Female,Black women,Very serious,Serious,Married women,Suburbs,Suburbs,Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.18480920791626,,,Very important,Important
8860.0,Phil Bredesen,Karl Dean,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,5.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Non married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,2.38729238510132,,,Somewhat important,Important
8861.0,Phil Bredesen,Karl Dean,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,7.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Unfavorable,,Neither party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,Yes,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Very serious,Serious,Non married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.22527003288269,,,Very important,Important
8862.0,Phil Bredesen,Karl Dean,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,5.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Unfavorable,,Neither party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,Yes,3.0,The Democratic candidate,,,No,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.81550705432892,,,Somewhat important,Important
8863.0,Phil Bredesen,Karl Dean,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,5.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,2.38729238510132,,,Somewhat important,Important
8864.0,Phil Bredesen,Karl Dean,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,7.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Better,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Omit,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.53839576244354,,,Very important,Important
8865.0,Phil Bredesen,Karl Dean,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,7.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Both parties,,Favorable,Only Phil Bredesen,About the same,Omit,No,3.0,The Democratic candidate,,,Omit,,,,,,,,,No,Yes,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,No impact,Omit,Omit,,Version 2,,1.53839576244354,,,Very important,Important
8866.0,Phil Bredesen,Karl Dean,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,,,7.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,No,3.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,South,,The Democratic candidate,Female,Black women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.83851635456085,,,Very important,Important
8867.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,5.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable,,Both parties,,Favorable,Only Phil Bredesen,Better,Donald Trump was not a factor,No,3.0,The Democratic candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Helped,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.81550705432892,,,Somewhat important,Important
8868.0,Phil Bredesen,Karl Dean,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,5.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,3.0,The Democratic candidate,,,No,,,,,,,,,No,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Very serious,Serious,Non married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Helped,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,2.81713175773621,,,Somewhat important,Important
8893.0,Phil Bredesen,Karl Dean,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,,,7.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,Yes,4.0,The Democratic candidate,,,Yes,,,,,,,,,No,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,South,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.224423497915268,,,Very important,Important
8894.0,Phil Bredesen,Karl Dean,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,7.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,No,4.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.431840151548386,,,Very important,Important
8895.0,Phil Bredesen,Karl Dean,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,,,,7.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,4.0,The Democratic candidate,,,Yes,,,,,,,,,No,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,South,,The Democratic candidate,Female,Black women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.224423497915268,,,Very important,Important
8896.0,Phil Bredesen,Karl Dean,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,7.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,Donald Trump was not a factor,No,4.0,The Democratic candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Somewhat disapprove,,Version 2,,0.431840151548386,,,Somewhat important,Important
8897.0,Phil Bredesen,Karl Dean,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,7.0,,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Omit,Omit,,Omit,,Omit,Omit,Better,To express opposition to Donald Trump,Yes,4.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Female,White women,Not too serious,Not serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.60279768705368,,,Somewhat important,Important
8898.0,Phil Bredesen,Karl Dean,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,7.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,About the same,To express opposition to Donald Trump,No,4.0,The Democratic candidate,,,Yes,,,,,,,,,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Democratic candidate,Male,White men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,1.10388791561127,,,Very important,Important
8899.0,Phil Bredesen,Karl Dean,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,White 30-44,Complete,,,,,7.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Omit,To express opposition to Donald Trump,Yes,4.0,The Democratic candidate,,,Yes,,,,,,,,,Yes,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,White,State questionnaire,,Hispanic/Latino,Non-white,Hispanic/Latino,South,,The Democratic candidate,Female,Latino women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.687164962291718,,,Very important,Important
