ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENOH06,GOVOH06,AMD2OH,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,PTYETH,ETHDEM,ETHREP,STECOH,STEC2,JOBSIT2,FALLBHND,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
43667.0,Ohio,116.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.1798632144928,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,Hispanic/Latino,45-49,Independent,Moderate,$30k-$50k,Protestant,A few time a year,,,Yes,Strongly disapprove,,Send more troops,Strongly disapprove,,,,,,,,,,,,,,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Same number or more troops,Disapprove,,,,,All others,Married men,White,Rural,Small Cities/Rural,5.0,Strong Republican,Northwest,Low Density Rural,Rural,Rural,Downscale,45856.0
43674.0,Ohio,50.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.560974597930908,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,25-29,Democratic,Conservative,$30k-$50k,Other Christian,A few time a year,College graduate,"Yes, I do",Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),Married women,Married women,Black,"Cities over 500,000","Cities over 50,000",12.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very downscale,43219.0
43684.0,Ohio,85.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.987238943576813,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,50-59,Democratic,Moderate,$15k-$30k,Protestant,A few time a year,High school graduate,"Yes, I do",No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Someone else,Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
43691.0,Ohio,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.825038433074951,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,18-24,Democratic,Liberal,$15k-$30k,Other Christian,A few time a year,Some college or associate degree,"Yes, someone else does",No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Good,Excellent/Good,Better today,Have just enough money to maintain your standard of living,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Single women,White,"Cities over 500,000","Cities over 50,000",12.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very upscale,43119.0
43695.0,Ohio,54.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.04159593582153,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,65-74,Independent,Moderate,$30k-$50k,Protestant,A few time a year,Some college or associate degree,"Yes, someone else does",Yes,Somewhat disapprove,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Good,Excellent/Good,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Married women,Married women,White,Suburbs,Suburbs,15.0,Competitive,Central,Suburb,70s Suburbs,Urban Perimeter,Upscale,43123.0
43696.0,Ohio,33.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.83901709318161,Did not vote,J. Kenneth Blackwell (Rep),Yes,Male,White,30-39,Republican,Moderate,$150k-$200k,Catholic,A few time a year,,,Yes,Somewhat approve,,Send more troops,Strongly approve,,,,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,10.0,Strong Democratic,Cuyahoga County,Suburb,80s Suburbs,Urban Perimeter,Very upscale,44145.0
43697.0,Ohio,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.153476044535637,Did not vote,Did not vote,Yes,Female,Black,30-39,Democratic,Moderate,Under $15k,Other Christian,More than once a week,Some college or associate degree,"Yes, I do",No,Somewhat disapprove,Somewhat confident,Withdraw some troops,Somewhat disapprove,Did not vote,Not at all important,Not at all important,Not at all important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
43698.0,Ohio,49.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.705170691013336,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,45-49,Independent,Moderate,$50k-$75k,Catholic,A few time a year,College graduate,No one does,No,Somewhat disapprove,Somewhat confident,Withdraw some troops,Somewhat disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,White,"Cities over 500,000","Cities over 50,000",7.0,Strong Republican,Central,High Density Urban,Urban,Urban Core,Downscale,43227.0
43710.0,Ohio,108.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.57797193527222,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Female,White,40-44,Republican,Conservative,$30k-$50k,Other Christian,Once a week,Some college or associate degree,"Yes, someone else does",Yes,Strongly approve,Very confident,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Somewhat important,Not at all important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Married women,Married women,White,Rural,Small Cities/Rural,4.0,Strong Republican,Central,Low Density Rural,Rural,Rural,Downscale,43338.0
43716.0,Ohio,134.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.971379220485687,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,50-59,Democratic,Moderate,$50k-$75k,,,Some college or associate degree,"Yes, someone else does",,,Not very confident,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,Are getting ahead financially,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,Did not graduate from college,At least some college,,,Disapprove,Not very/Not at all confident,Yes,No,"Else in HH (member in household, but not voter",,,Black,"Cities 50,000-500,000","Cities over 50,000",17.0,Strong Democratic,Northeast,High Density Urban,Urban,Urban Core,Very downscale,44305.0
43721.0,Ohio,64.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.943448007106781,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),Yes,Female,White,40-44,Republican,Conservative,,,,College graduate,No one does,,,Very confident,,Somewhat approve,George W. Bush (Rep),,,,,,,,,,Are getting ahead financially,,,,,White female,White female,30-44,40-49,18-64,30-59,Republican,,,,,,,College graduate,At least some college,,,Approve,Very/Somewhat confident,No,No,No (no union member in household),,,White,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Southwest,High Density Urban,Urban,Urban Core,Very upscale,45208.0
43724.0,Ohio,50.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.529942750930786,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,30-39,Democratic,Liberal,$75k-$100k,Other Christian,A few time a year,College graduate,No one does,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,Black,"Cities over 500,000","Cities over 50,000",12.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very downscale,43219.0
43728.0,Ohio,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.254943013191223,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,75 or over,Democratic,Liberal,Under $15k,Protestant,More than once a week,High school graduate,No one does,No,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Not at all important,Not at all important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are falling behind financially,To express opposition to George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
43730.0,Ohio,130.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.870245933532715,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,30-39,Democratic,Moderate,$75k-$100k,Catholic,Once a week,Postgraduate study,No one does,Yes,Strongly disapprove,Somewhat confident,Withdraw some troops,Strongly disapprove,John Kerry (Dem),Extremely important,Somewhat important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Are getting ahead financially,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,16.0,Strong Republican,Northeast,Low Density Rural,60s Suburbs,Urban Perimeter,Very downscale,44730.0
43731.0,Ohio,103.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.567258477211,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,50-59,Republican,Conservative,$100k-$150k,Catholic,A few time a year,College graduate,No one does,Yes,Strongly approve,Very confident,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Extremely important,Both do,"Yes, the Democratic Party does","Yes, the Republican Party does",Excellent,Excellent/Good,Better today,Are getting ahead financially,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Southwest,High Density Urban,Urban,Urban Core,Downscale,45405.0
43733.0,Ohio,138.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05840718746185,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,50-59,Democratic,Moderate,$30k-$50k,Protestant,More than once a week,Some college or associate degree,"Yes, I do and someone else does",Yes,Strongly approve,Very confident,Maintain the same number of troops,Somewhat approve,John Kerry (Dem),Extremely important,Extremely important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",No Answer,No Answer,Better today,Have just enough money to maintain your standard of living,No answer,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),Married women,Married women,White,Suburbs,Suburbs,13.0,Competitive,Northeast,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44221.0
43739.0,Ohio,6.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01850891113281,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,75 or over,,,,,No answer,,"Yes, I do",No,Strongly disapprove,Very confident,Withdraw some troops,Somewhat disapprove,,Extremely important,Extremely important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,No answer,No answer,,,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single men,White,Suburbs,Suburbs,6.0,Competitive,Northeast,Town,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,43947.0
43754.0,Ohio,83.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01456344127655,Mike DeWine (Rep),Ted Strickland (Dem),Yes,Female,White,40-44,Republican,Liberal,$30k-$50k,Something else,Never,,,No,Somewhat disapprove,,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Something else,White Something else,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,Single women,White,Suburbs,Suburbs,6.0,Competitive,Central,Town,70s Suburbs,Urban Perimeter,Very downscale,45619.0
43755.0,Ohio,54.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.844920516014099,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),Yes,Female,White,30-39,Republican,,$50k-$75k,Other Christian,Once a week,High school graduate,No one does,Yes,Somewhat approve,Somewhat confident,Send more troops,Somewhat approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Good,Excellent/Good,Better today,Are getting ahead financially,To express support for George W Bush,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,15.0,Competitive,Central,Suburb,70s Suburbs,Urban Perimeter,Upscale,43123.0
43758.0,Ohio,33.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.473712682724,Mike DeWine (Rep),Ted Strickland (Dem),No,Male,White,50-59,Independent,Conservative,$50k-$75k,Catholic,Once a week,,,Yes,Somewhat approve,,Send more troops,Somewhat approve,,,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,10.0,Strong Democratic,Cuyahoga County,Suburb,80s Suburbs,Urban Perimeter,Very upscale,44145.0
43766.0,Ohio,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.39032056927681,Mike DeWine (Rep),Ted Strickland (Dem),No,Female,White,45-49,Something else,Moderate,$30k-$50k,None,Never,Did not complete high school,No one does,No,Somewhat approve,Not very confident,Maintain the same number of troops,Somewhat approve,Did not vote,Extremely important,Extremely important,Extremely important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Good,Excellent/Good,Worse today,Have just enough money to maintain your standard of living,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,White None,Never,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,Single women,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
43768.0,Ohio,85.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.987238943576813,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,30-39,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,College graduate,No one does,Yes,Strongly disapprove,Very confident,No answer,Somewhat disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Good,Excellent/Good,About the same,Have just enough money to maintain your standard of living,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
43774.0,Ohio,116.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.00895714759827,Sherrod Brown (Dem),Ted Strickland (Dem),No,Female,White,75 or over,Independent,Liberal,$30k-$50k,Protestant,Once a week,,,No,Strongly disapprove,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,Single women,White,Rural,Small Cities/Rural,5.0,Strong Republican,Northwest,Low Density Rural,Rural,Rural,Downscale,45856.0
43776.0,Ohio,43.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.779399156570435,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,45-49,Independent,Moderate,$30k-$50k,Other Christian,Once a week,High school graduate,No one does,Yes,Somewhat approve,Very confident,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,"Cities over 500,000","Cities over 50,000",12.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very upscale,43119.0
43782.0,Ohio,111.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.70881450176239,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),Yes,Male,White,50-59,Republican,Moderate,$15k-$30k,Protestant,A few time a year,,,No,Somewhat disapprove,,Maintain the same number of troops,Somewhat disapprove,,,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Same number or more troops,Disapprove,,,,,All others,Single men,White,Rural,Small Cities/Rural,9.0,Strong Democratic,Northwest,Suburb,Rural,Rural,Upscale,43440.0
43785.0,Ohio,50.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.560974597930908,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,18-24,Democratic,Liberal,$15k-$30k,Protestant,A few times a month,Postgraduate study,No one does,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are falling behind financially,To express opposition to George W Bush, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,Black,"Cities over 500,000","Cities over 50,000",12.0,Strong Republican,Central,Suburb,Urban,Urban Core,Very downscale,43219.0
43787.0,Ohio,108.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.65989196300507,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,30-39,Independent,Conservative,$15k-$30k,Protestant,More than once a week,High school graduate,No one does,No,Somewhat approve,Somewhat confident,Maintain the same number of troops,Somewhat approve,George W. Bush (Rep),Extremely important,Extremely important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Good,Excellent/Good,Better today,Are getting ahead financially,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Single men,White,Rural,Small Cities/Rural,4.0,Strong Republican,Central,Low Density Rural,Rural,Rural,Downscale,43338.0
43791.0,Ohio,91.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.218277662992477,,J. Kenneth Blackwell (Rep),No,Male,Black,30-39,Republican,Liberal,$15k-$30k,None,More than once a week,,,No,Strongly approve,,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,None,Non-White,Weekly,All others,,,Approve,Same number or more troops,Approve,,,,,All others,Single men,Black,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Democratic,Northwest,High Density Urban,Urban,Urban Core,Very downscale,43607.0
43792.0,Ohio,134.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.23845016956329,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,60-64,Independent,Moderate,Under $15k,Other Christian,More than once a week,,,No,Somewhat approve,,Send more troops,Somewhat disapprove,,,,,,,,,,,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,,,Approve,Same number or more troops,Disapprove,,,,,All others,Single women,White,"Cities 50,000-500,000","Cities over 50,000",17.0,Strong Democratic,Northeast,High Density Urban,Urban,Urban Core,Very downscale,44305.0
43794.0,Ohio,54.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.874623656272888,Mike DeWine (Rep),Ted Strickland (Dem),Yes,Female,White,50-59,,,,,,,No one does,Yes,Somewhat disapprove,,,,,,,,,,,Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Disapprove,,,,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,15.0,Competitive,Central,Suburb,70s Suburbs,Urban Perimeter,Upscale,43123.0
