ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMD06,GOVMD06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,CHILD,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,DESCRIBS,RACEREL,STECMD,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
51272.0, Maryland,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.915432631969452,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,45-49,Democratic,Conservative,$30k-$50k,Other Christian,A few time a year,Some college or associate degree,No one does,No,Yes,Somewhat disapprove,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Extremely important,Extremely important,Somewhat important,I like my candidate but with reservations,Both do,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,George W Bush was not a factor,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Women with children,All others,Other women,Women with children,Single women,Black,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
51273.0, Maryland,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.742454648017883,Michael Steele (Rep),Robert Ehlich (Rep),Male,Other,25-29,Republican,Moderate,$15k-$30k,Catholic,Once a week,High school graduate,No one does,No,No,Somewhat approve,Somewhat confident,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Republican Party,Good,Excellent/Good,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express support for George W Bush,Non-white male,Non-white,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Other,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21216.0
51276.0, Maryland,101.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.00771188735962,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,65-74,Democratic,Liberal,$150k-$200k,Jewish,A few time a year,Postgraduate study,No one does,Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,DC Suburbs,Suburb,Urban,Urban Core,Very upscale,20817.0
51295.0, Maryland,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.04300737380981,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,60-64,Republican,Moderate,$200k or more,Jewish,A few time a year,College graduate,No one does,Yes,Yes,Somewhat approve,Very confident,Withdraw some troops,Somewhat approve,Not at all important,Somewhat important,Extremely important,Not at all important,I strongly favor my candidate,Neither does,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21208.0
51309.0, Maryland,109.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.798396646976471,Michael Steele (Rep),Martin O'Malley (Dem),Female,Black,50-59,Independent,Conservative,$75k-$100k,,,College graduate,No one does,,Yes,,Somewhat confident,,Somewhat approve,,,,,,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Approve,Very/Somewhat confident,No,No,No (no union member in household),,Women with children,,,Women with children,,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20721.0
51316.0, Maryland,36.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.915432631969452,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,30-39,,,,,,,,Yes,Yes,Strongly disapprove,Very confident,,,,,,,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,,,,,,,,,,Disapprove,,,Very/Somewhat confident,,,,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
51320.0, Maryland,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.556269347667694,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,30-39,Democratic,Moderate,$30k-$50k,Other Christian,A few times a month,High school graduate,"Yes, someone else does",No,No,Somewhat approve,Somewhat confident,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Democratic Party,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,All others,Other women, Women without children,Single women,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21216.0
51328.0, Maryland,119.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.715645432472229,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,50-59,Democratic,Liberal,$75k-$100k,Protestant,Once a week,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,I like my candidate but with reservations,Neither does,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20747.0
51334.0, Maryland,31.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.828154802322388,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,50-59,Democratic,Liberal,$100k-$150k,Protestant,Once a week,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,I dislike the other candidate,Neither does,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore Suburbs,Suburb,Urban,Urban Core,Very upscale,21204.0
51341.0, Maryland,101.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12603080272675,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,65-74,Independent,Conservative,$75k-$100k,,Once a week,College graduate,No one does,Yes,No,Strongly approve,Very confident,No answer,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Both do,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,,,Weekly,All others,College graduate,At least some college,Approve,No answer,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,DC Suburbs,Suburb,Urban,Urban Core,Very upscale,20817.0
51359.0, Maryland,89.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.37525629997253,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,45-49,Republican,Conservative,$75k-$100k,Protestant,Once a week,Some college or associate degree,No one does,Yes,Yes,Somewhat approve,Somewhat confident,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Republican Party,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,8.0,Strong Democratic,DC Suburbs,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,20852.0
51365.0, Maryland,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.801967918872833,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Jewish,Never,High school graduate,"Yes, someone else does",Yes,No,Somewhat disapprove,Very confident,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Democratic Party,Excellent,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Jewish,White Jewish,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21208.0
51370.0, Maryland,71.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.9626647233963,Ben Cardin (Dem),Robert Ehlich (Rep),Male,White,30-39,Democratic,Moderate,$30k-$50k,Other Christian,A few time a year,High school graduate,No one does,No,No,Somewhat disapprove,Very confident,Maintain the same number of troops,Somewhat disapprove,Not at all important,Not at all important,Somewhat important,Somewhat important,I dislike the other candidate,Only the Democratic Party,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,21085.0
51379.0, Maryland,14.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.840651750564575,Ben Cardin (Dem),Robert Ehlich (Rep),Female,White,45-49,,,,Catholic,No answer,,,Yes,Yes,Somewhat disapprove,,Withdraw all troops,Somewhat disapprove,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,,,,Catholic,White Catholic,No answer,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,5.0,Strong Democratic,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,21037.0
51390.0, Maryland,109.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.8244668841362,Michael Steele (Rep),Martin O'Malley (Dem),Male,Black,45-49,Democratic,Moderate,$75k-$100k,,,Some college or associate degree,"Yes, I do",,No,,Very confident,,Somewhat approve,,,,,,,,,,,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,Did not graduate from college,At least some college,,,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),,All others,,,Men without children,,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20721.0
51415.0, Maryland,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0709242820739697,Ben Cardin (Dem),,Male,White,60-64,Democratic,Liberal,$50k-$75k,None,A few time a year,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Send more troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
51418.0, Maryland,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.574433326721191,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,30-39,Democratic,Moderate,$15k-$30k,Other Christian,A few times a month,High school graduate,No one does,No,No,Somewhat disapprove,Not very confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Both do,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21216.0
51421.0, Maryland,71.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.88288128376007,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,50-59,Independent,Moderate,$75k-$100k,Protestant,A few time a year,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Extremely important,Somewhat important,I like my candidate but with reservations,Neither does,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,21085.0
51426.0, Maryland,101.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.794555127620697,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,45-49,Independent,Moderate,$150k-$200k,Protestant,A few time a year,College graduate,No one does,Yes,Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,I like my candidate but with reservations,Both do,Excellent,Excellent/Good,,,,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,DC Suburbs,Suburb,Urban,Urban Core,Very upscale,20817.0
51431.0, Maryland,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09792268276215,Ben Cardin (Dem),Robert Ehlich (Rep),Male,Other,18-24,Independent,Liberal,Under $15k,None,Never,Postgraduate study,No one does,Yes,No,Strongly approve,Not at all confident,Send more troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Somewhat important,I like my candidate but with reservations,Both do,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,George W Bush was not a factor,Non-white male,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,Non-White,Never,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,Not very/Not at all confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,Other,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21208.0
51443.0, Maryland,119.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.715645432472229,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,50-59,Democratic,Moderate,$75k-$100k,Other Christian,A few times a month,Some college or associate degree,"Yes, I do",Yes,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Neither does,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20747.0
51468.0, Maryland,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.538121938705444,Michael Steele (Rep),Martin O'Malley (Dem),Female,Black,18-24,Democratic,Moderate,$15k-$30k,Protestant,Once a week,High school graduate,No one does,No,No,Somewhat approve,Very confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Both do,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,George W Bush was not a factor,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21216.0
51480.0, Maryland,101.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.97584730386734,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Asian,65-74,,,,,,,,No,,Strongly disapprove,Very confident,,,,,,,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No answer,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,Very/Somewhat confident,,,,All others,All others,All others,,,Single women,Asian,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,DC Suburbs,Suburb,Urban,Urban Core,Very upscale,20817.0
51483.0, Maryland,31.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.04300737380981,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,75 or over,Republican,Conservative,$200k or more,Protestant,A few time a year,Postgraduate study,"Yes, I do",Yes,No,Strongly approve,Very confident,Send more troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore Suburbs,Suburb,Urban,Urban Core,Very upscale,21204.0
51490.0, Maryland,14.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.083123087883,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,60-64,Independent,Moderate,$100k-$150k,Other Christian,A few time a year,,,Yes,No,Somewhat approve,,Send more troops,Somewhat approve,,,,,,,,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,,,Approve,Same number or more troops,Approve,,,,,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,5.0,Strong Democratic,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,21037.0
51493.0, Maryland,89.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.19183266162872,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,30-39,Democratic,Liberal,$75k-$100k,None,Never,College graduate,No one does,Yes,Yes,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,I like my candidate but with reservations,Only the Democratic Party,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,8.0,Strong Democratic,DC Suburbs,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,20852.0
51497.0, Maryland,71.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.95026957988739,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,40-44,Democratic,Conservative,$200k or more,Other Christian,A few time a year,College graduate,No one does,Yes,Yes,Strongly disapprove,Very confident,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,I dislike the other candidate,Only the Democratic Party,Good,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,21085.0
51505.0, Maryland,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.921250820159912,Ben Cardin (Dem),Robert Ehlich (Rep),Male,White,50-59,Republican,Moderate,$50k-$75k,Protestant,A few time a year,Postgraduate study,No one does,Yes,No,Somewhat disapprove,Very confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,21234.0
51510.0, Maryland,27.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0266870260238599,Ben Cardin (Dem),Robert Ehlich (Rep),Male,White,65-74,Independent,Conservative,$100k-$150k,Jewish,A few times a month,Postgraduate study,No one does,Yes,No,Somewhat disapprove,Very confident,Withdraw all troops,Somewhat disapprove,Not at all important,Not at all important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21208.0
51528.0, Maryland,109.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.933021128177643,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,60-64,Democratic,Moderate,$200k or more,,,Postgraduate study,"Yes, I do",,No,,Somewhat confident,,Strongly disapprove,,,,,,,,,,,,,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,,,,,College graduate,At least some college,,,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),,All others,,, Women without children,,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20721.0
