ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWI06,GOVWI06,AMD1WI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORR,FEINPRES,STECWI,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
53512.0,Wisconsin,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.977163910865784,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,Black,40-44,Democratic,Liberal,Under $15k,,,Some college or associate degree,No one does,,Strongly approve,,,,,,,,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,Did not graduate from college,At least some college,,Approve,No,No,No (no union member in household),Black,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Milwaukee,High Density Urban,Urban,Urban Core,Upscale,53225.0
53535.0,Wisconsin,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.865901350975037,Herb Kohl (Dem),Jim Doyle (Dem),,Female,Black,30-39,Democratic,Liberal,$30k-$50k,Protestant,A few time a year,College graduate,No one does,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Not so good,Not so good/Poor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Black,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
53572.0,Wisconsin,77.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.08211374282837,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,Other,60-64,Democratic,Moderate,$50k-$75k,Protestant,No answer,Postgraduate study,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Poor,Not so good/Poor,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,No answer,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Other,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
53579.0,Wisconsin,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.699032723903656,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,45-49,Independent,Moderate,$100k-$150k,Catholic,Once a week,High school graduate,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
53580.0,Wisconsin,10.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.895631968975067,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,50-59,Independent,Liberal,$15k-$30k,Protestant,Never,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Poor,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
53603.0,Wisconsin,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.616688370704651,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,Hispanic/Latino,30-39,Democratic,Moderate,$15k-$30k,Catholic,Once a week,High school graduate,No one does,Somewhat disapprove,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Somewhat important,No Answer,Not so good,Not so good/Poor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),Hispanic/Latino,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
53604.0,Wisconsin,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.696467399597168,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,Black,25-29,Democratic,Liberal,$30k-$50k,,,Did not complete high school,No one does,,Somewhat disapprove,,,,,,,,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,,,,,Did not graduate from college,High school graduate or less,,Disapprove,No,No,No (no union member in household),Black,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Milwaukee,High Density Urban,Urban,Urban Core,Upscale,53225.0
53631.0,Wisconsin,77.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.58859300613403,Herb Kohl (Dem),Mark Green (Rep),Yes,Male,White,50-59,Independent,Moderate,$75k-$100k,Catholic,Once a week,Some college or associate degree,"Yes, someone else does",Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Approve,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
53654.0,Wisconsin,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.641642451286316,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,Hispanic/Latino,50-59,Democratic,Moderate,$75k-$100k,Catholic,A few time a year,Some college or associate degree,"Yes, I do",Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Not so good,Not so good/Poor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Hispanic/Latino,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
53683.0,Wisconsin,54.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.616723597049713,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,Black,30-39,Democratic,Moderate,$75k-$100k,,,College graduate,"Yes, someone else does",,Strongly disapprove,,,,,,,,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,College graduate,At least some college,,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Black,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Milwaukee,High Density Urban,Urban,Urban Core,Upscale,53225.0
53686.0,Wisconsin,77.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.71575927734375,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,White,75 or over,Independent,Moderate,$15k-$30k,Protestant,Once a week,College graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
53711.0,Wisconsin,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.939107477664948,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,45-49,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,High school graduate,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
53767.0,Wisconsin,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.939107477664948,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,45-49,Democratic,Moderate,$30k-$50k,Catholic,A few times a month,High school graduate,"Yes, I do",Somewhat disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
53844.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.1034505367279102,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,25-29,Democratic,Liberal,$30k-$50k,,A few times a month,Postgraduate study,"Yes, I do",Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,,,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
53854.0,Wisconsin,55.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.982914507389069,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Republican,Conservative,$75k-$100k,Other Christian,Once a week,Some college or associate degree,No one does,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
53899.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.982914507389069,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,30-39,Republican,Conservative,$50k-$75k,Something else,A few time a year,College graduate,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No,Excellent,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
53958.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.49680531024933,Robert Lorge (Rep),Mark Green (Rep),No,Female,White,40-44,Republican,Conservative,$75k-$100k,Catholic,A few times a month,Some college or associate degree,No one does,Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,No,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54001.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.977108120918274,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,50-59,Democratic,Moderate,$75k-$100k,None,Never,Postgraduate study,"Yes, I do",Strongly disapprove,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Not at all important,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54044.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.977108120918274,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,45-49,Independent,,$75k-$100k,Something else,A few time a year,Some college or associate degree,"Yes, I do",Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,No Answer,Not so good,Not so good/Poor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54113.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.708094596862793,Did not vote,Mark Green (Rep),Yes,Female,White,65-74,Republican,Conservative,Under $15k,,Once a week,High school graduate,No one does,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,,,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54157.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02260267734528,Herb Kohl (Dem),Mark Green (Rep),No,Male,,50-59,Something else,Moderate,$30k-$50k,Catholic,A few time a year,Some college or associate degree,No one does,Somewhat disapprove,Somewhat disapprove,Not at all important,Somewhat important,Somewhat important,Not at all important,No,Not so good,Not so good/Poor,,,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54197.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.696427643299103,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,25-29,Democratic,Liberal,$50k-$75k,Catholic,A few time a year,College graduate,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,No,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54224.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.80002808570862,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,30-39,Republican,Liberal,$50k-$75k,None,Never,College graduate,No one does,Somewhat approve,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54244.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11501693725586,Herb Kohl (Dem),Mark Green (Rep),No,Male,White,50-59,Democratic,Moderate,$15k-$30k,Other Christian,A few times a month,High school graduate,"Yes, someone else does",Strongly approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54270.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.616688370704651,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,45-49,Democratic,Moderate,$50k-$75k,,Once a week,Some college or associate degree,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No Answer,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Weekly,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54278.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.3811012506485,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,50-59,Democratic,Liberal,$150k-$200k,Protestant,A few times a month,Postgraduate study,No one does,Strongly disapprove,Strongly disapprove,Not at all important,Somewhat important,Extremely important,Extremely important,No Answer,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54294.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.02268779277802,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,30-39,Republican,Conservative,$50k-$75k,Catholic,A few time a year,Some college or associate degree,No one does,Strongly approve,Strongly approve,Not at all important,Extremely important,Extremely important,Extremely important,No,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54315.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06053638458252,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,25-29,Democratic,Liberal,$30k-$50k,Other Christian,A few time a year,Postgraduate study,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54321.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.87621569633484,Herb Kohl (Dem),Mark Green (Rep),Yes,Male,White,50-59,Independent,Moderate,$75k-$100k,Other Christian,Once a week,High school graduate,"Yes, I do",Somewhat approve,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54344.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06053638458252,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Something else,Liberal,$15k-$30k,Something else,Never,High school graduate,No one does,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Not at all important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54361.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.703727602958679,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,White,30-39,Republican,Conservative,$75k-$100k,Other Christian,More than once a week,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54370.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.34833133220673,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,30-39,Democratic,Liberal,$50k-$75k,Other Christian,A few time a year,Postgraduate study,"Yes, I do",Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Yes,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54383.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.729490876197815,Did not vote,Mark Green (Rep),Yes,Male,White,25-29,,,,,,,No one does,Strongly approve,,,,,Somewhat important,No,Not so good,Not so good/Poor,White male,White male,18-29,25-29,18-64,18-29,,,,,,,,,,Approve,,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54403.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.03277611732483,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,25-29,Republican,Moderate,$50k-$75k,Protestant,More than once a week,College graduate,No one does,Somewhat disapprove,Somewhat disapprove,Not at all important,Somewhat important,Somewhat important,Not at all important,No Answer,Good,Excellent/Good,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54406.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.641642451286316,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,30-39,Democratic,Conservative,$75k-$100k,Catholic,A few times a month,High school graduate,"Yes, I do",Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No Answer,Excellent,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54429.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06053638458252,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,25-29,Democratic,Moderate,$15k-$30k,Catholic,A few time a year,College graduate,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
54433.0,Wisconsin,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.873051464557648,Other,Mark Green (Rep),Yes,Male,White,30-39,Republican,Conservative,$30k-$50k,Other Christian,More than once a week,College graduate,No one does,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",8.0,Competitive,Northeast,High Density Urban,Urban,Urban Core,Upscale,54911.0
54450.0,Wisconsin,56.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.703727602958679,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,White,45-49,Republican,Moderate,$100k-$150k,Protestant,A few time a year,High school graduate,No one does,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Republican,Milwaukee,High Density Urban,Urban,Urban Core,Downscale,53214.0
