ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNV06,GOVNV06,QUES6NV,QUES7NV,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,SAFER06,MOVETONV,REIDJOB,REIDJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
40034.0,Nevada,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.773361146450043,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,45-49,Independent,Moderate,$50k-$75k,College graduate,"Yes, someone else does",,Somewhat disapprove,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Approve,Yes,No,"Else in HH (member in household, but not voter",White,,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Upscale
40037.0,Nevada,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.596599280834198,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,50-59,Democratic,Liberal,$30k-$50k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
40042.0,Nevada,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.56045877933502,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,25-29,Republican,Conservative,$75k-$100k,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Not at all important,Not at all important,Not at all important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
40050.0,Nevada,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.581052243709564,John Ensign (Rep),Dina Titus (Dem),Yes,No,Female,White,50-59,Republican,Conservative,$50k-$75k,Some college or associate degree,"Yes, someone else does",No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
40068.0,Nevada,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.891811490058899,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,60-64,Republican,Conservative,$30k-$50k,College graduate,No one does,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,2.0,Competitive,Washoe County,Suburb,80s Suburbs,Urban Perimeter,Very downscale
40075.0,Nevada,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.742501020431519,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,30-39,Democratic,Moderate,$30k-$50k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada in the last four years,Strongly approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
40076.0,Nevada,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.871520936489105,Jack Carter (Dem),None of these candidates,Yes,No,Female,White,30-39,Republican,Moderate,$15k-$30k,Some college or associate degree,"Yes, someone else does",No,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I was born in Nevada,Somewhat disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
40083.0,Nevada,90.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.652882218360901,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,30-39,,,,,,No,Strongly disapprove,No answer,Somewhat important,Somewhat important,Extremely important,Somewhat important,No Answer,I was born in Nevada,No Answer,No Answer,White female,White female,30-44,30-39,18-64,30-59,,,,,,Disapprove,No answer,,,,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Extremely Low Density Rural,Urban,Urban Core,Very upscale
40089.0,Nevada,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.973779559135437,Other,Jim Gibbons (Rep),Yes,Yes,Male,White,45-49,Democratic,Moderate,$50k-$75k,High school graduate,"Yes, I do",No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
40091.0,Nevada,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.754684507846832,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,50-59,Republican,Moderate,$50k-$75k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
40094.0,Nevada,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.879320740699768,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Female,White,65-74,Republican,Conservative,$50k-$75k,High school graduate,"Yes, I do",No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
40098.0,Nevada,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.71910572052002,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,40-44,Democratic,Liberal,$100k-$150k,College graduate,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
40101.0,Nevada,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,3.57011604309082,John Ensign (Rep),Other,Yes,Yes,Male,White,30-39,Independent,Conservative,$50k-$75k,High school graduate,"Yes, I do",No,Somewhat approve,Strongly approve,Extremely important,Extremely important,Extremely important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
40107.0,Nevada,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03265595436096,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Female,White,18-24,Republican,Conservative,$30k-$50k,Some college or associate degree,No one does,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I was born in Nevada,Strongly disapprove,Disapprove,White female,White female,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,2.0,Competitive,Washoe County,Suburb,80s Suburbs,Urban Perimeter,Very downscale
40113.0,Nevada,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.889279425144196,,,Yes,,Female,,45-49,Democratic,Liberal,$150k-$200k,Postgraduate study,"Yes, I do",No,No answer,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No Answer,No Answer,Strongly approve,Approve,,,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,No answer,Approve,Yes,Yes,I am (voter is member),,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Upscale
40114.0,Nevada,77.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.835344314575195,Jack Carter (Dem),Dina Titus (Dem),Yes,,Male,White,,,,,,,No,No answer,,,,,,No Answer,No Answer,,,White male,White male,,,,,,,,,,No answer,,,,,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
40130.0,Nevada,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43180203437805,John Ensign (Rep),Did not vote,Yes,No,Female,White,75 or over,Republican,Conservative,$30k-$50k,High school graduate,"Yes, someone else does",No,Strongly approve,Strongly approve,Extremely important,Somewhat important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada in the last four years,Strongly disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
40131.0,Nevada,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.624973118305206,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,45-49,Independent,Moderate,$100k-$150k,Some college or associate degree,No one does,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
40150.0,Nevada,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.62698316574097,John Ensign (Rep),Jim Gibbons (Rep),,No,Female,Black,60-64,Republican,Conservative,$75k-$100k,Postgraduate study,"Yes, someone else does",No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Black,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
40153.0,Nevada,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10170912742615,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Male,White,45-49,Republican,Moderate,$75k-$100k,Some college or associate degree,No one does,No,Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
40160.0,Nevada,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.624973118305206,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,40-44,Independent,Moderate,$50k-$75k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Somewhat important,Less safe from terrorism,I was born in Nevada,Somewhat approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
40165.0,Nevada,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.850896418094635,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,Hispanic/Latino,60-64,Democratic,Moderate,$30k-$50k,Some college or associate degree,"Yes, I do",Yes,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,Suburbs,Suburbs,2.0,Competitive,Washoe County,Suburb,80s Suburbs,Urban Perimeter,Very downscale
40177.0,Nevada,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.50181078910828,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Male,Black,50-59,Republican,Conservative,$50k-$75k,College graduate,"Yes, someone else does",No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Black,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Upscale
40189.0,Nevada,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.84475564956665,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Female,White,30-39,Democratic,Moderate,$50k-$75k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
40190.0,Nevada,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.678492307662964,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,30-39,Republican,Moderate,$75k-$100k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
40196.0,Nevada,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06872344017029,Did not vote,Dina Titus (Dem),Yes,No,Male,Hispanic/Latino,75 or over,Democratic,Liberal,Under $15k,Did not complete high school,"Yes, I do",Yes,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),American Indian,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
40202.0,Nevada,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06827938556671,Jack Carter (Dem),Dina Titus (Dem),No,Yes,Female,Black,30-39,Democratic,Liberal,$15k-$30k,High school graduate,No one does,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),Black,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
40203.0,Nevada,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13952422142029,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,White,18-24,Independent,Conservative,$50k-$75k,Postgraduate study,"Yes, someone else does",No,Somewhat disapprove,Strongly disapprove,Not at all important,Extremely important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
40207.0,Nevada,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.857130467891693,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,40-44,Republican,Conservative,$100k-$150k,Did not complete high school,"Yes, someone else does",No,Somewhat approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,Strongly disapprove,Disapprove,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,Suburbs,Suburbs,2.0,Competitive,Washoe County,Suburb,80s Suburbs,Urban Perimeter,Very downscale
40214.0,Nevada,59.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.4442777633667,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Male,Hispanic/Latino,75 or over,,,,,,Yes,Somewhat approve,,,,,,Safer from terrorism,I moved to Nevada more than 10 years ago,,,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,,,,,,Approve,,,,,White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Upscale
40217.0,Nevada,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.898152768611908,John Ensign (Rep),,Yes,,,White,65-74,Independent,Moderate,$50k-$75k,College graduate,"Yes, I do and someone else does",No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
40221.0,Nevada,90.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.652882218360901,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,30-39,Something else,Conservative,$100k-$150k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,No Answer,I was born in Nevada,Strongly approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Extremely Low Density Rural,Urban,Urban Core,Very upscale
40231.0,Nevada,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.28442406654358,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Male,Black,45-49,Something else,Moderate,$50k-$75k,Some college or associate degree,"Yes, I do",No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),Black,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
40237.0,Nevada,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.689618527889252,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,Hispanic/Latino,30-39,Democratic,Liberal,$30k-$50k,High school graduate,No one does,Yes,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),Hispanic/Latino,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Upscale
40243.0,Nevada,53.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07784628868103,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,45-49,Republican,Conservative,$50k-$75k,Some college or associate degree,"Yes, someone else does",No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Somewhat important,Safer from terrorism,I was born in Nevada,Strongly disapprove,Disapprove,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
40246.0,Nevada,37.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.769197702407837,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,50-59,Independent,Liberal,$75k-$100k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Less safe from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale
40247.0,Nevada,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.998387277126312,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Male,White,40-44,Republican,Liberal,$30k-$50k,Some college or associate degree,No one does,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,2.0,Competitive,Washoe County,Suburb,80s Suburbs,Urban Perimeter,Very downscale
40250.0,Nevada,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11434948444366,John Ensign (Rep),Dina Titus (Dem),Yes,Did not vote,Female,White,18-24,Republican,Moderate,$15k-$30k,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Extremely important,Somewhat important,Extremely important,Extremely important,Less safe from terrorism,I was born in Nevada,Somewhat approve,Approve,White female,White female,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
40254.0,Nevada,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.02565717697144,Jack Carter (Dem),Dina Titus (Dem),No,No,Female,Black,50-59,Democratic,Moderate,$75k-$100k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Black,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
40268.0,Nevada,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09580326080322,Jack Carter (Dem),Did not vote,Yes,Yes,Male,White,50-59,Something else,Conservative,$50k-$75k,College graduate,No one does,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,High Density Urban,80s Suburbs,Urban Perimeter,Upscale
