ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMN06,GOVMN06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCRIMES,IMPVALUES,TIMESEN,TIMESEN3D,TIMESENWK,UNFRMN06,UNFRKLOB,UNFRKENN,VOTE2004,FORBUSHS,STECMN,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
52768.0,Minnesota,61.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.802300095558167,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,45-49,Republican,Conservative,$30k-$50k,,,High school graduate,No,,,Strongly disapprove,,,,,,,,,,,,George W. Bush (Rep),,,,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,1.0,Competitive,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56143.0
52780.0,Minnesota,17.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10898196697235,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,25-29,Republican,Conservative,$50k-$75k,Catholic,Once a week,Postgraduate study,Yes,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Neither did,"No, Klobuchar did not","No, Kennedy did not",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Women with children,Women with children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Suburb,60s Suburbs,Urban Perimeter,Downscale,56560.0
52783.0,Minnesota,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05219542980194,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,18-24,Republican,Conservative,$30k-$50k,Other Christian,Once a week,Some college or associate degree,No,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Somewhat important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),To express support for George W Bush,Excellent,Excellent/Good,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others,Men without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,55416.0
52784.0,Minnesota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.914335012435913,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,Other,30-39,Independent,Conservative,$50k-$75k,Something else,More than once a week,Postgraduate study,Yes,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,Non-White,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,American Indian,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,56359.0
52791.0,Minnesota,79.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.788499534130096,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,50-59,Democratic,Moderate,,Catholic,More than once a week,High school graduate,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,No answer,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",,George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
52800.0,Minnesota,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.915736079216,Other,Peter Hutchinson (Independence),Male,White,18-24,Independent,Liberal,$30k-$50k,Catholic,A few time a year,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Extremely important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",Did not vote,George W Bush was not a factor,Not so good,Not so good/Poor,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56518.0
52814.0,Minnesota,33.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.889089286327362,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,18-24,Democratic,Moderate,$30k-$50k,Other Christian,A few time a year,High school graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",Did not vote,To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,3.0,Strong Republican,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,55429.0
52819.0,Minnesota,84.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.975524246692657,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,Black,18-24,Democratic,Moderate,Under $15k,Something else,A few time a year,,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Something else,Non-White,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,Black,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very downscale,55103.0
52826.0,Minnesota,97.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.903902530670166,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,Once a week,High school graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,6.0,Competitive,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,55308.0
52829.0,Minnesota,94.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10056483745575,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,30-39,Democratic,Moderate,$50k-$75k,Catholic,Once a week,College graduate,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Extremely important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,55811.0
52831.0,Minnesota,76.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.980732083320618,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Female,White,50-59,Independent,Moderate,$75k-$100k,Protestant,Once a week,,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Urban Perimeter,Very upscale,55112.0
52840.0,Minnesota,83.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.834679901599884,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,18-24,Democratic,Liberal,,None,Never,Some college or associate degree,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,18-29,18-24,18-64,18-29,Democratic,,,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
52841.0,Minnesota,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.633321464061737,,Mike Hatch (Dem),Male,White,30-39,Democratic,Moderate,$15k-$30k,Protestant,A few times a month,High school graduate,Yes,Strongly disapprove,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Approve,All others,Men with children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
52844.0,Minnesota,80.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.828405320644379,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,18-24,Republican,Conservative,$50k-$75k,Catholic,Once a week,College graduate,Yes,Strongly approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,No Answer,No Answer,George W. Bush (Rep),George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Women with children,Women with children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
52850.0,Minnesota,61.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.802300095558167,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,40-44,Democratic,Moderate,$30k-$50k,,,College graduate,Yes,,,Strongly disapprove,,,,,,,,,,,,John Kerry (Dem),,,,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,All others,Men with children,White,Rural,Small Cities/Rural,1.0,Competitive,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56143.0
52855.0,Minnesota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03641998767853,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,18-24,Democratic,Moderate,Under $15k,Catholic,A few times a month,Some college or associate degree,No,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",Did not vote,George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,56359.0
52856.0,Minnesota,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09923017024994,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,25-29,Republican,Conservative,$30k-$50k,Other Christian,More than once a week,Some college or associate degree,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Somewhat important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),To express support for George W Bush,Excellent,Excellent/Good,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,55416.0
52889.0,Minnesota,7.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.792146742343903,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,45-49,Democratic,Moderate,$100k-$150k,Something else,A few time a year,,No,Somewhat disapprove,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,Ocassionally,All others,,,Disapprove,Same number or more troops,Approve,All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Twin City Suburbs,Suburb,60s Suburbs,Urban Perimeter,Upscale,55432.0
52890.0,Minnesota,80.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.773204028606415,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,65-74,,,,,,,No,Somewhat approve,,,,,,,,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",,George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Approve,,,All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
52891.0,Minnesota,79.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.754760563373566,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,50-59,Democratic,Liberal,$75k-$100k,Protestant,Once a week,Some college or associate degree,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
52896.0,Minnesota,33.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0329601764679,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,A few time a year,Some college or associate degree,No,Strongly approve,Withdraw some troops,Somewhat approve,Not at all important,Not at all important,Extremely important,Very important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,All others, Women without children,White,Suburbs,Suburbs,3.0,Strong Republican,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,55429.0
52901.0,Minnesota,21.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.720426619052887,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,,25-29,Democratic,Liberal,$30k-$50k,Protestant,Once a week,College graduate,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",Did not vote,George W Bush was not a factor,Good,Excellent/Good,,,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Twin City Suburbs,Suburb,Urban,Urban Core,Very upscale,55122.0
52907.0,Minnesota,84.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.860612452030182,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,Black,45-49,Democratic,Moderate,$75k-$100k,,,College graduate,Yes,,,Strongly disapprove,,,,,,,,,,,,John Kerry (Dem),,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,All others,Men with children,Black,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very downscale,55103.0
52911.0,Minnesota,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28052854537964,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,30-39,Democratic,Moderate,$100k-$150k,Catholic,Once a week,College graduate,Yes,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Very important,Not at all important,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56518.0
52920.0,Minnesota,17.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.980753362178802,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,18-24,Democratic,Moderate,$50k-$75k,Protestant,Once a week,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Suburb,60s Suburbs,Urban Perimeter,Downscale,56560.0
52921.0,Minnesota,83.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.813885688781738,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,60-64,Democratic,Liberal,$150k-$200k,Protestant,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Very upscale,55105.0
52931.0,Minnesota,110.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.804775238037109,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,Black,50-59,Democratic,Moderate,$50k-$75k,Catholic,A few times a month,College graduate,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,Black,Suburbs,Suburbs,6.0,Competitive,Twin City Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,55376.0
52934.0,Minnesota,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.914335012435913,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,Other,40-44,Democratic,Moderate,$50k-$75k,Catholic,Once a week,High school graduate,Yes,Strongly disapprove,Maintain the same number of troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,All others,Men with children,American Indian,Rural,Small Cities/Rural,8.0,Strong Democratic,East,Extremely Low Density Rural,Rural,Rural,Very downscale,56359.0
52940.0,Minnesota,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.914495468139648,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,Protestant,Once a week,College graduate,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express support for George W Bush,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others, Women without children,White,Rural,Small Cities/Rural,7.0,Strong Democratic,West,Low Density Rural,Rural,Rural,Very downscale,55336.0
52945.0,Minnesota,61.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.984327733516693,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,25-29,Independent,Moderate,,,,College graduate,No,,,Somewhat disapprove,,,,,,,,,,,,George W. Bush (Rep),,,,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,,,,,,,College graduate,At least some college,,,Disapprove,All others,Men without children,White,Rural,Small Cities/Rural,1.0,Competitive,West,Extremely Low Density Rural,Rural,Rural,Very downscale,56143.0
52957.0,Minnesota,80.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.605659067630768,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,45-49,Democratic,Liberal,$75k-$100k,Other Christian,A few time a year,High school graduate,No,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
52968.0,Minnesota,48.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.803663015365601,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,50-59,Democratic,Liberal,$75k-$100k,None,A few time a year,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,55416.0
