ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNM06,GOVNM06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,LATINO,BUSH4,IRAQWAR,RICHPRES,STECNM,STEC2,IMMFENCE,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,BUSH,IRAQWAR2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
37628.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02170789241791,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,45-49,Republican,Conservative,$15k-$30k,No,Strongly approve,Strongly approve,No,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37630.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.948975086212158,Jeff Bingaman (Dem),John Dendahl (Rep),Male,White,50-59,Democratic,Moderate,$30k-$50k,No,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Very downscale
37634.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.36911034584045,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Democratic,Moderate,,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37648.0, New Mexico,88.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21698701381683,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Democratic,Liberal,$75k-$100k,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Upscale
37651.0, New Mexico,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03715121746063,Jeff Bingaman (Dem),John Dendahl (Rep),Female,White,18-24,Republican,Conservative,Under $15k,No,Strongly approve,Somewhat approve,No,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37660.0, New Mexico,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.730868875980377,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,30-39,Independent,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,No Answer,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37671.0, New Mexico,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.698480308055878,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,40-44,Something else,Conservative,$75k-$100k,No,Strongly disapprove,Somewhat disapprove,Yes,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
37682.0, New Mexico,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.666977047920227,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,50-59,Democratic,Liberal,$75k-$100k,No,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37688.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.29679119586945,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,65-74,Democratic,Moderate,$15k-$30k,Yes,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37691.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15667116641998,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,18-24,Independent,Moderate,$30k-$50k,No,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37692.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.703288912773132,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,30-39,Independent,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Very downscale
37695.0, New Mexico,84.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.584356009960175,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,50-59,Independent,Moderate,,No,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,Somewhat,No answer,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,,,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37717.0, New Mexico,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09499084949493,Jeff Bingaman (Dem),John Dendahl (Rep),Male,Hispanic/Latino,18-24,Democratic,Liberal,$30k-$50k,Yes,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37733.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.20296204090118,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,40-44,Democratic,Moderate,$30k-$50k,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37736.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.742509841918945,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,45-49,Democratic,Liberal,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Very downscale
37745.0, New Mexico,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16328918933868,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,50-59,Republican,Conservative,$30k-$50k,No,Strongly approve,Somewhat approve,No,Not so good,Not so good/Poor,Somewhat,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37748.0, New Mexico,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.980096876621246,Allen McCulloch (Rep),Bill Richardson (Dem),Male,White,60-64,Republican,Conservative,$15k-$30k,No,Somewhat approve,Strongly approve,Yes,Good,Excellent/Good,A great deal,Deported to the country they came from,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
37749.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.677714824676514,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,50-59,Republican,Moderate,$50k-$75k,Yes,Strongly approve,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Disapprove,Hispanic/Latino,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37763.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.702090382575989,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,30-39,Democratic,Liberal,$15k-$30k,Yes,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Approve,Approve,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,60s Suburbs,Urban Perimeter,Very downscale
37774.0, New Mexico,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08065259456635,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,45-49,Republican,Conservative,$15k-$30k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37779.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.20296204090118,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,50-59,Independent,Moderate,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Somewhat,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37784.0, New Mexico,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.666977047920227,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,50-59,Democratic,,$15k-$30k,Yes,Strongly disapprove,Somewhat disapprove,No Answer,No Answer,No Answer,Not at all,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37788.0, New Mexico,84.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.702154099941254,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,65-74,Republican,Conservative,$30k-$50k,No,Somewhat approve,Somewhat approve,No,Excellent,Excellent/Good,A great deal,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37792.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.80042439699173,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,60-64,Independent,Liberal,$30k-$50k,No,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,A great deal,Deported to the country they came from,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Very downscale
37803.0, New Mexico,100.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.442524582147598,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,30-39,Democratic,Liberal,$15k-$30k,Yes,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Somewhat,Deported to the country they came from,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
37807.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.767238020896912,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,18-24,Independent,Liberal,$15k-$30k,Yes,Somewhat disapprove,Somewhat disapprove,Yes,Excellent,Excellent/Good,Not at all,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37838.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.984170496463776,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,65-74,Democratic,,$15k-$30k,Yes,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,A great deal,Deported to the country they came from,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37839.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.7990602850914,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,65-74,Independent,Moderate,Under $15k,No,Strongly disapprove,Strongly disapprove,No Answer,Good,Excellent/Good,A great deal,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,60s Suburbs,Urban Perimeter,Very downscale
37842.0, New Mexico,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08065259456635,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,45-49,Republican,Moderate,$75k-$100k,No,Strongly approve,Strongly approve,No,Poor,Not so good/Poor,Not much,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37848.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.84506231546402,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Independent,Liberal,$30k-$50k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Very downscale
37857.0, New Mexico,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.958152651786804,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,50-59,Republican,Conservative,$50k-$75k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,Somewhat,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
37872.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.905018150806427,Allen McCulloch (Rep),Bill Richardson (Dem),Female,White,18-24,Independent,Moderate,$15k-$30k,No,Somewhat disapprove,Somewhat disapprove,No,Good,Excellent/Good,Not at all,Deported to the country they came from,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37873.0, New Mexico,100.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.818185746669769,Allen McCulloch (Rep),Bill Richardson (Dem),Female,White,65-74,Independent,Moderate,$15k-$30k,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
37883.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.789923369884491,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,60-64,Republican,Conservative,$75k-$100k,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,A great deal,Deported to the country they came from,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37887.0, New Mexico,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.704172909259796,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,30-39,Democratic,Liberal,$75k-$100k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37894.0, New Mexico,84.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.801019072532654,Allen McCulloch (Rep),Bill Richardson (Dem),Male,White,65-74,Independent,Moderate,$50k-$75k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37899.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.702090382575989,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,45-49,Democratic,Moderate,$50k-$75k,Yes,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,Not at all,Deported to the country they came from,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,60s Suburbs,Urban Perimeter,Very downscale
37904.0, New Mexico,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.856757462024689,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,18-24,Democratic,Liberal,Under $15k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37914.0, New Mexico,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.796190440654755,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,25-29,Democratic,Liberal,Under $15k,Yes,Strongly disapprove,Somewhat disapprove,Yes,Good,Excellent/Good,Not at all,Deported to the country they came from,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Other,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Very downscale
37928.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.29679119586945,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,65-74,Democratic,Liberal,$15k-$30k,Yes,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,Somewhat,Deported to the country they came from,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37930.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15667116641998,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,25-29,Something else,Moderate,$50k-$75k,No,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,Somewhat,Offered a chance to apply for legal status,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37940.0, New Mexico,100.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.961108863353729,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,60-64,Republican,Moderate,Under $15k,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Not at all,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
37950.0, New Mexico,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.741244435310364,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,50-59,Republican,Moderate,$30k-$50k,Yes,Somewhat approve,Somewhat disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,60s Suburbs,Urban Perimeter,Very downscale
37958.0, New Mexico,44.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.544009685516357,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,,45-49,Republican,Moderate,$30k-$50k,No,Strongly approve,Somewhat approve,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,,,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
37974.0, New Mexico,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.694062232971191,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,50-59,Republican,Conservative,$75k-$100k,No,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,Northwest,Extremely Low Density Rural,Rural,Rural,Downscale
37975.0, New Mexico,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01158678531647,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,30-39,Something else,Conservative,$50k-$75k,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
37983.0, New Mexico,75.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.801430463790894,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,65-74,Democratic,Liberal,Under $15k,Yes,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Approve,Approve,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
37987.0, New Mexico,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.799418389797211,Allen McCulloch (Rep),Bill Richardson (Dem),Female,Hispanic/Latino,30-39,Republican,Conservative,$75k-$100k,Yes,Strongly approve,Strongly approve,No,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
37993.0, New Mexico,84.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.584356009960175,Allen McCulloch (Rep),John Dendahl (Rep),Female,Hispanic/Latino,50-59,Republican,Moderate,$75k-$100k,Yes,Strongly approve,Somewhat approve,No,Not so good,Not so good/Poor,Somewhat,No answer,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
