ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUMT06,SENMT06,INIT151,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORRS,GUNOWNER,BURNSTOOLONG,TESTLIB,ETHMT06,ETHTEST,ETHBURNS,FORCANDS,FALLBHND,FORBUSHS,VOTE2004,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
55301.0,Montana,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.824995040893555,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,40-44,Democratic,Moderate,$50k-$75k,None,Never,No,High school graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Are falling behind financially,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
55302.0,Montana,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05219304561615,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,,65-74,Republican,Conservative,$15k-$30k,None,Never,No,Some college or associate degree,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Not at all important,No answer,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,None,Non-White,All others,All others,Never,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
55305.0,Montana,33.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.634278237819672,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Male,White,45-49,Republican,Moderate,$50k-$75k,Catholic,A few times a month,No,Some college or associate degree,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0
55307.0,Montana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.20512866973877,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Male,White,45-49,Democratic,Conservative,$50k-$75k,Protestant,Once a week,No,College graduate,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59454.0
55309.0,Montana,69.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06221067905426,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,50-59,Republican,Conservative,$50k-$75k,Catholic,Once a week,No,Some college or associate degree,Somewhat approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
55310.0,Montana,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.38675045967102,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,50-59,Republican,Conservative,$50k-$75k,None,Never,No,Some college or associate degree,Somewhat approve,No answer,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Approve,No answer,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59501.0
55311.0,Montana,49.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01019978523254,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,30-39,Independent,Moderate,$50k-$75k,Catholic,A few time a year,No,Some college or associate degree,Somewhat approve,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59486.0
55318.0,Montana,39.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.32776343822479,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,50-59,,,,,,,,Strongly approve,,,,,,,No,No,No Answer,,,,For your candidate,Have just enough money to maintain your standard of living,To express support for George W Bush,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,,,,,,,,,,,,Approve,,,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,59868.0
55333.0,Montana,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.903157353401184,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,25-29,Independent,Liberal,$15k-$30k,None,A few time a year,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,59825.0
55336.0,Montana,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.987645745277405,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,60-64,Democratic,Moderate,$50k-$75k,Protestant,Never,No,High school graduate,Strongly approve,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
55339.0,Montana,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.855550408363342,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,50-59,Independent,Conservative,$75k-$100k,Other Christian,Once a week,Yes,Did not complete high school,Somewhat disapprove,Maintain the same number of troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
55343.0,Montana,42.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.0,Other,Other,Yes,Male,White,45-49,Something else,Moderate,$30k-$50k,Mormon/LDS,Never,No,Some college or associate degree,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Yes,No Answer,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Are falling behind financially,George W Bush was not a factor,George W. Bush (Rep),Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
55344.0,Montana,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.19851362705231,Denny Rehberg (Rep),Other,Yes,Female,White,50-59,Republican,Conservative,$50k-$75k,Other Christian,Once a week,Yes,High school graduate,Somewhat disapprove,Withdraw some troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,Too liberal,Neither does,No Tester does not,"No, Burns does not",No Answer,Have just enough money to maintain your standard of living,No answer,George W. Bush (Rep),Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
55345.0,Montana,25.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.32905900478363,Monica Lindeen (Dem),Conrad Burns (Rep),Yes,Female,White,30-39,Democratic,Moderate,$100k-$150k,Catholic,A few time a year,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",For your candidate,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59501.0
55346.0,Montana,8.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.20813369750977,Monica Lindeen (Dem),Jon Tester (Dem),Yes,,White,65-74,Independent,Moderate,$30k-$50k,Catholic,Once a week,No,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,No answer,Yes,About right,No Answer,No Answer,No Answer,Against his opponent,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Someone else,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Very downscale,59401.0
55348.0,Montana,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.897461414337158,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Male,White,40-44,Republican,Conservative,$100k-$150k,Catholic,Once a week,No,College graduate,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59501.0
55349.0,Montana,45.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.05688631534576,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,25-29,Something else,Liberal,Under $15k,Something else,Never,No,High school graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,No,Yes,Too conservative,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Are falling behind financially,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
55351.0,Montana,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1112197637558,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,40-44,Democratic,Moderate,$50k-$75k,None,Never,No,College graduate,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Are falling behind financially,To express opposition to George W Bush,Someone else,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,59868.0
55357.0,Montana,59.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.14406907558441,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,50-59,Republican,Moderate,$30k-$50k,Protestant,A few time a year,No,Some college or associate degree,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59454.0
55369.0,Montana,33.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.584852516651154,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,Hispanic/Latino,50-59,Republican,Moderate,$50k-$75k,Other Christian,Once a week,Yes,Some college or associate degree,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Not at all important,Extremely important,Yes,Yes,Too liberal,Both do,"Yes, Tester does","Yes, Burns does",Against his opponent,Have just enough money to maintain your standard of living,To express opposition to George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Hispanic/Latino,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0
55375.0,Montana,67.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0574836730957,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,25-29,Republican,Moderate,$50k-$75k,Catholic,Once a week,No,College graduate,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,Both do,"Yes, Tester does","Yes, Burns does",For your candidate,Are falling behind financially,George W Bush was not a factor,George W. Bush (Rep),In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
55378.0,Montana,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.808159828186035,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,40-44,Democratic,Moderate,$15k-$30k,Other Christian,A few time a year,No,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
55381.0,Montana,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.817192196846008,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,50-59,Republican,Conservative,$100k-$150k,Protestant,A few times a month,Yes,Some college or associate degree,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Yes,Yes,Too liberal,Neither does,No Tester does not,"No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express support for George W Bush,George W. Bush (Rep),Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
55387.0,Montana,38.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.808159828186035,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,40-44,Democratic,Conservative,$50k-$75k,Catholic,A few times a month,No,Postgraduate study,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Not at all important,Somewhat important,Extremely important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,59825.0
55389.0,Montana,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1112197637558,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,50-59,Democratic,Liberal,$50k-$75k,Something else,Never,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,59868.0
55396.0,Montana,42.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11292481422424,Denny Rehberg (Rep),Jon Tester (Dem),No,Male,White,25-29,Democratic,Liberal,$30k-$50k,Something else,A few time a year,No,Some college or associate degree,Somewhat disapprove,Send more troops,Somewhat approve,Not at all important,Not at all important,Not at all important,Not at all important,Yes,Yes,About right,Both do,"Yes, Tester does","Yes, Burns does",Against his opponent,No Answer,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
55400.0,Montana,24.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.875060558319092,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,White,50-59,Democratic,Moderate,$30k-$50k,,No answer,No,College graduate,Strongly disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Yes,About right,No Answer,No Answer,No Answer,For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,All others,All others,No answer,No answer,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59501.0
55401.0,Montana,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.92849349975586,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,65-74,Republican,Conservative,$75k-$100k,Catholic,Once a week,No,College graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59923.0
55402.0,Montana,58.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.0,Other,Conrad Burns (Rep),No,Male,Hispanic/Latino,50-59,Independent,Conservative,$50k-$75k,Other Christian,A few time a year,Yes,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Hispanic/Latino,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Downscale,59436.0
