ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMI06,GOVMI06,PROPBMI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,IMPHEALTHS,JOBSIT2,STECMI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
38863.0, Michigan,141.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15632128715515,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,30-39,Democratic,Moderate,$50k-$75k,None,Never,No,College graduate,No one does,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Republican,Wayne County,Suburb,Urban,Urban Core,Very upscale
38865.0, Michigan,146.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.35602807998657,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Female,White,50-59,Democratic,Liberal,$100k-$150k,None,Never,No,,,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,All others, Women without children,White,Suburbs,Suburbs,14.0,Strong Democratic,Wayne County,Suburb,60s Suburbs,Urban Perimeter,Downscale
38866.0, Michigan,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.834474623203278,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,30-39,Democratic,Moderate,$75k-$100k,Other Christian,A few time a year,No,,"Yes, I do",Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Extremely important,About the same,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men with children,White,Suburbs,Suburbs,1.0,Strong Democratic,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
38870.0, Michigan,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.823595643043518,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,30-39,Democratic,,$30k-$50k,Other Christian,More than once a week,No,College graduate,No one does,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,No Answer,No Answer,No Answer, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,Black,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,Southwest,Suburb,Urban,Urban Core,Very downscale
38871.0, Michigan,113.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.8111850023269702,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,25-29,Something else,Moderate,$15k-$30k,Other Christian,Never,No,Some college or associate degree,No one does,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Not at all important,Somewhat important,Extremely important,Extremely important,Very important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
38874.0, Michigan,142.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.52516770362854,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,,75 or over,Republican,Moderate,$15k-$30k,Mormon/LDS,A few time a year,No,Some college or associate degree,No one does,No,Strongly approve,Send more troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Very important,About the same,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,,,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others, Women without children,,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Republican,Wayne County,Suburb,Urban,Urban Core,Very upscale
38901.0, Michigan,110.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3934485912323,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,60-64,Democratic,Liberal,$150k-$200k,Protestant,More than once a week,,,,No,Strongly disapprove,No answer,Strongly approve,,,,,,,,,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,,All others,Weekly,Protestant/Attend weekly,,,Disapprove,No answer,Approve,,,,All others,Men without children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale
38906.0, Michigan,50.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.27417826652527,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,30-39,Independent,Conservative,$30k-$50k,Other Christian,A few time a year,Yes,,,Yes,Somewhat approve,Withdraw some troops,Somewhat approve,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,,,Approve,Withdraw all or some troops,Approve,,,,Women with children,Women with children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
38907.0, Michigan,127.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.283157616853714,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,Black,25-29,Democratic,Liberal,$50k-$75k,Other Christian,More than once a week,No,Did not complete high school,"Yes, someone else does",No,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Extremely important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,Non-white male,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,Black,"Cities over 500,000","Cities over 50,000",13.0,Unoppsed Democratic,Wayne County,High Density Urban,Urban,Urban Core,Very downscale
38916.0, Michigan,130.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.472968727350235,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,18-24,Independent,Moderate,$200k or more,Other Christian,Once a week,,Postgraduate study,,Yes,Somewhat disapprove,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Not at all important,Better today,Excellent,Excellent/Good,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,,,,Women with children,Women with children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,High Density Urban,Urban,Urban Core,Upscale
38922.0, Michigan,83.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.912429809570313,Michael Bouchard (Rep),Jennifer Granholm (Dem),No,Male,White,25-29,Democratic,Liberal,$50k-$75k,Catholic,Once a week,No,,,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,All others,Men without children,White,Suburbs,Suburbs,12.0,Strong Democratic,Suburban Oakland & Macomb Counties,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
38924.0, Michigan,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.823595643043518,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,50-59,Democratic,Moderate,$15k-$30k,Other Christian,A few times a month,No,High school graduate,"Yes, I do",No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Worse today,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others, Women without children,Black,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,Southwest,Suburb,Urban,Urban Core,Very downscale
38926.0, Michigan,142.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33320713043213,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,30-39,Independent,Liberal,$75k-$100k,Catholic,A few time a year,No,College graduate,"Yes, I do",Yes,Strongly disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Not at all important,Very important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Approve,Yes,Yes,I am (voter is member),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Republican,Wayne County,Suburb,Urban,Urban Core,Very upscale
38929.0, Michigan,141.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.54967617988586,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,60-64,Republican,Moderate,$75k-$100k,Other Christian,A few times a month,No,High school graduate,No one does,No,Somewhat approve,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are falling behind financially,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Republican,Wayne County,Suburb,Urban,Urban Core,Very upscale
38935.0, Michigan,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05456745624542,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,25-29,Democratic,Liberal,$15k-$30k,None,Never,No,Some college or associate degree,"Yes, I do",Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not at all important,Extremely important,About the same,No Answer,No Answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),Women with children,Women with children,White,Suburbs,Suburbs,1.0,Strong Democratic,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
38947.0, Michigan,146.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21614325046539,Michael Bouchard (Rep),Dick DeVos (Rep),No,Male,White,50-59,Independent,Moderate,$50k-$75k,Catholic,More than once a week,Yes,,,No,Somewhat approve,Send more troops,Somewhat approve,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Weekly,Catholic/Attend weekly,,,Approve,Same number or more troops,Approve,,,,All others,Men without children,White,Suburbs,Suburbs,14.0,Strong Democratic,Wayne County,Suburb,60s Suburbs,Urban Perimeter,Downscale
38954.0, Michigan,113.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.28598082065582,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,45-49,Democratic,Liberal,$30k-$50k,Something else,A few time a year,Yes,High school graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Something else,White Something else,All others,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
38969.0, Michigan,50.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.612797558307648,Did not vote,Dick DeVos (Rep),,Female,,30-39,Republican,Moderate,$100k-$150k,Other Christian,A few time a year,No,,,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Women with children,Women with children,,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
38976.0, Michigan,127.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.221491366624832,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,45-49,Democratic,Conservative,Under $15k,Something else,A few time a year,No,High school graduate,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Not at all important,Extremely important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Something else,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,Black,"Cities over 500,000","Cities over 50,000",13.0,Unoppsed Democratic,Wayne County,High Density Urban,Urban,Urban Core,Very downscale
38977.0, Michigan,83.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3522139787674,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,Hispanic/Latino,30-39,Republican,Conservative,$75k-$100k,Catholic,Once a week,No,,,Yes,Strongly approve,Send more troops,Somewhat approve,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,Non-White,All others,All others,Weekly,Catholic/Attend weekly,,,Approve,Same number or more troops,Approve,,,,All others,Men with children,Hispanic/Latino,Suburbs,Suburbs,12.0,Strong Democratic,Suburban Oakland & Macomb Counties,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
38978.0, Michigan,130.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.475704818964005,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,Black,25-29,Democratic,Liberal,$15k-$30k,Other Christian,A few time a year,Yes,College graduate,,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,,,,All others,Men without children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,High Density Urban,Urban,Urban Core,Upscale
38984.0, Michigan,113.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.973428845405579,Debbie Stabenow (Dem),,,Female,White,,,,,,,,,,,No answer,,,,,,,,No Answer,No Answer,No Answer,No answer,No answer,No answer,No Answer,No answer,White female,White female,,,,,,,,,,,,,,,,No answer,,,,,,,,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
38997.0, Michigan,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.828360080718994,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,Black,30-39,Democratic,Liberal,$30k-$50k,Other Christian,More than once a week,No,High school graduate,"Yes, I do",Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are falling behind financially,George W Bush was not a factor,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men with children,Black,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,Southwest,Suburb,Urban,Urban Core,Very downscale
39004.0, Michigan,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.35130989551544,Debbie Stabenow (Dem),Dick DeVos (Rep),Yes,Male,White,25-29,Democratic,Moderate,$75k-$100k,Catholic,A few times a month,No,Some college or associate degree,"Yes, someone else does",No,Somewhat approve,Maintain the same number of troops,Strongly approve,Extremely important,Somewhat important,Extremely important,Extremely important,Extremely important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale
39005.0, Michigan,6.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.23212110996246,Did not vote,Jennifer Granholm (Dem),Yes,Female,White,18-24,Democratic,Moderate,$30k-$50k,Other Christian,Once a week,No,Some college or associate degree,No one does,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Very important,About the same,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are getting ahead financially,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,1.0,Strong Democratic,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
39008.0, Michigan,110.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.30667769908905,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,40-44,Republican,,$75k-$100k,Catholic,Once a week,No,,,Yes,Somewhat approve,Withdraw some troops,Somewhat approve,,,,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,,,Approve,Withdraw all or some troops,Approve,,,,All others,Men with children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale
39019.0, Michigan,146.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.75313222408295,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,30-39,Democratic,Conservative,$100k-$150k,Other Christian,More than once a week,Yes,,,Yes,Somewhat disapprove,Maintain the same number of troops,Somewhat disapprove,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,,,Disapprove,Same number or more troops,Disapprove,,,,Women with children,Women with children,White,Suburbs,Suburbs,14.0,Strong Democratic,Wayne County,Suburb,60s Suburbs,Urban Perimeter,Downscale
39040.0, Michigan,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.823595643043518,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,50-59,Democratic,Moderate,$50k-$75k,Other Christian,More than once a week,Yes,High school graduate,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Black,"Cities 50,000-500,000","Cities over 50,000",6.0,Strong Republican,Southwest,Suburb,Urban,Urban Core,Very downscale
39041.0, Michigan,83.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.71874630451202,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,18-24,Republican,Conservative,$30k-$50k,Other Christian,More than once a week,Yes,,,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,,,,,,,,,,,,,,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,All others,Men without children,White,Suburbs,Suburbs,12.0,Strong Democratic,Suburban Oakland & Macomb Counties,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
39042.0, Michigan,50.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07488703727722,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,50-59,,,,Other Christian,No answer,Yes,,,No,Somewhat disapprove,Maintain the same number of troops,Strongly disapprove,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,No answer,All others,,,Disapprove,Same number or more troops,Disapprove,,,,All others,Men without children,White,Suburbs,Suburbs,10.0,Strong Republican,North/Northeast,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
39049.0, Michigan,127.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.221491366624832,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,40-44,Democratic,Liberal,,None,A few times a month,Yes,High school graduate,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,Worse today,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are falling behind financially,George W Bush was not a factor,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,,,None,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Black,"Cities over 500,000","Cities over 50,000",13.0,Unoppsed Democratic,Wayne County,High Density Urban,Urban,Urban Core,Very downscale
39050.0, Michigan,130.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.37210550904274,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,Black,50-59,Democratic,Liberal,$50k-$75k,,More than once a week,Yes,High school graduate,"Yes, someone else does",No,Strongly disapprove,Withdraw all troops,Strongly approve,Extremely important,Somewhat important,Extremely important,Somewhat important,Extremely important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,Black,"Cities over 500,000","Cities over 50,000",14.0,Strong Democratic,Wayne County,High Density Urban,Urban,Urban Core,Upscale
