ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENCA06,GOVCA06,AGCA06,PROOP85CA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,CHILD,LATINO,BUSH4,IRAQWAR,ARNDJOB4,ARNDJOB2,ARNLDLIB,SAFER06,BORNUSA,STECCA,STEC2,ABORTION,ABORT2,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
41802.0,California,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33666753768921,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Hispanic/Latino,65-74,Democratic,Moderate,$15k-$30k,High school graduate,"Yes, I do",No,Yes,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Disapprove,Too liberal,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Illegal in all cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Yes,Yes,I am (voter is member),All others,Women without children,Hispanic/Latino,English,Suburbs,Suburbs,18.0,Strong Democratic,Inland/Valley,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Very downscale
41804.0,California,72.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.454816967248917,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,Black,45-49,Democratic,Liberal,$150k-$200k,Some college or associate degree,"Yes, I do",No,No,Strongly disapprove,Strongly disapprove,Strongly disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in most cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),All others,Women without children,Black,English,Suburbs,Suburbs,43.0,Strong Democratic,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41809.0,California,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.832084178924561,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,50-59,Something else,Moderate,$200k or more,College graduate,No one does,Yes,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,No Answer,Safer from terrorism,Yes,Good,Excellent/Good,Legal in most cases,Legal in all/most cases,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,English,"Cities over 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,High Density Urban,Urban,Urban Core,Very upscale
41812.0,California,52.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.05123162269592,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,75 or over,Republican,Conservative,$30k-$50k,Did not complete high school,"Yes, I do",No,No,,Strongly approve,,,,,,,,,,,White male,White male,60+,65+,65+,60+,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Suburbs,Suburbs,40.0,Strong Republican,Southern California,Extremely High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Downscale
41813.0,California,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02305018901825,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Female,White,50-59,Republican,Moderate,$50k-$75k,Postgraduate study,No one does,No,No,Somewhat disapprove,Somewhat approve,Strongly Approve,Approve,About right,Safer from terrorism,Yes,Not so good,Not so good/Poor,Legal in most cases,Legal in all/most cases,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),All others,Women without children,White,English,"Cities over 500,000","Cities over 50,000",53.0,Strong Democratic,Southern California,Extremely High Density Urban,Urban,Urban Core,Upscale
41816.0,California,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.44568932056427,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Female,White,60-64,Republican,Moderate,$100k-$150k,Postgraduate study,No one does,No,No,Somewhat approve,Somewhat approve,Strongly Approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,60+,50-64,18-64,60+,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Women without children,White,English,"Cities 10,000 - 50,000",Small Cities/Rural,22.0,Strong Republican,Coastal,Extremely Low Density Rural,Rural,Rural,Downscale
41819.0,California,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11726701259613,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,White,60-64,Democratic,,,,"Yes, someone else does",No,No,Strongly disapprove,Strongly disapprove,No Answer,No Answer,No Answer,No Answer,Yes,No Answer,No Answer,Illegal in all cases,Illegal in all/most cases,Offered a chance to apply for legal status,White female,White female,60+,50-64,18-64,60+,Democratic,,,,,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter)",All others,Women without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Downscale
41820.0,California,61.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.557778537273407,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),,No,Female,,30-39,Independent,Moderate,$50k-$75k,College graduate,No one does,Yes,No,,Somewhat disapprove,,,,,,,,,,,,,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),Women with children,Women with children,,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41822.0,California,1.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.06199979782104,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,45-49,,,,,No one does,,No,Strongly disapprove,,Somewhat approve,Approve,,Less safe from terrorism,,,,,,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,,,,,,Disapprove,,No,No,No (no union member in household),,,White,English,"Cities 50,000 - 500,000","Cities over 50,000",9.0,Strong Democratic,Bay Area,Extremely High Density Urban,Urban,Urban Core,Downscale
41824.0,California,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.61408913135529,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,65-74,Democratic,Moderate,$30k-$50k,High school graduate,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),All others,Women without children,White,English,Suburbs,Suburbs,4.0,Competitive,Inland/Valley,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41829.0,California,62.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.466295778751373,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Asian,25-29,Democratic,Liberal,$150k-$200k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,,,Disapprove,Disapprove,,,,All others,Men without children,Asian,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,80s Surburbs,High-Growth Suburban Perimeter,Very upscale
41831.0,California,65.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.701759278774261,Other,Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Hispanic/Latino,60-64,Democratic,Moderate,$15k-$30k,,,No,Yes,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,60+,50-64,18-64,60+,Democratic,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Men without children,Black,English,"Cities 50,000 - 500,000","Cities over 50,000",44.0,Strong Republican,Southern California,High Density Urban,Urban,Urban Core,Downscale
41838.0,California,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.457361221313477,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,30-39,Republican,Moderate,$30k-$50k,College graduate,No one does,No,No,Somewhat approve,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Not so good,Not so good/Poor,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Women without children,White,English,"Cities over 500,000","Cities over 50,000",53.0,Strong Democratic,Southern California,Extremely High Density Urban,Urban,Urban Core,Upscale
41842.0,California,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.979172646999359,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),,Male,Black,65-74,Independent,Liberal,,Postgraduate study,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,60+,65+,65+,60+,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Men without children,Black,English,"Cities over 500,000","Cities over 50,000",36.0,Strong Democratic,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Very upscale
41846.0,California,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11079895496368,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,Hispanic/Latino,45-49,Republican,Conservative,$15k-$30k,College graduate,No one does,Yes,Yes,Somewhat approve,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Not so good,Not so good/Poor,Illegal in all cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Men with children,Hispanic/Latino,English,Suburbs,Suburbs,18.0,Strong Democratic,Inland/Valley,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Very downscale
41847.0,California,68.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.885260283946991,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),,Male,White,25-29,Something else,Moderate,$75k-$100k,College graduate,,Yes,,,Somewhat disapprove,,,,,,,,,,,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,,Disapprove,,,,All others,Men with children,White,,Suburbs,Suburbs,4.0,Competitive,Inland/Valley,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
41848.0,California,10.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.11825394630432,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Hispanic/Latino,18-24,Democratic,Liberal,$30k-$50k,College graduate,No one does,No,Yes,,Strongly disapprove,,,,,,,,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),All others,Women without children,Hispanic/Latino,English,Rural,Small Cities/Rural,51.0,Strong Democratic,Southern California,Low Density Rural,Rural,Rural,Very downscale
41850.0,California,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.71240270137787,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Female,Other,30-39,Independent,Moderate,$30k-$50k,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Other,English,Suburbs,Suburbs,4.0,Competitive,Inland/Valley,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41851.0,California,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.64685904979706,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,18-24,Independent,Moderate,$100k-$150k,Some college or associate degree,No one does,No,No,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Illegal in all cases,Illegal in all/most cases,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Women without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Downscale
41853.0,California,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.26291847229004,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,White,65-74,Democratic,Liberal,$200k or more,Postgraduate study,"Yes, someone else does",No,No,Strongly disapprove,Somewhat approve,Somewhat approve,Approve,Too conservative,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White male,White male,60+,65+,65+,60+,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Approve,Yes,No,"Else in HH (member in household, but not voter)",All others,Men without children,White,English,"Cities over 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,High Density Urban,Urban,Urban Core,Very upscale
41859.0,California,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.725215196609497,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,Hispanic/Latino,30-39,Republican,Conservative,$50k-$75k,Some college or associate degree,"Yes, I do",Yes,Yes,Strongly approve,Strongly approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Not so good,Not so good/Poor,Illegal in all cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),All others,Men with children,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",53.0,Strong Democratic,Southern California,Extremely High Density Urban,Urban,Urban Core,Upscale
41863.0,California,52.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.739161610603333,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,Asian,45-49,Republican,Moderate,$30k-$50k,College graduate,"Yes, I do",No,No,,Somewhat approve,,,,,,,,,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,College graduate,At least some college,,Approve,Yes,Yes,I am (voter is member),All others,Men without children,Asian,English,Suburbs,Suburbs,40.0,Strong Republican,Southern California,Extremely High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Downscale
41867.0,California,72.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.453376919031143,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Black,30-39,Democratic,Moderate,$100k-$150k,College graduate,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,Too conservative,Safer from terrorism,No,Not so good,Not so good/Poor,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Men without children,Black,English,Suburbs,Suburbs,43.0,Strong Democratic,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41868.0,California,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16612339019775,,Arnold Schwarzenegger (Rep),,Yes,Female,White,65-74,Independent,Conservative,$50k-$75k,Some college or associate degree,No one does,No,No,Somewhat approve,Strongly approve,Somewhat approve,Approve,Too liberal,Less safe from terrorism,Yes,Good,Excellent/Good,Illegal in all cases,Illegal in all/most cases,Deported to the country they came from,White female,White female,60+,65+,65+,60+,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Women without children,White,English,"Cities 10,000 - 50,000",Small Cities/Rural,22.0,Strong Republican,Coastal,Extremely Low Density Rural,Rural,Rural,Downscale
41870.0,California,61.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.442792862653732,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,30-39,Democratic,Liberal,$100k-$150k,College graduate,"Yes, I do",Yes,No,,Strongly disapprove,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,,Disapprove,Yes,Yes,I am (voter is member),Women with children,Women with children,White,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41876.0,California,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.851317942142487,Dianne Feinstein (Dem),Phil Angelides (Dem),Other,No,Female,White,30-39,Something else,Liberal,$50k-$75k,College graduate,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Women without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",9.0,Strong Democratic,Bay Area,Extremely High Density Urban,Urban,Urban Core,Downscale
41877.0,California,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08692693710327,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Asian,18-24,Democratic,Liberal,$50k-$75k,Some college or associate degree,"Yes, someone else does",Yes,No,Strongly disapprove,Strongly disapprove,Strongly disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Poor,Not so good/Poor,Legal in most cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter)",Women with children,Women with children,Asian,English,"Cities over 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,High Density Urban,Urban,Urban Core,Very upscale
41880.0,California,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.484565764665604,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Hispanic/Latino,30-39,Independent,Liberal,$30k-$50k,Some college or associate degree,"Yes, I do",No,Yes,Strongly disapprove,Strongly disapprove,Strongly disapprove,Disapprove,Too conservative,Safer from terrorism,Yes,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),All others,Women without children,Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",53.0,Strong Democratic,Southern California,Extremely High Density Urban,Urban,Urban Core,Upscale
41882.0,California,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26073360443115,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Hispanic/Latino,30-39,Democratic,Moderate,$150k-$200k,Some college or associate degree,"Yes, I do",Yes,Yes,Somewhat approve,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Did not graduate from college,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),Women with children,Women with children,Hispanic/Latino,English,"Cities 50,000 - 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Downscale
41885.0,California,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47785699367523,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,45-49,Republican,Moderate,$100k-$150k,Postgraduate study,No one does,Yes,No,Somewhat approve,Strongly approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Excellent,Excellent/Good,Legal in most cases,Legal in all/most cases,No Answer,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Men with children,White,English,"Cities over 500,000","Cities over 50,000",36.0,Strong Democratic,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Very upscale
41888.0,California,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.04084575176239,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,45-49,Republican,Moderate,$50k-$75k,Some college or associate degree,No one does,Yes,No,Somewhat approve,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,18.0,Strong Democratic,Inland/Valley,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Very downscale
41892.0,California,65.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.452287197113037,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Male,White,45-49,Republican,Moderate,$100k-$150k,,,No,No,Somewhat disapprove,Somewhat approve,,,,,,,,,,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,,,Disapprove,Approve,,,,All others,Men without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",44.0,Strong Republican,Southern California,High Density Urban,Urban,Urban Core,Downscale
41894.0,California,72.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.678106307983398,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Male,Hispanic/Latino,30-39,Democratic,Moderate,$75k-$100k,College graduate,"Yes, I do",Yes,Yes,Somewhat disapprove,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Approve,Yes,Yes,I am (voter is member),All others,Men with children,Hispanic/Latino,English,Suburbs,Suburbs,43.0,Strong Democratic,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41897.0,California,80.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.675514817237854,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,White,25-29,Independent,Moderate,$30k-$50k,Some college or associate degree,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,About right,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Legal in most cases,Legal in all/most cases,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Men without children,White,English,"Cities over 500,000","Cities over 50,000",53.0,Strong Democratic,Southern California,Extremely High Density Urban,Urban,Urban Core,Upscale
41898.0,California,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05598294734955,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,25-29,Independent,Moderate,,College graduate,"Yes, I do",No,No,Somewhat disapprove,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Not so good,Not so good/Poor,Illegal in most cases,Illegal in all/most cases,Deported to the country they came from,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,,,College graduate,At least some college,Disapprove,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,English,"Cities over 500,000","Cities over 50,000",26.0,Strong Republican,Los Angeles County,High Density Urban,Urban,Urban Core,Very upscale
41899.0,California,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06199979782104,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,White,40-44,,,,,No one does,,No,Strongly disapprove,No Answer,Somewhat disapprove,Disapprove,Too conservative,Less safe from terrorism,,Not so good,Not so good/Poor,No Answer,No Answer,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,,,,,,Disapprove,No Answer,No,No,No (no union member in household),All others,,White,English,"Cities 50,000 - 500,000","Cities over 50,000",9.0,Strong Democratic,Bay Area,Extremely High Density Urban,Urban,Urban Core,Downscale
41903.0,California,10.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.856066226959229,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Hispanic/Latino,40-44,Democratic,Moderate,$50k-$75k,High school graduate,No one does,Yes,Yes,,Strongly disapprove,,,,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,,Disapprove,No,No,No (no union member in household),Women with children,Women with children,Hispanic/Latino,English,Rural,Small Cities/Rural,51.0,Strong Democratic,Southern California,Low Density Rural,Rural,Rural,Very downscale
41907.0,California,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.561301589012146,,,,No,Female,,50-59,,Liberal,,,No one does,,,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,No Answer,Less safe from terrorism,,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,,,45-59,50-64,18-64,30-59,,,,,,Disapprove,Disapprove,No,No,No (no union member in household),All others,,,,"Cities 10,000 - 50,000",Small Cities/Rural,22.0,Strong Republican,Coastal,Extremely Low Density Rural,Rural,Rural,Downscale
