ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
47875.0,Missouri,18.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.85255366563797,Claire McCaskill (Dem),Yes,Yes,Male,White,30-39,Democratic,Liberal,$75k-$100k,Other Christian,A few time a year,No,Postgraduate study,"Yes, I do",Yes,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,Married with children,All men,Men with children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Strong Republican,North and Southeast,Town,Rural,Rural,Upscale
47876.0,Missouri,128.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.370832532644272,Claire McCaskill (Dem),No,Yes,Male,Black,50-59,Democratic,Moderate,$30k-$50k,None,Never,No,High school graduate,No one does,No,No,Strongly disapprove,Send more troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
47891.0,Missouri,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.966913282871246,Jim Talent (Rep),Yes,Yes,Female,White,40-44,Republican,Moderate,$30k-$50k,Catholic,A few times a month,No,Some college or associate degree,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Not at all important,Not at all important,Not at all important,Somewhat important,Illegal in most cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
47894.0,Missouri,3.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.17130768299103,Jim Talent (Rep),No,Yes,Female,White,40-44,,,,,,,,No one does,Yes,Yes,Somewhat approve,,,,,,,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,,,,,,,,,,,,Approve,,,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
47899.0,Missouri,145.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.0896703004837,Claire McCaskill (Dem),Yes,Yes,Male,White,65-74,,,,,,,,No one does,No,No,Somewhat disapprove,,,,,,,Legal in most cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Rural,Small Cities/Rural,7.0,Strong Republican,Southwest,Low Density Rural,Rural,Rural,Downscale
47909.0,Missouri,16.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.49994790554047,Other,Yes,Yes,Male,White,45-49,Democratic,Moderate,$30k-$50k,Catholic,A few time a year,No,High school graduate,No one does,Yes,Yes,Somewhat disapprove,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Legal in all cases,Legal in all/most cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Rural,Small Cities/Rural,4.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
47923.0,Missouri,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.820828795433044,Jim Talent (Rep),No,No,Female,White,30-39,Republican,Conservative,$75k-$100k,Catholic,Once a week,No,Postgraduate study,No one does,Yes,Yes,Strongly approve,Send more troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
47926.0,Missouri,18.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.844252049922943,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Democratic,Liberal,$50k-$75k,Protestant,Never,No,High school graduate,"Yes, someone else does",No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others,All others,All others,Other women, Women without children,Single women,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Strong Republican,North and Southeast,Town,Rural,Rural,Upscale
47935.0,Missouri,72.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.14911079406738,Jim Talent (Rep),Yes,Yes,Female,White,60-64,,,,,,,,No one does,Yes,No,Strongly approve,,,,,,,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,To express support for George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,,,,,,,,,,,,Approve,,,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
47937.0,Missouri,108.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.92489469051361,Claire McCaskill (Dem),Yes,Yes,Female,White,40-44,Independent,Moderate,$50k-$75k,Something else,Never,No,College graduate,No one does,Yes,Yes,Strongly disapprove,No answer,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Never,All others,College graduate,At least some college,Disapprove,No answer,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
47938.0,Missouri,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0276073217392,Claire McCaskill (Dem),Yes,Yes,Male,Black,30-39,Democratic,Moderate,$15k-$30k,None,Never,No,Some college or associate degree,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,High Density Urban,Urban,Urban Core,Downscale
47944.0,Missouri,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12710738182068,Jim Talent (Rep),No,Yes,Female,White,40-44,Republican,Moderate,$75k-$100k,Catholic,More than once a week,No,College graduate,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Upscale
47946.0,Missouri,142.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.40109583735466,Claire McCaskill (Dem),,,Female,Black,45-49,Democratic,,$50k-$75k,Other Christian,No answer,,High school graduate,"Yes, someone else does",Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,No answer,No answer,No answer,No answer,No answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,No answer,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,High Density Urban,Urban,Urban Core,Very downscale
47959.0,Missouri,3.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,1.17130768299103,Jim Talent (Rep),No,Yes,Female,White,40-44,,,,,,,,No one does,Yes,Yes,Somewhat approve,,,,,,,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,,,,,,,,,,,,Approve,,,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
47961.0,Missouri,125.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.13653218746185,Jim Talent (Rep),No,No,Female,White,45-49,Republican,Conservative,$30k-$50k,Protestant,Once a week,No,Postgraduate study,No one does,No,No,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
47962.0,Missouri,112.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.392499446868896,Claire McCaskill (Dem),Yes,Yes,Male,Black,18-24,Democratic,Liberal,$50k-$75k,None,Never,No,Did not complete high school,"Yes, I do",No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,None,Non-White,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
47965.0,Missouri,15.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01153910160065,Jim Talent (Rep),No,No,Male,White,50-59,Republican,Conservative,$75k-$100k,Protestant,More than once a week,Yes,College graduate,No one does,Yes,Yes,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Rural,Small Cities/Rural,9.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
47970.0,Missouri,106.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.3786746263504,Jim Talent (Rep),No,Yes,Male,White,75 or over,Democratic,Moderate,$30k-$50k,Catholic,Once a week,,College graduate,No one does,Yes,No,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Illegal in most cases,Illegal in most/all cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
47976.0,Missouri,128.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.386504173278809,Claire McCaskill (Dem),,Yes,Male,White,18-24,Democratic,Conservative,$30k-$50k,Other Christian,Once a week,Yes,Some college or associate degree,"Yes, I do",No,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men with children,Single men,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
47985.0,Missouri,16.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.12703514099121,Claire McCaskill (Dem),No,Yes,Female,White,60-64,Independent,Moderate,$100k-$150k,Catholic,More than once a week,,Postgraduate study,No one does,Yes,No,Strongly disapprove,No answer,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,4.0,Strong Democratic,Southwest,Low Density Rural,Rural,Rural,Downscale
47995.0,Missouri,18.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.85255366563797,Claire McCaskill (Dem),Yes,Yes,Male,White,50-59,Democratic,Liberal,$50k-$75k,Protestant,Never,No,High school graduate,"Yes, I do",Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Strong Republican,North and Southeast,Town,Rural,Rural,Upscale
47997.0,Missouri,72.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.966913282871246,Jim Talent (Rep),Yes,Yes,Female,White,30-39,Something else,Conservative,$150k-$200k,None,Never,No,High school graduate,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Legal in most cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale
48009.0,Missouri,87.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.31081664562225,Jim Talent (Rep),Yes,Yes,Male,White,18-24,Something else,Moderate,$15k-$30k,None,Never,No,Some college or associate degree,No one does,No,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
48013.0,Missouri,112.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.338804721832275,Claire McCaskill (Dem),Yes,Yes,Female,Black,50-59,,,,,,,,No one does,Yes,No,Strongly disapprove,,,,,,,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
48017.0,Missouri,25.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.60939371585846,Jim Talent (Rep),No,Yes,Male,White,18-24,Republican,Liberal,Under $15k,Protestant,A few times a month,No,,,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
48022.0,Missouri,26.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.907969176769257,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Independent,Liberal,$15k-$30k,Other Christian,Once a week,No,High school graduate,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Upscale
48025.0,Missouri,65.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.13773334026337,Claire McCaskill (Dem),Yes,Yes,Male,Other,25-29,Something else,Liberal,$15k-$30k,None,A few time a year,No,Postgraduate study,"Yes, I do",No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Single men,Other,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,High Density Urban,Urban,Urban Core,Downscale
48029.0,Missouri,108.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.12521934509277,Jim Talent (Rep),Yes,No,Male,White,30-39,Republican,Moderate,$100k-$150k,Catholic,A few time a year,No,College graduate,No one does,Yes,Yes,Somewhat disapprove,Send more troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
48032.0,Missouri,142.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.440560609102249,Claire McCaskill (Dem),Yes,Yes,Male,Black,25-29,Democratic,Moderate,$75k-$100k,Other Christian,Once a week,No,Postgraduate study,No one does,Yes,No,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,Non-white male,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,High Density Urban,Urban,Urban Core,Very downscale
48040.0,Missouri,18.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.942160606384277,Jim Talent (Rep),Yes,Yes,Male,White,30-39,Republican,Conservative,$50k-$75k,Protestant,Once a week,Yes,High school graduate,"Yes, I do",Yes,Yes,Strongly approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,All others,Married with children,All men,Men with children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Strong Republican,North and Southeast,Town,Rural,Rural,Upscale
48042.0,Missouri,32.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.668366193771362,Claire McCaskill (Dem),Yes,Yes,Female,White,50-59,Republican,Liberal,$75k-$100k,Catholic,A few times a month,Yes,Some college or associate degree,No one does,Yes,No,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
