ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNJ06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,LATINO,BUSH4,VOTE2004,FORCANDS,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORRS,TERRWORR,TERWORR2,CORZJOB4,CORZJOB2,SENCNTL,ETHNJ06,ETHMEN,ETHKEAN,UNFRNJ06,UNFRMEN,UNFRKEAN,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
50756.0,New Jersey,73.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.741034924983978,Bob Menendez (Dem),Female,White,50-59,Democratic,Liberal,$50k-$75k,None,Never,,,No,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8902.0
50773.0,New Jersey,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.738572239875793,Bob Menendez (Dem),Female,,50-59,Democratic,Conservative,$100k-$150k,None,Never,College graduate,"Yes, someone else does",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Somewhat worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,Non-White,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
50784.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.354202330112457,Bob Menendez (Dem),Female,White,65-74,,,,,,,,No,Strongly disapprove,John Kerry (Dem),For your candidate,,,,,,,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,,,,"Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,,,,White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
50801.0,New Jersey,75.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.915102899074554,Bob Menendez (Dem),Male,White,45-49,Democratic,Moderate,$100k-$150k,Catholic,Once a week,,,No,Somewhat disapprove,,,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8857.0
50814.0,New Jersey,73.0,National questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.741034924983978,Bob Menendez (Dem),Female,Asian,50-59,,,,,,,,No,Strongly disapprove,,,,,,,,,,,,,,,,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,,,,,,,,,,Disapprove,,,,,,Asian,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8902.0
50818.0,New Jersey,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.281088173389435,Bob Menendez (Dem),Female,Black,25-29,Democratic,Liberal,Under $15k,None,Never,High school graduate,"Yes, someone else does",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,Non-White,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,Yes,No,"Else in HH (member in household, but not voter",Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7018.0
50841.0,New Jersey,76.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.732997536659241,Bob Menendez (Dem),Female,Other,18-24,Democratic,Liberal,$50k-$75k,,,Some college or associate degree,No one does,No,,John Kerry (Dem),,,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,,,,,Did not graduate from college,At least some college,,,Disapprove,No,No,No (no union member in household),Other,Suburbs,Suburbs,13.0,Strong Democratic,Central,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,8861.0
50844.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.354202330112457,Bob Menendez (Dem),Female,White,75 or over,,,,,,,,No,Strongly disapprove,John Kerry (Dem),Against his opponent,,,,,,,Somewhat worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,Democrats,,,,Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,,,,White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
50848.0,New Jersey,66.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.283118814229965,Bob Menendez (Dem),Female,Black,45-49,Democratic,Moderate,$50k-$75k,None,A few time a year,,,No,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,Non-White,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Central,High Density Urban,Urban,Urban Core,Very downscale,8618.0
50858.0,New Jersey,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.869891583919525,Bob Menendez (Dem),Female,White,18-24,Democratic,Moderate,Under $15k,Catholic,Never,High school graduate,"Yes, I do and someone else does",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
50890.0,New Jersey,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.701355159282684,Other,Male,Black,50-59,Democratic,Moderate,$100k-$150k,Catholic,A few times a month,College graduate,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Black,"Cities 10,000-50,000",Small Cities/Rural,12.0,Strong Democratic,Central,Suburb,Rural,Rural,Upscale,8628.0
50897.0,New Jersey,73.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.759581565856934,Bob Menendez (Dem),Male,Black,30-39,Something else,Moderate,$30k-$50k,Other Christian,A few time a year,,,No,Somewhat approve,,,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,,,Approve,Same number or more troops,Approve,,,,Black,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8902.0
50905.0,New Jersey,76.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.944224715232849,"Thomas Kean, Jr (Rep)",Male,Hispanic/Latino,30-39,,,,,,,No one does,Yes,,,,,No answer,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,,,,,,,,,,,,No answer,No,No,No (no union member in household),Hispanic/Latino,Suburbs,Suburbs,13.0,Strong Democratic,Central,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,8861.0
50922.0,New Jersey,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.823263227939606,Bob Menendez (Dem),Male,White,50-59,Democratic,Moderate,$75k-$100k,Catholic,Once a week,Some college or associate degree,"Yes, I do",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Very worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
50930.0,New Jersey,66.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.283118814229965,Bob Menendez (Dem),Female,Black,30-39,,,,Something else,Once a week,,,No,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white female,Non-white,30-44,30-39,18-64,30-59,,,,Something else,Non-White,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Central,High Density Urban,Urban,Urban Core,Very downscale,8618.0
50931.0,New Jersey,60.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28149950504303,"Thomas Kean, Jr (Rep)",Male,White,50-59,Republican,Conservative,$200k or more,Catholic,A few time a year,College graduate,No one does,No,Strongly approve,George W. Bush (Rep),Against his opponent,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Somewhat worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Competitive,Northwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
50939.0,New Jersey,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.270420163869858,Bob Menendez (Dem),Female,Black,40-44,Democratic,Moderate,Under $15k,Other Christian,A few time a year,High school graduate,No one does,No,Strongly disapprove,Someone else,Against his opponent,Withdraw all troops,Strongly disapprove,Somewhat important,No answer,Extremely important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",No Answer,No Answer,No Answer, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7018.0
50950.0,New Jersey,75.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.915102899074554,Bob Menendez (Dem),Male,White,40-44,Democratic,Moderate,$75k-$100k,Catholic,A few time a year,,,No,Strongly disapprove,,,Withdraw some troops,Somewhat approve,,,,,,,,,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Approve,,,,White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8857.0
50952.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.309529840946198,Bob Menendez (Dem),Female,White,40-44,Democratic,Moderate,$75k-$100k,Catholic,A few times a month,Postgraduate study,"Yes, I do",No,Somewhat disapprove,John Kerry (Dem),For your candidate,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
50993.0,New Jersey,73.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.759581565856934,Bob Menendez (Dem),Male,Black,30-39,Democratic,Liberal,$150k-$200k,Other Christian,More than once a week,,,No,Strongly disapprove,,,No answer,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Weekly,All others,,,Disapprove,No answer,Disapprove,,,,Black,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8902.0
50994.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Not complete,Election day exit poll,0.35012948513031,"Thomas Kean, Jr (Rep)",Female,White,50-59,,,,,,,,No,Strongly disapprove,George W. Bush (Rep),Against his opponent,,,,,,,Very worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Republicans,,,,Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,,,,,,,,,,Disapprove,,,,,,White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
50998.0,New Jersey,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.823263227939606,Bob Menendez (Dem),Male,White,50-59,Democratic,Moderate,$75k-$100k,Catholic,A few time a year,Some college or associate degree,No one does,No,Somewhat disapprove,George W. Bush (Rep),For your candidate,Withdraw some troops,Somewhat disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
51002.0,New Jersey,66.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.278513222932816,Bob Menendez (Dem),Male,Black,40-44,Independent,Moderate,$100k-$150k,Catholic,Once a week,,,No,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,Non-White,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Strong Democratic,Central,High Density Urban,Urban,Urban Core,Very downscale,8618.0
51004.0,New Jersey,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.24057257175446,"Thomas Kean, Jr (Rep)",Male,White,65-74,Republican,Conservative,$200k or more,,Never,Postgraduate study,No one does,No,Somewhat approve,George W. Bush (Rep),Against his opponent,Withdraw all troops,Strongly approve,No answer,Extremely important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",No Answer,No Answer,No Answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,,,Never,All others,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,12.0,Strong Democratic,Central,Suburb,Rural,Rural,Upscale,8628.0
51018.0,New Jersey,54.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.610949277877808,Bob Menendez (Dem),Female,Black,30-39,,,,None,Once a week,,"Yes, someone else does",No,Strongly disapprove,John Kerry (Dem),For your candidate,Maintain the same number of troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,30-39,18-64,30-59,,,,None,Non-White,Weekly,All others,,,Disapprove,Same number or more troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7305.0
51063.0,New Jersey,35.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.266021132469177,Bob Menendez (Dem),Male,Black,40-44,Democratic,Moderate,$50k-$75k,Other Christian,Never,High school graduate,No one does,No,Strongly disapprove,John Kerry (Dem),Against his opponent,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7018.0
51070.0,New Jersey,73.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.728980243206024,Bob Menendez (Dem),Male,White,40-44,Democratic,Liberal,$150k-$200k,Jewish,Never,,,No,Strongly disapprove,,,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8902.0
51078.0,New Jersey,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.1020370721817,"Thomas Kean, Jr (Rep)",Female,White,30-39,Independent,Moderate,$100k-$150k,Catholic,A few times a month,Postgraduate study,No one does,No,Strongly disapprove,Someone else,For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,12.0,Strong Democratic,Central,Suburb,Rural,Rural,Upscale,8628.0
51084.0,New Jersey,60.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28149950504303,"Thomas Kean, Jr (Rep)",Male,White,45-49,Republican,Moderate,$100k-$150k,Catholic,Once a week,College graduate,No one does,No,Somewhat approve,George W. Bush (Rep),For your candidate,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Republicans,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Competitive,Northwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
51097.0,New Jersey,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.857822299003601,Bob Menendez (Dem),Male,Black,50-59,Democratic,Conservative,$150k-$200k,None,A few time a year,High school graduate,"Yes, I do",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Not at all important,Extremely important,Extremely important,Extremely important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,None,Non-White,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),Black,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
51109.0,New Jersey,2.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.400661438703537,"Thomas Kean, Jr (Rep)",Female,White,60-64,Republican,Conservative,$50k-$75k,Catholic,Once a week,Some college or associate degree,No one does,No,Strongly approve,George W. Bush (Rep),Against his opponent,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Not at all worried,Not too/Not at all worried,Strongly disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Only Bob Menendez did,"Yes, Bob Menendez did","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
51116.0,New Jersey,75.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.930235385894775,Bob Menendez (Dem),Female,White,40-44,Democratic,Moderate,$75k-$100k,Catholic,A few time a year,,,No,Strongly disapprove,,,Withdraw all troops,Somewhat disapprove,,,,,,,,,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,8857.0
51130.0,New Jersey,54.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.610949277877808,Bob Menendez (Dem),Female,Black,30-39,Democratic,Conservative,$200k or more,None,A few time a year,Some college or associate degree,"Yes, I do",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,None,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7305.0
