ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENVA06,VADEFMAR06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPTAXESS,IMPVALUES,ALLENPRS,RESPALLN,RESPWEBB,VETVOTER,VOTE2004,FORBUSHS,IMMDEPORT,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
43179.0, Virginia,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06236207485199,Jim Webb (Dem),No,Female,Black,30-39,Democratic,Moderate,$50k-$75k,Protestant,Once a week,Yes,Postgraduate study,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Not at all important,No,Yes,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Extremely High Density Urban,Urban,Urban Core,Upscale
43187.0, Virginia,49.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11239624023438,Jim Webb (Dem),No,Male,Black,60-64,Democratic,Liberal,$75k-$100k,None,Never,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,Not at all important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,None,Non-White,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,Rural,Small Cities/Rural,7.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Downscale
43192.0, Virginia,20.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.4589741230011,Jim Webb (Dem),Yes,Female,Black,30-39,,,,,,,,Strongly disapprove,,,,,,,,No,No,Yes,No,John Kerry (Dem),No answer,Offered a chance to apply for legal status,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,30-44,30-39,18-64,30-59,,,,,,,,,,,,Disapprove,,,Black,Suburbs,Suburbs,11.0,Strong Republican,North,High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
43193.0, Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03624415397644,Jim Webb (Dem),No,Female,White,18-24,Democratic,Liberal,$50k-$75k,Other Christian,A few time a year,No,High school graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No,Yes,No,Did not vote,To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Suburb,Urban,Urban Core,Very upscale
43196.0, Virginia,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.880256116390228,Jim Webb (Dem),No,Female,White,50-59,Democratic,Moderate,$150k-$200k,Catholic,More than once a week,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Not at all important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
43198.0, Virginia,22.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.869478523731232,Jim Webb (Dem),No,Male,White,60-64,Independent,Moderate,$100k-$150k,Protestant,A few time a year,No,College graduate,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Very important,Not at all important,No,Yes,Yes,Yes,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Suburb,Urban,Urban Core,Very upscale
43200.0, Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.82736957073212,George Allen (Rep),Yes,Female,White,18-24,Independent,Moderate,,Protestant,Once a week,Yes,High school graduate,Strongly approve,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
43203.0, Virginia,21.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.521909475326538,Jim Webb (Dem),Yes,Female,Black,40-44,Democratic,Moderate,$200k or more,,,,Postgraduate study,,,Somewhat disapprove,,,,,,,,,,John Kerry (Dem),,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,,,College graduate,At least some college,,,Disapprove,Black,Suburbs,Suburbs,8.0,Strong Democratic,North,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
43208.0, Virginia,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.982950091362,George Allen (Rep),Yes,Male,White,30-39,Republican,Conservative,$50k-$75k,Protestant,A few time a year,No,College graduate,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,Yes,No Answer,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,10.0,Strong Republican,North,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
43211.0, Virginia,24.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.24092161655426,Jim Webb (Dem),No,Male,White,50-59,Independent,Moderate,$200k or more,Catholic,Never,No,,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,,,,,,,,,,,,Offered a chance to apply for legal status,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Never,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,11.0,Strong Republican,North,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
43214.0, Virginia,4.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.44830012321472,,Yes,Male,White,30-39,Republican,Conservative,$100k-$150k,Something else,More than once a week,Yes,Some college or associate degree,Strongly approve,No answer,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Something else,White Something else,All others,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,At least some college,Approve,No answer,Approve,White,Suburbs,Suburbs,5.0,Strong Republican,East/Richmond,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale
43224.0, Virginia,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.11843991279602,George Allen (Rep),Yes,Female,White,50-59,Independent,Moderate,$50k-$75k,Catholic,Once a week,Yes,Postgraduate study,Strongly approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Very important,Extremely important,No Answer,Yes,Yes,No,George W. Bush (Rep),To express support for George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Extremely High Density Urban,Urban,Urban Core,Upscale
43235.0, Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.04788935184479,Jim Webb (Dem),No,Male,White,30-39,Independent,Moderate,$150k-$200k,None,Never,No,Postgraduate study,Somewhat disapprove,Send more troops,Somewhat disapprove,Somewhat important,Not at all important,Extremely important,Extremely important,Not at all important,No,No Answer,Yes,No,,To express opposition to George W Bush,Offered a chance to apply for legal status,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Suburb,Urban,Urban Core,Very upscale
43236.0, Virginia,49.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.779900968074799,George Allen (Rep),Yes,Male,,50-59,Republican,Moderate,$50k-$75k,Protestant,More than once a week,Yes,Some college or associate degree,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Extremely important,Yes,Yes,No Answer,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,,Rural,Small Cities/Rural,7.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Downscale
43247.0, Virginia,9.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.60847401618958,George Allen (Rep),No,Female,White,65-74,Republican,Conservative,,Protestant,A few time a year,No,College graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
43250.0, Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,3.01884365081787,George Allen (Rep),No,Female,White,40-44,,Moderate,$75k-$100k,None,Never,No,High school graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Not at all important,Yes,No Answer,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
43251.0, Virginia,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.97297739982605,George Allen (Rep),Yes,Female,White,30-39,Independent,Conservative,$30k-$50k,Other Christian,Once a week,,Some college or associate degree,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
43253.0, Virginia,21.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.395952165126801,Jim Webb (Dem),No,Female,White,40-44,Democratic,Liberal,$100k-$150k,,,,High school graduate,,,Strongly disapprove,,,,,,,,,,John Kerry (Dem),,,,,,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,White,Suburbs,Suburbs,8.0,Strong Democratic,North,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
43258.0, Virginia,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.964297890663147,Jim Webb (Dem),No,Female,Black,30-39,Democratic,Liberal,$200k or more,Other Christian,A few times a month,Yes,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,Suburbs,Suburbs,10.0,Strong Republican,North,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
43259.0, Virginia,22.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.760970532894135,Jim Webb (Dem),No,Female,White,30-39,Democratic,Liberal,$100k-$150k,Protestant,A few times a month,No,Postgraduate study,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Suburb,Urban,Urban Core,Very upscale
43271.0, Virginia,24.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28163456916809,Jim Webb (Dem),No,Female,White,30-39,Democratic,Liberal,$30k-$50k,Protestant,More than once a week,Yes,,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,Offered a chance to apply for legal status,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,11.0,Strong Republican,North,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
43279.0, Virginia,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07087671756744,George Allen (Rep),Yes,Female,Asian,18-24,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,College graduate,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Asian,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Extremely High Density Urban,Urban,Urban Core,Upscale
43281.0, Virginia,49.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07939887046814,George Allen (Rep),Yes,Female,White,60-64,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,High school graduate,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,7.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Downscale
43286.0, Virginia,4.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.0487973690033,Jim Webb (Dem),No,Male,White,75 or over,Democratic,Moderate,$75k-$100k,Catholic,Once a week,No,Postgraduate study,Strongly disapprove,No answer,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No Answer,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,White,Suburbs,Suburbs,5.0,Strong Republican,East/Richmond,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale
43298.0, Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.72678411006927,Jim Webb (Dem),No,Female,White,45-49,Democratic,Moderate,$75k-$100k,Protestant,A few times a month,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Not at all important,No,Yes,Yes,No,John Kerry (Dem),George W Bush was not a factor,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
43306.0, Virginia,21.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.521909475326538,Jim Webb (Dem),Yes,Female,Black,30-39,Democratic,Conservative,$50k-$75k,,,,Postgraduate study,,,Strongly disapprove,,,,,,,,,,John Kerry (Dem),,,,,,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,,,College graduate,At least some college,,,Disapprove,Black,Suburbs,Suburbs,8.0,Strong Democratic,North,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
43308.0, Virginia,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.45208537578583,George Allen (Rep),Yes,Male,White,50-59,Republican,Conservative,$100k-$150k,Protestant,A few time a year,No,Some college or associate degree,Somewhat approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,No,Yes,Yes,Yes,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,11.0,Strong Republican,North,High Density Urban,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
43314.0, Virginia,36.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.749263286590576,Jim Webb (Dem),No,Female,White,50-59,Democratic,Liberal,$30k-$50k,Jewish,Never,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,Not at all important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Jewish,White Jewish,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
43318.0, Virginia,28.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.902006566524506,George Allen (Rep),Yes,Male,White,18-24,Republican,Conservative,$150k-$200k,Other Christian,Once a week,No,High school graduate,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
43319.0, Virginia,22.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.898004949092865,Jim Webb (Dem),No,Female,White,75 or over,Independent,Moderate,,Catholic,More than once a week,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Somewhat important,No,No Answer,Yes,No,John Kerry (Dem),No answer,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Suburb,Urban,Urban Core,Very upscale
43330.0, Virginia,49.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.07939887046814,George Allen (Rep),Yes,Female,White,60-64,Republican,Conservative,,Protestant,A few times a month,No,College graduate,Somewhat approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,7.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Downscale
43334.0, Virginia,64.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0880484580993701,Jim Webb (Dem),Yes,Female,Black,45-49,Democratic,Moderate,$100k-$150k,Protestant,More than once a week,Yes,Postgraduate study,Somewhat disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Yes,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Extremely High Density Urban,Urban,Urban Core,Upscale
43348.0, Virginia,4.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,2.47729825973511,George Allen (Rep),Yes,Male,White,60-64,Republican,Conservative,$75k-$100k,Protestant,A few time a year,,College graduate,Strongly approve,Send more troops,Strongly approve,Not at all important,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,Yes,No Answer,Yes,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,5.0,Strong Republican,East/Richmond,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale
43349.0, Virginia,24.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.28163456916809,Jim Webb (Dem),No,Female,White,50-59,Independent,Moderate,$100k-$150k,Protestant,Once a week,No,,Strongly disapprove,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,Offered a chance to apply for legal status,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,11.0,Strong Republican,North,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
