ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWV06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,BRNAGAIN,UNION4,BUSH4,IRAQWAR,BYRDAGE,MANCHJOB,MANCJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
44625.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,50-59,Democratic,Liberal,$30k-$50k,Protestant,No,No one does,Strongly approve,Strongly approve,Yes,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44634.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,50-59,Democratic,Conservative,$50k-$75k,Protestant,No,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44641.0,West Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.861342310905457,Robert Byrd (Dem),Male,White,45-49,Democratic,Moderate,$30k-$50k,Other Christian,No,No one does,Somewhat approve,Strongly approve,No,Strongly approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44651.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.958265364170074,Robert Byrd (Dem),Male,White,50-59,Democratic,Moderate,,Protestant,,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44655.0,West Virginia,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.64474129676819,John Raese (Rep),Male,White,40-44,Republican,Moderate,$30k-$50k,Protestant,No,No one does,Somewhat disapprove,Strongly disapprove,Yes,Somewhat disapprove,Disapprove,White male,White male,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
44666.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,45-49,Republican,Conservative,$100k-$150k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44681.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.1361124515533398,Robert Byrd (Dem),Male,White,75 or over,Democratic,Moderate,$50k-$75k,Catholic,No,No one does,Somewhat approve,Somewhat approve,No,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44692.0,West Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.861342310905457,Robert Byrd (Dem),Male,White,30-39,Republican,Conservative,$30k-$50k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,No,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44694.0,West Virginia,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.27210831642151,Robert Byrd (Dem),Female,White,25-29,Democratic,Moderate,$50k-$75k,Other Christian,Yes,No one does,Somewhat disapprove,Strongly disapprove,No,Somewhat approve,Approve,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
44704.0,West Virginia,19.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.851501286029816,Robert Byrd (Dem),Female,White,50-59,Democratic,Moderate,$75k-$100k,Protestant,Yes,"Yes, someone else does",Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
44713.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.894688308238983,Robert Byrd (Dem),Female,White,45-49,Democratic,Moderate,$30k-$50k,Catholic,No,No one does,Somewhat approve,Strongly disapprove,No,Strongly approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44715.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,50-59,Republican,Moderate,$75k-$100k,Protestant,No,No one does,Strongly approve,Strongly approve,Yes,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44727.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.985922455787659,Robert Byrd (Dem),Male,White,45-49,Democratic,Moderate,$50k-$75k,Catholic,No,No one does,Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44730.0,West Virginia,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.17823112010956,Did not vote,Male,White,60-64,Democratic,Moderate,$50k-$75k,Other Christian,Yes,No one does,Somewhat approve,Somewhat approve,No,Somewhat approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
44742.0,West Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.992251932621002,John Raese (Rep),Male,White,40-44,Independent,Conservative,$50k-$75k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,Yes,Somewhat disapprove,Disapprove,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44757.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.894688308238983,Robert Byrd (Dem),Female,White,30-39,Democratic,Moderate,$50k-$75k,Other Christian,Yes,"Yes, someone else does",Somewhat approve,Somewhat approve,No,Somewhat approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44758.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,45-49,Independent,Moderate,$15k-$30k,Catholic,No,No one does,Somewhat approve,Somewhat disapprove,Yes,Somewhat disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44764.0,West Virginia,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.36250507831573,Robert Byrd (Dem),Male,White,18-24,Democratic,Moderate,$15k-$30k,Other Christian,Yes,"Yes, I do",Strongly approve,Strongly approve,No,Somewhat approve,Approve,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
44778.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.06073594093323,Robert Byrd (Dem),Female,White,60-64,Democratic,Liberal,$50k-$75k,Catholic,No,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44784.0,West Virginia,19.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.912009477615356,Robert Byrd (Dem),Male,White,50-59,Republican,Moderate,$50k-$75k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Extremely Low Density Rural,Rural,Rural,Upscale
44793.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,50-59,Democratic,Liberal,$50k-$75k,Catholic,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44805.0,West Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.992251932621002,John Raese (Rep),Male,White,40-44,Independent,Moderate,$15k-$30k,None,No,No one does,Somewhat approve,Somewhat approve,No,Somewhat disapprove,Disapprove,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44813.0,West Virginia,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.95463615655899,Did not vote,Female,White,30-39,Republican,,$30k-$50k,Other Christian,No,No one does,Strongly approve,Somewhat approve,Yes,Somewhat disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
44816.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.03098022937775,Robert Byrd (Dem),Female,White,75 or over,Democratic,Moderate,$15k-$30k,Protestant,Yes,No one does,Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44823.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.1361124515533398,Robert Byrd (Dem),Male,White,60-64,Republican,Conservative,$30k-$50k,Protestant,No,No one does,Strongly approve,Somewhat approve,No,Strongly approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44831.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.974211037158966,John Raese (Rep),Male,White,30-39,Republican,Conservative,$50k-$75k,Other Christian,Yes,No one does,Somewhat approve,Strongly approve,Yes,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44852.0,West Virginia,39.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.27210831642151,Robert Byrd (Dem),Female,White,18-24,Democratic,,,,No,,Strongly disapprove,Strongly approve,No Answer,No Answer,No Answer,White female,White female,18-29,18-24,18-64,18-29,Democratic,,,,,All others,All others,Disapprove,Approve,,,,White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
44858.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.958265364170074,Robert Byrd (Dem),Male,White,50-59,Democratic,Liberal,$30k-$50k,Catholic,No,"Yes, I do",Somewhat approve,Strongly approve,No,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Approve,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44860.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.998318552970886,John Raese (Rep),Female,White,18-24,Republican,Moderate,Under $15k,Other Christian,No,No one does,Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White female,White female,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44861.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.985922455787659,Robert Byrd (Dem),Male,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,No,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Yes,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44877.0,West Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.992251932621002,John Raese (Rep),Male,Other,30-39,Republican,Conservative,$50k-$75k,Protestant,No,"Yes, I do",Somewhat disapprove,Strongly approve,No,Somewhat approve,Approve,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Disapprove,Approve,Yes,Yes,I am (voter is member),Other,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44897.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.974507987499237,Robert Byrd (Dem),Male,White,65-74,Independent,Moderate,$30k-$50k,Protestant,No,No one does,Strongly approve,Strongly approve,No,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44911.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.985922455787659,Robert Byrd (Dem),Male,White,50-59,Independent,Conservative,$100k-$150k,Catholic,No,"Yes, I do",Somewhat approve,Strongly disapprove,No,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Approve,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44914.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.958265364170074,Robert Byrd (Dem),Male,White,40-44,Democratic,Moderate,$75k-$100k,Other Christian,Yes,No one does,Strongly disapprove,Strongly disapprove,No,Somewhat approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44932.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.789573967456818,Robert Byrd (Dem),Female,White,40-44,Democratic,Conservative,$15k-$30k,Other Christian,Yes,No one does,Strongly approve,Somewhat approve,No,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44938.0,West Virginia,63.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.17923676967621,Other,Female,White,45-49,Independent,Conservative,$75k-$100k,Other Christian,Yes,"Yes, I do",Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
44947.0,West Virginia,29.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.30621469020844,Robert Byrd (Dem),Female,White,60-64,Democratic,Moderate,$50k-$75k,,,No one does,,Strongly disapprove,,,,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,,,,,,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Charleston/Huntington Areas,Suburb,Urban,Urban Core,Very upscale
44960.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,45-49,Democratic,Moderate,$50k-$75k,Protestant,No,"Yes, I do and someone else does",Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
44963.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.894688308238983,Robert Byrd (Dem),Female,White,30-39,Democratic,Conservative,$30k-$50k,Protestant,Yes,No one does,Strongly approve,Somewhat approve,No,Strongly approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
44970.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.866608500480652,Robert Byrd (Dem),Female,White,18-24,Democratic,Moderate,$30k-$50k,Catholic,Yes,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Somewhat approve,Approve,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
45001.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.883799254894257,Robert Byrd (Dem),,White,65-74,Democratic,Liberal,Under $15k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,Yes,Somewhat disapprove,Disapprove,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
45009.0,West Virginia,46.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.985922455787659,Robert Byrd (Dem),Male,White,50-59,Democratic,Liberal,$50k-$75k,Catholic,No,No one does,Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
45010.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.894688308238983,Robert Byrd (Dem),Female,White,40-44,Democratic,Moderate,$50k-$75k,None,No,No one does,Somewhat disapprove,Somewhat approve,No,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,All others,All others,Disapprove,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
45028.0,West Virginia,22.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.45410645008087,John Raese (Rep),Female,Other,18-24,Independent,Liberal,Under $15k,Other Christian,No,,Somewhat disapprove,Somewhat disapprove,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Disapprove,Disapprove,,,,American Indian,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
45036.0,West Virginia,76.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.845681548118591,Robert Byrd (Dem),Male,White,30-39,Democratic,Moderate,$50k-$75k,Protestant,No,No one does,Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
45049.0,West Virginia,29.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.21408760547638,Robert Byrd (Dem),Male,White,30-39,Democratic,Liberal,$30k-$50k,,,No one does,,Strongly disapprove,,,,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Charleston/Huntington Areas,Suburb,Urban,Urban Core,Very upscale
45050.0,West Virginia,23.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.10424220561981,Robert Byrd (Dem),Male,White,65-74,Democratic,Liberal,$15k-$30k,Protestant,No,"Yes, I do",Somewhat approve,Strongly approve,No,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
