ID,WEIGHT,IADPRS20,BACKSIDE,CALL,CDNUM,DEMVOTE2016C,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,IAPARTYID,ISSDEM20CAU,LATINO,PARTY,PARTYGENDER,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEM,QRACE4,QTYPE,RACE2B,RACEIA,REGION,SANDVOTE20162020,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEIA20,TIMEPRIFEWDAYS,TIMEPRIYEAR,TWITTER,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65
28945.0,0.477542877197266,Pete Buttigieg,Complete,Call 3,1.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,60.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28946.0,0.522782623767853,Amy Klobuchar,Complete,Call 3,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,2.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Omit,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28947.0,1.81517660617828,Amy Klobuchar,Complete,Call 3,3.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,151.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
28948.0,1.17446625232697,Pete Buttigieg,Complete,Call 3,3.0,Bernie Sanders,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,118.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28949.0,0.813189029693604,Pete Buttigieg,Complete,Call 3,3.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Income inequality,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,109.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28950.0,0.465239346027374,Pete Buttigieg,Complete,Call 3,1.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,60.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28951.0,1.14052331447601,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,155.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Omit,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28952.0,0.555057942867279,Amy Klobuchar,Complete,Call 3,4.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,2.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
28953.0,0.557306170463562,Amy Klobuchar,Complete,Call 3,4.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
28954.0,1.09136533737183,Pete Buttigieg,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,118.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28955.0,0.532328903675079,Joe Biden,Complete,Call 3,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Independent,Climate change,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,60.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28956.0,1.05292546749115,Pete Buttigieg,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,151.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28957.0,0.643777966499329,Bernie Sanders,Complete,Call 3,4.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,4.0,Democrat,Income inequality,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,2.0,"Yes, I attended a caucus before",Black,State questionnaire,Non-white,Black,Midwest,Supported Sanders in 2016 and 2020,Female,Black women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28958.0,0.746170997619629,Pete Buttigieg,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Income inequality,,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,109.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28959.0,0.594734251499176,Bernie Sanders,Complete,Call 3,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,60.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
28960.0,1.09136533737183,Pete Buttigieg,Complete,Call 3,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,118.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28961.0,0.95732182264328,Elizabeth Warren,Complete,Call 3,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,155.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28962.0,0.519692122936249,Joe Biden,Complete,Call 3,4.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Health care,,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
28963.0,0.108430333435535,Uncommitted,Complete,Call 3,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Independent,Climate change,No,Independent/Something else,Independent men,Somewhat liberal,Liberal,Liberal,60.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28964.0,0.745902299880981,Andrew Yang,Complete,Call 3,3.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Independent,Omit,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,109.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28965.0,0.622197210788727,Pete Buttigieg,Complete,Call 3,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28966.0,1.05292546749115,Pete Buttigieg,Complete,Call 3,3.0,Neither of these candidates,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Independent,Income inequality,No,Independent/Something else,Independent women,Very liberal,Liberal,Liberal,151.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28968.0,1.12525510787964,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Independent,Climate change,No,Independent/Something else,Independent men,Very liberal,Liberal,Liberal,155.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
28969.0,0.53590452671051,Elizabeth Warren,Complete,Call 3,4.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
28970.0,1.15512406826019,Elizabeth Warren,Complete,Call 3,3.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,118.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49
28971.0,0.108430333435535,Uncommitted,Complete,Call 3,1.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,1.0,Independent,Health care,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,60.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
28972.0,0.613867878913879,Pete Buttigieg,Complete,Call 3,4.0,Neither of these candidates,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Independent,Health care,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
28973.0,0.186699211597443,Tulsi Gabbard,Complete,Call 3,1.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Independent,Health care,No,Independent/Something else,Independent men,Somewhat liberal,Liberal,Liberal,60.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28974.0,0.210578858852386,Uncommitted,Complete,Call 3,1.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,155.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Omit,Omit,Omit,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28975.0,1.10902059078217,Joe Biden,Complete,Call 3,3.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,109.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Omit,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
28976.0,1.12536323070526,Elizabeth Warren,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Independent,Health care,No,Independent/Something else,Independent women,Somewhat liberal,Liberal,Liberal,118.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
28977.0,0.504742860794067,Elizabeth Warren,Complete,Call 3,4.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28978.0,0.509313523769379,Amy Klobuchar,Complete,Call 3,4.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Independent,Health care,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28979.0,0.51445347070694,Tom Steyer,Complete,Call 3,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,60.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28980.0,0.927419781684875,Pete Buttigieg,Complete,Call 3,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,155.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28981.0,0.522782623767853,Amy Klobuchar,Complete,Call 3,4.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,2.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
28982.0,0.746170997619629,Pete Buttigieg,Complete,Call 3,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Foreign policy,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,109.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28983.0,1.21688437461853,Elizabeth Warren,Complete,Call 3,3.0,Bernie Sanders,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Something else,Health care,No,Independent/Something else,Independent men,Somewhat liberal,Liberal,Liberal,118.0,"Yes, I attended a caucus before",Black,State questionnaire,Non-white,Black,Midwest,Supported Sanders in 2016 but not in 2020,Male,Black men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28984.0,0.58608090877533,Other,Complete,Call 3,1.0,Neither of these candidates,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Independent,Health care,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,60.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Omit,Omit,Omit,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28985.0,1.52172577381134,Andrew Yang,Complete,Call 3,4.0,Neither of these candidates,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,27.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28987.0,0.461276710033417,Elizabeth Warren,Complete,Call 3,4.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Independent,Health care,No,Independent/Something else,Independent women,Somewhat liberal,Liberal,Liberal,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28988.0,0.984676480293274,Pete Buttigieg,Complete,Call 3,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Independent,Climate change,No,Independent/Something else,Independent men,Somewhat liberal,Liberal,Liberal,155.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,Yes,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+
28989.0,0.789763033390045,Elizabeth Warren,Complete,Call 3,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Omit,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,109.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28990.0,1.15512406826019,Elizabeth Warren,Complete,Call 3,3.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,118.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28991.0,0.47686231136322,Joe Biden,Complete,Call 3,4.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,4.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,27.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28992.0,0.578289151191711,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Democrat,Income inequality,Yes,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,60.0,"No, this is my first caucus",,State questionnaire,Non-white,Hispanic/Latino,Midwest,Supported Sanders in 2016 and 2020,Male,,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,Yes,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28993.0,0.502706706523895,Elizabeth Warren,Complete,Call 3,4.0,Neither of these candidates,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Independent,Health care,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
