ID,WEIGHT,TXDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277225638.0,0.304369688034058,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 3,30.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,Yes,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,21.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,75249.0
277225642.0,0.804971814155579,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Not complete,,,,,Call 3,33.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,2.0,,,No,,Return to Barack Obama's policies,45+,18-64,,,,,,,,,,95.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,,,Version 2,,,,76018.0
277225648.0,0.383373886346817,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Sanders,,,,Call 3,32.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Health care,Yes,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,15.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,75081.0
277225649.0,0.299949496984482,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,Biden,,,,Call 3,33.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,23.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,75203.0
277225651.0,0.363068222999573,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,Call 3,16.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,6.0,No,Climate change,,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,34.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,"Cities over 500,000","Cities over 50,000",,Texas,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,79936.0
277225654.0,0.945521533489227,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,28.0,It is fair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,6.0,,Race relations,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,114.0,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Warren,South,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",Spanish,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,78046.0
277225656.0,0.795531988143921,Michael Bloomberg,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 3,29.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,3.0,,Health care,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Moderate,Moderate or Conservative,Moderate,47.0,No,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Bloomberg,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,77049.0
277225658.0,0.381675153970718,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 3,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Support,2.0,Yes,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,91.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",,Version 2,,Yes,Agrees with you on major issues,76134.0
277225659.0,0.91676265001297,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Bloomberg,,,,Call 3,23.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,6.0,No,Income inequality,Yes,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,35.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Oppose,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Enthusiastic,,Version 2,,No,Agrees with you on major issues,79927.0
277225662.0,0.304369688034058,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,Call 3,30.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,2.0,No,Race relations,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,21.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,75249.0
277225665.0,0.336547315120697,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 3,33.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Support,2.0,No,Health care,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,95.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,76018.0
277225672.0,0.909815013408661,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Biden,,,,Call 3,25.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Oppose,4.0,No,Climate change,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,98.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,78702.0
277225677.0,0.661317050457001,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,28.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,6.0,,Health care,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,114.0,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Warren,South,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",Spanish,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78046.0
277225680.0,0.337907522916794,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,29.0,It is fair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,,,3.0,,Income inequality,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,47.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,77049.0
277225682.0,1.0263592004776,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Biden,,,,Call 3,12.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Oppose,2.0,Yes,Omit,Yes,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,91.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Oppose,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,Omit,,Version 2,,Yes,Omit,76134.0
277225684.0,0.433919191360474,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Biden,,,,Call 3,32.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Support,2.0,No,Race relations,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,,,15.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",,Version 2,,No,Agrees with you on major issues,75081.0
277225686.0,0.638641595840454,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,16.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,,,6.0,,Climate change,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,34.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,Yes,Version 1,No,,Can beat Donald Trump,79936.0
277225687.0,2.02089905738831,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 3,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Oppose,2.0,Yes,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,10.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,75013.0
277225688.0,0.304369688034058,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 3,30.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,2.0,Yes,Race relations,No,No,Omit,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,21.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,75249.0
277225692.0,0.336547315120697,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,Call 3,33.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,95.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Omit,Can beat Donald Trump,76018.0
277225697.0,0.899679005146027,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,28.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,6.0,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,114.0,,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,78046.0
277225698.0,0.299949496984482,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,Call 3,33.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Oppose,2.0,No,Health care,No,No,Omit,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,23.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,75203.0
277225703.0,0.381675153970718,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,Call 3,12.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Oppose,2.0,Yes,Race relations,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,91.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,No,Agrees with you on major issues,76134.0
277225707.0,0.974147200584412,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Sanders,,,,Call 3,29.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,3.0,No,Health care,Yes,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,47.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,77049.0
277225709.0,0.310568064451218,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Biden,,,,Call 3,30.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Oppose,2.0,No,Health care,Yes,Yes,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,21.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Oppose,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,75249.0
277225712.0,0.532784521579742,Joe Biden,,,,,,,,,,,Once a week or more,Once a week or more or Occasionally,Complete,,Omit,Omit,Omit,Call 3,23.0,It is unfair,,,,,,No,,,6.0,,Health care,Yes,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,35.0,,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Bloomberg,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,79927.0
277225713.0,0.609011054039001,Michael Bloomberg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,16.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Yes,,,6.0,,Climate change,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,34.0,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Bloomberg,South,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,Yes,,Can beat Donald Trump,79936.0
277225715.0,0.563682377338409,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,Complete,Biden,,,,Call 3,28.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Support,6.0,Yes,Climate change,Yes,No,Change to more conservative policies,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,114.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,78046.0
277225716.0,0.462916404008865,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,32.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,15.0,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,75081.0
277225721.0,0.383218586444855,Joe Biden,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Biden,,,,Call 3,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,2.0,No,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,91.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,76134.0
277225722.0,0.336547315120697,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,33.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,2.0,,Omit,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,95.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,Yes,Version 1,No,,Can beat Donald Trump,76018.0
277225725.0,0.325438290834427,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,29.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,3.0,,Health care,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,47.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,77049.0
277225729.0,0.299949496984482,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,,,Complete,Biden,,,,Call 3,33.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,23.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Agrees with you on major issues,75203.0
277225732.0,0.568128228187561,Michael Bloomberg,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Bloomberg,,,,Call 3,23.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Oppose,6.0,Yes,Income inequality,Yes,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,35.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",,Version 2,,No,Agrees with you on major issues,79927.0
277225734.0,1.02152490615845,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,28.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,6.0,,Omit,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,114.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",Spanish,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78046.0
277225736.0,0.246073558926582,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,,,Not complete,,,,,Call 3,29.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,3.0,,,No,,Return to Barack Obama's policies,18-44,18-64,,,,,,,,,,47.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,,,Version 2,,,,77049.0
