ID,WEIGHT,VTDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277220956.0,0.402780950069427,Bernie Sanders,Complete,Sanders,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,63.0,Yes,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Male,All other races,Support,Suburbs,Suburbs, Vermont,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5478.0
277220958.0,0.546631276607513,Bernie Sanders,Complete,Sanders,Call 3,1.0,,,,,,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,32.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,5454.0
277220965.0,0.493236213922501,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,20.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,5444.0
277220969.0,1.00636029243469,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,15.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,5408.0
277220970.0,1.31244480609894,Michael Bloomberg,Complete,Biden,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,65.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,No,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,5262.0
277220973.0,1.4470831155777,Elizabeth Warren,Complete,Warren,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,4.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,7.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,5201.0
277220977.0,0.886569917201996,Bernie Sanders,Complete,Sanders,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,1.0,Health care,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,32.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,5454.0
277220978.0,0.426151901483536,Joe Biden,Complete,Biden,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Income inequality,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,63.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5478.0
277220982.0,1.52345108985901,Bernie Sanders,Complete,Sanders,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,47.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,5602.0
277220984.0,0.467795521020889,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Climate change,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,20.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,5444.0
277220989.0,3.46735596656799,Bernie Sanders,Complete,Sanders,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,61.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5701.0
277220992.0,1.7018963098526,Bernie Sanders,Complete,Sanders,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,65.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,5262.0
277221002.0,0.402780950069427,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Income inequality,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,63.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,5478.0
277221003.0,0.578348994255066,Joe Biden,Complete,Biden,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,32.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,5454.0
277221004.0,0.748730182647705,Other,Complete,Biden,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,20.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,No,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,5444.0
277221005.0,0.950287461280823,Bernie Sanders,Complete,Bloomberg,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,7.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,5201.0
277221008.0,1.63254714012146,Joe Biden,Complete,Biden,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,81.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,5494.0
277221010.0,1.06109035015106,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,15.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Omit,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Omit,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5408.0
277221014.0,1.60304486751556,Joe Biden,Complete,Biden,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,47.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,No,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,5602.0
277221022.0,0.799969553947449,Bernie Sanders,Complete,Sanders,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,3.0,Climate change,No,No,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,20.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Omit,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,5444.0
277221023.0,0.861809432506561,Bernie Sanders,Complete,Sanders,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Health care,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,63.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,5478.0
277221026.0,1.6141140460968,Bernie Sanders,Complete,Sanders,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Omit,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,65.0,Yes,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,5262.0
277221031.0,0.650045275688171,Michael Bloomberg,Complete,Bloomberg,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,32.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Omit,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,5454.0
277221032.0,1.54125154018402,Bernie Sanders,Complete,Omit,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Omit,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,7.0,Yes,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,In the last month,In February,Enthusiastic,Version 1,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,5201.0
277221034.0,0.522968232631683,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Income inequality,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,81.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,5494.0
277221040.0,1.32763063907623,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,15.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,5408.0
277221041.0,1.60304486751556,Joe Biden,Complete,Biden,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,47.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,5602.0
277221042.0,0.419581830501556,Bernie Sanders,Complete,Sanders,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,20.0,Yes,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,East,Female,All other races,Support,Suburbs,Suburbs, Vermont,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,5444.0
277221044.0,0.77684885263443,Michael Bloomberg,Complete,Bloomberg,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Health care,No,No,Omit,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,63.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,5478.0
277221047.0,1.24520432949066,Bernie Sanders,Complete,Sanders,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,65.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,5262.0
277221056.0,0.578348994255066,Joe Biden,Complete,Biden,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,32.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,5454.0
277221058.0,0.719175040721893,Other,Complete,Omit,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,4.0,Omit,No,No,Omit,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,,,7.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Enthusiastic,Version 1,No,Omit,45-65,30-59,50-59,45+,50+,45-59,50-64,5201.0
277221060.0,1.63254714012146,Joe Biden,Complete,Biden,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,2.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,81.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,5494.0
277221064.0,0.402780950069427,Bernie Sanders,Complete,Sanders,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,63.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,5478.0
277221070.0,1.09188687801361,Elizabeth Warren,Complete,Warren,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,47.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,5602.0
277221071.0,0.751290917396545,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,20.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,5444.0
277221075.0,0.93478536605835,Bernie Sanders,Complete,Sanders,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,32.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5454.0
277221077.0,0.943880021572113,Bernie Sanders,Complete,Sanders,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,65.0,Yes,Is a fighter,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5262.0
277221086.0,1.2988156080246,Bernie Sanders,Complete,Sanders,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Income inequality,,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,7.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,5201.0
277221088.0,1.41115140914917,Joe Biden,Complete,Bloomberg,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Omit,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,81.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,5494.0
277221093.0,0.653262078762054,Bernie Sanders,Complete,Sanders,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,1.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,63.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs, Vermont,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,5478.0
277221096.0,1.0268349647522,Bernie Sanders,Complete,Sanders,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Very liberal,Liberal,Liberal,20.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs, Vermont,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5444.0
277221099.0,1.21759712696075,Bernie Sanders,Complete,Sanders,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,47.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural, Vermont,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,5602.0
