ID,WEIGHT,MIDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPJT,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSDEM20B,LATINO,LGBT,MAJCRISISJT,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JT,REGION,SATBIDEN20,SATBIDEN20B,SATBLOOMBERG20,SATBLOOMBERG20B,SATSANDERS20,SATSANDERS20B,SATWARREN20,SATWARREN20B,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNIONHH12,VERSION,VOTENOV20,WHNCLINC,WINORISS20,WORK,WRKWOMEN,WRKWOMEN4,ZIPCODE
277231338.0,0.683779954910278,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,Call 3,1.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,23.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Oppose,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,Yes,Agrees with you on major issues,No,All others,Non-working women,48612.0
277231339.0,0.688504457473755,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Not complete,,Call 3,13.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,,,,,,,,Yes,,Sanders,No,18-44,18-64,,,,,,,,,,151.0,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,Midwest,,,,,,,,,Male,Latino men,Non married men,,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,,Version 1,,,,,,,48146.0
277231340.0,1.65531289577484,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,9.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,,,,,,,Climate change,No,,Sanders,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,84.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,Angry,"Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Female,White women,Married women,,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48017.0
277231341.0,0.533849596977234,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,,,,,,,Health care,No,,Sanders,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,124.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Non married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,Yes,Version 1,,,Agrees with you on major issues,,,,48429.0
277231343.0,1.18379068374634,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,5.0,,,,,,,Health care,No,,Biden,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Married women,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,Yes,Version 1,,,Can beat Donald Trump,,,,49753.0
277231344.0,0.946400046348572,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,5.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,2.0,,,,,,,Health care,No,,Sanders,No,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,22.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Female,White women,Non married women,,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48420.0
277231345.0,0.72028511762619,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 3,2.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Somewhat liberal,Liberal,Liberal,48.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Oppose,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,No,Yes,Agrees with you on major issues,Yes,All others,Working men,49509.0
277231346.0,0.519078373908997,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,,,,,,,Climate change,No,,Warren,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,114.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48415.0
277231347.0,0.886652171611786,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,9.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,,,,,,,Health care,No,,Warren,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,101.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Non married women,,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48084.0
277231348.0,2.41760945320129,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,10.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,3.0,,,,,,,Health care,No,,Biden,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,50.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Non married men,,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48446.0
277231349.0,1.7178750038147,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 3,13.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,,,,,,,Race relations,No,,Sanders,No,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,150.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,Black women,Non married women,,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Omit,,,,48225.0
277231350.0,0.574016571044922,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,5.0,,,,,,,Health care,No,,Sanders,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,27.0,No,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Non married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,49685.0
277231352.0,4.43526554107666,Other,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,11.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,,,,,,,Income inequality,No,,Biden,Yes,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,152.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Married men,,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48154.0
277231353.0,1.14762926101685,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Sanders,Call 3,5.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,Yes,No,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,22.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,Midwest,,,,,,,,,Female,Latino women,,Support,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Just today,Last few days,In the last month,"Satisfied, but not enthusiastic",No,Version 2,No,No,Agrees with you on major issues,Yes,Working women,Working women,48420.0
277231354.0,0.506363809108734,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,,,,,,,Health care,No,,Sanders,No,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,114.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Non married men,,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,48415.0
277231355.0,0.414792329072952,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Biden,Call 3,9.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Health care,No,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,96.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Male,Black men,,Oppose,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Yes,Version 2,Yes,No,Agrees with you on major issues,No,All others,Non-working men,48341.0
277231356.0,1.16523122787476,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,Call 3,1.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,1.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",No,Version 2,No,No,Can beat Donald Trump,Yes,Working women,Working women,49753.0
277231357.0,1.71477556228638,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,9.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,,,,,,,Income inequality,No,,Sanders,Yes,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,84.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Male,White men,Married men,,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,Yes,Version 1,,,Agrees with you on major issues,,,,48017.0
277231358.0,0.483242124319077,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Biden,Call 3,2.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,78.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",No,Version 2,Yes,No,Can beat Donald Trump,Yes,Working women,Working women,49442.0
277231359.0,1.04335951805115,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Omit,Call 3,13.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,Yes,No,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,151.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,Midwest,,,,,,,,,Female,Latino women,,Support,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,No,Version 2,Yes,No,Can beat Donald Trump,No,All others,Non-working women,48146.0
277231362.0,0.586784243583679,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,,,,,,,Income inequality,No,,Warren,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,124.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Can beat Donald Trump,,,,48429.0
277231363.0,0.556573033332825,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete,,Call 3,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,,,,,,,,No,,,,18-44,18-64,,,,,,,,,,114.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Omit,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,In the last few days,Last few days,In the last month,,,Version 2,,,,,,,48415.0
277231365.0,1.77958488464355,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Sanders,Call 3,13.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,,,,,,,Income inequality,No,No,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,150.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Male,Black men,,Support,Suburbs,Suburbs, Michigan,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Yes,Version 2,No,No,Agrees with you on major issues,No,All others,Non-working men,48225.0
277231366.0,1.07760941982269,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Gabbard,Call 3,5.0,Works well enough as is,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,22.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Male,White men,,Support,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,In the last few days,Last few days,In the last month,"Satisfied, but not enthusiastic",Yes,Version 2,Yes,No,Agrees with you on major issues,Yes,All others,Working men,48420.0
277231367.0,2.17655563354492,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,Call 3,10.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,50.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,Yes,No,Can beat Donald Trump,No,All others,Non-working women,48446.0
277231368.0,0.712592959403992,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Bloomberg,Call 3,11.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Omit,No,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,152.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,,,Female,Black women,,Support,Suburbs,Suburbs, Michigan,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,,Version 2,Yes,No,Agrees with you on major issues,No,All others,Non-working women,48154.0
277231369.0,2.34931206703186,Other,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit,Call 3,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,5.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Income inequality,No,No,,,45+,18-64,,,,,,,Moderate,Moderate or Conservative,Moderate,23.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Oppose,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Omit,No,Version 2,Omit,No,Agrees with you on major issues,Yes,Working women,Working women,48612.0
277231370.0,0.622766852378845,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,5.0,,,,,,,Health care,No,,Sanders,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,27.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,49685.0
277231371.0,0.974569380283356,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Warren,Call 3,9.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,No,,,45+,18-64,,,,,,,Somewhat liberal,Liberal,Liberal,101.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,,,Female,White women,,Support,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,In the last few days,Last few days,In the last month,Omit,No,Version 2,Yes,No,Can beat Donald Trump,Yes,Working women,Working women,48084.0
277231372.0,1.22631514072418,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,5.0,,,,,,,Health care,No,,Biden,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,1.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Male,White men,Married men,,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,Yes,Version 1,,,Can beat Donald Trump,,,,49753.0
277231373.0,0.497797310352325,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 3,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,4.0,,,,,,,Income inequality,No,,Sanders,Yes,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,48.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,Black men,Married men,,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,No,Version 1,,,Agrees with you on major issues,,,,49509.0
