ID,WEIGHT,SCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLOOMBERG,FAVBUTTIGIEG,FAVKLOBUCHAR,FAVSANDERS,FAVSTEYER,FAVWARREN2,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20SC,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMENH20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
276953533.0,2.2558491230011,Amy Klobuchar,Once a week or more,Once a week or more or Occasionally,Complete,A minor factor,A factor,Not important,Call 3,2.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,3.0,Income inequality,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,97.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29016.0
276953535.0,0.561308622360229,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,3.0,Omit,No,No,Change to more conservative policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,Moderate or Conservative,Moderate,93.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,,,,,Version 1,Yes,,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,29209.0
276953536.0,0.761715888977051,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Omit,Omit,Omit,Call 3,6.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,4.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,110.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29556.0
276953537.0,0.837136149406433,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Omit,Omit,Omit,Call 3,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29926.0
276953539.0,0.304283827543259,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,2.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,3.0,Race relations,Yes,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,79.0,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29072.0
276953540.0,0.693334877490997,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,7.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,27.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29520.0
276953541.0,1.14169132709503,Elizabeth Warren,,,Complete,,,,Call 3,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,2.0,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,115.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29708.0
276953542.0,1.27244925498962,Joe Biden,,,Complete,,,,Call 3,6.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Unfavorable,3.0,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,88.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 2,,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,29048.0
276953543.0,0.761715888977051,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,110.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,29556.0
276953544.0,1.6207720041275,Pete Buttigieg,,,Complete,,,,Call 3,6.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,Health care,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,93.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29209.0
276953545.0,1.35267639160156,Tulsi Gabbard,Never,Never,Complete,The most important factor,A factor,Important,Call 3,1.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,5.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,12.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,29926.0
276953546.0,1.16866505146027,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,5.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,25.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29418.0
276953547.0,0.530446231365204,Tom Steyer,,,Complete,,,,Call 3,2.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,3.0,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,97.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,"Satisfied, but not enthusiastic",Version 2,,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,29016.0
276953549.0,0.761715888977051,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,110.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,Yes,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29556.0
276953550.0,0.494638085365295,Bernie Sanders,,,Complete,,,,Call 3,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,Favorable,1.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,107.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,No,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,29306.0
276953551.0,0.470695078372955,Amy Klobuchar,Occasionally,Once a week or more or Occasionally,Complete,Not a factor at all,Not a factor,Not important,Call 3,5.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,2.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,115.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Klobuchar,South,Female,White women,,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29708.0
276953552.0,0.988990485668182,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,3.0,Income inequality,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,93.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29209.0
276953553.0,0.704485535621643,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,7.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,4.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,27.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29520.0
276953554.0,0.311787724494934,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Omit,Omit,Omit,Call 3,2.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,3.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,79.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29072.0
276953555.0,1.77248704433441,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,110.0,Yes,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29556.0
276953556.0,0.530773222446442,Joe Biden,,,Complete,,,,Call 3,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,Unfavorable,3.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,88.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 2,,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29048.0
276953557.0,0.877735316753387,Pete Buttigieg,Never,Never,Complete,The most important factor,A factor,Important,Call 3,1.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,5.0,Health care,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Warren,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29926.0
276953558.0,0.487973153591156,Joe Biden,,,Complete,,,,Call 3,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Omit,Omit,Omit,Favorable,Unfavorable,Omit,3.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,97.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,29016.0
276953559.0,1.04323959350586,Elizabeth Warren,Once a week or more,Once a week or more or Occasionally,Complete,A minor factor,A factor,Not important,Call 3,6.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,5.0,Income inequality,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,25.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Warren,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,29418.0
276953560.0,0.486808896064758,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Not a factor at all,Not a factor,Not important,Call 3,4.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,107.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Omit,17-29,17-29,25-29,17-44,17-49,17-29,25-29,29306.0
276953561.0,0.555033266544342,Tom Steyer,Once a week or more,Once a week or more or Occasionally,Complete,One of several important factors,A factor,Important,Call 3,6.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,3.0,Income inequality,,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,93.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Stever,South,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Omit,17-29,17-29,17-24,17-44,17-49,17-29,17-24,29209.0
276953562.0,0.328643202781677,Tulsi Gabbard,,,Complete,,,,Call 3,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,4.0,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,60.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,South Carolina,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,29566.0
276953563.0,0.506843090057373,Pete Buttigieg,,,Complete,,,,Call 3,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Unfavorable,2.0,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,115.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,29708.0
276953564.0,1.23039197921753,Pete Buttigieg,,,Complete,,,,Call 3,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,5.0,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,,,White,White,State questionnaire,White,White,White,,South,,,Oppose,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29926.0
276953565.0,0.763217628002167,Tom Steyer,Once a week or more,Once a week or more or Occasionally,Complete,The most important factor,A factor,Important,Call 3,6.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,4.0,Race relations,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,110.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stever,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,29556.0
276953566.0,0.920386791229248,Joe Biden,,,Complete,,,,Call 3,6.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Omit,Omit,Omit,Omit,Omit,Omit,3.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,88.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29048.0
276953567.0,0.843225419521332,Joe Biden,,,Complete,,,,Call 3,2.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,97.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,29016.0
276953568.0,0.973336637020111,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Not a factor at all,Not a factor,Not important,Call 3,6.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,3.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,93.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,29209.0
276953569.0,0.515277862548828,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,A minor factor,A factor,Not important,Call 3,7.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,4.0,Race relations,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,27.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Rural,Small Cities/Rural,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,29520.0
276953570.0,1.5276894569397,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,One of several important factors,A factor,Important,Call 3,1.0,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,5.0,Race relations,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,15.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Warren,South,Female,Black women,,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,,,,,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,29445.0
276953571.0,0.964870691299438,Bernie Sanders,,,Complete,,,,Call 3,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,1.0,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 2,,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,29306.0
276953572.0,0.328643202781677,Tulsi Gabbard,Occasionally,Once a week or more or Occasionally,Complete,Not a factor at all,Not a factor,Not important,Call 3,7.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,60.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,Suburbs,Suburbs,South Carolina,White suburban women,Election day exit poll,,,,,Version 1,No,,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,29566.0
276953573.0,0.304283827543259,Joe Biden,,,Complete,,,,Call 3,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,Favorable,3.0,Climate change,Yes,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,79.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Omit,Suburbs,Suburbs,South Carolina,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 2,,Yes,Omit,45-65,30-59,50-59,45+,50+,45-59,50-64,29072.0
