ID,WEIGHT,NCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277222148.0,1.465740442276,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,1.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,1.0,,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,55.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27823.0
277222150.0,1.31287395954132,Michael Bloomberg,Never,Never,Complete,,One of several important factors,A factor,Important,Call 3,7.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,1.0,,Omit,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,101.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28409.0
277222152.0,0.461081743240356,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,13.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,4.0,,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,53.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Warren,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27406.0
277222153.0,1.76697313785553,Bernie Sanders,,,Not complete,,Not a factor at all,Not a factor,Not important,Call 3,11.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,5.0,,,No,,,,,,,,,,,,10.0,Yes,,White,White,State questionnaire,White,White,White,,South,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,,Version 1,,,,45-65,30-59,50-59,45+,50+,45-59,50-64,28655.0
277222154.0,0.750973522663116,Joe Biden,,,Complete,Biden,,,,Call 3,4.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,Yes,Climate change,,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,140.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,No,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27610.0
277222157.0,0.69184148311615,Joe Biden,Never,Never,Complete,,One of several important factors,A factor,Important,Call 3,2.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Climate change,No,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Moderate,Moderate or Conservative,Moderate,141.0,No,Can unite the country,Other,Asian,State questionnaire,Asian,Non-white,Asian,Biden,South,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27615.0
277222161.0,0.430110216140747,Joe Biden,,,Complete,Biden,,,,Call 3,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,1.0,No,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,101.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,28409.0
277222163.0,1.25430250167847,Elizabeth Warren,,,Not complete,,A minor factor,A factor,Not important,Call 3,4.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,2.0,,,No,,,,,,,,,,,,108.0,Yes,,White,White,State questionnaire,White,White,White,,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,,Version 1,,,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,27243.0
277222165.0,0.773664236068726,Michael Bloomberg,,,Complete,Biden,,,,Call 3,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,1.0,No,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,105.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,28445.0
277222170.0,0.479557663202286,Joe Biden,,,Complete,Biden,,,,Call 3,10.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,Unfavorable,Support,3.0,No,Race relations,No,No,Return to Barack Obama's policies,Independent/Something else,,,Independent women,Independent,,Moderate,Moderate or Conservative,Moderate,44.0,,,,,State questionnaire,,,,,South,Female,,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,28054.0
277222172.0,0.595347166061401,Bernie Sanders,,,Complete,Sanders,,,,Call 3,7.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,1.0,Yes,Climate change,,No,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,,,,103.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28403.0
277222173.0,0.493386745452881,Joe Biden,Never,Never,Complete,,A minor factor,A factor,Not important,Call 3,4.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,142.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,27513.0
277222174.0,0.901429414749146,Bernie Sanders,Never,Never,Complete,,One of several important factors,A factor,Important,Call 3,11.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,5.0,,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,10.0,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,Yes,Version 1,No,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28655.0
277222176.0,0.855347752571106,Joe Biden,,,Complete,Biden,,,,Call 3,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,1.0,No,Health care,,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,101.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,28409.0
277222177.0,0.929998934268951,Elizabeth Warren,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 3,4.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Climate change,Yes,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,140.0,No,Can bring needed change,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,Yes,,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27610.0
277222180.0,2.63150668144226,Pete Buttigieg,,,Complete,Sanders,,,,Call 3,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,1.0,Yes,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,55.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27823.0
277222181.0,1.2270485162735,Joe Biden,,,Complete,Biden,,,,Call 3,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,141.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27615.0
277222182.0,0.729480743408203,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,13.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,4.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,53.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27406.0
277222186.0,0.410781919956207,Bernie Sanders,,,Complete,Sanders,,,,Call 3,3.0,,Never attended college,No college degree,High school graduate or less,,,,Omit,Support,1.0,Yes,Climate change,No,Yes,Change to more liberal policies,Democrat,,,Democratic women,Democrat,,Somewhat liberal,Liberal,Liberal,105.0,,,,,State questionnaire,,,,,South,Female,,Omit,Suburbs,Suburbs, North Carolina,,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28445.0
277222190.0,0.927764534950256,Joe Biden,,,Complete,Biden,,,,Call 3,7.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,1.0,No,Health care,,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,101.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Last few days,In the last month,Just today,"Satisfied, but not enthusiastic",,Version 2,,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,28409.0
277222192.0,1.35149049758911,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 3,4.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Oppose,2.0,Yes,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,108.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27243.0
277222194.0,0.437278717756271,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,1.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,103.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,28403.0
277222196.0,0.443114370107651,Joe Biden,,,Complete,Biden,,,,Call 3,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Support,2.0,No,Health care,No,No,Omit,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,140.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27610.0
277222197.0,0.891642272472382,Joe Biden,Never,Never,Complete,,A minor factor,A factor,Not important,Call 3,4.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,2.0,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,142.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27513.0
277222202.0,0.531737387180328,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,1.0,,Climate change,Yes,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,,,,101.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,28409.0
277222203.0,0.531737387180328,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,1.0,,Climate change,Yes,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,,,,101.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,28409.0
277222205.0,0.977747619152069,Bernie Sanders,,,Complete,Sanders,,,,Call 3,11.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Oppose,5.0,Yes,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,10.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28655.0
277222206.0,0.549773812294006,Joe Biden,Never,Never,Complete,,A minor factor,A factor,Not important,Call 3,2.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,141.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27615.0
277222207.0,0.606688380241394,Elizabeth Warren,,,Complete,Biden,,,,Call 3,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,1.0,Yes,Race relations,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,105.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28445.0
277222211.0,0.819897592067719,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 3,1.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,1.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,55.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27823.0
277222212.0,1.66298472881317,Michael Bloomberg,,,Complete,Biden,,,,Call 3,13.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Oppose,4.0,No,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,53.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27406.0
277222214.0,0.890193521976471,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 3,8.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,4.0,,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,62.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,Yes,Version 1,No,,Omit,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28376.0
277222218.0,0.750973522663116,Joe Biden,,,Complete,Biden,,,,Call 3,4.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,2.0,Yes,Income inequality,,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,140.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27610.0
277222219.0,1.58098900318146,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 3,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,No,Omit,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,134.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Omit,45-65,30-59,50-59,45+,50+,45-59,50-64,27606.0
277222221.0,0.415335565805435,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 3,3.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,1.0,,Income inequality,No,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,Moderate or Conservative,Moderate,105.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,No,Version 1,Yes,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28445.0
277222224.0,1.02172946929932,Elizabeth Warren,,,Complete,Omit,,,,Call 3,13.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Support,4.0,Yes,Income inequality,No,No,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,30.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Omit,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",,Version 2,,No,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,27028.0
277222225.0,1.87107598781586,Bernie Sanders,,,Complete,Sanders,,,,Call 3,11.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,5.0,No,Health care,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,10.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,28655.0
277222227.0,1.07426166534424,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 3,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,2.0,No,Health care,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,142.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Male,All other races,Oppose,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,Earlier than that,In the last month,In February,"Satisfied, but not enthusiastic",,Version 2,,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,27513.0
277222228.0,0.358767539262772,Elizabeth Warren,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 3,7.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,1.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,103.0,Yes,Is a fighter,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,Yes,Version 1,No,,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28403.0
277222230.0,0.750175714492798,Elizabeth Warren,,,Complete,Warren,,,,Call 3,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,2.0,No,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,108.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27243.0
