ID,WEIGHT,MSDPRS20,ATTEND20,ATTEND20B,BACKSIDE,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MARRIED,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277232397.0,1.33695256710052,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,88.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39666.0
277232398.0,0.864407360553741,Joe Biden,Never,Never,Complete,Call 3,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,3.0,Omit,No,No,No,Change to more liberal policies,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,3.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Non married men,Omit,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39090.0
277232399.0,1.36402666568756,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Income inequality,No,No,No,Change to more conservative policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,99.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39074.0
277232401.0,4.02571535110474,Bernie Sanders,,,Not complete,Call 3,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,,No,,,,,,,,,,,,,7.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,45-65,30-59,50-59,45+,50+,45-59,50-64,39096.0
277232402.0,1.11225271224976,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Race relations,No,No,Yes,Omit,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,39.0,Yes,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,Sanders,South,Male,All other races,Married men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39206.0
277232403.0,0.368249177932739,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,,,,,,3.0,Omit,No,No,No,Return to Barack Obama's policies,Democrat,,,Democratic women,Democrat,,Moderate,Moderate or Conservative,Moderate,10.0,Yes,Can unite the country,,,State questionnaire,,,,Biden,South,Female,,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Omit,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39773.0
277232404.0,0.330949336290359,Bernie Sanders,Never,Never,Complete,Call 3,4.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Climate change,No,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,21.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Non married men,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,39465.0
277232407.0,1.47625148296356,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,Yes,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,40.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39204.0
277232408.0,0.56630277633667,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,99.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,39074.0
277232409.0,0.411843866109848,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Race relations,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,60.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39305.0
277232412.0,1.23621237277985,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,88.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39666.0
277232413.0,1.23621237277985,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,88.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39666.0
277232414.0,1.14851272106171,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,Health care,No,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,21.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Non married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,39465.0
277232415.0,0.949533641338348,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,39.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39206.0
277232416.0,0.365505218505859,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,,,,,,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,10.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39773.0
277232417.0,1.36402666568756,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Race relations,No,No,Yes,Change to more conservative policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,99.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39074.0
277232418.0,0.864407360553741,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,No,Change to more conservative policies,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,3.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39090.0
277232419.0,0.411843866109848,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39305.0
277232424.0,0.283740848302841,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Omit,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,21.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Non married men,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39465.0
277232426.0,0.389017999172211,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,99.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39074.0
277232428.0,0.657150685787201,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,,,,,,1.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,39.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,39206.0
277232429.0,1.22136962413788,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,40.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39204.0
277232431.0,0.411843866109848,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,39305.0
277232433.0,4.81656360626221,Joe Biden,Never,Never,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,7.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,39096.0
277232435.0,0.568647027015686,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,4.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Race relations,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,21.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39465.0
277232438.0,0.56630277633667,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Income inequality,No,No,No,Change to more conservative policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Very liberal,Liberal,Liberal,99.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39074.0
277232439.0,1.89357244968414,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Omit,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,7.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Omit,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39096.0
277232440.0,0.964681446552277,Michael Bloomberg,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Climate change,,,No,Omit,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,10.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,39773.0
277232441.0,0.282913446426392,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,60.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39305.0
277232443.0,1.18829202651978,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,40.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39204.0
277232445.0,0.501797080039978,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Climate change,No,Yes,Yes,Change to more conservative policies,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Somewhat liberal,Liberal,Liberal,21.0,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,39465.0
277232447.0,0.383688628673553,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Income inequality,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,39.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39206.0
277232451.0,0.659610092639923,Joe Biden,Never,Never,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,99.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39074.0
277232452.0,0.900986909866333,Tulsi Gabbard,Never,Never,Complete,Call 3,3.0,Never attended college,No college degree,High school graduate or less,,,2.0,Omit,No,No,No,Omit,Independent/Something else,,,Independent men,Independent,,Moderate,Moderate or Conservative,Moderate,98.0,No,Can unite the country,,,State questionnaire,,,,Gabbard,South,Male,,Non married men,Omit,Suburbs,Suburbs, Mississippi,,Election day exit poll,In the last few days,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,39042.0
277232453.0,0.283740848302841,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Health care,No,No,Yes,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,21.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Gabbard,South,Female,Black women,Married women,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39465.0
277232454.0,4.57760572433472,Joe Biden,,,Complete,Call 3,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Race relations,,No,,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,7.0,,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39096.0
277232455.0,0.282913446426392,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Income inequality,No,No,Yes,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Moderate,Moderate or Conservative,Moderate,60.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,45-65,30-59,45-49,45+,17-49,45-59,40-49,39305.0
277232458.0,0.302940458059311,Joe Biden,Never,Never,Complete,Call 3,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Income inequality,,No,Yes,Return to Barack Obama's policies,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,Moderate or Conservative,Conservative,3.0,No,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39090.0
277232459.0,0.56630277633667,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Health care,No,No,Yes,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,99.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39074.0
277232460.0,0.461308360099792,Joe Biden,,,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Income inequality,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,10.0,Yes,Omit,Black,Black,State questionnaire,Black,Non-white,Black,Omit,South,Male,Black men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Omit,45-65,30-59,45-49,45+,17-49,45-59,40-49,39773.0
