ID,WEIGHT,NHDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISS4,AGEISSA,AGEISSB,ATTEND20,ATTEND20B,BACKSIDE,BIDENLIB,BREAK12PRI,BREAKFACT,BREAKIMP,BUTTIGIEGLIB,CALL,CDNUM,DEMVOTE2016,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FREECOLLEGE,GEOCODE,GETAHEAD,GUNOWNER12,GUNPLCY20DEM,IMPEACH20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSDEM20,LATINO,LGBT,NEGATIVEDEM20,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REGNHDEM,SANDERSLIB,SANDVOTE20162020,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMENH20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,TWITTER,UNIONHH12,VERSION,VETVOTER,VOTE2016B,VOTENOV20,WARRENLIBPRIM,WHNCLINC,WINORISS20,WOMENCAND
113903.0,0.90832656621933,Amy Klobuchar,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not a factor at all,Not an important factor,Not a factor,,,Complete,,One of several important factors,A factor,Important,,Call 1,1.0,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,,,,,,,,,,Income inequality,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,73.0,No,Is a fighter,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Omit,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113901.0,0.885652840137482,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Oppose,4.0,Holding steady financially,No,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,,Omit,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,137.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Oppose,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Earlier this month,Earlier than that,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,
113898.0,0.811750173568726,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,One of several important factors,An important factor,A factor,,,Complete,,One of several important factors,A factor,Important,,Call 1,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,,,,,,,,,,Income inequality,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,88.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported neither of them in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,Harder to beat Trump
113897.0,0.903250455856323,Andrew Yang,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,One of several important factors,An important factor,A factor,,,Complete,,One of several important factors,A factor,Important,,Call 1,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,5.0,,,,,,,,,,,Income inequality,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,211.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Sanders in 2016 but not in 2020,Female,White women,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,No,,Version 1,No,Other,,,,,Harder to beat Trump
113896.0,1.18978345394135,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 1,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Support,5.0,Getting ahead financially,Yes,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Climate change,No,,Bernie Sanders,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,183.0,,,White,White,State questionnaire,White,White,White,East,,,,Male,White men,Oppose,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,In the last few days,Last few days,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,
113893.0,0.703147351741791,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Support,5.0,Getting ahead financially,No,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,,Bernie Sanders,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,216.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Oppose,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,In the last few days,Last few days,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,
113890.0,0.994913101196289,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Occasionally,Once a week or more or Occasionally,Complete,About right,,,,About right,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,4.0,,,,Made no difference,,,,,,,,No,No,,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,66.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,Too liberal,,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,Angry,,,Version 3,,,Yes,Too liberal,,,
113889.0,0.982629120349884,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A minor factor,Not an important factor,A factor,,,Complete,,One of several important factors,A factor,Important,,Call 1,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,4.0,,,,,,,,,,,Health care,,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,127.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Sanders in 2016 and 2020,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Other,,,,,No difference
113888.0,0.745971262454987,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 1,2.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Support,4.0,Getting ahead financially,Yes,Yes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Climate change,No,,Omit,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,245.0,,,White,White,State questionnaire,White,White,White,East,,,,Male,White men,Support,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,In the last few days,Last few days,In the last month,,,Yes,Version 2,,,,,No,Agrees with you on major issues,
113887.0,1.24793541431427,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not a factor at all,Not an important factor,Not a factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,2.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,5.0,,,,,,,,,,,Health care,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,22.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Sanders in 2016 and 2020,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,No,,Version 1,No,Other,,,,,Harder to beat Trump
113883.0,0.844237208366394,Pete Buttigieg,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Never,Never,Complete,About right,,,,About right,Call 1,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,5.0,,,,Hurt Trump's chances,,,,,,,,No,Yes,,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,183.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,About right,,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,Angry,,,Version 3,,,Yes,Too liberal,,,
113882.0,1.29332709312439,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not a factor at all,Not an important factor,Not a factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,4.0,,,,,,,,,,,Climate change,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,137.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113881.0,0.690645456314087,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Occasionally,Once a week or more or Occasionally,Complete,Not liberal enough,,,,Not liberal enough,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,5.0,,,,Helped Trump's chances,,,,,,,,No,No,,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,216.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,Too liberal,,Female,White women,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,Angry,,,Version 3,,,Yes,Too liberal,,,
113877.0,0.553618311882019,Andrew Yang,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A minor factor,Not an important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,,,,,,,,,,Income inequality,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,88.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113875.0,0.567129552364349,Tulsi Gabbard,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not a factor at all,Not an important factor,Not a factor,,,Complete,,Not a factor at all,Not a factor,Not important,,Call 1,2.0,Neither of these candidates,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,4.0,,,,,,,,,,,Omit,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,127.0,No,Omit,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported neither of them in 2016,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,,No,,Version 1,Yes,Donald Trump,,,,,No difference
113874.0,0.794887065887451,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A minor factor,Not an important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,4.0,,,,,,,,,,,Health care,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,245.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113872.0,0.636515915393829,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,,,,One of several important factors,An important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,1.0,,,,,,,,,,,Income inequality,,,,,45+,65+,Democrat,,,Democratic women,Democrat,,Somewhat liberal,Liberal,Liberal,73.0,Yes,Can unite the country,,,State questionnaire,,,,East,Registered as a Democrat,,Supported Clinton in 2016,Female,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,Easier to beat Trump
113870.0,0.83391946554184,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not a factor at all,Not an important factor,Not a factor,,,Complete,,The most important factor,A factor,Important,,Call 1,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,5.0,,,,,,,,,,,Health care,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,22.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Clinton in 2016,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,Yes,,Version 1,Yes,Hillary Clinton,,,,,Easier to beat Trump
113869.0,0.885652840137482,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,Never,Never,Complete,Not liberal enough,,,,About right,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,4.0,,,,Made no difference,,,,,,,,No,No,,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,137.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,About right,,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,Angry,,,Version 3,,,Yes,About right,,,
113868.0,1.4637051820755,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,A minor factor,Not an important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,2.0,,,,,,,,,,,Health care,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,188.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,East,Registered as a Democrat,,Supported Clinton in 2016,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Other,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113865.0,0.794887065887451,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,Once a week or more,Once a week or more or Occasionally,Complete,About right,,,,About right,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,4.0,,,,Hurt Trump's chances,,,,,,,,No,No,,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,245.0,No,,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,Too liberal,,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,Angry,,,Version 3,,,Yes,Too liberal,,,
113864.0,0.811750173568726,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Once a week or more,Once a week or more or Occasionally,Complete,Not liberal enough,,,,About right,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,,,Made no difference,,,,,,,,No,Yes,,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,111.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,Too liberal,,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,Angry,,,Version 3,,,Yes,About right,,,
113863.0,0.970872104167938,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Occasionally,Once a week or more or Occasionally,Complete,Not liberal enough,,,,About right,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,4.0,,,,Made no difference,,,,,,,,No,Yes,,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,127.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,About right,,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,Angry,,,Version 3,,,Yes,Too liberal,,,
113862.0,0.828391969203949,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,,,Complete,,,,,,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Support,1.0,Holding steady financially,Yes,Yes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Climate change,No,,Elizabeth Warren,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,88.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,,,No,Version 2,,,,,No,Can beat Donald Trump,
113856.0,1.3253527879715,Pete Buttigieg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,,,Complete,,,,,,Call 1,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Oppose,4.0,Falling behind financially,No,Yes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Climate change,No,,Omit,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,137.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,,,No,Version 2,,,,,Yes,Can beat Donald Trump,
113855.0,0.61639392375946,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,One of several important factors,An important factor,A factor,,,Complete,,Not a factor at all,Not a factor,Not important,,Call 1,2.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,2.0,,,,,,,,,,,Income inequality,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,7.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113854.0,1.02038407325745,Amy Klobuchar,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Support,1.0,Holding steady financially,No,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Climate change,No,,Elizabeth Warren,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,73.0,,,White,White,State questionnaire,White,White,White,East,,,,Male,White men,Support,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,,,Yes,Version 2,,,,,No,Can beat Donald Trump,
113849.0,1.59386503696442,Amy Klobuchar,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,White 45-64,,,,Occasionally,Once a week or more or Occasionally,Complete,About right,,,,About right,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,1.0,,,,Made no difference,,,,,,,,Yes,No,,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,111.0,Yes,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Registered as Undeclared/Independent,Too liberal,,Male,Latino men,,Suburbs,Suburbs,New Hampshire,Other,Election day exit poll,,,,"Dissatisfied, but not angry",,,Version 3,,,Yes,Too liberal,,,
113848.0,0.794887065887451,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A minor factor,Not an important factor,A factor,,,Complete,,One of several important factors,A factor,Important,,Call 1,2.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,4.0,,,,,,,,,,,Omit,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,245.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113847.0,0.601499438285828,Amy Klobuchar,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,A minor factor,Not an important factor,A factor,,,Complete,,Omit,Omit,Omit,,Call 1,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,2.0,,,,,,,,,,,Health care,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,101.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference
113846.0,0.601499438285828,Amy Klobuchar,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,,,Complete,,,,,,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Oppose,2.0,Holding steady financially,No,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Income inequality,No,,Bernie Sanders,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,7.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Earlier this month,Earlier than that,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,
113845.0,1.03353011608124,Pete Buttigieg,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,One of several important factors,An important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 1,2.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,5.0,,,,,,,,,,,Climate change,No,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,22.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Sanders in 2016 but not in 2020,Female,White women,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,Harder to beat Trump
113844.0,0.733031809329987,Andrew Yang,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,A minor factor,Not an important factor,A factor,,,Complete,,The most important factor,A factor,Important,,Call 1,2.0,Bernie Sanders,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,2.0,,,,,,,,,,,Climate change,No,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,188.0,No,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,East,Not registerd,,Supported Sanders in 2016 but not in 2020,Male,Black men,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Other,Election day exit poll,,,,,No,,Version 1,No,Did not vote,,,,,No difference
