ID,@2WAYGOVNJ,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BREAK09ANJ,BREAK09BNJ,BREAK09NJ,CALL,CDNUM,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCHRIS,FAVCHRIS2,FAVCORZ,FAVCORZ2,FAVDAGG,FAVDAGG2,FORCANDSNJ,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09NJ,LATINO,NECWORR2,NECWORRY,NJGOV09,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROPTAXNJ,QLTNJ09,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRCHRIS,UNFRCORZ,UNFRNJ09,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VOTE05NJ,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4557092.0,Would not have voted,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,11.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Somewhat favorable,Favorable,Against his opponents,Barack Obama was not a factor,3.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Not worried,Not too worried,Christopher Daggett,Approve,Somewhat approve,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Liberal,82.0,None of them,Shares my values,White,State questionnaire,White,East,Something else,Something else,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White something else,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7849.0,1.05351746082306
4555417.0,Would not have voted,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,4.0,College graduate,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Somewhat unfavorable,Unfavorable,Somewhat favorable,Favorable,Against his opponents,Barack Obama was not a factor,4.0,Omit,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Property taxes,No,Worried,Somewhat worried,Christopher Daggett,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,76.0,None of them,Can bring needed change,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,8736.0,1.11139249801636
4554962.0,Omit,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Not complete,Not a factor,A factor,A minor factor,Call 2,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,,,,Omit,,2.0,Government is doing too many things better left to businesses and individuals,,,,,,,No,,,Jon Corzine,Disapprove,Strongly disapprove,18-64,,,,,,,14.0,,,White,State questionnaire,White,East,,,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,,,,No one does,No,No,No,Version 1,,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7666.0,0.873635828495026
4555504.0,Omit,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Somewhat unfavorable,Unfavorable,Somewhat unfavorable,Unfavorable,Against his opponents,To express opposition to Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and white",Health care,No,Worried,Somewhat worried,Chris Christie,Disapprove,Strongly disapprove,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,76.0,None of them,Can bring needed change,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Omit,White Protestants,No,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,8736.0,1.30412983894348
4554719.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 2,6.0,College graduate,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Omit,Omit,For your candidate,To express support for Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,,,,,,Property taxes,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,78.0,None of them,Can bring needed change,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Omit,White Protestants,,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7712.0,0.830804586410522
4557375.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,7.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,Against his opponents,To express support for Barack Obama,1.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Property taxes,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,116.0,Jon Corzine,Is honest,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did not,Only Christie did,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,No,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,7901.0,0.947204291820526
4557345.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,Black 60+,Black 60+,Black 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,1.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,Against his opponents,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Not worried,Not too worried,Jon Corzine,Approve,Somewhat approve,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,26.0,Jon Corzine,Shares my values,Black,State questionnaire,Black,East,None,None,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8012.0,1.10329508781433
4557145.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,697.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,3.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Omit,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,119.0,None of them,Shares my values,White,State questionnaire,White,East,None,None,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,White none,No,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,7825.0,1.22019374370575
4553581.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,A factor,A minor factor,Call 1,4.0,College graduate,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly favorable,Favorable,For your candidate,Barack Obama was not a factor,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Property taxes,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,76.0,Jon Corzine,Is honest,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do and someone else does",Yes,I am,Yes,Version 1,Jon Corzine,White Protestants,No,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Upscale,8736.0,1.2766752243042
4553183.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,7.0,High school graduate,No college degree,High school graduate or less,White no college degree,9.0,Omit,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,3.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Health care,No,Worried,Very worried,Jon Corzine,Disapprove,Somewhat disapprove,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,105.0,None of them,Shares my values,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,Yes,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,8876.0,1.22019374370575
4553159.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,Black 60+,Black 60+,Black 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,1.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,26.0,Jon Corzine,Has the right experience,Black,State questionnaire,Black,East,Catholic,Catholic,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8012.0,1.12298858165741
4553158.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,Black 60+,Black 60+,Black 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,1.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,26.0,Jon Corzine,Has the right experience,Black,State questionnaire,Black,East,Catholic,Catholic,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8012.0,1.12298858165741
4553152.0,Jon Corzine,65+,60+,45+,60+,65+,75+,Black 60+,Black 60+,Black 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,1.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,9.0,Omit,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Property taxes,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,26.0,Jon Corzine,Shares my values,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Omit,Omit,Omit,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8012.0,1.10329508781433
4553063.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,Barack Obama was not a factor,4.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,64.0,Jon Corzine,Can bring needed change,White,State questionnaire,White,East,Jewish,Jewish,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Jewish,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,8840.0,0.844651341438293
4553046.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,6.0,Did not complete high school,No college degree,High school graduate or less,White no college degree,2.0,Favorable,Strongly favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,4.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,64.0,Jon Corzine,Shares my values,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,8840.0,0.844651341438293
4552931.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,Black 60+,Black 60+,Black 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,11.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat favorable,Favorable,For your candidate,To express support for Barack Obama,3.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,82.0,None of them,Can bring needed change,Black,State questionnaire,Black,East,Catholic,Catholic,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7849.0,1.39159345626831
4552855.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,2.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,Against his opponents,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.951545357704163
4552854.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,2.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Strongly unfavorable,Unfavorable,Against his opponents,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.951545357704163
4552727.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Corruption in government,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,44.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,White Protestants,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.934858381748199
4552670.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,2.0,College graduate,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,Jon Corzine,Can bring needed change,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,No one does,No,No,No,Version 1,Jon Corzine,White Protestants,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.951545357704163
4552585.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,Black 60+,Black 60+,Black 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,3.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Property taxes,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent,Non-White Democrats,Moderate,22.0,None of them,Has the right experience,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,8060.0,1.12168335914612
4552570.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Unfavorable,Somewhat unfavorable,Unfavorable,Somewhat unfavorable,Unfavorable,Omit,Barack Obama was not a factor,4.0,Government should do more to solve problems,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,70.0,Jon Corzine,Shares my values,White,State questionnaire,White,East,None,None,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White none,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,8730.0,0.90527880191803
4552525.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,9.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Favorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,Barack Obama was not a factor,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Health care,No,Worried,Very worried,Jon Corzine,Disapprove,Somewhat disapprove,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,14.0,Jon Corzine,Shares my values,White,State questionnaire,White,East,Jewish,Jewish,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,White Jewish,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7666.0,0.858315110206604
4557333.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 3,9.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,2.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and white",Economy/Jobs,No,Worried,Very worried,Jon Corzine,Disapprove,Somewhat disapprove,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,14.0,Jon Corzine,Shares my values,White,State questionnaire,White,East,Jewish,Jewish,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,White Jewish,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7666.0,0.873635828495026
4552443.0,Jon Corzine,65+,60+,45+,60+,65+,75+,,White 60+,White 65+,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,6.0,College graduate,College graduate,More than High school graduate,White college degree,3.0,Unfavorable,Strongly favorable,Favorable,Omit,Omit,For your candidate,Barack Obama was not a factor,4.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Economy/Jobs,No,Not worried,Not too worried,Jon Corzine,Approve,Strongly approve,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,78.0,None of them,Has the right experience,White,State questionnaire,White,East,Jewish,Jewish,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,White Jewish,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7712.0,0.81623500585556
4552394.0,Jon Corzine,65+,60+,45+,60+,65+,65-74,,,,Complete,Not a factor,Not a factor,Not a factor at all,Call 1,9.0,Postgraduate study,College graduate,More than High school graduate,,2.0,Favorable,Strongly favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,To express opposition to Barack Obama,2.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,,Health care,No,Worried,Very worried,Jon Corzine,Disapprove,Strongly disapprove,65+,Republican,,,Republican,,Conservative,14.0,None of them,Has the right experience,,State questionnaire,,East,Jewish,Jewish,Female,,,,,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,,,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7666.0,0.782072722911835
