ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,BREAK09AVA,BREAK09BVA,BREAK09VA,BRNAGAIN,CALL,CDNUM,DEEDSAMEND,DEEDSLIB,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09VA,LATINO,MCDONLLIB,MCDONLTHESIS,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,QRACEAI,QTYPE,RACE,RACEBRN,REGION,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREDEEDS,SHAREMCDONL,SHRVALVA,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRDEEDS,UNFRMCDONL,UNFRVA09,VAATG09,VAGOV09,VALGV09,VERSION,VOTE2008,WHNCLINC,WHTEVANG,WORK,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4554950.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,Yes,Call 2,7.0,More likely to vote for him,About right,College graduate,College graduate,More than High school graduate,Non white college degree,To express support for Barack Obama,4.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Too conservative,Less likely to vote for him,Not worried,Not too worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,56.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,0.792461454868317
4554904.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,An important factor,A factor,One of several important factors,No,Call 2,7.0,Less likely to vote for him,About right,College graduate,College graduate,More than High school graduate,Non white college degree,To express support for Barack Obama,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Healthcare,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,56.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,0.792461454868317
4554891.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,3.0,More likely to vote for him,About right,College graduate,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Healthcare,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.744668245315552
4554890.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,3.0,More likely to vote for him,About right,College graduate,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Healthcare,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.744668245315552
4554877.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,7.0,Had no effect on your vote,About right,High school graduate,No college degree,High school graduate or less,Non white no college degree,Barack Obama was not a factor,4.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,About right,Had no effect on your vote,Not worried,Not at all worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,56.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does,Both of them,Suburbs,Suburbs, Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,0.831542611122131
4554862.0,65+,60+,45+,60+,65+,75+,,Latino 60+,Latino 65+,Once a week,Weekly,Complete,Not a factor,A factor,A minor factor,No,Call 2,11.0,More likely to vote for him,About right,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,Barack Obama was not a factor,1.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Transportation,Yes,Too conservative,Less likely to vote for him,Worried,Somewhat worried,Approve,Somewhat approve,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,Non-White Democrats,Moderate,27.0,White,State questionnaire,Hispanic/Latino,All others,South,Male,Non-black male,Latino men,Non-white male,Non-white,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22151.0,0.815979242324829
4554856.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,3.0,More likely to vote for him,About right,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,To express support for Barack Obama,5.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Too liberal,Less likely to vote for him,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.715430557727814
4554844.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Omit,Omit,Omit,Yes,Call 2,7.0,More likely to vote for him,Too liberal,College graduate,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,4.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,56.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,Suburbs,Suburbs, Virginia,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Suburb,60s Suburbs,Urban Perimeter,Downscale,23228.0,0.792461454868317
4554838.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Complete,Not a factor,A factor,A minor factor,Yes,Call 2,3.0,More likely to vote for him,About right,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Transportation,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,18-64,Republican,Black non-Democrat,All Republicans,Republican,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.750712811946869
4554818.0,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,Not a factor,A factor,A minor factor,Yes,Call 2,3.0,Had no effect on your vote,Omit,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,Barack Obama was not a factor,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Healthcare,No,Too conservative,Less likely to vote for him,Not worried,Not at all worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does not,McDonnell does not,Neither of them,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.744668245315552
4554804.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,Not a factor,Not a factor,Not a factor at all,Yes,Call 2,3.0,Had no effect on your vote,About right,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Too conservative,Less likely to vote for him,Not worried,Not too worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,96.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did not,McDonnell did not,Neither did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.781392455101013
4554797.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,1.0,Had no effect on your vote,About right,High school graduate,No college degree,High school graduate or less,Non white no college degree,Barack Obama was not a factor,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Taxes,No,About right,Had no effect on your vote,Not worried,Not too worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,100.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does,Both of them,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Suburb,Urban,Urban Core,Upscale,23606.0,0.897911429405212
4554792.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,Once a week,Weekly,Complete,An important factor,A factor,The single most important factor,Yes,Call 2,3.0,More likely to vote for him,About right,Did not complete high school,No college degree,High school graduate or less,Non white no college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Taxes,No,Omit,Had no effect on your vote,Worried,Somewhat worried,Approve,Strongly approve,18-64,,,,,,Moderate,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Deeds did,McDonnell did,Both did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,,Suburb,Urban,Urban Core,Downscale,23661.0,0.715430557727814
4554775.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 2,3.0,Had no effect on your vote,About right,High school graduate,No college degree,High school graduate or less,Non white no college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Deeds did not,McDonnell did,Only McDonnell did,Stephen Shannon,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Suburb,Urban,Urban Core,Downscale,23661.0,0.744668245315552
4556680.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Once a week,Weekly,Complete,An important factor,A factor,The single most important factor,Yes,Call 3,2.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Transportation,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Strongly approve,18-64,,,,,,Liberal,118.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Upscale,23455.0,0.875874698162079
4551841.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,,Yes,Call 1,1.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,5.0,,,,,,,Economy/Jobs,No,,,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,97.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,,All others,Yes,Suburb,Urban,Urban Core,Upscale,23666.0,0.955499649047852
4552466.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,More than once a week,Weekly,Complete,An important factor,A factor,One of several important factors,Yes,Call 1,2.0,More likely to vote for him,About right,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,Barack Obama was not a factor,5.0,Government should do more to solve problems,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Omit,No,Too conservative,Had no effect on your vote,Worried,Very worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,118.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Sometime last week,Earlier than that,In October,In the last week,Deeds did not,McDonnell did,Only McDonnell did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Upscale,23455.0,0.834710001945496
4557099.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,Never,Never,Complete,Not a factor,A factor,A minor factor,No,Call 3,8.0,More likely to vote for him,Too liberal,College graduate,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,About right,Less likely to vote for him,Worried,Very worried,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Non-White Democrats,Moderate,3.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does not,McDonnell does not,Neither of them,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,1.24333322048187
4552171.0,30-44,30-59,18-44,30-44,30-39,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,,Yes,Call 1,4.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,To express support for Barack Obama,4.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,1.48997628688812
4552131.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a year,Occasionally,Complete,An important factor,A factor,One of several important factors,No,Call 1,3.0,Had no effect on your vote,About right,High school graduate,No college degree,High school graduate or less,Non white no college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Too conservative,Less likely to vote for him,Worried,Somewhat worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,0.821026206016541
4551961.0,45-65,60+,45+,60+,50-64,60-64,Black 60+,Black 60+,Black 45-64,A few times a month,Occasionally,Complete,An important factor,A factor,One of several important factors,Yes,Call 1,3.0,More likely to vote for him,About right,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Healthcare,No,Too conservative,Had no effect on your vote,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does,Both of them,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Deeds did,McDonnell did,Both did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,No,All others,No,Suburb,Urban,Urban Core,Downscale,23661.0,0.827690601348877
4551928.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,,Yes,Call 1,8.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,1.0,,100k or more,50k or more,"$150,000-$199,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,,,Worried,Somewhat worried,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Non-White Democrats,Conservative,4.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,,,,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,,,,,Deeds did,McDonnell did,Both did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Extremely High Density Urban,Urban,Urban Core,Upscale,22204.0,1.06835114955902
4556356.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,Complete,,,,No,Call 3,8.0,,,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,Barack Obama was not a factor,1.0,,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,,,Worried,Very worried,Approve,Strongly approve,18-64,Republican,Black non-Democrat,All Republicans,Republican,Non-White Democrats,Conservative,36.0,Black,State questionnaire,Black,All others,South,Female,Black female,Black women,Non-white female,Non-white,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Ken Cuccinelli,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22043.0,1.76133561134338
4554639.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,A few times a month,Occasionally,Complete,An important factor,A factor,One of several important factors,No,Call 2,3.0,Had no effect on your vote,About right,,,,,To express support for Barack Obama,5.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Taxes,No,Too conservative,Had no effect on your vote,Not worried,Not at all worried,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Non-White Democrats,Moderate,96.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,Deeds does,McDonnell does not,Only Deeds,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Deeds did not,McDonnell did,Only McDonnell did,Other,R. Creigh Deeds,Jody Wagner,Version 1,Barack Obama,,All others,Yes,Suburb,Urban,Urban Core,Downscale,23661.0,1.72237074375153
4556593.0,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,,,Complete,,,,Yes,Call 3,4.0,,,High school graduate,No college degree,High school graduate or less,Non white no college degree,Barack Obama was not a factor,4.0,,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,No,,,Worried,Very worried,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Conservative,109.0,Black,State questionnaire,Black,All others,South,Male,Black male,Black men,Non-white male,Non-white,,,,Suburbs,Suburbs, Virginia,Election day exit poll,,,,,Deeds did not,McDonnell did not,Neither did,Other,R. Creigh Deeds,Jody Wagner,Version 2,Barack Obama,No,All others,Yes,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,23803.0,2.14867877960205
4552417.0,45-65,30-59,45+,45-59,50-64,50-59,,All others,All others,A few times a year,Occasionally,Complete,An important factor,A factor,One of several important factors,No,Call 1,11.0,Had no effect on your vote,About right,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Barack Obama was not a factor,1.0,Government is doing too many things better left to businesses and individuals,100k or more,50k or more,"$200,000 or more",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,About right,Had no effect on your vote,Worried,Somewhat worried,Approve,Somewhat approve,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Non-White Democrats,Moderate,38.0,Asian,State questionnaire,Asian,All others,South,Male,Non-black male,All other races,Non-white male,Non-white,Deeds does,McDonnell does,Both of them,Suburbs,Suburbs, Virginia,Election day exit poll,In the last three days,Today or in the last three days,Today or in the last three days,In the last week,Deeds did not,McDonnell did not,Neither did,,Robert McDonnell,Jody Wagner,Version 1,John McCain,No,All others,Yes,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,22182.0,1.00852298736572
