STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,JBUSH,GORBSH3,HISPANIC,REL5,WEIGHT
10.0,146.0,46.0,THIRD CALL,45-49,FEMALE,KEYES,NO,YES,INDEPENDENT,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.318
10.0,146.0,47.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.591
10.0,146.0,48.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.589
10.0,146.0,49.0,THIRD CALL,45-49,MALE,KEYES,YES,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.319
10.0,146.0,50.0,THIRD CALL,30-39,FEMALE,MCCAIN,YES,NO,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,CATHOLIC,0.618
10.0,146.0,51.0,THIRD CALL,60-64,FEMALE,MCCAIN,NO,YES,INDEPENDENT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,CATHOLIC,0.632
10.0,146.0,52.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.589
10.0,146.0,53.0,THIRD CALL,75+,MALE,MCCAIN,NO,YES,REPUBLICAN,NONE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,0.635
10.0,146.0,54.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.601
10.0,146.0,55.0,THIRD CALL,50-59,FEMALE,MCCAIN,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.618
10.0,146.0,56.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.604
10.0,146.0,57.0,THIRD CALL,65-74,FEMALE,MCCAIN,NO,NO,INDEPENDENT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.632
10.0,146.0,58.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.601
10.0,146.0,59.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.589
10.0,146.0,60.0,THIRD CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.589
10.0,146.0,61.0,THIRD CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.601
10.0,146.0,62.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,SOMETHING ELSE,0.589
10.0,151.0,1.0,SECOND CALL,50-59,MALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,3.196
10.0,151.0,2.0,SECOND CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.111
10.0,151.0,3.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.097
10.0,151.0,4.0,THIRD CALL,50-59,MALE,MCCAIN,NO,NO,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,3.196
10.0,151.0,5.0,THIRD CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.111
10.0,151.0,6.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.097
10.0,151.0,7.0,THIRD CALL,40-44,MALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.6420000000000001
10.0,151.0,8.0,THIRD CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.0420000000000003
10.0,151.0,9.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.0420000000000003
10.0,151.0,10.0,THIRD CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,3.111
10.0,151.0,11.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,3.097
10.0,151.0,12.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,3.029
10.0,151.0,13.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,2.6470000000000002
10.0,152.0,1.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.663
10.0,152.0,2.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.663
10.0,152.0,3.0,FIRST CALL,65-74,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.681
10.0,152.0,4.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.663
10.0,152.0,5.0,FIRST CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.666
10.0,152.0,6.0,FIRST CALL,60-64,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.714
10.0,152.0,7.0,FIRST CALL,50-59,FEMALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.6970000000000001
10.0,152.0,8.0,FIRST CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.678
10.0,152.0,9.0,FIRST CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.666
10.0,152.0,10.0,FIRST CALL,,,BUSH,NO,YES,REPUBLICAN,,,MODERATE,MODERATE,,,STATE,TAMPA BAY AREA,,REPUBLICAN,,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,,0.666
10.0,152.0,11.0,FIRST CALL,25-29,,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.522
10.0,152.0,12.0,SECOND CALL,25-29,MALE,MCCAIN,NO,NO,REPUBLICAN,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,18-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,CATHOLIC,0.551
10.0,152.0,13.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.681
10.0,152.0,14.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,15.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.681
10.0,152.0,16.0,SECOND CALL,75+,FEMALE,MCCAIN,OMITS,OMITS,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,OMITS,FAVORABLE,UNFAVORABLE,OMITS,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.711
10.0,152.0,17.0,SECOND CALL,,MALE,MCCAIN,OMITS,OMITS,,,,,,,,STATE,TAMPA BAY AREA,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,,,0.7000000000000001
10.0,152.0,18.0,SECOND CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.681
10.0,152.0,19.0,SECOND CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.663
10.0,152.0,20.0,SECOND CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,21.0,SECOND CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,22.0,SECOND CALL,60-64,MALE,OTHER,YES,NO,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,1.3820000000000001
10.0,152.0,23.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,OMITS,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,24.0,SECOND CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.678
10.0,152.0,25.0,SECOND CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,OMITS,FAVORABLE,BUSH,NO,CATHOLIC,0.666
10.0,152.0,26.0,SECOND CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.681
10.0,152.0,27.0,THIRD CALL,75+,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,28.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.681
10.0,152.0,29.0,THIRD CALL,60-64,FEMALE,MCCAIN,NO,NO,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,CATHOLIC,0.711
10.0,152.0,30.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,31.0,THIRD CALL,50-59,FEMALE,MCCAIN,NO,NO,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,CATHOLIC,0.6970000000000001
10.0,152.0,32.0,THIRD CALL,65-74,MALE,BUSH,NO,YES,INDEPENDENT,,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,,0.681
10.0,152.0,33.0,THIRD CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,34.0,THIRD CALL,65-74,FEMALE,MCCAIN,OMITS,NO,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.711
10.0,152.0,35.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.663
10.0,152.0,36.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.663
10.0,152.0,37.0,THIRD CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.678
10.0,152.0,38.0,THIRD CALL,75+,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,TAMPA BAY AREA,60+,REPUBLICAN,65+,75+,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.681
10.0,152.0,39.0,THIRD CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.666
10.0,152.0,40.0,THIRD CALL,65-74,FEMALE,BUSH,YES,NO,INDEPENDENT,CATHOLIC,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,TAMPA BAY AREA,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.678
